"","human","cell_type1","total_features","log10_total_features","total_counts","log10_total_counts","pct_counts_top_50_features","pct_counts_top_100_features","pct_counts_top_200_features","pct_counts_top_500_features","total_features_endogenous","log10_total_features_endogenous","total_counts_endogenous","log10_total_counts_endogenous","pct_counts_endogenous","pct_counts_top_50_features_endogenous","pct_counts_top_100_features_endogenous","pct_counts_top_200_features_endogenous","pct_counts_top_500_features_endogenous","total_features_feature_control","log10_total_features_feature_control","total_counts_feature_control","log10_total_counts_feature_control","pct_counts_feature_control","total_features_ERCC","log10_total_features_ERCC","total_counts_ERCC","log10_total_counts_ERCC","pct_counts_ERCC","is_cell_control"
"human1_lib3.final_cell_0137",1,"beta",2138,3.33021078457153,6668,3.82406071741865,40.5968806238752,47.7804439112178,56.7036592681464,70.5458908218356,2138,3.33021078457153,6668,3.82406071741865,100,40.5968806238752,47.7804439112178,56.7036592681464,70.5458908218356,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0138",1,"beta",2381,3.37694175714676,8803,3.94468003388131,45.3254572304896,52.3117119163921,60.2067476996478,72.5775303873679,2381,3.37694175714676,8803,3.94468003388131,100,45.3254572304896,52.3117119163921,60.2067476996478,72.5775303873679,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0139",1,"activated_stellate",2830,3.4519398693651,8731,3.9411137270371,22.2425838964609,32.7339365479327,44.0613904478296,60.7948688580919,2830,3.4519398693651,8731,3.9411137270371,100,22.2425838964609,32.7339365479327,44.0613904478296,60.7948688580919,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0140",1,"beta",2454,3.39005149645899,7140,3.85375903307477,33.2212885154062,41.1624649859944,50.3921568627451,65.4621848739496,2454,3.39005149645899,7140,3.85375903307477,100,33.2212885154062,41.1624649859944,50.3921568627451,65.4621848739496,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0141",1,"delta",1710,3.2332500095411,6216,3.79358086736816,56.4671814671815,61.9047619047619,68.6454311454311,79.5527670527671,1710,3.2332500095411,6216,3.79358086736816,100,56.4671814671815,61.9047619047619,68.6454311454311,79.5527670527671,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0142",1,"beta",2791,3.44591541395112,9180,3.96288998739179,30.9694989106754,39.5424836601307,48.8888888888889,63.7037037037037,2791,3.44591541395112,9180,3.96288998739179,100,30.9694989106754,39.5424836601307,48.8888888888889,63.7037037037037,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0143",1,"acinar",2826,3.45132580848952,13563,4.13238778110605,46.8849074688491,58.4531445845314,67.558799675588,77.0183587701836,2826,3.45132580848952,13563,4.13238778110605,100,46.8849074688491,58.4531445845314,67.558799675588,77.0183587701836,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0144",1,"beta",1908,3.28080592839367,6912,3.83966655688243,47.3090277777778,53.5445601851852,61.6898148148148,75.1446759259259,1908,3.28080592839367,6912,3.83966655688243,100,47.3090277777778,53.5445601851852,61.6898148148148,75.1446759259259,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0145",1,"beta",2854,3.45560611258187,11242,4.05088221066403,44.8941469489415,52.0903753780466,59.7936310265077,71.0371819960861,2854,3.45560611258187,11242,4.05088221066403,100,44.8941469489415,52.0903753780466,59.7936310265077,71.0371819960861,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0146",1,"activated_stellate",3107,3.49248101012888,10793,4.03318241372919,23.9877698508292,33.4661354581673,44.4269433892338,60.6596868340591,3107,3.49248101012888,10793,4.03318241372919,100,23.9877698508292,33.4661354581673,44.4269433892338,60.6596868340591,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0147",1,"alpha",1776,3.2496874278053,5488,3.73949323078162,43.2215743440233,50.5830903790087,59.0925655976676,72.9227405247813,1776,3.2496874278053,5488,3.73949323078162,100,43.2215743440233,50.5830903790087,59.0925655976676,72.9227405247813,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0148",1,"beta",3179,3.50242711998443,11448,4.05876755537042,38.7054507337526,45.7197763801537,53.2058001397624,65.6795946890286,3179,3.50242711998443,11448,4.05876755537042,100,38.7054507337526,45.7197763801537,53.2058001397624,65.6795946890286,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0149",1,"beta",2559,3.40823996531185,9150,3.96146855535079,39.7814207650273,47.4972677595628,56.0765027322404,68.9726775956284,2559,3.40823996531185,9150,3.96146855535079,100,39.7814207650273,47.4972677595628,56.0765027322404,68.9726775956284,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0150",1,"quiescent_stellate",3748,3.57391544042155,11537,4.06213053462212,20.0918783045852,29.7391002860362,40.816503423767,55.8290716824131,3748,3.57391544042155,11537,4.06213053462212,100,20.0918783045852,29.7391002860362,40.816503423767,55.8290716824131,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0151",1,"activated_stellate",3271,3.51481329499929,10753,4.0315700321411,23.7701106667907,33.1349390867665,43.7738305589138,59.4624755882079,3271,3.51481329499929,10753,4.0315700321411,100,23.7701106667907,33.1349390867665,43.7738305589138,59.4624755882079,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0152",1,"acinar",2880,3.45954325828041,11735,4.06952010083523,39.93182786536,50.046868342565,60.2726885385599,71.964209629314,2880,3.45954325828041,11735,4.06952010083523,100,39.93182786536,50.046868342565,60.2726885385599,71.964209629314,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0153",1,"beta",2037,3.30920417967041,7421,3.87052095001276,45.2230157660693,52.8230696671608,61.4472443066972,74.3835062660019,2037,3.30920417967041,7421,3.87052095001276,100,45.2230157660693,52.8230696671608,61.4472443066972,74.3835062660019,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0154",1,"alpha",2699,3.43136376415899,8803,3.94468003388131,33.3749858002954,41.5199363853232,50.732704759741,65.0005679881858,2699,3.43136376415899,8803,3.94468003388131,100,33.3749858002954,41.5199363853232,50.732704759741,65.0005679881858,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0155",1,"delta",1962,3.29292029960001,6446,3.80935767021111,51.9081600992864,57.3533974557865,63.7294446168166,74.7750542972386,1962,3.29292029960001,6446,3.80935767021111,100,51.9081600992864,57.3533974557865,63.7294446168166,74.7750542972386,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0156",1,"acinar",1278,3.10687054447865,8765,3.94280146631794,67.6212207644039,76.4632059326868,83.342840844267,91.123787792356,1278,3.10687054447865,8765,3.94280146631794,100,67.6212207644039,76.4632059326868,83.342840844267,91.123787792356,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0157",1,"beta",1653,3.21853550521653,3910,3.59228781595213,33.6061381074169,41.2787723785166,50.6649616368286,67.9028132992327,1653,3.21853550521653,3910,3.59228781595213,100,33.6061381074169,41.2787723785166,50.6649616368286,67.9028132992327,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0158",1,"beta",2687,3.42942926438179,7943,3.90003923548732,35.7547526123631,42.3139871585043,50.2454991816694,64.1067606697721,2687,3.42942926438179,7943,3.90003923548732,100,35.7547526123631,42.3139871585043,50.2454991816694,64.1067606697721,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0159",1,"beta",2636,3.42111012979343,11029,4.04257551244019,43.938707045063,52.3619548463143,60.8033366579019,73.1344636866443,2636,3.42111012979343,11029,4.04257551244019,100,43.938707045063,52.3619548463143,60.8033366579019,73.1344636866443,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0160",1,"beta",3038,3.48273070007994,9631,3.98371647391375,31.7827847575537,38.5525905928772,46.994081611463,60.845187415637,3038,3.48273070007994,9631,3.98371647391375,100,31.7827847575537,38.5525905928772,46.994081611463,60.845187415637,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0161",1,"ductal",3317,3.52087638168834,9909,3.99607365448528,18.7506307397316,28.6809970733676,40.3269754768392,56.2317085477848,3317,3.52087638168834,9909,3.99607365448528,100,18.7506307397316,28.6809970733676,40.3269754768392,56.2317085477848,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0162",1,"beta",3101,3.49164179347759,10865,4.0360697006977,33.0694891854579,40.7455131155085,49.3419236079153,62.9636447307869,3101,3.49164179347759,10865,4.0360697006977,100,33.0694891854579,40.7455131155085,49.3419236079153,62.9636447307869,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0163",1,"acinar",2488,3.39602489660859,12883,4.11005071614765,47.2638360630288,57.4012264224171,66.6537297213382,77.3655204533106,2488,3.39602489660859,12883,4.11005071614765,100,47.2638360630288,57.4012264224171,66.6537297213382,77.3655204533106,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0164",1,"beta",2251,3.35256838617931,9396,3.97298922685535,48.9144316730524,55.8641975308642,63.399318859089,75.1383567475522,2251,3.35256838617931,9396,3.97298922685535,100,48.9144316730524,55.8641975308642,63.399318859089,75.1383567475522,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0165",1,"beta",3025,3.48086892368717,9034,3.95592815689695,27.1861855213637,34.5804737657737,43.0706220943104,58.1137923400487,3025,3.48086892368717,9034,3.95592815689695,100,27.1861855213637,34.5804737657737,43.0706220943104,58.1137923400487,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0166",1,"beta",1951,3.29047981333067,9433,3.97469587190968,52.273931941058,61.1046326725326,69.4794869076646,80.6530266087141,1951,3.29047981333067,9433,3.97469587190968,100,52.273931941058,61.1046326725326,69.4794869076646,80.6530266087141,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0167",1,"beta",2367,3.37438169805088,7286,3.86254876952479,37.9769420807027,45.1139171012901,53.7057370299204,67.9110623112819,2367,3.37438169805088,7286,3.86254876952479,100,37.9769420807027,45.1139171012901,53.7057370299204,67.9110623112819,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0168",1,"beta",1506,3.17811325231463,3129,3.49554433754645,31.6075423457974,38.7344199424736,48.5778203899009,67.8491530840524,1506,3.17811325231463,3129,3.49554433754645,100,31.6075423457974,38.7344199424736,48.5778203899009,67.8491530840524,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0169",1,"beta",2845,3.45423489574827,9824,3.99233255904746,41.0118078175896,48.0964983713355,55.5374592833876,67.3554560260586,2845,3.45423489574827,9824,3.99233255904746,100,41.0118078175896,48.0964983713355,55.5374592833876,67.3554560260586,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0170",1,"alpha",2535,3.40414924920969,8004,3.90336133625532,30.2223888055972,37.8185907046477,47.0764617691154,62.6186906546727,2535,3.40414924920969,8004,3.90336133625532,100,30.2223888055972,37.8185907046477,47.0764617691154,62.6186906546727,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0171",1,"acinar",2407,3.38165648258579,12765,4.10605484009379,49.3145319232276,60.6580493537015,69.4320407363886,79.1382687034861,2407,3.38165648258579,12765,4.10605484009379,100,49.3145319232276,60.6580493537015,69.4320407363886,79.1382687034861,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0172",1,"beta",2259,3.3541084391474,7581,3.87978378009042,41.6831552565625,49.5712966627094,57.9870729455217,71.1251813744889,2259,3.3541084391474,7581,3.87978378009042,100,41.6831552565625,49.5712966627094,57.9870729455217,71.1251813744889,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0173",1,"beta",3135,3.4963760540124,9952,3.9979540040694,30.3858520900322,38.3641479099678,46.9754823151125,61.2037781350482,3135,3.4963760540124,9952,3.9979540040694,100,30.3858520900322,38.3641479099678,46.9754823151125,61.2037781350482,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0174",1,"alpha",2750,3.43949059038968,7609,3.88138465677057,24.8258641082928,32.8952556183467,42.8045735313445,59.2062031804442,2750,3.43949059038968,7609,3.88138465677057,100,24.8258641082928,32.8952556183467,42.8045735313445,59.2062031804442,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0175",1,"beta",2513,3.40036527334994,6641,3.82229887126237,31.3055262761632,38.292425839482,46.905586508056,61.8581538924861,2513,3.40036527334994,6641,3.82229887126237,100,31.3055262761632,38.292425839482,46.905586508056,61.8581538924861,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0176",1,"beta",2801,3.44746813094976,7899,3.89762709129044,29.2948474490442,37.0173439675908,45.8665653880238,60.0962147107229,2801,3.44746813094976,7899,3.89762709129044,100,29.2948474490442,37.0173439675908,45.8665653880238,60.0962147107229,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0177",1,"gamma",2846,3.45438746714695,7706,3.88688535898601,27.7316376849208,34.9727485076564,43.8359719698936,59.0059693745134,2846,3.45438746714695,7706,3.88688535898601,100,27.7316376849208,34.9727485076564,43.8359719698936,59.0059693745134,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0178",1,"delta",2265,3.35525990552738,8336,3.92100980149703,47.1089251439539,53.3589251439539,60.2687140115163,72.2168905950096,2265,3.35525990552738,8336,3.92100980149703,100,47.1089251439539,53.3589251439539,60.2687140115163,72.2168905950096,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0179",1,"macrophage",2841,3.45362407359145,7782,3.89114703044877,25.2634284245695,32.5366229760987,42.3798509380622,58.236957080442,2841,3.45362407359145,7782,3.89114703044877,100,25.2634284245695,32.5366229760987,42.3798509380622,58.236957080442,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0180",1,"alpha",2757,3.44059426183983,8402,3.92443436354323,29.9214472744585,38.3718162342299,47.6910259462033,62.532730302309,2757,3.44059426183983,8402,3.92443436354323,100,29.9214472744585,38.3718162342299,47.6910259462033,62.532730302309,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0181",1,"delta",1359,3.13353890837022,4661,3.66857226918456,57.5413001501824,62.8405921476078,69.5987985410856,81.5704784381034,1359,3.13353890837022,4661,3.66857226918456,100,57.5413001501824,62.8405921476078,69.5987985410856,81.5704784381034,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0182",1,"beta",2752,3.43980621139333,10619,4.02612451674545,40.7382992748846,48.5450607401827,56.8226763348715,69.06488369903,2752,3.43980621139333,10619,4.02612451674545,100,40.7382992748846,48.5450607401827,56.8226763348715,69.06488369903,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0183",1,"ductal",2638,3.42143939022005,8161,3.91179659043725,22.4604827839726,32.2019360372503,44.2347751501042,61.7571376056856,2638,3.42143939022005,8161,3.91179659043725,100,22.4604827839726,32.2019360372503,44.2347751501042,61.7571376056856,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0184",1,"ductal",3204,3.50582803385484,9913,3.99624891456913,21.8702713608393,31.1711893473217,42.4795722788258,58.7410471098557,3204,3.50582803385484,9913,3.99624891456913,100,21.8702713608393,31.1711893473217,42.4795722788258,58.7410471098557,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0185",1,"alpha",2901,3.46269740810172,7962,3.90107671572625,25.0816377794524,33.2705350414469,42.9540316503391,58.4652097462949,2901,3.46269740810172,7962,3.90107671572625,100,25.0816377794524,33.2705350414469,42.9540316503391,58.4652097462949,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0186",1,"beta",2516,3.40088321554836,8391,3.9238654751855,39.6853771898463,47.7535454653796,56.2626623763556,69.0859253962579,2516,3.40088321554836,8391,3.9238654751855,100,39.6853771898463,47.7535454653796,56.2626623763556,69.0859253962579,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0187",1,"beta",3124,3.49485002168009,11724,4.06911285138712,32.6509723643808,42.1272603207097,51.3476629136813,64.8839986352781,3124,3.49485002168009,11724,4.06911285138712,100,32.6509723643808,42.1272603207097,51.3476629136813,64.8839986352781,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0188",1,"acinar",1765,3.24699069924155,7187,3.85660806843694,47.8920272714624,59.9833031863086,69.4587449561709,80.2142757757061,1765,3.24699069924155,7187,3.85660806843694,100,47.8920272714624,59.9833031863086,69.4587449561709,80.2142757757061,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0189",1,"endothelial",3165,3.50051091052634,9683,3.9860547807697,34.493442115047,41.536713828359,49.1273365692451,61.8816482495094,3165,3.50051091052634,9683,3.9860547807697,100,34.493442115047,41.536713828359,49.1273365692451,61.8816482495094,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0190",1,"alpha",3686,3.56667313760612,12267,4.08877376731045,17.7549523110785,26.6405804190104,37.5560446726991,54.4876497921252,3686,3.56667313760612,12267,4.08877376731045,100,17.7549523110785,26.6405804190104,37.5560446726991,54.4876497921252,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0191",1,"gamma",2408,3.38183679999834,7337,3.86557770741993,40.888646585798,46.96742537822,54.7771568761074,67.616191904048,2408,3.38183679999834,7337,3.86557770741993,100,40.888646585798,46.96742537822,54.7771568761074,67.616191904048,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0192",1,"beta",2538,3.40466270087372,8686,3.93886982151299,36.3343311075294,44.6350448998388,54.1215749481925,68.0059866451761,2538,3.40466270087372,8686,3.93886982151299,100,36.3343311075294,44.6350448998388,54.1215749481925,68.0059866451761,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0193",1,"quiescent_stellate",2857,3.45606222445495,7804,3.89237290739844,29.8949256791389,36.7247565351102,45.6560738083034,60.3024090210149,2857,3.45606222445495,7804,3.89237290739844,100,29.8949256791389,36.7247565351102,45.6560738083034,60.3024090210149,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0194",1,"beta",2158,3.33425264233423,7505,3.87540856007706,41.545636242505,48.7008660892738,57.1752165223185,71.3790806129247,2158,3.33425264233423,7505,3.87540856007706,100,41.545636242505,48.7008660892738,57.1752165223185,71.3790806129247,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0195",1,"delta",1701,3.23095955574857,5346,3.72811018410034,53.4418256640479,57.9685746352413,64.3284698840254,76.5057987280209,1701,3.23095955574857,5346,3.72811018410034,100,53.4418256640479,57.9685746352413,64.3284698840254,76.5057987280209,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0196",1,"beta",2397,3.37984917876283,7546,3.8777743499914,40.6705539358601,47.7604028624437,55.7513914656772,68.870924993374,2397,3.37984917876283,7546,3.8777743499914,100,40.6705539358601,47.7604028624437,55.7513914656772,68.870924993374,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0197",1,"ductal",3029,3.4814426285023,8131,3.910197369966,18.0912556881072,27.5980814167999,38.9496986840487,55.3560447669413,3029,3.4814426285023,8131,3.910197369966,100,18.0912556881072,27.5980814167999,38.9496986840487,55.3560447669413,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0198",1,"beta",2506,3.39915433395822,8577,3.93338604190305,42.509035793401,49.2946251603125,57.1878279118573,69.7446659671214,2506,3.39915433395822,8577,3.93338604190305,100,42.509035793401,49.2946251603125,57.1878279118573,69.7446659671214,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0199",1,"alpha",2646,3.42275394130135,6230,3.79455775125476,22.2632423756019,30.4333868378812,40.3691813804173,56.7255216693419,2646,3.42275394130135,6230,3.79455775125476,100,22.2632423756019,30.4333868378812,40.3691813804173,56.7255216693419,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0200",1,"beta",2957,3.47099816966087,9690,3.98636859357027,35.3457172342621,43.343653250774,51.5273477812177,64.468524251806,2957,3.47099816966087,9690,3.98636859357027,100,35.3457172342621,43.343653250774,51.5273477812177,64.468524251806,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0201",1,"delta",1945,3.28914283593233,6035,3.78074923110355,50.4391052195526,55.2609776304888,61.6570008285004,73.5708367854184,1945,3.28914283593233,6035,3.78074923110355,100,50.4391052195526,55.2609776304888,61.6570008285004,73.5708367854184,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0202",1,"beta",3071,3.48742121135947,8390,3.92381372109119,19.9761620977354,28.9868891537545,39.165673420739,55.7806912991657,3071,3.48742121135947,8390,3.92381372109119,100,19.9761620977354,28.9868891537545,39.165673420739,55.7806912991657,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0203",1,"alpha",2819,3.45024910831936,7881,3.89663643052958,32.3562999619338,38.9798248953179,47.3036416698389,61.3247049866768,2819,3.45024910831936,7881,3.89663643052958,100,32.3562999619338,38.9798248953179,47.3036416698389,61.3247049866768,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0204",1,"quiescent_stellate",2987,3.47538059314336,8371,3.92282921966665,28.4673276788914,36.6622864651774,45.6934655357783,59.7778043244535,2987,3.47538059314336,8371,3.92282921966665,100,28.4673276788914,36.6622864651774,45.6934655357783,59.7778043244535,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0205",1,"ductal",3359,3.52633927738984,9588,3.98177331862775,18.8151856487276,27.6908635794743,38.5064664163538,54.6412181894034,3359,3.52633927738984,9588,3.98177331862775,100,18.8151856487276,27.6908635794743,38.5064664163538,54.6412181894034,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0206",1,"delta",2198,3.34222522936079,6159,3.78958071216443,41.4677707420036,47.0368566325702,54.424419548628,67.3973047572658,2198,3.34222522936079,6159,3.78958071216443,100,41.4677707420036,47.0368566325702,54.424419548628,67.3973047572658,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0207",1,"beta",2255,3.3533390953113,7840,3.89437145385624,45.765306122449,52.5255102040816,59.9489795918367,72.1938775510204,2255,3.3533390953113,7840,3.89437145385624,100,45.765306122449,52.5255102040816,59.9489795918367,72.1938775510204,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0208",1,"beta",2540,3.40500466505037,10032,4.0014308122464,42.6634768740032,50.1395534290271,58.0940988835726,70.7236842105263,2540,3.40500466505037,10032,4.0014308122464,100,42.6634768740032,50.1395534290271,58.0940988835726,70.7236842105263,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0209",1,"delta",2718,3.4344092075875,7555,3.8782919492498,34.1760423560556,40.132362673726,48.060886829914,62.0119126406353,2718,3.4344092075875,7555,3.8782919492498,100,34.1760423560556,40.132362673726,48.060886829914,62.0119126406353,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0210",1,"alpha",2560,3.40840957846843,6701,3.82620442349925,27.5481271452022,35.4126249813461,45.1574391881809,60.7819728398746,2560,3.40840957846843,6701,3.82620442349925,100,27.5481271452022,35.4126249813461,45.1574391881809,60.7819728398746,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0211",1,"beta",2197,3.34202768808747,7467,3.87320430927704,44.6497924199812,51.921789205839,60.0642828445159,72.8003214142226,2197,3.34202768808747,7467,3.87320430927704,100,44.6497924199812,51.921789205839,60.0642828445159,72.8003214142226,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0212",1,"beta",2099,3.32221929473392,8331,3.92074926127571,45.1926539431041,53.9311007081983,62.2134197575321,75.045012603529,2099,3.32221929473392,8331,3.92074926127571,100,45.1926539431041,53.9311007081983,62.2134197575321,75.045012603529,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0213",1,"delta",2402,3.3807537708039,7217,3.85841687772349,38.1044755438548,45.2126922543993,54.0252182347236,67.8259664680615,2402,3.3807537708039,7217,3.85841687772349,100,38.1044755438548,45.2126922543993,54.0252182347236,67.8259664680615,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0214",1,"beta",2823,3.45086469237977,9106,3.95937533657584,32.5938941357347,39.8198989677136,48.1330990555678,62.3544915440369,2823,3.45086469237977,9106,3.95937533657584,100,32.5938941357347,39.8198989677136,48.1330990555678,62.3544915440369,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0215",1,"beta",2858,3.45621415535799,8071,3.90698115322885,35.1009788130343,41.7048692850948,49.2256225994301,61.9378020071862,2858,3.45621415535799,8071,3.90698115322885,100,35.1009788130343,41.7048692850948,49.2256225994301,61.9378020071862,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0216",1,"delta",1914,3.28216877830464,6508,3.81351427154188,51.1370620774432,56.9299323909035,64.0135218192993,75.3841425937308,1914,3.28216877830464,6508,3.81351427154188,100,51.1370620774432,56.9299323909035,64.0135218192993,75.3841425937308,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0217",1,"ductal",2567,3.40959501939682,6401,3.80631566980811,18.5439775035151,27.3707233244806,38.7751913763474,57.0223402593345,2567,3.40959501939682,6401,3.80631566980811,100,18.5439775035151,27.3707233244806,38.7751913763474,57.0223402593345,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0218",1,"ductal",3589,3.55509444857832,10357,4.01527590668188,18.7795693733707,27.4500337935696,37.6846577194168,53.4228058318046,3589,3.55509444857832,10357,4.01527590668188,100,18.7795693733707,27.4500337935696,37.6846577194168,53.4228058318046,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0219",1,"beta",2544,3.40568778667278,8736,3.94136233571176,40.8424908424908,48.3630952380952,56.547619047619,69.2765567765568,2544,3.40568778667278,8736,3.94136233571176,100,40.8424908424908,48.3630952380952,56.547619047619,69.2765567765568,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0220",1,"beta",2229,3.34830486304816,9346,3.97067224268972,45.5167986304301,54.0766103145731,62.5080248234539,74.6308581211213,2229,3.34830486304816,9346,3.97067224268972,100,45.5167986304301,54.0766103145731,62.5080248234539,74.6308581211213,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0221",1,"beta",3009,3.47856649559384,8962,3.95245339642303,31.8455701852265,39.5670609239009,48.2481588931042,61.783084133006,3009,3.47856649559384,8962,3.95245339642303,100,31.8455701852265,39.5670609239009,48.2481588931042,61.783084133006,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0222",1,"beta",2655,3.42422807069598,9795,3.99104877645268,43.9714139867279,51.955079122001,59.7447677386422,71.4241960183767,2655,3.42422807069598,9795,3.99104877645268,100,43.9714139867279,51.955079122001,59.7447677386422,71.4241960183767,0,0,0,0,0,0,0,0,0,0,FALSE
"human1_lib3.final_cell_0223",1,"endothelial",2686,3.42926766643317,5882,3.76959884838745,18.6671200272016,25.2805168310099,34.3590615436926,51.5980958857531,2686,3.42926766643317,5882,3.76959884838745,100,18.6671200272016,25.2805168310099,34.3590615436926,51.5980958857531,0,0,0,0,0,0,0,0,0,0,FALSE
