cells,sc3-Initial,Monocle-Initial,Seurat-Initial,sc3-33,Monocle-33,Seurat-33,sc3-66,Monocle-66,Seurat-66,sc3-90,Monocle-90,Seurat-90,sc3-Final,Monocle-Final,Seurat-Final
HP1504901_C23,31,10,10,31,10,10,31,10,10,31,10,10,26,7,10
HP1504901_C24,13,21,11,13,21,11,13,21,11,13,21,11,13,21,11
HP1504901_C3,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_C4,13,21,11,13,21,11,13,21,11,13,21,11,13,21,11
HP1504901_C5,18,39,12,18,39,12,18,39,12,18,39,12,18,39,12
HP1504901_C6,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_C7,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_C8,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_C9,13,21,11,13,21,11,13,21,11,13,21,11,13,21,11
HP1504901_D1,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_D10,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_D11,13,21,12,13,21,12,13,21,12,13,21,12,13,21,12
HP1504901_D12,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_D13,12,25,4,12,25,4,12,25,3,12,17,3,6,17,3
HP1504901_D14,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_D15,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_D16,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_D17,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_D18,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_D19,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_D2,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_D20,13,39,11,13,39,11,13,39,11,13,39,11,13,39,11
HP1504901_D21,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_D22,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_D23,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_D24,31,10,10,31,10,10,31,10,10,31,10,10,26,7,10
HP1504901_D3,13,36,11,13,36,11,13,36,11,13,36,11,13,36,11
HP1504901_D4,17,23,24,17,23,24,17,23,24,17,23,24,17,23,20
HP1504901_D5,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_D6,29,7,13,29,7,13,29,7,13,29,7,13,29,7,13
HP1504901_D7,10,12,21,10,12,21,10,12,21,10,12,21,10,8,19
HP1504901_D8,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_D9,31,10,10,31,10,10,31,10,10,31,10,10,26,7,10
HP1504901_E1,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_E10,29,12,21,29,12,21,29,12,21,29,12,21,29,8,19
HP1504901_E11,13,21,11,13,21,11,13,21,11,13,21,11,13,21,11
HP1504901_E12,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_E13,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_E14,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_E15,13,13,6,13,13,6,13,13,6,13,13,6,13,13,6
HP1504901_E16,10,12,21,10,12,21,10,12,21,10,12,21,10,8,19
HP1504901_E17,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_E18,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_E19,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_E2,17,23,24,17,23,24,17,23,24,17,23,24,17,23,20
HP1504901_E20,20,21,8,20,21,8,20,21,8,20,21,8,20,21,8
HP1504901_E21,10,12,21,10,12,21,10,12,21,10,12,21,10,8,19
HP1504901_E22,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_E23,31,10,10,31,10,10,31,10,10,31,10,10,26,7,10
HP1504901_E24,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_E3,13,21,11,13,21,11,13,21,11,13,21,11,13,21,11
HP1504901_E4,13,21,11,13,21,11,13,21,11,13,21,11,13,21,11
HP1504901_E5,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_E6,4,25,4,4,25,4,4,25,3,4,17,3,4,17,3
HP1504901_E7,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_E8,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_E9,17,23,20,17,23,20,17,23,20,17,23,20,17,23,20
HP1504901_F1,31,10,10,31,10,10,31,10,10,31,10,10,26,7,10
HP1504901_F10,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_F11,10,12,21,10,12,21,10,12,21,10,12,21,10,8,19
HP1504901_F12,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_F13,10,12,21,10,12,21,10,12,21,10,12,21,10,8,19
HP1504901_F14,29,11,10,29,11,10,29,11,10,29,11,10,29,11,10
HP1504901_F15,31,10,10,31,10,10,31,10,10,31,10,10,26,7,10
HP1504901_F16,17,23,24,17,23,24,17,23,24,17,23,24,17,23,20
HP1504901_F17,10,12,21,10,12,21,10,12,21,10,12,21,10,8,19
HP1504901_F18,31,10,10,31,10,10,31,10,10,31,10,10,26,7,10
HP1504901_F19,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_F2,10,7,13,10,7,13,10,7,13,10,7,13,10,7,13
HP1504901_F20,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_F21,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_F22,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_F23,12,5,7,12,5,7,12,5,7,12,5,7,6,5,7
HP1504901_F24,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_F3,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_F4,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_F5,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_F6,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_F7,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_F8,4,25,4,4,25,4,4,25,3,4,17,3,4,17,3
HP1504901_F9,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_G1,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_G10,17,23,24,17,23,24,17,23,24,17,23,24,17,23,20
HP1504901_G11,4,25,4,4,25,4,4,25,3,4,17,3,4,17,3
HP1504901_G12,10,12,21,10,12,21,10,12,21,10,12,21,10,8,19
HP1504901_G13,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_G14,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_G15,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_G16,10,12,21,10,12,21,10,12,21,10,12,21,10,8,19
HP1504901_G17,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_G18,10,12,21,10,12,21,10,12,21,10,12,21,10,8,19
HP1504901_G19,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_G2,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_G20,31,10,10,31,10,10,31,10,10,31,10,10,26,7,10
HP1504901_G21,10,39,21,10,39,21,10,39,21,10,39,21,10,39,19
HP1504901_G22,13,21,12,13,21,12,13,21,12,13,21,12,13,21,12
HP1504901_G23,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_G24,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_G3,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_G4,10,12,21,10,12,21,10,12,21,10,12,21,10,8,19
HP1504901_G5,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_G6,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_G7,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_G8,10,12,21,10,12,21,10,12,21,10,12,21,10,8,19
HP1504901_G9,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_H1,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_H10,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_H11,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_H12,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_H13,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_H14,31,10,10,31,10,10,31,10,10,31,10,10,26,7,10
HP1504901_H15,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_H16,7,25,4,7,25,4,7,25,3,7,17,3,7,17,3
HP1504901_H17,10,12,21,10,12,21,10,12,21,10,12,21,10,8,19
HP1504901_H18,10,12,21,10,12,21,10,12,21,10,12,21,10,8,19
HP1504901_H19,31,10,10,31,10,10,31,10,10,31,10,10,26,7,10
HP1504901_H2,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_H20,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_H21,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_H22,10,12,21,10,12,21,10,12,21,10,12,21,10,8,19
HP1504901_H23,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_H24,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_H3,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_H4,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_H5,10,12,21,10,12,21,10,12,21,10,12,21,10,8,19
HP1504901_H6,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_H7,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_H8,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_H9,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_I1,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_I10,4,25,4,4,25,4,4,25,3,4,17,3,4,17,3
HP1504901_I11,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_I12,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_I13,17,23,24,17,23,24,17,23,24,17,23,24,17,23,20
HP1504901_I14,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_I15,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_I16,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_I17,17,23,24,17,23,24,17,23,24,17,23,24,17,23,20
HP1504901_I18,31,10,10,31,10,10,31,10,10,31,10,10,26,7,10
HP1504901_I19,17,23,20,17,23,20,17,23,20,17,23,20,17,23,20
HP1504901_I2,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_I20,13,21,11,13,21,11,13,21,11,13,21,11,13,21,11
HP1504901_I21,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_I22,31,10,10,31,10,10,31,10,10,31,10,10,26,7,10
HP1504901_I23,29,12,17,29,12,17,29,12,17,29,12,17,29,8,17
HP1504901_I24,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_I3,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_I4,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_I5,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_I6,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_I7,29,7,13,29,7,13,29,7,13,29,7,13,29,7,13
HP1504901_I8,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_I9,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_J1,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_J10,4,25,4,4,25,4,4,25,3,4,17,3,4,17,3
HP1504901_J11,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_J12,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_J13,4,32,5,4,32,5,4,32,5,4,32,5,4,32,5
HP1504901_J14,13,39,11,13,39,11,13,39,11,13,39,11,13,39,11
HP1504901_J15,10,12,21,10,12,21,10,12,21,10,12,21,10,8,19
HP1504901_J16,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_J17,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_J18,17,23,20,17,23,20,17,23,20,17,23,20,17,23,20
HP1504901_J19,19,32,12,19,32,12,19,32,12,19,32,12,19,32,12
HP1504901_J2,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_J20,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_J21,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_J22,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_J23,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_J24,17,23,20,17,23,20,17,23,20,17,23,20,17,23,20
HP1504901_J3,10,12,21,10,12,21,10,12,21,10,12,21,10,8,19
HP1504901_J4,31,7,13,31,7,13,31,7,13,31,7,13,26,7,13
HP1504901_J5,7,25,4,7,25,4,7,25,3,7,17,3,7,17,3
HP1504901_J6,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_J7,10,12,21,10,12,21,10,12,21,10,12,21,10,8,19
HP1504901_J8,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_J9,31,10,10,31,10,10,31,10,10,31,10,10,26,7,10
HP1504901_K1,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_K10,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_K11,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_K12,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_K13,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_K14,31,10,10,31,10,10,31,10,10,31,10,10,26,7,10
HP1504901_K15,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_K16,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_K17,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_K18,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_K19,10,12,21,10,12,21,10,12,21,10,12,21,10,8,19
HP1504901_K2,13,21,11,13,21,11,13,21,11,13,21,11,13,21,11
HP1504901_K20,29,7,13,29,7,13,29,7,13,29,7,13,29,7,13
HP1504901_K21,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_K22,10,12,21,10,12,21,10,12,21,10,12,21,10,8,19
HP1504901_K23,4,25,4,4,25,4,4,25,3,4,17,3,4,17,3
HP1504901_K24,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_K3,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_K4,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_K5,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_K6,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_K7,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_K8,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_K9,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_L1,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_L10,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_L11,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_L12,31,10,10,31,10,10,31,10,10,31,10,10,26,7,10
HP1504901_L13,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_L14,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_L15,13,21,12,13,21,12,13,21,12,13,21,12,13,21,12
HP1504901_L16,7,25,4,7,25,4,7,25,3,7,17,3,7,17,3
HP1504901_L17,10,12,21,10,12,21,10,12,21,10,12,21,10,8,19
HP1504901_L18,31,10,10,31,10,10,31,10,10,31,10,10,26,7,10
HP1504901_L19,18,32,12,18,32,12,18,32,12,18,32,12,18,32,12
HP1504901_L2,13,21,12,13,21,12,13,21,12,13,21,12,13,21,12
HP1504901_L20,10,12,21,10,12,21,10,12,21,10,12,21,10,8,19
HP1504901_L21,19,11,12,19,11,12,19,11,12,19,11,12,19,11,12
HP1504901_L22,10,12,21,10,12,21,10,12,21,10,12,21,10,8,19
HP1504901_L23,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_L24,18,32,12,18,32,12,18,32,12,18,32,12,18,32,12
HP1504901_L3,31,10,10,31,10,10,31,10,10,31,10,10,26,7,10
HP1504901_L4,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_L5,13,21,11,13,21,11,13,21,11,13,21,11,13,21,11
HP1504901_L6,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_L7,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_L8,10,12,21,10,12,21,10,12,21,10,12,21,10,8,19
HP1504901_L9,31,10,10,31,10,10,31,10,10,31,10,10,26,7,10
HP1504901_M1,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_M10,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_M11,17,23,20,17,23,20,17,23,20,17,23,20,17,23,20
HP1504901_M12,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_M13,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_M14,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_M15,13,13,6,13,13,6,13,13,6,13,13,6,13,13,6
HP1504901_M16,13,32,12,13,32,12,13,32,12,13,32,12,13,32,12
HP1504901_M17,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_M18,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_M19,17,23,20,17,23,20,17,23,20,17,23,20,17,23,20
HP1504901_M2,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_M20,18,21,12,18,21,12,18,21,12,18,21,12,18,21,12
HP1504901_M21,31,7,13,31,7,13,31,7,13,31,7,13,26,7,13
HP1504901_M22,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_M23,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_M24,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_M3,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_M4,31,10,10,31,10,10,31,10,10,31,10,10,26,7,10
HP1504901_M5,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_M6,18,39,12,18,39,12,18,39,12,18,39,12,18,39,12
HP1504901_M7,31,10,10,31,10,10,31,10,10,31,10,10,26,7,10
HP1504901_M8,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_M9,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_N1,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_N10,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_N11,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_N12,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_N13,10,12,21,10,12,21,10,12,21,10,12,21,10,8,19
HP1504901_N14,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_N15,31,10,10,31,10,10,31,10,10,31,10,10,26,7,10
HP1504901_N16,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_N17,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_N18,4,25,4,4,25,4,4,25,3,4,17,3,4,17,3
HP1504901_N19,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_N2,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_N20,13,13,8,13,13,8,13,13,8,13,13,8,13,13,8
HP1504901_N21,17,23,20,17,23,20,17,23,20,17,23,20,17,23,20
HP1504901_N22,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_N23,31,10,10,31,10,10,31,10,10,31,10,10,26,7,10
HP1504901_N24,31,7,13,31,7,13,31,7,13,31,7,13,26,7,13
HP1504901_N3,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_N4,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_N5,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_N6,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_N7,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_N8,10,12,21,10,12,21,10,12,21,10,12,21,10,8,19
HP1504901_N9,31,10,10,31,10,10,31,10,10,31,10,10,26,7,10
HP1504901_O1,31,10,10,31,10,10,31,10,10,31,10,10,26,7,10
HP1504901_O10,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_O11,4,25,4,4,25,4,4,25,3,4,17,3,4,17,3
HP1504901_O12,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_O13,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_O14,7,25,4,7,25,4,7,25,3,7,17,3,7,17,3
HP1504901_O15,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_O16,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_O17,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_O18,10,12,21,10,12,21,10,12,21,10,12,21,10,8,19
HP1504901_O19,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_O2,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_O20,10,12,21,10,12,21,10,12,21,10,12,21,10,8,19
HP1504901_O21,31,10,10,31,10,10,31,10,10,31,10,10,26,7,10
HP1504901_O22,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_O23,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_O24,31,10,10,31,10,10,31,10,10,31,10,10,26,7,10
HP1504901_O3,13,21,11,13,21,11,13,21,11,13,21,11,13,21,11
HP1504901_O4,7,25,7,7,25,7,7,25,7,7,17,7,7,17,7
HP1504901_O5,29,10,17,29,10,17,29,10,17,29,10,17,29,7,17
HP1504901_O6,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_O7,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_O8,10,12,21,10,12,21,10,12,21,10,12,21,10,8,19
HP1504901_O9,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_P1,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_P10,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_P11,4,25,4,4,25,4,4,25,3,4,17,3,4,17,3
HP1504901_P12,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_P14,10,12,21,10,12,21,10,12,21,10,12,21,10,8,19
HP1504901_P15,18,32,12,18,32,12,18,32,12,18,32,12,18,32,12
HP1504901_P16,19,24,13,19,24,13,19,24,13,19,24,13,19,24,13
HP1504901_P17,13,21,11,13,21,11,13,21,11,13,21,11,13,21,11
HP1504901_P18,17,23,24,17,23,24,17,23,24,17,23,24,17,23,20
HP1504901_P19,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_P2,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_P20,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_P21,29,11,17,29,11,17,29,11,17,29,11,17,29,11,17
HP1504901_P22,13,39,11,13,39,11,13,39,11,13,39,11,13,39,11
HP1504901_P23,13,21,11,13,21,11,13,21,11,13,21,11,13,21,11
HP1504901_P24,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_P3,17,23,24,17,23,24,17,23,24,17,23,24,17,23,20
HP1504901_P4,13,21,11,13,21,11,13,21,11,13,21,11,13,21,11
HP1504901_P5,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_P6,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_P7,4,25,4,4,25,4,4,25,3,4,17,3,4,17,3
HP1504901_P8,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
HP1504901_P9,17,23,20,17,23,20,17,23,20,17,23,20,17,23,20
HP1506401_A1,20,21,6,20,21,6,20,21,6,20,21,6,20,21,6
HP1506401_A10,20,21,6,20,21,6,20,21,6,20,21,6,20,21,6
HP1506401_A11,20,24,6,20,24,6,20,24,6,20,24,6,20,24,6
HP1506401_A12,5,17,3,5,17,3,5,17,3,4,17,3,4,17,3
HP1506401_A13,5,17,3,5,17,3,5,17,3,4,17,3,4,17,3
HP1506401_A14,20,3,6,20,3,6,20,3,6,20,3,6,20,3,6
HP1506401_A15,9,14,16,9,14,16,9,14,16,9,14,16,9,14,16
HP1506401_A16,14,27,5,14,27,5,14,27,5,14,27,5,14,27,5
HP1506401_A17,9,14,16,9,14,16,9,14,16,9,14,16,9,14,16
HP1506401_A18,5,17,3,5,17,3,5,17,3,4,17,3,4,17,3
HP1506401_A19,26,16,10,26,16,10,26,16,10,26,16,10,26,7,10
HP1506401_A2,14,27,5,14,27,5,14,27,5,14,27,5,14,27,5
HP1506401_A20,5,17,3,5,17,3,5,17,3,4,17,3,4,17,3
HP1506401_A21,2,15,1,2,15,1,2,15,1,2,15,1,2,15,1
HP1506401_A22,20,1,6,20,1,6,20,1,6,20,1,6,20,1,6
HP1506401_A23,14,36,5,14,36,5,14,36,5,14,36,5,14,36,5
HP1506401_A24,9,14,16,9,14,16,9,14,16,9,14,16,9,14,16
HP1506401_A3,14,27,8,14,27,8,14,27,8,14,27,8,14,27,8
HP1506401_A4,5,17,3,5,17,3,5,17,3,4,17,3,4,17,3
HP1506401_A5,2,15,1,2,15,1,2,15,1,2,15,1,2,15,1
HP1506401_A6,12,30,7,12,30,7,12,5,7,12,5,7,6,5,7
HP1506401_A7,12,30,7,12,30,7,12,5,7,12,5,7,6,5,7
HP1506401_A8,14,27,5,14,27,5,14,27,5,14,27,5,14,27,5
HP1506401_A9,12,30,7,12,30,7,12,5,7,12,5,7,6,5,7
HP1506401_B1,12,30,7,12,30,7,12,5,7,12,5,7,6,5,7
HP1506401_B10,14,16,5,14,16,5,14,16,5,14,16,5,14,7,5
HP1506401_B11,9,14,16,9,14,16,9,14,16,9,14,16,9,14,16
HP1506401_B12,14,27,5,14,27,5,14,27,5,14,27,5,14,27,5
HP1506401_B13,14,17,5,14,17,5,14,17,5,14,17,5,14,17,5
HP1506401_B14,12,30,7,12,30,7,12,5,7,12,5,7,6,5,7
HP1506401_B15,17,23,20,17,23,20,17,23,20,17,23,20,17,23,20
HP1506401_B16,12,30,7,12,30,7,12,5,7,12,5,7,6,5,7
HP1506401_B17,5,17,3,5,17,3,5,17,3,4,17,3,4,17,3
HP1506401_B18,5,17,3,5,17,3,5,17,3,4,17,3,4,17,3
HP1506401_B19,20,19,6,20,15,6,20,15,6,20,15,6,20,15,6
HP1506401_B2,14,27,5,14,27,5,14,27,5,14,27,5,14,27,5
