cells,sc3-Initial,Monocle-Initial,Seurat-Initial,sc3-33,Monocle-33,Seurat-33,sc3-66,Monocle-66,Seurat-66,sc3-90,Monocle-90,Seurat-90,sc3-Final,Monocle-Final,Seurat-Final
human1_lib2.final_cell_0164,10,3,4,10,3,4,10,3,4,9,1,4,9,1,4
human1_lib2.final_cell_0165,9,1,4,9,1,4,9,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0166,41,4,5,41,4,5,41,4,5,41,4,5,41,4,5
human1_lib2.final_cell_0167,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0168,11,1,4,11,1,4,11,1,4,11,1,4,9,1,4
human1_lib2.final_cell_0169,41,4,5,41,4,5,41,4,5,41,4,5,41,4,5
human1_lib2.final_cell_0170,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0171,11,3,4,11,3,4,11,3,4,11,1,4,9,1,4
human1_lib2.final_cell_0172,10,3,4,10,3,4,10,3,4,9,1,4,9,1,4
human1_lib2.final_cell_0173,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0174,29,27,7,29,27,7,29,27,7,29,27,7,28,23,7
human1_lib2.final_cell_0175,59,2,20,59,2,20,59,2,20,59,2,20,59,2,20
human1_lib2.final_cell_0176,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0177,4,28,2,4,28,2,4,17,2,3,17,2,1,17,2
human1_lib2.final_cell_0178,59,2,20,59,2,20,59,2,20,59,2,20,59,2,20
human1_lib2.final_cell_0179,59,2,20,59,2,20,59,2,20,59,2,20,59,2,20
human1_lib2.final_cell_0180,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0181,10,3,4,10,3,4,10,3,4,9,1,4,9,1,4
human1_lib2.final_cell_0182,49,16,21,49,16,21,49,16,21,49,16,21,49,16,21
human1_lib2.final_cell_0183,9,1,4,9,1,4,9,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0184,43,8,5,43,8,5,43,8,5,41,8,5,41,8,5
human1_lib2.final_cell_0185,10,3,4,10,3,4,10,3,4,9,1,4,9,1,4
human1_lib2.final_cell_0186,50,8,7,50,8,7,50,8,7,50,8,7,28,8,7
human1_lib2.final_cell_0187,59,13,20,59,13,20,59,13,20,59,13,20,59,12,20
human1_lib2.final_cell_0188,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0189,10,6,4,10,6,4,10,6,4,9,6,4,9,6,4
human1_lib2.final_cell_0190,9,1,4,9,1,4,9,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0191,41,4,5,41,4,5,41,4,5,41,4,5,41,4,5
human1_lib2.final_cell_0192,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0193,10,6,4,10,6,4,10,6,4,9,6,4,9,6,4
human1_lib2.final_cell_0194,38,8,20,38,8,20,38,8,20,38,8,20,36,8,20
human1_lib2.final_cell_0195,10,2,4,10,2,4,10,2,4,9,2,4,9,2,4
human1_lib2.final_cell_0196,11,8,4,11,8,4,11,8,4,11,8,4,9,8,4
human1_lib2.final_cell_0197,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0198,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0199,59,2,20,59,2,20,59,2,20,59,2,20,59,2,20
human1_lib2.final_cell_0200,10,3,4,10,3,4,10,3,4,9,1,4,9,1,4
human1_lib2.final_cell_0201,9,13,4,9,13,4,9,13,4,9,13,4,9,12,4
human1_lib2.final_cell_0202,44,8,16,44,8,16,44,8,16,44,8,16,44,8,16
human1_lib2.final_cell_0203,11,3,4,11,3,4,11,3,4,11,1,4,9,1,4
human1_lib2.final_cell_0204,9,3,4,9,3,4,9,3,4,9,1,4,9,1,4
human1_lib2.final_cell_0205,61,8,5,53,8,5,53,8,5,53,8,5,53,8,5
human1_lib2.final_cell_0206,17,26,8,17,26,8,17,26,8,16,26,8,16,26,8
human1_lib2.final_cell_0207,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0208,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0209,59,1,20,59,1,20,59,1,20,59,1,20,59,1,20
human1_lib2.final_cell_0210,43,4,5,43,4,5,43,4,5,41,4,5,41,4,5
human1_lib2.final_cell_0211,10,6,4,10,6,4,10,6,4,9,6,4,9,6,4
human1_lib2.final_cell_0212,19,26,8,19,26,8,19,26,8,19,26,8,16,26,8
human1_lib2.final_cell_0213,55,1,20,55,1,20,55,1,20,55,1,20,55,1,20
human1_lib2.final_cell_0214,10,3,4,10,3,4,10,3,4,9,1,4,9,1,4
human1_lib2.final_cell_0215,10,3,4,10,3,4,10,3,4,9,1,4,9,1,4
human1_lib2.final_cell_0216,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0217,16,26,8,16,26,8,16,26,8,16,26,8,16,26,8
human1_lib2.final_cell_0218,32,20,13,32,20,13,32,20,13,32,20,13,2,15,13
human1_lib2.final_cell_0219,59,2,20,59,2,20,59,2,20,59,2,20,59,2,20
human1_lib2.final_cell_0220,53,23,1,53,23,1,53,23,1,53,23,1,53,23,1
human1_lib2.final_cell_0221,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0222,11,1,4,11,1,4,11,1,4,11,1,4,9,1,4
human1_lib2.final_cell_0223,32,20,13,32,20,13,32,20,13,32,20,13,2,15,13
human1_lib2.final_cell_0224,50,23,7,50,23,7,50,23,7,50,23,7,28,23,7
human1_lib2.final_cell_0225,4,28,2,4,28,2,4,17,2,3,17,2,1,17,2
human1_lib2.final_cell_0226,44,11,16,44,11,16,44,11,16,44,11,16,44,11,16
human1_lib2.final_cell_0227,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0228,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0229,9,1,4,9,1,4,9,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0230,43,8,14,43,8,14,43,8,14,41,8,14,41,8,14
human1_lib2.final_cell_0231,50,23,7,50,23,7,50,23,7,50,23,7,28,23,7
human1_lib2.final_cell_0232,51,16,15,51,16,15,51,16,15,51,16,15,51,16,15
human1_lib2.final_cell_0233,44,4,16,44,4,16,44,4,16,44,4,16,44,4,16
human1_lib2.final_cell_0234,10,1,6,10,1,6,10,1,6,9,1,6,9,1,6
human1_lib2.final_cell_0235,50,23,7,50,23,7,50,23,7,50,23,7,28,23,7
human1_lib2.final_cell_0236,10,3,4,10,3,4,10,3,4,9,1,4,9,1,4
human1_lib2.final_cell_0237,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0238,10,3,4,10,3,4,10,3,4,9,1,4,9,1,4
human1_lib2.final_cell_0239,43,4,5,43,4,5,43,4,5,41,4,5,41,4,5
human1_lib2.final_cell_0240,59,1,20,59,1,20,59,1,20,59,1,20,59,1,20
human1_lib2.final_cell_0241,10,1,15,10,1,15,10,1,15,9,1,15,9,1,15
human1_lib2.final_cell_0242,10,3,4,10,3,4,10,3,4,9,1,4,9,1,4
human1_lib2.final_cell_0243,41,11,5,41,11,5,41,11,5,41,11,5,41,11,5
human1_lib2.final_cell_0244,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0245,50,19,7,50,18,7,50,18,7,50,18,7,28,18,7
human1_lib2.final_cell_0246,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0247,61,23,7,53,23,7,53,23,7,53,23,7,53,23,7
human1_lib2.final_cell_0248,50,23,7,50,23,7,50,23,7,50,23,7,28,23,7
human1_lib2.final_cell_0249,61,8,20,53,8,20,53,8,20,53,8,20,53,8,20
human1_lib2.final_cell_0250,50,19,7,50,18,7,50,18,7,50,18,7,28,18,7
human1_lib2.final_cell_0251,17,26,8,17,26,8,17,26,8,16,26,8,16,26,8
human1_lib2.final_cell_0252,9,13,4,9,13,4,9,13,4,9,13,4,9,12,4
human1_lib2.final_cell_0253,29,11,7,29,11,7,29,11,7,29,11,7,28,11,7
human1_lib2.final_cell_0254,51,16,15,51,16,15,51,16,15,51,16,15,51,16,15
human1_lib2.final_cell_0255,10,3,4,10,3,4,10,3,4,9,1,4,9,1,4
human1_lib2.final_cell_0256,10,3,4,10,3,4,10,3,4,9,1,4,9,1,4
human1_lib2.final_cell_0257,49,14,21,49,14,21,49,14,21,49,14,21,49,14,21
human1_lib2.final_cell_0258,43,11,5,43,11,5,43,11,5,41,11,5,41,11,5
human1_lib2.final_cell_0259,61,8,11,53,8,11,53,8,11,53,8,11,53,8,11
human1_lib2.final_cell_0260,10,3,4,10,3,4,10,3,4,9,1,4,9,1,4
human1_lib2.final_cell_0261,50,23,7,50,23,7,50,23,7,50,23,7,28,23,7
human1_lib2.final_cell_0262,50,23,7,50,23,7,50,23,7,50,23,7,28,23,7
human1_lib2.final_cell_0263,43,3,5,43,3,5,43,3,5,41,1,5,41,1,5
human1_lib2.final_cell_0264,44,11,16,44,11,16,44,11,16,44,11,16,44,11,16
human1_lib2.final_cell_0265,50,23,7,50,23,7,50,23,7,50,23,7,28,23,7
human1_lib2.final_cell_0266,10,4,4,10,4,4,10,4,4,9,4,4,9,4,4
human1_lib2.final_cell_0267,50,23,7,50,23,7,50,23,7,50,23,7,28,23,7
human1_lib2.final_cell_0268,46,26,10,46,26,10,46,26,10,16,26,10,16,26,10
human1_lib2.final_cell_0269,10,3,4,10,3,4,10,3,4,9,1,4,9,1,4
human1_lib2.final_cell_0270,44,8,16,44,8,16,44,8,16,44,8,16,44,8,16
human1_lib2.final_cell_0271,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0272,61,15,13,53,15,13,53,15,13,53,15,13,53,15,13
human1_lib2.final_cell_0273,41,4,5,41,4,5,41,4,5,41,4,5,41,4,5
human1_lib2.final_cell_0274,10,6,4,10,6,4,10,6,4,9,6,4,9,6,4
human1_lib2.final_cell_0275,61,23,7,53,23,7,53,23,7,53,23,7,53,23,7
human1_lib2.final_cell_0276,41,4,5,41,4,5,41,4,5,41,4,5,41,4,5
human1_lib2.final_cell_0277,10,3,4,10,3,4,10,3,4,9,1,4,9,1,4
human1_lib2.final_cell_0278,4,21,2,4,21,2,4,17,2,3,17,2,1,17,2
human1_lib2.final_cell_0279,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0280,25,6,4,25,6,4,25,6,4,25,6,4,24,6,4
human1_lib2.final_cell_0281,10,3,4,10,3,4,10,3,4,9,1,4,9,1,4
human1_lib2.final_cell_0282,10,3,4,10,3,4,10,3,4,9,1,4,9,1,4
human1_lib2.final_cell_0283,38,6,4,38,6,4,38,6,4,38,6,4,36,6,4
human1_lib2.final_cell_0284,50,23,7,50,23,7,50,23,7,50,23,7,28,23,7
human1_lib2.final_cell_0285,10,3,4,10,3,4,10,3,4,9,1,4,9,1,4
human1_lib2.final_cell_0286,9,1,4,9,1,4,9,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0287,60,10,22,60,10,22,60,10,22,60,10,22,60,10,22
human1_lib2.final_cell_0288,44,11,16,44,11,16,44,11,16,44,11,16,44,11,16
human1_lib2.final_cell_0289,59,2,20,59,2,20,59,2,20,59,2,20,59,2,20
human1_lib2.final_cell_0290,55,2,20,55,2,20,55,2,20,55,2,20,55,2,20
human1_lib2.final_cell_0291,50,23,7,50,23,7,50,23,7,50,23,7,28,23,7
human1_lib2.final_cell_0292,5,28,17,5,28,17,4,17,2,3,17,2,1,17,2
human1_lib2.final_cell_0293,51,23,15,51,23,15,51,23,15,51,23,15,51,23,15
human1_lib2.final_cell_0294,50,23,7,50,23,7,50,23,7,50,23,7,28,23,7
human1_lib2.final_cell_0295,9,1,4,9,1,4,9,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0296,50,23,7,50,23,7,50,23,7,50,23,7,28,23,7
human1_lib2.final_cell_0297,50,18,7,50,18,7,50,18,7,50,18,7,28,18,7
human1_lib2.final_cell_0298,50,23,7,50,23,7,50,23,7,50,23,7,28,23,7
human1_lib2.final_cell_0299,59,13,20,59,13,20,59,13,20,59,13,20,59,12,20
human1_lib2.final_cell_0300,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0301,50,19,7,50,18,7,50,18,7,50,18,7,28,18,7
human1_lib2.final_cell_0302,50,23,7,50,23,7,50,23,7,50,23,7,28,23,7
human1_lib2.final_cell_0303,60,10,22,60,10,22,60,10,22,60,10,22,60,10,22
human1_lib2.final_cell_0304,50,8,7,50,8,7,50,8,7,50,8,7,28,8,7
human1_lib2.final_cell_0305,55,13,20,55,13,20,55,13,20,55,13,20,55,12,20
human1_lib2.final_cell_0306,10,3,4,10,3,4,10,3,4,9,1,4,9,1,4
human1_lib2.final_cell_0307,59,2,20,59,2,20,59,2,20,59,2,20,59,2,20
human1_lib2.final_cell_0308,50,23,7,50,23,7,50,23,7,50,23,7,28,23,7
human1_lib2.final_cell_0309,33,15,13,33,15,13,33,15,13,33,15,13,2,15,13
human1_lib2.final_cell_0310,41,4,5,41,4,5,41,4,5,41,4,5,41,4,5
human1_lib2.final_cell_0311,50,23,7,50,23,7,50,23,7,50,23,7,28,23,7
human1_lib2.final_cell_0312,50,11,7,50,11,7,50,11,7,50,11,7,28,11,7
human1_lib2.final_cell_0313,51,16,15,51,16,15,51,16,15,51,16,15,51,16,15
human1_lib2.final_cell_0314,10,3,4,10,3,4,10,3,4,9,1,4,9,1,4
human1_lib2.final_cell_0315,41,4,19,41,4,19,41,4,19,41,4,19,41,4,13
human1_lib2.final_cell_0316,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0317,10,13,4,10,13,4,10,13,4,9,13,4,9,12,4
human1_lib2.final_cell_0318,55,1,20,55,1,20,55,1,20,55,1,20,55,1,20
human1_lib2.final_cell_0319,17,26,8,17,26,8,17,26,8,16,26,8,16,26,8
human1_lib2.final_cell_0320,59,2,20,59,2,20,59,2,20,59,2,20,59,2,20
human1_lib2.final_cell_0321,16,26,8,16,26,8,16,26,8,16,26,8,16,26,8
human1_lib2.final_cell_0322,10,3,4,10,3,4,10,3,4,9,1,4,9,1,4
human1_lib2.final_cell_0323,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0324,33,15,13,33,15,13,33,15,13,33,15,13,2,15,13
human1_lib2.final_cell_0325,56,1,4,56,1,4,56,1,4,56,1,4,56,1,4
human1_lib2.final_cell_0326,17,26,8,17,26,8,17,26,8,16,26,8,16,26,8
human1_lib2.final_cell_0327,11,1,4,11,1,4,11,1,4,11,1,4,9,1,4
human1_lib2.final_cell_0328,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0329,43,4,5,43,4,5,43,4,5,41,4,5,41,4,5
human1_lib2.final_cell_0330,17,26,8,17,26,8,17,26,8,16,26,8,16,26,8
human1_lib2.final_cell_0331,50,19,7,50,18,7,50,18,7,50,18,7,28,18,7
human1_lib2.final_cell_0332,16,26,8,16,26,8,16,26,8,16,26,8,16,26,8
human1_lib2.final_cell_0333,9,3,4,9,3,4,9,3,4,9,1,4,9,1,4
human1_lib2.final_cell_0334,44,4,16,44,4,16,44,4,16,44,4,16,44,4,16
human1_lib2.final_cell_0335,17,26,8,17,26,8,17,26,8,16,26,8,16,26,8
human1_lib2.final_cell_0336,10,6,4,10,6,4,10,6,4,9,6,4,9,6,4
human1_lib2.final_cell_0337,44,8,16,44,8,16,44,8,16,44,8,16,44,8,16
human1_lib2.final_cell_0338,43,4,5,43,4,5,43,4,5,41,4,5,41,4,5
human1_lib2.final_cell_0339,28,11,7,28,11,7,28,11,7,28,11,7,28,11,7
human1_lib2.final_cell_0340,44,4,16,44,4,16,44,4,16,44,4,16,44,4,16
human1_lib2.final_cell_0341,50,23,7,50,23,7,50,23,7,50,23,7,28,23,7
human1_lib2.final_cell_0342,10,6,4,10,6,4,10,6,4,9,6,4,9,6,4
human1_lib2.final_cell_0343,60,10,22,60,10,22,60,10,22,60,10,22,60,10,22
human1_lib2.final_cell_0344,25,6,4,25,6,4,25,6,4,25,6,4,24,6,4
human1_lib2.final_cell_0345,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0346,52,15,19,52,15,19,52,15,19,52,15,19,2,15,13
human1_lib2.final_cell_0347,41,4,5,41,4,5,41,4,5,41,4,5,41,4,5
human1_lib2.final_cell_0348,10,4,4,10,4,4,10,4,4,9,4,4,9,4,4
human1_lib2.final_cell_0349,50,23,7,50,23,7,50,23,7,50,23,7,28,23,7
human1_lib2.final_cell_0350,56,6,14,56,6,14,56,6,14,56,6,14,56,6,14
human1_lib2.final_cell_0351,50,22,7,50,18,7,50,18,7,50,18,7,28,18,7
human1_lib2.final_cell_0352,10,3,4,10,3,4,10,3,4,9,1,4,9,1,4
human1_lib2.final_cell_0353,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0354,44,11,16,44,11,16,44,11,16,44,11,16,44,11,16
human1_lib2.final_cell_0355,50,19,7,50,18,7,50,18,7,50,18,7,28,18,7
human1_lib2.final_cell_0356,9,1,4,9,1,4,9,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0357,10,3,4,10,3,4,10,3,4,9,1,4,9,1,4
human1_lib2.final_cell_0358,10,6,14,10,6,14,10,6,14,9,6,14,9,6,14
human1_lib2.final_cell_0359,55,1,20,55,1,20,55,1,20,55,1,20,55,1,20
human1_lib2.final_cell_0360,60,10,22,60,10,22,60,10,22,60,10,22,60,10,22
human1_lib2.final_cell_0361,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0362,43,4,5,43,4,5,43,4,5,41,4,5,41,4,5
human1_lib2.final_cell_0363,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0364,44,4,16,44,4,16,44,4,16,44,4,16,44,4,16
human1_lib2.final_cell_0365,61,8,5,53,8,5,53,8,5,53,8,5,53,8,5
human1_lib2.final_cell_0366,43,4,5,43,4,5,43,4,5,41,4,5,41,4,5
human1_lib2.final_cell_0367,50,19,7,50,18,7,50,18,7,50,18,7,28,18,7
human1_lib2.final_cell_0368,55,1,20,55,1,20,55,1,20,55,1,20,55,1,20
human1_lib2.final_cell_0369,11,1,4,11,1,4,11,1,4,11,1,4,9,1,4
human1_lib2.final_cell_0370,43,8,5,43,8,5,43,8,5,41,8,5,41,8,5
human1_lib2.final_cell_0371,50,23,7,50,23,7,50,23,7,50,23,7,28,23,7
human1_lib2.final_cell_0372,51,16,15,51,16,15,51,16,15,51,16,15,51,16,15
human1_lib2.final_cell_0373,59,2,20,59,2,20,59,2,20,59,2,20,59,2,20
human1_lib2.final_cell_0374,52,15,19,52,15,19,52,15,19,52,15,19,2,15,13
human1_lib2.final_cell_0375,6,28,2,6,28,2,4,17,2,3,17,2,1,17,2
human1_lib2.final_cell_0376,9,13,4,9,13,4,9,13,4,9,13,4,9,12,4
human1_lib2.final_cell_0377,6,28,2,6,28,2,4,17,2,3,17,2,1,17,2
human1_lib2.final_cell_0378,50,23,7,50,23,7,50,23,7,50,23,7,28,23,7
human1_lib2.final_cell_0379,44,11,16,44,11,16,44,11,16,44,11,16,44,11,16
human1_lib2.final_cell_0380,60,10,22,60,10,22,60,10,22,60,10,22,60,10,22
human1_lib2.final_cell_0381,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0382,10,3,4,10,3,4,10,3,4,9,1,4,9,1,4
human1_lib2.final_cell_0383,4,21,2,4,21,2,4,17,2,3,17,2,1,17,2
human1_lib2.final_cell_0384,9,1,4,9,1,4,9,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0385,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0386,50,23,7,50,23,7,50,23,7,50,23,7,28,23,7
human1_lib2.final_cell_0387,43,11,5,43,11,5,43,11,5,41,11,5,41,11,5
human1_lib2.final_cell_0388,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0389,49,14,21,49,14,21,49,14,21,49,14,21,49,14,21
human1_lib2.final_cell_0390,61,22,7,53,18,7,53,18,7,53,18,7,53,18,7
human1_lib2.final_cell_0391,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0392,43,4,14,43,4,14,43,4,14,41,4,14,41,4,14
human1_lib2.final_cell_0393,59,2,20,59,2,20,59,2,20,59,2,20,59,2,20
human1_lib2.final_cell_0394,55,13,20,55,13,20,55,13,20,55,13,20,55,12,20
human1_lib2.final_cell_0395,4,28,2,4,28,2,4,17,2,3,17,2,1,17,2
human1_lib2.final_cell_0396,10,8,4,10,8,4,10,8,4,9,8,4,9,8,4
human1_lib2.final_cell_0397,10,6,4,10,6,4,10,6,4,9,6,4,9,6,4
human1_lib2.final_cell_0398,11,1,14,11,1,14,11,1,14,11,1,14,9,1,14
human1_lib2.final_cell_0399,50,23,7,50,23,7,50,23,7,50,23,7,28,23,7
human1_lib2.final_cell_0400,61,19,7,53,18,7,53,18,7,53,18,7,53,18,7
human1_lib2.final_cell_0401,50,23,7,50,23,7,50,23,7,50,23,7,28,23,7
human1_lib2.final_cell_0402,16,26,8,16,26,8,16,26,8,16,26,8,16,26,8
human1_lib2.final_cell_0403,50,19,7,50,18,7,50,18,7,50,18,7,28,18,7
human1_lib2.final_cell_0404,4,28,2,4,28,2,4,17,2,3,17,2,1,17,2
human1_lib2.final_cell_0405,4,21,2,4,21,2,4,17,2,3,17,2,1,17,2
human1_lib2.final_cell_0406,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0407,43,4,5,43,4,5,43,4,5,41,4,5,41,4,5
human1_lib2.final_cell_0408,52,15,19,52,15,19,52,15,19,52,15,19,2,15,13
human1_lib2.final_cell_0409,50,23,7,50,23,7,50,23,7,50,23,7,28,23,7
human1_lib2.final_cell_0410,42,4,5,42,4,5,42,4,5,41,4,5,41,4,5
human1_lib2.final_cell_0411,59,2,11,59,2,11,59,2,11,59,2,11,59,2,11
human1_lib2.final_cell_0412,46,26,8,46,26,8,46,26,8,16,26,8,16,26,8
human1_lib2.final_cell_0413,55,1,20,55,1,20,55,1,20,55,1,20,55,1,20
human1_lib2.final_cell_0414,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0415,10,6,4,10,6,4,10,6,4,9,6,4,9,6,4
human1_lib2.final_cell_0416,10,8,4,10,8,4,10,8,4,9,8,4,9,8,4
human1_lib2.final_cell_0417,52,15,19,52,15,19,52,15,19,52,15,19,2,15,13
human1_lib2.final_cell_0418,51,16,15,51,16,15,51,16,15,51,16,15,51,16,15
human1_lib2.final_cell_0419,4,28,2,4,28,2,4,17,2,3,17,2,1,17,2
human1_lib2.final_cell_0420,32,20,13,32,20,13,32,20,13,32,20,13,2,15,13
human1_lib2.final_cell_0421,41,4,5,41,4,5,41,4,5,41,4,5,41,4,5
human1_lib2.final_cell_0422,55,8,20,55,8,20,55,8,20,55,8,20,55,8,20
human1_lib2.final_cell_0423,61,22,1,53,18,1,53,18,1,53,18,1,53,18,1
human1_lib2.final_cell_0424,51,16,15,51,16,15,51,16,15,51,16,15,51,16,15
human1_lib2.final_cell_0425,51,16,15,51,16,15,51,16,15,51,16,15,51,16,15
human1_lib2.final_cell_0426,61,4,7,53,4,7,53,4,7,53,4,7,53,4,7
human1_lib2.final_cell_0427,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0428,44,11,16,44,11,16,44,11,16,44,11,16,44,11,16
human1_lib2.final_cell_0429,10,3,4,10,3,4,10,3,4,9,1,4,9,1,4
human1_lib2.final_cell_0430,49,26,21,49,26,21,49,26,21,49,26,21,49,26,21
human1_lib2.final_cell_0431,33,15,13,33,15,13,33,15,13,33,15,13,2,15,13
human1_lib2.final_cell_0432,50,23,7,50,23,7,50,23,7,50,23,7,28,23,7
human1_lib2.final_cell_0433,57,6,4,57,6,4,57,6,4,57,6,4,57,6,4
human1_lib2.final_cell_0434,55,1,4,55,1,4,55,1,4,55,1,4,55,1,4
human1_lib2.final_cell_0435,50,23,7,50,23,7,50,23,7,50,23,7,28,23,7
human1_lib2.final_cell_0436,4,28,2,4,28,2,4,17,2,3,17,2,1,17,2
human1_lib2.final_cell_0437,52,15,19,52,15,19,52,15,19,52,15,19,2,15,13
human1_lib2.final_cell_0438,10,6,4,10,6,4,10,6,4,9,6,4,9,6,4
human1_lib2.final_cell_0439,53,19,1,53,18,1,53,18,1,53,18,1,53,18,1
human1_lib2.final_cell_0440,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0441,49,14,21,49,14,21,49,14,21,49,14,21,49,14,21
human1_lib2.final_cell_0442,10,1,4,10,1,4,10,1,4,9,1,4,9,1,4
human1_lib2.final_cell_0443,43,4,16,43,4,16,43,4,16,41,4,16,41,4,16
human1_lib2.final_cell_0444,10,8,14,10,8,14,10,8,14,9,8,14,9,8,14
human1_lib2.final_cell_0445,61,4,11,53,4,11,53,4,11,53,4,11,53,4,11
human1_lib2.final_cell_0446,11,1,4,11,1,4,11,1,4,11,1,4,9,1,4
human1_lib2.final_cell_0447,55,1,20,55,1,20,55,1,20,55,1,20,55,1,20
human1_lib2.final_cell_0448,52,15,19,52,15,19,52,15,19,52,15,19,2,15,13
human1_lib2.final_cell_0449,11,1,4,11,1,4,11,1,4,11,1,4,9,1,4
human1_lib2.final_cell_0450,11,1,4,11,1,4,11,1,4,11,1,4,9,1,4
human1_lib2.final_cell_0451,61,10,13,53,10,13,53,10,13,53,10,13,53,10,13
human1_lib2.final_cell_0452,51,16,15,51,16,15,51,16,15,51,16,15,51,16,15
human1_lib2.final_cell_0453,61,1,4,53,1,4,53,1,4,53,1,4,53,1,4
human1_lib2.final_cell_0454,10,6,14,10,6,14,10,6,14,9,6,14,9,6,14
human1_lib2.final_cell_0455,17,26,8,17,26,8,17,26,8,16,26,8,16,26,8
human1_lib2.final_cell_0456,44,11,16,44,11,16,44,11,16,44,11,16,44,11,16
human1_lib2.final_cell_0457,50,23,7,50,23,7,50,23,7,50,23,7,28,23,7
human1_lib2.final_cell_0458,44,11,16,44,11,16,44,11,16,44,11,16,44,11,16
human1_lib2.final_cell_0459,50,23,7,50,23,7,50,23,7,50,23,7,28,23,7
human1_lib2.final_cell_0460,32,15,13,32,15,13,32,15,13,32,15,13,2,15,13
human1_lib2.final_cell_0461,51,16,15,51,16,15,51,16,15,51,16,15,51,16,15
human1_lib2.final_cell_0462,52,15,19,52,15,19,52,15,19,52,15,19,2,15,13
human1_lib2.final_cell_0463,61,19,20,53,18,20,53,18,20,53,18,20,53,18,20
human1_lib2.final_cell_0464,10,8,4,10,8,4,10,8,4,9,8,4,9,8,4
human1_lib2.final_cell_0465,47,14,21,47,14,21,47,14,21,16,14,21,16,14,21
human1_lib2.final_cell_0466,51,16,15,51,16,15,51,16,15,51,16,15,51,16,15
human1_lib2.final_cell_0467,55,13,20,55,13,20,55,13,20,55,13,20,55,12,20
human1_lib2.final_cell_0468,56,6,14,56,6,14,56,6,14,56,6,14,56,6,14
human1_lib2.final_cell_0469,32,20,13,32,20,13,32,20,13,32,20,13,2,15,13
human1_lib2.final_cell_0470,51,16,15,51,16,15,51,16,15,51,16,15,51,16,15
human1_lib2.final_cell_0471,4,21,2,4,21,2,4,17,2,3,17,2,1,17,2
