sc3.sc3_0,sc3.sc3_0.01,sc3.sc3_0.02,sc3.sc3_0.03,sc3.sc3_0.04,sc3.sc3_0.05,sc3.sc3_0.06,sc3.sc3_0.07,sc3.sc3_0.08,sc3.sc3_0.09,sc3.sc3_0.1,sc3.sc3_0.11,sc3.sc3_0.12,sc3.sc3_0.13,sc3.sc3_0.14,sc3.sc3_0.15,sc3.sc3_0.16,sc3.sc3_0.17,sc3.sc3_0.18,sc3.sc3_0.19,sc3.sc3_0.2,sc3.sc3_0.21,sc3.sc3_0.22,sc3.sc3_0.23,sc3.sc3_0.24,sc3.sc3_0.25,sc3.sc3_0.26,sc3.sc3_0.27,sc3.sc3_0.28,sc3.sc3_0.29,sc3.sc3_0.3,sc3.sc3_0.31,sc3.sc3_0.32,sc3.sc3_0.33,sc3.sc3_0.34,sc3.sc3_0.35,sc3.sc3_0.36,sc3.sc3_0.37,sc3.sc3_0.38,sc3.sc3_0.39,sc3.sc3_0.4,sc3.sc3_0.41,sc3.sc3_0.42,sc3.sc3_0.43,sc3.sc3_0.44,sc3.sc3_0.45,sc3.sc3_0.46,sc3.sc3_0.47,sc3.sc3_0.48,sc3.sc3_0.49,sc3.sc3_0.5,Monocle.Monocle_0,Monocle.Monocle_0.01,Monocle.Monocle_0.02,Monocle.Monocle_0.03,Monocle.Monocle_0.04,Monocle.Monocle_0.05,Monocle.Monocle_0.06,Monocle.Monocle_0.07,Monocle.Monocle_0.08,Monocle.Monocle_0.09,Monocle.Monocle_0.1,Monocle.Monocle_0.11,Monocle.Monocle_0.12,Monocle.Monocle_0.13,Monocle.Monocle_0.14,Monocle.Monocle_0.15,Monocle.Monocle_0.16,Monocle.Monocle_0.17,Monocle.Monocle_0.18,Monocle.Monocle_0.19,Monocle.Monocle_0.2,Monocle.Monocle_0.21,Monocle.Monocle_0.22,Monocle.Monocle_0.23,Monocle.Monocle_0.24,Monocle.Monocle_0.25,Monocle.Monocle_0.26,Monocle.Monocle_0.27,Monocle.Monocle_0.28,Monocle.Monocle_0.29,Monocle.Monocle_0.3,Monocle.Monocle_0.31,Monocle.Monocle_0.32,Monocle.Monocle_0.33,Monocle.Monocle_0.34,Monocle.Monocle_0.35,Monocle.Monocle_0.36,Monocle.Monocle_0.37,Monocle.Monocle_0.38,Monocle.Monocle_0.39,Monocle.Monocle_0.4,Monocle.Monocle_0.41,Monocle.Monocle_0.42,Monocle.Monocle_0.43,Monocle.Monocle_0.44,Monocle.Monocle_0.45,Monocle.Monocle_0.46,Monocle.Monocle_0.47,Monocle.Monocle_0.48,Monocle.Monocle_0.49,Monocle.Monocle_0.5,Seurat.Seurat_0,Seurat.Seurat_0.01,Seurat.Seurat_0.02,Seurat.Seurat_0.03,Seurat.Seurat_0.04,Seurat.Seurat_0.05,Seurat.Seurat_0.06,Seurat.Seurat_0.07,Seurat.Seurat_0.08,Seurat.Seurat_0.09,Seurat.Seurat_0.1,Seurat.Seurat_0.11,Seurat.Seurat_0.12,Seurat.Seurat_0.13,Seurat.Seurat_0.14,Seurat.Seurat_0.15,Seurat.Seurat_0.16,Seurat.Seurat_0.17,Seurat.Seurat_0.18,Seurat.Seurat_0.19,Seurat.Seurat_0.2,Seurat.Seurat_0.21,Seurat.Seurat_0.22,Seurat.Seurat_0.23,Seurat.Seurat_0.24,Seurat.Seurat_0.25,Seurat.Seurat_0.26,Seurat.Seurat_0.27,Seurat.Seurat_0.28,Seurat.Seurat_0.29,Seurat.Seurat_0.3,Seurat.Seurat_0.31,Seurat.Seurat_0.32,Seurat.Seurat_0.33,Seurat.Seurat_0.34,Seurat.Seurat_0.35,Seurat.Seurat_0.36,Seurat.Seurat_0.37,Seurat.Seurat_0.38,Seurat.Seurat_0.39,Seurat.Seurat_0.4,Seurat.Seurat_0.41,Seurat.Seurat_0.42,Seurat.Seurat_0.43,Seurat.Seurat_0.44,Seurat.Seurat_0.45,Seurat.Seurat_0.46,Seurat.Seurat_0.47,Seurat.Seurat_0.48,Seurat.Seurat_0.49,Seurat.Seurat_0.5,cells
38,38,36,34,34,30,30,30,30,28,28,27,24,24,24,24,23,23,22,15,14,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,human1_lib2.final_cell_0152
38,38,36,34,34,30,30,30,30,28,28,27,24,24,24,24,23,23,22,15,14,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,human1_lib2.final_cell_0153
38,38,36,34,34,30,30,30,30,28,28,27,24,24,24,24,23,23,22,15,14,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,human1_lib2.final_cell_0154
38,38,36,34,34,30,30,30,30,28,28,27,24,24,24,24,23,23,22,15,14,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,human1_lib2.final_cell_0155
38,38,36,34,34,30,30,30,30,28,28,27,24,24,24,24,23,23,22,15,14,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,human1_lib2.final_cell_0156
19,19,17,17,17,16,16,16,16,14,14,13,10,10,10,10,10,10,10,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,12,12,12,12,12,11,11,11,11,11,10,10,10,9,9,9,9,9,9,8,8,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,11,11,11,9,9,9,8,8,7,7,7,7,7,7,7,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,human1_lib2.final_cell_0157
38,38,36,34,34,30,30,30,30,28,28,27,24,24,24,24,23,23,22,15,14,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,human1_lib2.final_cell_0158
38,38,36,34,34,30,30,30,30,28,28,27,24,24,24,24,23,23,22,15,14,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,27,27,27,27,27,26,26,26,24,22,21,21,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,human1_lib2.final_cell_0159
11,11,10,10,10,9,9,9,9,8,8,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,9,9,9,9,9,8,8,8,7,7,7,7,7,7,6,6,5,5,5,5,10,10,10,10,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6,6,6,5,5,4,4,4,4,4,4,4,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,human1_lib2.final_cell_0160
38,38,36,34,34,30,30,30,30,28,28,27,24,24,24,24,23,23,22,15,14,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,human1_lib2.final_cell_0161
38,38,36,34,34,30,30,30,30,28,28,27,24,24,24,24,23,23,22,15,14,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,human1_lib2.final_cell_0162
38,38,36,34,34,30,30,30,30,28,28,27,24,24,24,24,23,23,22,15,14,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,23,23,23,23,23,22,22,22,20,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,human1_lib2.final_cell_0163
38,38,36,34,34,30,30,30,30,28,28,27,24,24,24,24,23,23,22,15,14,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,human1_lib2.final_cell_0164
38,38,36,34,34,30,30,30,30,28,28,27,24,24,24,24,23,23,22,15,14,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,23,23,23,23,23,22,22,22,20,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,human1_lib2.final_cell_0165
5,5,4,4,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,human1_lib2.final_cell_0166
38,38,36,34,34,30,30,30,30,28,28,27,24,24,24,24,23,23,22,15,14,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,human1_lib2.final_cell_0167
38,38,36,34,34,30,30,30,30,28,28,27,24,24,24,24,23,23,22,15,14,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,human1_lib2.final_cell_0168
5,5,4,4,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,human1_lib2.final_cell_0169
38,38,36,34,34,30,30,30,30,28,28,27,24,24,24,24,23,23,22,15,14,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,11,11,11,11,11,10,10,10,10,10,9,9,9,8,8,8,8,8,8,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,human1_lib2.final_cell_0170
38,38,36,34,34,30,30,30,30,28,28,27,24,24,24,24,23,23,22,15,14,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,11,11,11,11,11,10,10,10,10,10,9,9,9,8,8,8,8,8,8,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,human1_lib2.final_cell_0171
38,38,36,34,34,30,30,30,30,28,28,27,24,24,24,24,23,23,22,15,14,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,human1_lib2.final_cell_0172
38,38,36,34,34,30,30,30,30,28,28,27,24,24,24,24,23,23,22,15,14,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,human1_lib2.final_cell_0173
12,12,11,11,11,10,10,10,10,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,25,25,25,25,24,24,24,22,20,19,19,18,17,17,17,17,17,17,15,15,12,9,9,9,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,4,4,4,4,4,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,human1_lib2.final_cell_0174
28,28,26,26,26,25,25,25,25,23,23,22,19,19,19,19,19,19,18,14,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,23,23,23,23,23,22,22,22,20,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,17,17,17,16,16,16,15,15,8,7,7,7,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,human1_lib2.final_cell_0175
38,38,36,34,34,30,30,30,30,28,28,27,24,24,24,24,23,23,22,15,14,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,human1_lib2.final_cell_0176
18,18,16,16,16,15,15,15,15,13,13,12,9,9,9,9,9,9,9,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,16,16,16,16,16,15,15,15,14,14,13,13,12,11,11,11,11,11,11,10,10,8,8,8,8,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,3,3,3,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,human1_lib2.final_cell_0177
28,28,26,26,26,25,25,25,25,23,23,22,19,19,19,19,19,19,18,14,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,19,19,19,19,19,18,18,18,16,16,15,15,14,13,13,13,13,13,13,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,17,17,17,16,16,16,15,15,8,7,7,7,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,human1_lib2.final_cell_0178
28,28,26,26,26,25,25,25,25,23,23,22,19,19,19,19,19,19,18,14,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,19,19,19,19,19,18,18,18,16,16,15,15,14,13,13,13,13,13,13,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,17,17,17,16,16,16,15,15,8,7,7,7,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,human1_lib2.final_cell_0179
38,38,36,34,34,30,30,30,30,28,28,27,24,24,24,24,23,23,22,15,14,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,human1_lib2.final_cell_0180
38,38,36,34,34,30,30,30,30,28,28,27,24,24,24,24,23,23,22,15,14,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,human1_lib2.final_cell_0181
24,24,22,22,22,21,21,21,21,19,19,18,15,15,15,15,15,15,14,12,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,24,24,24,24,24,23,23,23,21,19,18,18,17,16,16,16,16,16,16,14,14,11,11,11,11,9,9,9,9,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,14,14,14,13,13,13,11,11,11,9,9,8,8,8,8,8,8,8,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,human1_lib2.final_cell_0182
38,38,36,34,34,30,30,30,30,28,28,27,24,24,24,24,23,23,22,15,14,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,27,27,27,27,27,26,26,26,24,22,21,21,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,human1_lib2.final_cell_0183
5,5,4,4,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,human1_lib2.final_cell_0184
38,38,36,34,34,30,30,30,30,28,28,27,24,24,24,24,23,23,22,15,14,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,human1_lib2.final_cell_0185
13,13,12,12,12,11,11,11,11,9,9,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,18,18,18,18,18,17,17,17,18,17,16,16,15,14,14,14,14,14,14,12,12,9,9,9,9,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,15,15,15,14,14,14,12,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,human1_lib2.final_cell_0186
28,28,26,26,26,25,25,25,25,23,23,22,19,19,19,19,19,19,18,14,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,23,23,23,23,23,22,22,22,20,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,17,17,17,16,16,16,15,15,8,7,7,7,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,human1_lib2.final_cell_0187
38,38,36,34,34,30,30,30,30,28,28,27,24,24,24,24,23,23,22,15,14,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,11,11,11,11,11,10,10,10,10,10,9,9,9,8,8,8,8,8,8,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,human1_lib2.final_cell_0188
