cells,sc3-00,Monocle-00,Seurat-00,sc3-05,Monocle-05,Seurat-05,sc3-10,Monocle-10,Seurat-10,sc3-15,Monocle-15,Seurat-15,sc3-20,Monocle-20,Seurat-20,sc3-25,Monocle-25,Seurat-25,sc3-30,Monocle-30,Seurat-30,sc3-35,Monocle-35,Seurat-35,sc3-40,Monocle-40,Seurat-40,sc3-45,Monocle-45,Seurat-45,sc3-50,Monocle-50,Seurat-50,sc3-55,Monocle-55,Seurat-55,sc3-60,Monocle-60,Seurat-60,sc3-65,Monocle-65,Seurat-65,sc3-70,Monocle-70,Seurat-70,sc3-75,Monocle-75,Seurat-75,sc3-80,Monocle-80,Seurat-80,sc3-85,Monocle-85,Seurat-85,sc3-90,Monocle-90,Seurat-90,sc3-95,Monocle-95,Seurat-95,sc3-100,Monocle-100,Seurat-100
human1_lib2.final_cell_0356,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0357,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0358,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,5,20,3,5,20,3,5,20,3,5,20,3,5,20,3
human1_lib2.final_cell_0359,21,10,17,21,10,17,21,10,17,21,10,17,21,10,17,21,10,17,21,10,17,21,5,17,21,5,17,21,5,17,21,5,17,21,5,17,21,5,17,21,5,17,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0360,25,2,19,25,2,19,25,2,19,25,2,19,25,2,19,25,2,19,25,2,19,25,2,19,25,2,19,25,2,19,23,2,19,23,2,19,23,2,19,22,2,19,22,2,19,22,2,19,22,2,19,22,2,19,22,2,19,22,2,19,22,2,19
human1_lib2.final_cell_0361,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,5,20,3,5,20,3,5,20,3,5,20,3,5,20,3
human1_lib2.final_cell_0362,20,13,5,20,13,5,20,13,5,20,13,5,20,13,5,20,13,5,20,13,5,20,13,5,20,13,5,20,13,5,20,13,5,20,13,5,20,13,5,20,13,5,20,13,5,20,13,5,20,13,5,20,13,5,20,13,5,20,13,5,5,13,5
human1_lib2.final_cell_0363,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0364,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16
human1_lib2.final_cell_0365,18,21,7,18,21,7,18,21,7,18,21,7,18,21,7,18,21,4,18,21,4,18,21,4,18,21,4,18,21,4,18,21,4,18,21,4,18,21,4,18,21,4,18,21,4,18,21,4,18,21,4,18,21,4,18,21,4,18,21,4,18,21,4
human1_lib2.final_cell_0366,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5
human1_lib2.final_cell_0367,6,11,7,6,11,7,6,11,7,6,11,7,6,11,7,6,11,4,6,11,4,6,11,4,6,11,4,4,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4
human1_lib2.final_cell_0368,21,10,17,21,10,17,21,10,17,21,10,17,21,10,17,21,10,17,21,10,17,21,5,17,21,5,17,21,5,17,21,5,17,21,5,17,21,5,17,21,5,17,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0369,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0370,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5
human1_lib2.final_cell_0371,6,11,7,6,11,7,6,11,7,6,11,7,6,11,7,6,11,4,6,11,4,6,11,4,6,11,4,4,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4
human1_lib2.final_cell_0372,25,8,15,25,8,15,25,8,15,25,8,15,25,8,15,25,8,15,25,8,15,25,8,15,25,8,15,25,8,15,23,8,15,23,8,15,23,8,15,22,8,15,22,8,15,22,8,15,22,8,15,22,8,15,22,8,15,22,8,15,22,8,15
human1_lib2.final_cell_0373,21,10,17,21,10,17,21,10,17,21,10,17,21,10,17,21,10,17,21,10,17,21,5,17,21,5,17,21,5,17,21,5,17,21,5,17,21,5,17,21,5,17,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0374,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,23,16,8,23,16,8,23,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8
human1_lib2.final_cell_0375,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,27,6,14,27,6,14,27,6,14,27,6,14,27,6,14,27,6,14
human1_lib2.final_cell_0376,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0377,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,27,6,14,27,6,14,27,6,14,27,6,14,27,6,14,27,6,14
human1_lib2.final_cell_0378,6,11,7,6,11,7,6,11,7,6,11,7,6,11,7,6,11,4,6,11,4,6,11,4,6,11,4,4,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4
human1_lib2.final_cell_0379,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16
human1_lib2.final_cell_0380,25,2,19,25,2,19,25,2,19,25,2,19,25,2,19,25,2,19,25,2,19,25,2,19,25,2,19,25,2,19,23,2,19,23,2,19,23,2,19,22,2,19,22,2,19,22,2,19,22,2,19,22,2,19,22,2,19,22,2,19,22,2,19
human1_lib2.final_cell_0381,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0382,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0383,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,27,6,14,27,6,14,27,6,14,27,6,14,27,6,14,27,6,14
human1_lib2.final_cell_0384,7,10,3,7,10,3,7,10,3,7,10,3,7,10,3,7,10,3,7,10,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0385,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0386,6,11,7,6,11,7,6,11,7,6,11,7,6,11,7,6,11,4,6,11,4,6,11,4,6,11,4,4,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4
human1_lib2.final_cell_0387,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5
human1_lib2.final_cell_0388,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0389,25,7,11,25,7,11,25,7,11,25,7,11,25,7,11,25,7,11,25,7,11,25,7,11,25,7,11,25,7,11,23,7,11,23,7,11,23,7,11,22,7,11,22,7,11,22,7,11,22,7,11,22,7,11,22,7,11,22,7,11,22,7,11
human1_lib2.final_cell_0390,6,11,7,6,11,7,6,11,7,6,11,7,6,11,7,6,11,4,6,11,4,6,11,4,6,11,4,4,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4
human1_lib2.final_cell_0391,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0392,25,14,5,25,14,5,25,14,5,25,14,5,25,14,5,25,14,5,25,14,5,25,14,5,25,14,5,25,14,5,23,14,5,23,14,5,23,14,5,22,14,5,22,14,5,22,14,5,22,14,5,22,14,5,22,14,5,22,14,5,22,14,5
human1_lib2.final_cell_0393,21,1,17,21,1,17,21,1,17,21,1,17,21,1,17,21,1,17,21,1,17,21,1,17,21,1,17,21,1,17,21,1,17,21,1,17,21,1,17,21,1,17,5,1,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0394,21,10,17,21,10,17,21,10,17,21,10,17,21,10,17,21,10,17,21,10,17,21,5,17,21,5,17,21,5,17,21,5,17,21,5,17,21,5,17,21,5,17,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0395,28,9,2,28,9,2,28,9,2,28,9,2,28,6,2,28,6,2,28,6,2,28,6,2,28,6,2,28,6,2,28,6,2,28,6,2,28,6,2,28,6,2,28,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2,27,6,2
human1_lib2.final_cell_0396,7,10,3,7,10,3,7,10,3,7,10,3,7,10,3,7,10,3,7,10,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0397,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,5,20,3,5,20,3,5,20,3,5,20,3,5,20,3
human1_lib2.final_cell_0398,7,15,12,7,15,12,7,15,12,7,15,12,7,15,12,7,15,12,7,15,12,7,15,12,7,15,12,7,15,12,7,15,6,7,5,6,7,5,6,7,5,6,7,5,6,7,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0399,3,17,7,3,17,7,3,4,7,3,4,7,3,4,7,3,4,4,3,4,4,3,4,4,3,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4
human1_lib2.final_cell_0400,6,11,7,6,11,7,6,11,7,6,11,7,6,11,7,6,11,4,6,11,4,6,11,4,6,11,4,4,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4
human1_lib2.final_cell_0401,3,17,7,3,17,7,3,4,7,3,4,7,3,4,7,3,4,4,3,4,4,3,4,4,3,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4
human1_lib2.final_cell_0402,17,19,9,17,19,9,17,19,9,17,19,9,17,19,9,17,19,9,17,19,9,17,19,9,17,19,9,17,19,9,17,19,9,17,19,9,17,19,9,17,19,9,17,19,9,17,19,9,17,19,9,17,19,9,17,19,9,17,19,9,17,19,9
human1_lib2.final_cell_0403,6,11,7,6,11,7,6,11,7,6,11,7,6,11,7,6,11,4,6,11,4,6,11,4,6,11,4,4,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4
human1_lib2.final_cell_0404,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,27,6,14,27,6,14,27,6,14,27,6,14,27,6,14,27,6,14
human1_lib2.final_cell_0405,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,27,6,14,27,6,14,27,6,14,27,6,14,27,6,14,27,6,14
human1_lib2.final_cell_0406,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0407,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5
human1_lib2.final_cell_0408,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,23,16,8,23,16,8,23,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8
human1_lib2.final_cell_0409,1,17,7,1,17,7,1,4,7,1,4,7,1,4,7,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4
human1_lib2.final_cell_0410,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5
human1_lib2.final_cell_0411,21,1,12,21,1,12,21,1,12,21,1,12,21,1,12,21,1,12,21,1,12,21,1,12,21,1,12,21,1,12,21,1,6,21,1,6,21,1,6,21,1,6,5,1,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0412,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11,16,7,11
human1_lib2.final_cell_0413,21,10,17,21,10,17,21,10,17,21,10,17,21,10,17,21,10,17,21,10,17,21,5,17,21,5,17,21,5,17,21,5,17,21,5,17,21,5,17,21,5,17,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0414,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3,5,20,3,5,20,3,5,20,3,5,20,3,5,20,3
human1_lib2.final_cell_0415,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0416,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0417,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,23,16,8,23,16,8,23,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8
human1_lib2.final_cell_0418,25,8,15,25,8,15,25,8,15,25,8,15,25,8,15,25,8,15,25,8,15,25,8,15,25,8,15,25,8,15,23,8,15,23,8,15,23,8,15,22,8,15,22,8,15,22,8,15,22,8,15,22,8,15,22,8,15,22,8,15,22,8,15
human1_lib2.final_cell_0419,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,27,6,14,27,6,14,27,6,14,27,6,14,27,6,14,27,6,14
human1_lib2.final_cell_0420,23,16,8,23,16,8,23,16,8,23,16,8,23,16,8,23,16,8,23,16,8,23,16,8,23,16,8,23,16,8,23,16,8,23,16,8,23,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8
human1_lib2.final_cell_0421,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5
human1_lib2.final_cell_0422,21,10,17,21,10,17,21,10,17,21,10,17,21,10,17,21,10,17,21,10,17,21,5,17,21,5,17,21,5,17,21,5,17,21,5,17,21,5,17,21,5,17,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0423,6,11,1,6,11,1,6,11,1,6,11,1,6,11,1,6,11,1,6,11,1,6,11,1,6,11,1,4,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1
human1_lib2.final_cell_0424,25,8,15,25,8,15,25,8,15,25,8,15,25,8,15,25,8,15,25,8,15,25,8,15,25,8,15,25,8,15,23,8,15,23,8,15,23,8,15,22,8,15,22,8,15,22,8,15,22,8,15,22,8,15,22,8,15,22,8,15,22,8,15
human1_lib2.final_cell_0425,25,8,15,25,8,15,25,8,15,25,8,15,25,8,15,25,8,15,25,8,15,25,8,15,25,8,15,25,8,15,23,8,15,23,8,15,23,8,15,22,8,15,22,8,15,22,8,15,22,8,15,22,8,15,22,8,15,22,8,15,22,8,15
human1_lib2.final_cell_0426,3,17,3,3,17,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,1,4,3,1,4,3,1,4,3,1,4,3,1,4,3,1,4,3,1,4,3,1,4,3,1,4,3,1,4,3,1,4,3,1,4,3
human1_lib2.final_cell_0427,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0428,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16,18,21,16
human1_lib2.final_cell_0429,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0430,25,19,11,25,19,11,25,19,11,25,19,11,25,19,11,25,19,11,25,19,11,25,19,11,25,19,11,25,19,11,23,19,11,23,19,11,23,19,11,22,19,11,22,19,11,22,19,11,22,19,11,22,19,11,22,19,11,22,19,11,22,19,11
human1_lib2.final_cell_0431,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,23,16,8,23,16,8,23,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8
human1_lib2.final_cell_0432,6,11,7,6,11,7,6,11,7,6,11,7,6,11,7,6,11,4,6,11,4,6,11,4,6,11,4,4,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4
human1_lib2.final_cell_0433,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0434,7,10,3,7,10,3,7,10,3,7,10,3,7,10,3,7,10,3,7,10,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0435,6,11,7,6,11,7,6,11,7,6,11,7,6,11,7,6,11,4,6,11,4,6,11,4,6,11,4,4,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4,2,11,4
human1_lib2.final_cell_0436,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,28,6,14,27,6,14,27,6,14,27,6,14,27,6,14,27,6,14,27,6,14
human1_lib2.final_cell_0437,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,23,16,8,23,16,8,23,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8
human1_lib2.final_cell_0438,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0439,6,11,1,6,11,1,6,11,1,6,11,1,6,11,1,6,11,1,6,11,1,6,11,1,6,11,1,4,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1,2,11,1
human1_lib2.final_cell_0440,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0441,25,19,11,25,19,11,25,19,11,25,19,11,25,19,11,25,19,11,25,19,11,25,19,11,25,19,11,25,19,11,23,19,11,23,19,11,23,19,11,22,19,11,22,19,11,22,19,11,22,19,11,22,19,11,22,19,11,22,19,11,22,19,11
human1_lib2.final_cell_0442,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0443,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5,26,14,5
human1_lib2.final_cell_0444,19,15,12,19,15,12,19,15,12,19,15,12,19,15,12,19,15,12,19,15,12,19,15,12,19,15,12,19,15,12,19,15,6,19,5,6,9,5,6,5,5,6,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0445,21,10,12,21,10,12,21,10,12,21,10,12,21,10,12,21,10,12,21,10,12,21,5,12,21,5,12,21,5,12,21,5,6,21,5,6,21,5,6,21,5,6,5,5,6,5,1,6,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0446,7,10,3,7,10,3,7,10,3,7,10,3,7,10,3,7,10,3,7,10,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0447,8,10,3,8,10,3,8,10,3,8,10,3,8,10,3,8,10,3,8,10,3,8,5,3,8,5,3,8,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0448,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,25,16,8,23,16,8,23,16,8,23,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8
human1_lib2.final_cell_0449,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0450,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3
human1_lib2.final_cell_0451,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8,22,16,8
