sc3.sc3_11,sc3.sc3_10,sc3.sc3_9,sc3.sc3_8,sc3.sc3_7,sc3.sc3_6,sc3.sc3_5,sc3.sc3_4,sc3.sc3_3,sc3.sc3_2,sc3.sc3_1,sc3.sc3_0,Monocle.Monocle_34,Monocle.Monocle_33,Monocle.Monocle_32,Monocle.Monocle_31,Monocle.Monocle_30,Monocle.Monocle_29,Monocle.Monocle_28,Monocle.Monocle_27,Monocle.Monocle_26,Monocle.Monocle_25,Monocle.Monocle_24,Monocle.Monocle_23,Monocle.Monocle_22,Monocle.Monocle_21,Monocle.Monocle_20,Monocle.Monocle_19,Monocle.Monocle_18,Monocle.Monocle_17,Monocle.Monocle_16,Monocle.Monocle_15,Monocle.Monocle_14,Monocle.Monocle_13,Monocle.Monocle_12,Monocle.Monocle_11,Monocle.Monocle_10,Monocle.Monocle_9,Monocle.Monocle_8,Monocle.Monocle_7,Monocle.Monocle_6,Monocle.Monocle_5,Monocle.Monocle_4,Monocle.Monocle_3,Monocle.Monocle_2,Monocle.Monocle_1,Monocle.Monocle_0,Seurat.Seurat_21,Seurat.Seurat_20,Seurat.Seurat_19,Seurat.Seurat_18,Seurat.Seurat_17,Seurat.Seurat_16,Seurat.Seurat_15,Seurat.Seurat_14,Seurat.Seurat_13,Seurat.Seurat_12,Seurat.Seurat_11,Seurat.Seurat_10,Seurat.Seurat_9,Seurat.Seurat_8,Seurat.Seurat_7,Seurat.Seurat_6,Seurat.Seurat_5,Seurat.Seurat_4,Seurat.Seurat_3,Seurat.Seurat_2,Seurat.Seurat_1,Seurat.Seurat_0,cells
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_K12
1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,10,11,11,11,11,11,12,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_K13
7,7,7,7,8,9,9,10,10,10,10,11,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,1,1,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,10,10,HP1504101T2D_K14
1,1,1,1,1,1,1,1,1,1,1,10,7,7,7,7,7,7,7,7,7,7,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,10,11,11,11,11,11,12,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_K15
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,22,23,23,HP1504101T2D_K16
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_K17
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_K18
5,5,5,5,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,1,1,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,HP1504101T2D_K19
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,10,10,10,11,11,11,12,13,13,13,13,13,13,13,13,13,13,14,14,14,15,15,15,15,15,16,16,16,2,2,2,2,2,2,2,2,2,12,12,12,12,13,14,15,15,15,15,15,16,16,HP1504101T2D_K2
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_K20
7,7,7,7,8,9,9,10,10,10,10,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,1,15,16,16,17,18,19,20,21,21,21,21,21,22,22,HP1504101T2D_K21
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_K22
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_K23
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_K24
1,1,1,1,1,1,1,1,1,1,1,10,2,2,2,2,2,9,9,10,10,10,11,11,11,12,13,13,13,13,13,13,13,13,13,13,14,14,14,15,15,15,15,15,16,16,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_K3
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_K4
1,1,1,1,1,1,1,1,1,1,1,1,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_K5
7,7,7,7,8,9,9,10,10,10,10,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,1,15,16,16,17,18,19,20,21,21,21,21,21,22,22,HP1504101T2D_K6
1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,10,11,11,11,11,11,12,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_K7
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,10,10,10,11,11,11,12,13,13,13,13,13,13,13,13,13,13,14,14,14,15,15,15,15,15,16,16,16,2,2,2,2,2,2,2,2,2,12,12,12,12,13,14,15,15,15,15,15,16,16,HP1504101T2D_K8
1,1,1,1,1,1,1,1,1,1,1,10,7,7,7,7,7,7,7,7,7,7,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,10,11,11,11,11,11,12,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_K9
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,10,10,10,11,11,11,12,13,13,13,13,13,13,13,13,13,13,14,14,14,15,15,15,15,15,16,16,16,2,2,2,2,2,2,2,2,2,12,12,12,12,13,14,15,15,15,15,15,16,16,HP1504101T2D_L1
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_L10
4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,10,11,11,11,11,11,12,12,12,1,1,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,10,10,HP1504101T2D_L11
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,11,11,11,12,12,12,12,12,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,22,23,23,HP1504101T2D_L12
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,10,10,10,11,11,11,12,13,13,13,13,13,13,13,13,13,13,14,14,14,15,15,15,15,15,16,16,16,2,2,2,2,2,2,2,2,2,12,12,12,12,13,14,15,15,15,15,15,16,16,HP1504101T2D_L13
5,5,5,5,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,1,1,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,HP1504101T2D_L14
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,10,10,10,11,11,11,12,13,13,13,13,13,13,13,13,13,13,14,14,14,15,15,15,15,15,16,16,16,2,2,2,2,2,2,2,2,2,12,12,12,12,13,14,15,15,15,15,15,16,16,HP1504101T2D_L15
1,1,1,1,1,1,1,1,1,1,1,10,2,2,2,2,2,9,9,10,10,10,11,11,11,12,13,13,13,13,13,13,13,13,13,13,14,14,14,15,15,15,15,15,16,16,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_L16
1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_L17
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_L18
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_L19
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_L2
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,11,11,11,12,12,12,12,12,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,22,23,23,HP1504101T2D_L20
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_L21
7,7,7,7,8,9,9,10,10,10,10,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,1,15,16,16,17,18,19,20,21,21,21,21,21,22,22,HP1504101T2D_L22
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_L23
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,10,10,10,11,11,11,12,13,13,13,13,13,13,13,13,13,13,14,14,14,15,15,15,15,15,16,16,16,2,2,2,2,2,2,2,2,2,12,12,12,12,13,14,15,15,15,15,15,16,16,HP1504101T2D_L24
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_L3
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_L4
6,6,6,6,7,8,8,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_L5
1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,11,11,11,12,12,12,12,12,13,13,13,1,1,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,10,10,HP1504101T2D_L6
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_L7
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_L8
7,7,7,7,8,9,9,10,10,10,10,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,1,15,16,16,17,18,19,20,21,21,21,21,21,22,22,HP1504101T2D_L9
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,10,10,10,11,11,11,12,13,13,13,13,13,13,13,13,13,13,14,14,14,15,15,15,15,15,16,16,16,2,2,2,2,2,2,2,2,2,12,12,12,12,13,14,15,15,15,15,15,16,16,HP1504101T2D_M1
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_M10
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,11,11,11,12,12,12,12,12,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,11,HP1504101T2D_M11
7,7,7,7,8,9,9,10,10,10,10,11,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,1,1,1,1,1,1,1,1,15,16,16,17,18,19,20,21,21,21,21,21,22,22,HP1504101T2D_M12
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,11,11,11,12,12,12,12,12,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,22,23,23,HP1504101T2D_M13
1,1,1,1,1,1,1,1,1,1,1,10,3,3,3,3,3,3,3,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,11,11,11,12,12,12,12,12,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,22,23,23,HP1504101T2D_M14
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_M15
1,1,1,1,1,1,1,1,1,1,1,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,22,23,23,HP1504101T2D_M16
1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1504101T2D_M17
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_M18
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_M19
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_M2
7,7,7,7,8,9,9,10,10,10,10,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,1,15,16,16,17,18,19,20,21,21,21,21,21,22,22,HP1504101T2D_M20
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_M21
1,1,1,1,1,1,1,1,1,1,1,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,22,23,23,HP1504101T2D_M22
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_M23
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_M24
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,10,10,10,11,11,11,12,13,13,13,13,13,13,13,13,13,13,14,14,14,15,15,15,15,15,16,16,16,2,2,2,2,2,2,2,2,2,12,12,12,12,13,14,15,15,15,15,15,16,16,HP1504101T2D_M3
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_M4
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_M5
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_M6
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_M7
4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,12,12,12,12,12,12,13,13,13,14,14,14,14,14,15,15,15,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504101T2D_M8
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_M9
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_N1
4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,10,10,10,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1504101T2D_N10
1,1,1,1,1,1,1,1,1,1,1,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,10,10,10,17,17,18,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,HP1504101T2D_N11
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_N12
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_N13
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,11,11,11,12,12,12,12,12,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,22,23,23,HP1504101T2D_N14
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_N15
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,10,10,10,11,11,11,12,13,13,13,13,13,13,13,13,13,13,14,14,14,15,15,15,15,15,16,16,16,2,2,2,2,2,2,2,2,2,12,12,12,12,13,14,15,15,15,15,15,16,16,HP1504101T2D_N16
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_N17
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,11,11,11,12,12,12,12,12,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,22,23,23,HP1504101T2D_N18
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_N19
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_N2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,10,10,10,11,11,11,12,13,13,13,13,13,13,13,13,13,13,14,14,14,15,15,15,15,15,16,16,16,2,2,2,2,2,2,2,2,2,12,12,12,12,13,14,15,15,15,15,15,16,16,HP1504101T2D_N20
4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,10,11,11,11,11,11,12,12,12,1,1,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,10,10,HP1504101T2D_N21
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_N22
7,7,7,7,8,9,9,10,10,10,10,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,1,15,16,16,17,18,19,20,21,21,21,21,21,22,22,HP1504101T2D_N23
6,6,6,6,7,8,8,9,9,9,9,9,5,5,11,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,19,20,21,21,21,7,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,12,12,12,13,13,HP1504101T2D_N24
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,11,11,11,12,12,12,12,12,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,22,23,23,HP1504101T2D_N3
