sc3.sc3_0,sc3.sc3_0.05,sc3.sc3_0.1,sc3.sc3_0.15,sc3.sc3_0.2,sc3.sc3_0.25,sc3.sc3_0.3,sc3.sc3_0.35,sc3.sc3_0.4,sc3.sc3_0.45,sc3.sc3_0.5,sc3.sc3_0.55,sc3.sc3_0.6,sc3.sc3_0.65,sc3.sc3_0.7,sc3.sc3_0.75,sc3.sc3_0.8,sc3.sc3_0.85,sc3.sc3_0.9,sc3.sc3_0.95,sc3.sc3_1,Monocle.Monocle_0,Monocle.Monocle_0.05,Monocle.Monocle_0.1,Monocle.Monocle_0.15,Monocle.Monocle_0.2,Monocle.Monocle_0.25,Monocle.Monocle_0.3,Monocle.Monocle_0.35,Monocle.Monocle_0.4,Monocle.Monocle_0.45,Monocle.Monocle_0.5,Monocle.Monocle_0.55,Monocle.Monocle_0.6,Monocle.Monocle_0.65,Monocle.Monocle_0.7,Monocle.Monocle_0.75,Monocle.Monocle_0.8,Monocle.Monocle_0.85,Monocle.Monocle_0.9,Monocle.Monocle_0.95,Monocle.Monocle_1,Seurat.Seurat_0,Seurat.Seurat_0.05,Seurat.Seurat_0.1,Seurat.Seurat_0.15,Seurat.Seurat_0.2,Seurat.Seurat_0.25,Seurat.Seurat_0.3,Seurat.Seurat_0.35,Seurat.Seurat_0.4,Seurat.Seurat_0.45,Seurat.Seurat_0.5,Seurat.Seurat_0.55,Seurat.Seurat_0.6,Seurat.Seurat_0.65,Seurat.Seurat_0.7,Seurat.Seurat_0.75,Seurat.Seurat_0.8,Seurat.Seurat_0.85,Seurat.Seurat_0.9,Seurat.Seurat_0.95,Seurat.Seurat_1,cells
6,5,5,5,5,5,4,3,3,3,3,3,1,1,1,1,1,1,1,1,1,15,14,14,14,13,12,12,11,9,7,7,7,7,7,1,1,1,1,1,1,1,13,12,12,12,12,1,1,1,1,1,7,7,7,7,1,1,1,1,1,1,1,HP1504101T2D_M8
18,13,12,12,12,12,10,8,8,8,7,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_M9
18,13,12,12,12,12,10,8,8,8,7,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_N1
6,5,5,5,5,5,4,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,20,19,19,19,18,12,9,9,9,9,6,6,6,6,1,1,1,1,1,1,1,HP1504101T2D_N10
5,10,10,10,10,10,8,7,7,7,6,6,1,1,1,1,1,1,1,1,1,21,20,20,18,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,12,11,11,11,11,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504101T2D_N11
18,13,12,12,12,12,10,8,8,8,7,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_N12
18,13,12,12,12,12,10,8,8,8,7,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_N13
13,10,10,10,10,10,8,7,7,7,6,6,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,12,11,11,11,11,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504101T2D_N14
18,13,12,12,12,12,10,8,8,8,7,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_N15
7,6,6,6,6,6,5,4,4,4,7,7,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,9,9,9,7,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_N16
18,13,12,12,12,12,10,8,8,8,7,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_N17
13,10,10,10,10,10,8,7,7,7,6,6,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,12,11,11,11,11,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504101T2D_N18
18,13,12,12,12,12,10,8,8,8,7,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_N19
18,13,12,12,12,12,10,8,8,8,7,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_N2
7,6,6,6,6,6,5,4,4,4,7,7,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,9,9,9,7,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_N20
6,5,5,5,5,5,4,3,3,3,3,3,1,1,1,1,1,1,1,1,1,22,21,21,19,15,9,9,9,7,5,5,5,5,5,1,1,1,1,1,1,1,13,12,12,12,12,1,1,1,1,1,7,7,7,7,1,1,1,1,1,1,1,HP1504101T2D_N21
18,13,12,12,12,12,10,8,8,8,7,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_N22
11,9,9,9,9,9,7,6,6,6,5,5,1,1,1,1,1,1,1,1,1,9,8,8,8,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,12,11,11,11,11,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504101T2D_N23
18,13,12,12,12,12,10,8,8,8,7,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_N24
13,10,10,10,10,10,8,7,7,7,6,6,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,12,11,11,11,11,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504101T2D_N3
11,9,9,9,9,9,7,6,6,6,5,5,1,1,1,1,1,1,1,1,1,21,20,20,18,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,12,11,11,11,11,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504101T2D_N4
18,13,12,12,12,12,10,8,8,8,7,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_N5
18,13,12,12,12,12,10,8,8,8,7,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_N6
18,13,12,12,12,12,10,8,8,8,7,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_N7
18,13,12,12,12,12,10,8,8,8,7,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_N8
18,13,12,12,12,12,10,8,8,8,7,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_N9
11,9,9,9,9,9,7,6,6,6,5,5,1,1,1,1,1,1,1,1,1,9,8,8,8,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,12,11,11,11,11,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504101T2D_O1
18,13,12,12,12,12,10,8,8,8,7,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_O10
7,6,6,6,6,6,5,4,4,4,7,7,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,9,9,9,7,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_O11
6,5,5,5,5,5,4,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,20,19,19,19,18,12,9,9,9,9,6,6,6,6,1,1,1,1,1,1,1,HP1504101T2D_O12
18,13,12,12,12,12,10,8,8,8,7,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_O13
18,13,12,12,12,12,10,8,8,8,7,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_O14
13,10,10,10,10,10,8,7,7,7,6,6,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,12,11,11,11,11,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504101T2D_O15
18,13,12,12,12,12,10,8,8,8,7,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_O16
11,9,9,9,9,9,7,6,6,6,5,5,1,1,1,1,1,1,1,1,1,21,20,20,18,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,5,5,5,5,5,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504101T2D_O17
11,9,9,9,9,9,7,6,6,6,5,5,1,1,1,1,1,1,1,1,1,9,8,8,8,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,12,11,11,11,11,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504101T2D_O18
11,9,9,9,9,9,7,6,6,6,5,5,1,1,1,1,1,1,1,1,1,9,8,8,8,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,12,11,11,11,11,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504101T2D_O19
11,9,9,9,9,9,7,6,6,6,5,5,1,1,1,1,1,1,1,1,1,21,20,20,18,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,12,11,11,11,11,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504101T2D_O2
18,13,12,12,12,12,10,8,8,8,7,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_O20
11,9,9,9,9,9,7,6,6,6,5,5,1,1,1,1,1,1,1,1,1,9,8,8,8,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,12,11,11,11,11,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504101T2D_O21
18,13,12,12,12,12,10,8,8,8,7,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_O22
7,6,6,6,6,6,5,4,4,4,7,7,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,9,9,9,7,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_O23
2,2,2,2,2,2,1,5,5,5,4,4,1,1,1,1,1,1,1,1,1,17,16,16,16,14,13,13,12,10,8,8,7,7,7,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,7,7,7,7,1,1,1,1,1,1,1,HP1504101T2D_O24
18,13,12,12,12,12,10,8,8,8,7,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_O3
7,6,6,6,6,6,5,4,4,4,7,7,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,9,9,9,7,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_O4
11,9,9,9,9,9,7,6,6,6,5,5,1,1,1,1,1,1,1,1,1,9,8,8,8,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,12,11,11,11,11,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504101T2D_O5
18,13,12,12,12,12,10,8,8,8,7,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_O6
11,9,9,9,9,9,7,6,6,6,5,5,1,1,1,1,1,1,1,1,1,21,20,20,18,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,12,11,11,11,11,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504101T2D_O7
11,9,9,9,9,9,7,6,6,6,5,5,1,1,1,1,1,1,1,1,1,21,20,20,18,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,12,11,11,11,11,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504101T2D_O8
18,13,12,12,12,12,10,8,8,8,7,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,1,1,1,1,1,1,1,HP1504101T2D_O9
11,9,9,9,9,9,7,6,6,6,5,5,1,1,1,1,1,1,1,1,1,21,20,20,18,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,5,5,5,5,5,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504101T2D_P1
11,9,9,9,9,9,7,6,6,6,5,5,1,1,1,1,1,1,1,1,1,9,8,8,8,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,12,11,11,11,11,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504101T2D_P10
18,13,12,12,12,12,10,8,8,8,7,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_P11
7,6,6,6,6,6,5,4,4,4,7,7,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,9,9,9,7,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_P12
18,13,12,12,12,12,10,8,8,8,7,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_P14
13,10,10,10,10,10,8,7,7,7,6,6,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,12,11,11,11,11,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504101T2D_P15
13,10,10,10,10,10,8,7,7,7,6,6,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,12,11,11,11,11,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504101T2D_P16
18,13,12,12,12,12,10,8,8,8,7,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_P17
18,13,12,12,12,12,10,8,8,8,7,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_P18
11,9,9,9,9,9,7,6,6,6,5,5,1,1,1,1,1,1,1,1,1,9,8,8,8,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,12,11,11,11,11,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504101T2D_P19
18,13,12,12,12,12,10,8,8,8,7,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_P2
11,9,9,9,9,9,7,6,6,6,5,5,1,1,1,1,1,1,1,1,1,9,8,8,8,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,12,11,11,11,11,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504101T2D_P20
18,13,12,12,12,12,10,8,8,8,7,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_P21
18,13,12,12,12,12,10,8,8,8,7,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_P22
11,9,9,9,9,9,7,6,6,6,5,5,1,1,1,1,1,1,1,1,1,21,20,20,18,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,12,11,11,11,11,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504101T2D_P23
7,6,6,6,6,6,5,4,4,4,7,7,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,9,9,9,7,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_P24
10,8,8,8,8,8,1,5,5,5,4,4,1,1,1,1,1,1,1,1,1,13,12,12,12,11,10,10,7,5,5,5,5,5,5,1,1,1,1,1,1,1,21,20,20,20,19,13,3,3,3,3,7,7,7,7,1,1,1,1,1,1,1,HP1504101T2D_P3
11,9,9,9,9,9,7,6,6,6,5,5,1,1,1,1,1,1,1,1,1,9,8,8,8,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,12,11,11,11,11,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504101T2D_P4
6,5,5,5,5,5,4,3,3,3,3,3,1,1,1,1,1,1,1,1,1,22,21,21,19,15,9,9,9,7,5,5,5,5,5,1,1,1,1,1,1,1,13,12,12,12,12,1,1,1,1,1,7,7,7,7,1,1,1,1,1,1,1,HP1504101T2D_P5
9,10,10,10,10,10,8,7,7,7,6,6,1,1,1,1,1,1,1,1,1,6,6,6,6,6,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,5,5,5,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504101T2D_P6
18,13,12,12,12,12,10,8,8,8,7,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_P7
9,10,10,10,10,10,8,7,7,7,6,6,1,1,1,1,1,1,1,1,1,21,20,20,18,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,12,11,11,11,11,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504101T2D_P8
7,6,6,6,6,6,5,4,4,4,7,7,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,9,9,9,7,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,HP1504101T2D_P9
12,10,10,10,10,10,8,7,7,7,6,6,1,1,1,1,1,1,1,1,1,8,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,11,10,10,10,10,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504901_A1
7,6,6,6,6,6,5,4,4,4,7,7,1,1,1,1,1,1,1,1,1,22,21,21,19,15,9,9,9,7,5,5,5,5,5,1,1,1,1,1,1,1,13,12,12,12,12,1,1,1,1,1,7,7,7,7,1,1,1,1,1,1,1,HP1504901_A10
12,10,10,10,10,10,8,7,7,7,6,6,1,1,1,1,1,1,1,1,1,8,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,11,10,10,10,10,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504901_A11
12,10,10,10,10,10,8,7,7,7,6,6,1,1,1,1,1,1,1,1,1,8,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,11,10,10,10,10,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504901_A12
12,10,10,10,10,10,8,7,7,7,6,6,1,1,1,1,1,1,1,1,1,8,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,11,10,10,10,10,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504901_A13
19,14,13,13,13,13,5,4,4,4,7,7,1,1,1,1,1,1,1,1,1,7,7,7,7,7,6,6,6,4,4,4,4,4,4,1,1,1,1,1,1,1,17,16,16,16,9,7,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,HP1504901_A14
12,10,10,10,10,10,8,7,7,7,6,6,1,1,1,1,1,1,1,1,1,8,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,11,10,10,10,10,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504901_A15
6,5,5,5,5,5,4,3,3,3,3,3,1,1,1,1,1,1,1,1,1,14,13,13,13,12,11,11,10,8,6,6,6,6,6,1,1,1,1,1,1,1,19,18,18,18,17,11,8,8,8,8,5,5,5,5,1,1,1,1,1,1,1,HP1504901_A16
12,10,10,10,10,10,8,7,7,7,6,6,1,1,1,1,1,1,1,1,1,8,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,11,10,10,10,10,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504901_A17
12,10,10,10,10,10,8,7,7,7,6,6,1,1,1,1,1,1,1,1,1,8,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,11,10,10,10,10,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504901_A18
19,14,13,13,13,13,5,4,4,4,7,7,1,1,1,1,1,1,1,1,1,7,7,7,7,7,6,6,6,4,4,4,4,4,4,1,1,1,1,1,1,1,17,16,16,16,9,7,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,HP1504901_A19
19,14,13,13,13,13,5,4,4,4,7,7,1,1,1,1,1,1,1,1,1,7,7,7,7,7,6,6,6,4,4,4,4,4,4,1,1,1,1,1,1,1,17,16,16,16,9,7,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,HP1504901_A2
12,10,10,10,10,10,8,7,7,7,6,6,1,1,1,1,1,1,1,1,1,8,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,11,10,10,10,10,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504901_A20
7,6,6,6,6,6,5,4,4,4,7,7,1,1,1,1,1,1,1,1,1,22,21,21,19,15,9,9,9,7,5,5,5,5,5,1,1,1,1,1,1,1,13,12,12,12,12,1,1,1,1,1,7,7,7,7,1,1,1,1,1,1,1,HP1504901_A21
10,8,8,8,8,8,1,5,5,5,4,4,1,1,1,1,1,1,1,1,1,13,12,12,12,11,10,10,7,5,5,5,5,5,5,1,1,1,1,1,1,1,21,20,20,20,19,13,3,3,3,3,7,7,7,7,1,1,1,1,1,1,1,HP1504901_A22
10,8,8,8,8,8,1,5,5,5,4,4,1,1,1,1,1,1,1,1,1,13,12,12,12,11,10,10,7,5,5,5,5,5,5,1,1,1,1,1,1,1,24,23,23,22,21,14,10,10,10,10,7,7,7,7,1,1,1,1,1,1,1,HP1504901_A23
12,10,10,10,10,10,8,7,7,7,6,6,1,1,1,1,1,1,1,1,1,8,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,11,10,10,10,10,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504901_A24
6,5,5,5,5,5,4,3,3,3,3,3,1,1,1,1,1,1,1,1,1,14,13,13,13,12,11,11,10,8,6,6,6,6,6,1,1,1,1,1,1,1,19,18,18,18,17,11,8,8,8,8,5,5,5,5,1,1,1,1,1,1,1,HP1504901_A3
12,10,10,10,10,10,8,7,7,7,6,6,1,1,1,1,1,1,1,1,1,21,20,20,18,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,11,10,10,10,10,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504901_A4
7,6,6,6,6,6,5,4,4,4,7,7,1,1,1,1,1,1,1,1,1,7,7,7,7,7,6,6,6,4,4,4,4,4,4,1,1,1,1,1,1,1,10,9,9,9,9,7,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,HP1504901_A5
12,10,10,10,10,10,8,7,7,7,6,6,1,1,1,1,1,1,1,1,1,21,20,20,18,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,11,10,10,10,10,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504901_A6
12,10,10,10,10,10,8,7,7,7,6,6,1,1,1,1,1,1,1,1,1,9,8,8,8,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,12,11,11,11,11,8,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,HP1504901_A7
