sc3.sc3_20,sc3.sc3_19,sc3.sc3_18,sc3.sc3_17,sc3.sc3_16,sc3.sc3_15,sc3.sc3_14,sc3.sc3_13,sc3.sc3_12,sc3.sc3_11,sc3.sc3_10,sc3.sc3_9,sc3.sc3_8,sc3.sc3_7,sc3.sc3_6,sc3.sc3_5,sc3.sc3_4,sc3.sc3_3,sc3.sc3_2,sc3.sc3_1,sc3.sc3_0,Monocle.Monocle_8,Monocle.Monocle_7,Monocle.Monocle_6,Monocle.Monocle_5,Monocle.Monocle_4,Monocle.Monocle_3,Monocle.Monocle_2,Monocle.Monocle_1,Monocle.Monocle_0,Seurat.Seurat_13,Seurat.Seurat_12,Seurat.Seurat_11,Seurat.Seurat_10,Seurat.Seurat_9,Seurat.Seurat_8,Seurat.Seurat_7,Seurat.Seurat_6,Seurat.Seurat_5,Seurat.Seurat_4,Seurat.Seurat_3,Seurat.Seurat_2,Seurat.Seurat_1,Seurat.Seurat_0,cells
2,2,5,6,7,7,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1504101T2D_N6
2,2,5,6,7,7,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1504101T2D_N7
2,2,5,6,7,7,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1504101T2D_N8
2,2,5,6,7,7,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1504101T2D_N9
2,2,5,6,7,7,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1504101T2D_O10
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,6,7,7,7,5,5,5,5,8,8,8,8,8,8,9,9,9,9,HP1504101T2D_O11
5,5,6,7,8,8,9,9,9,10,10,10,11,11,11,11,11,11,11,11,11,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,9,10,10,10,11,HP1504101T2D_O12
2,2,5,6,7,7,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1504101T2D_O13
2,2,5,6,7,7,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,6,6,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1504101T2D_O14
2,2,5,6,7,7,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1504101T2D_O16
2,2,5,6,7,7,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1504101T2D_O20
2,2,5,6,7,7,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1504101T2D_O22
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,6,7,7,7,5,5,5,5,8,8,8,8,8,8,9,9,9,9,HP1504101T2D_O23
4,4,4,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1504101T2D_O24
2,2,5,6,7,7,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1504101T2D_O3
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,6,7,7,7,5,5,5,5,8,8,8,8,8,8,9,9,9,9,HP1504101T2D_O4
2,2,5,6,7,7,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,6,6,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1504101T2D_O6
2,2,5,6,7,7,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,6,6,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1504101T2D_O9
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504101T2D_P1
2,2,5,6,7,7,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1504101T2D_P11
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,6,7,7,7,5,5,5,5,8,8,8,8,8,8,9,9,9,9,HP1504101T2D_P12
2,2,5,6,7,7,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1504101T2D_P14
2,2,5,6,7,7,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1504101T2D_P17
2,2,5,6,7,7,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1504101T2D_P18
2,2,5,6,7,7,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1504101T2D_P2
2,2,5,6,7,7,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1504101T2D_P21
2,2,5,6,7,7,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,6,6,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1504101T2D_P22
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,6,7,7,7,5,5,5,5,8,8,8,8,8,8,9,9,9,9,HP1504101T2D_P24
3,3,3,3,3,3,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,3,3,7,7,8,8,9,10,11,3,3,6,6,6,9,9,9,9,10,11,11,11,12,HP1504101T2D_P3
1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1504101T2D_P5
2,2,5,6,7,7,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,6,6,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1504101T2D_P7
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,6,7,7,7,5,5,5,5,8,8,8,8,8,8,9,9,9,9,HP1504101T2D_P9
1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1504901_A10
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_A14
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_A16
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_A19
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_A2
1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1504901_A21
3,3,3,3,3,3,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,3,3,7,7,8,8,9,10,11,3,3,6,6,6,9,9,9,9,10,11,11,11,12,HP1504901_A22
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,7,7,8,8,9,10,11,3,3,6,6,6,9,9,9,9,10,11,11,11,12,HP1504901_A23
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_A3
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,6,7,7,7,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_A5
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_A9
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_B1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_B10
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_B11
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_B13
4,4,4,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,HP1504901_B14
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_B15
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_B16
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_B18
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,6,7,7,7,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_B20
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_B21
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_B22
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,14,14,14,14,14,4,5,5,5,6,6,7,7,7,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_B23
3,3,3,3,3,3,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,3,3,7,7,8,8,9,10,11,3,3,6,6,6,9,9,9,9,10,11,11,11,12,HP1504901_B24
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_B3
1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1504901_B4
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,6,7,7,7,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_B6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,10,11,12,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_B7
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,6,7,7,7,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_B8
1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1504901_B9
1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1504901_C10
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_C11
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,5,5,5,6,6,7,7,7,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_C13
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,6,7,7,7,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_C14
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_C16
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_C17
3,3,3,3,3,3,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,3,3,7,7,8,8,9,10,11,3,3,6,6,6,9,9,9,9,10,11,11,11,12,HP1504901_C2
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_C22
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,14,14,14,14,14,4,5,5,5,6,6,7,7,7,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_C23
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,5,5,5,6,6,7,7,7,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_D1
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_D12
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,HP1504901_D13
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_D14
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_D15
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_D16
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_D17
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,5,5,5,6,6,7,7,7,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_D18
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_D2
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_D21
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_D22
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_D23
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,14,14,14,14,14,4,5,5,5,6,6,7,7,7,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_D24
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_D5
1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1504901_D6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_D7
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,14,14,14,14,14,4,5,5,5,6,6,7,7,7,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_D9
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,10,11,12,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_E10
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,6,6,6,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_E12
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_E14
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_E16
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_E18
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,7,7,8,8,9,10,11,3,3,6,6,6,9,9,9,9,10,11,11,11,12,HP1504901_E2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_E21
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,6,7,7,7,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_E23
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_E24
4,4,4,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,HP1504901_E6
3,3,3,3,3,3,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,3,3,7,7,8,8,9,10,11,3,3,6,6,6,9,9,9,9,10,11,11,11,12,HP1504901_E9
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,6,7,7,7,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_F1
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_F10
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_F11
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_F12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_F13
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,5,5,5,6,6,7,7,7,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_F14
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,14,14,14,14,14,4,5,5,5,6,6,7,7,7,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_F15
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,7,7,8,8,9,10,11,3,3,6,6,6,9,9,9,9,10,11,11,11,12,HP1504901_F16
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_F17
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,6,7,7,7,5,5,5,5,8,8,8,8,8,8,9,9,9,9,HP1504901_F18
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_F19
1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1504901_F2
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_F20
3,3,3,3,3,3,5,5,5,8,8,13,14,14,14,14,15,15,15,15,15,3,3,3,3,3,3,3,3,3,3,3,6,6,6,9,9,12,12,13,14,14,14,15,HP1504901_F23
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_F24
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_F3
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_F4
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_F5
4,4,4,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,HP1504901_F8
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_F9
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,7,7,8,8,9,10,11,3,3,6,6,6,9,9,9,9,10,11,11,11,12,HP1504901_G10
4,4,4,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,HP1504901_G11
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_G12
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_G13
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_G15
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,10,11,12,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_G16
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_G18
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_G19
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_G2
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,14,14,14,14,14,4,5,5,5,6,6,7,7,7,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1504901_G20
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_G21
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_G24
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_G3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_G4
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_G6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,HP1504901_G8
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_G9
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_H1
1,1,1,4,5,5,6,11,11,12,12,12,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1504901_H10
