cells,sc3-00,Monocle-00,Seurat-00,Garbage1-00,Garbage2-00,sc3-05,Monocle-05,Seurat-05,Garbage1-05,Garbage2-05,sc3-10,Monocle-10,Seurat-10,Garbage1-10,Garbage2-10,sc3-15,Monocle-15,Seurat-15,Garbage1-15,Garbage2-15,sc3-20,Monocle-20,Seurat-20,Garbage1-20,Garbage2-20,sc3-25,Monocle-25,Seurat-25,Garbage1-25,Garbage2-25,sc3-30,Monocle-30,Seurat-30,Garbage1-30,Garbage2-30,sc3-35,Monocle-35,Seurat-35,Garbage1-35,Garbage2-35,sc3-40,Monocle-40,Seurat-40,Garbage1-40,Garbage2-40,sc3-45,Monocle-45,Seurat-45,Garbage1-45,Garbage2-45,sc3-50,Monocle-50,Seurat-50,Garbage1-50,Garbage2-50,sc3-55,Monocle-55,Seurat-55,Garbage1-55,Garbage2-55,sc3-60,Monocle-60,Seurat-60,Garbage1-60,Garbage2-60,sc3-65,Monocle-65,Seurat-65,Garbage1-65,Garbage2-65,sc3-70,Monocle-70,Seurat-70,Garbage1-70,Garbage2-70,sc3-75,Monocle-75,Seurat-75,Garbage1-75,Garbage2-75,sc3-80,Monocle-80,Seurat-80,Garbage1-80,Garbage2-80,sc3-85,Monocle-85,Seurat-85,Garbage1-85,Garbage2-85,sc3-90,Monocle-90,Seurat-90,Garbage1-90,Garbage2-90,sc3-95,Monocle-95,Seurat-95,Garbage1-95,Garbage2-95,sc3-100,Monocle-100,Seurat-100,Garbage1-100,Garbage2-100
HP1504901_G21,16,8,17,12,23,16,8,17,12,23,16,8,17,12,23,16,8,17,12,23,16,8,17,12,23,16,8,17,12,23,16,8,17,12,23,16,8,17,12,23,16,8,17,12,23,16,8,17,12,23,16,8,17,12,23,16,8,17,12,23,16,8,17,12,23,16,8,17,12,23,16,8,17,12,23,16,8,17,12,23,16,8,11,12,23,16,8,11,12,23,16,8,11,12,23,16,8,11,12,23,16,8,11,12,23
HP1504901_G24,18,12,10,11,14,18,12,10,11,14,18,12,10,11,14,18,12,10,11,14,18,12,10,11,14,18,12,10,11,14,18,12,10,11,14,18,12,10,11,14,18,12,10,11,14,18,12,10,11,14,18,12,10,11,14,18,12,10,11,14,18,12,10,11,14,18,12,10,11,14,18,12,10,11,14,18,12,10,11,14,18,12,10,11,14,18,12,10,11,14,18,12,10,11,14,18,12,10,1,14,18,12,10,1,14
HP1504901_G3,8,10,10,18,17,8,10,10,18,17,8,10,10,18,17,8,10,10,18,17,8,10,10,18,17,8,10,10,18,17,8,10,10,18,17,8,10,10,18,17,8,10,10,18,17,8,10,10,18,17,8,10,10,18,17,8,10,10,18,17,8,10,10,18,17,8,10,10,18,17,8,10,10,18,17,8,10,10,18,17,8,10,10,18,17,8,10,10,18,17,8,10,10,18,17,8,10,10,18,17,8,10,10,1,17
HP1504901_G4,16,9,17,18,18,16,9,17,18,18,16,9,17,18,18,16,9,17,18,18,16,9,17,18,18,16,9,17,18,18,16,9,17,18,18,16,9,17,18,18,16,9,17,18,18,16,9,17,18,18,16,9,17,18,18,16,9,17,18,18,16,9,17,18,18,16,9,17,18,18,16,9,17,18,18,16,9,17,18,18,16,9,11,18,18,16,9,11,18,9,16,9,11,18,2,16,9,11,18,2,16,9,11,1,2
HP1504901_G6,8,12,10,10,18,8,12,10,10,18,8,12,10,10,18,8,12,10,10,18,8,12,10,10,18,8,12,10,10,18,8,12,10,10,18,8,12,10,10,18,8,12,10,10,18,8,12,10,10,18,8,12,10,10,18,8,12,10,10,18,8,12,10,10,18,8,12,10,10,18,8,12,10,10,18,8,12,10,10,18,8,12,10,10,18,8,12,10,10,9,8,12,10,10,2,8,12,10,1,2,8,12,10,1,2
HP1504901_G8,16,8,17,12,10,16,8,17,12,10,16,8,17,12,10,16,8,17,12,10,16,8,17,12,10,16,8,17,12,10,16,8,17,12,10,16,8,17,12,10,16,8,17,12,10,16,8,17,12,10,16,8,17,12,10,16,8,17,12,10,16,8,17,12,10,16,8,17,12,10,16,8,17,12,10,16,8,17,12,10,16,8,11,12,10,16,8,11,12,10,16,8,11,12,10,16,8,11,12,10,16,8,11,12,10
HP1504901_G9,8,12,10,16,20,8,12,10,16,20,8,12,10,16,20,8,12,10,16,20,8,12,10,16,20,8,12,10,16,20,8,12,10,16,20,8,12,10,16,20,8,12,10,16,20,8,12,10,16,20,8,12,10,16,20,8,12,10,16,20,8,12,10,16,20,8,12,10,16,20,8,12,10,16,20,8,12,10,16,20,8,12,10,16,20,8,12,10,16,20,8,12,10,16,20,8,12,10,16,20,8,12,10,16,2
HP1504901_H1,8,10,10,12,6,8,10,10,12,6,8,10,10,12,6,8,10,10,12,6,8,10,10,12,6,8,10,10,12,6,8,10,10,12,6,8,10,10,12,6,8,10,10,12,6,8,10,10,12,6,8,10,10,12,6,8,10,10,12,6,8,10,10,12,6,8,10,10,12,6,8,10,10,12,6,8,10,10,12,6,8,10,10,12,6,8,10,10,12,6,8,10,10,12,6,8,10,10,12,6,8,10,10,12,2
HP1504901_H10,8,12,10,25,3,8,12,10,25,3,8,12,10,25,3,8,12,10,25,3,8,12,10,25,3,8,12,10,25,3,8,12,10,25,3,8,12,10,25,3,8,12,10,25,3,8,12,10,25,3,8,12,10,25,3,8,12,10,25,3,8,12,10,25,3,8,12,10,25,3,8,12,10,25,3,8,12,10,25,3,8,12,10,25,3,8,12,10,25,3,8,12,10,1,3,8,12,10,1,3,8,12,10,1,3
HP1504901_H11,8,12,10,21,23,8,12,10,21,23,8,12,10,21,23,8,12,10,21,23,8,12,10,21,23,8,12,10,21,23,8,12,10,21,23,8,12,10,21,23,8,12,10,21,23,8,12,10,21,23,8,12,10,21,23,8,12,10,21,23,8,12,10,21,23,8,12,10,21,23,8,12,10,21,23,8,12,10,21,23,8,12,10,21,23,8,12,10,21,23,8,12,10,21,23,8,12,10,21,23,8,12,10,1,23
HP1504901_H12,8,3,10,1,3,8,3,10,1,3,8,3,10,1,3,8,3,10,1,3,8,3,10,1,3,8,3,10,1,3,8,3,10,1,3,8,3,10,1,3,8,3,10,1,3,8,3,10,1,3,8,3,10,1,3,8,3,10,1,3,8,3,10,1,3,8,3,10,1,3,8,3,10,1,3,8,3,10,1,3,8,3,10,1,3,8,3,10,1,3,8,3,10,1,3,8,3,10,1,3,8,3,10,1,3
HP1504901_H14,10,2,14,9,19,10,2,14,9,19,10,2,14,9,19,10,2,14,9,19,10,2,14,9,19,10,2,14,9,19,10,2,14,9,19,10,2,14,9,19,10,2,14,9,19,10,2,14,9,19,10,2,14,9,19,10,2,14,9,19,10,2,14,9,19,10,2,14,9,19,10,2,14,9,19,9,2,14,9,19,9,2,14,9,19,9,2,14,9,19,9,2,14,9,19,9,2,6,9,19,9,2,6,9,2
HP1504901_H16,12,13,12,16,20,12,13,12,16,20,12,13,12,16,20,12,13,12,16,20,12,13,12,16,20,12,13,12,16,20,12,13,12,16,20,12,13,12,16,20,12,13,12,16,20,12,13,12,16,20,12,13,12,16,20,12,13,12,16,20,12,13,12,16,20,12,13,12,16,20,11,13,8,16,20,11,13,8,16,20,11,13,8,16,20,11,13,8,16,20,11,13,8,16,20,11,13,8,16,20,3,13,8,16,2
HP1504901_H17,16,8,17,4,5,16,8,17,4,5,16,8,17,4,5,16,8,17,4,5,16,8,17,4,5,16,8,17,4,5,16,8,17,4,5,16,8,17,4,5,16,8,17,4,5,16,8,17,4,5,16,8,17,4,5,16,8,17,4,5,16,8,17,4,5,16,8,17,4,5,16,8,17,4,5,16,8,17,4,5,16,8,11,4,5,16,8,11,4,5,16,8,11,4,2,16,8,11,4,2,16,8,11,1,2
HP1504901_H18,16,8,17,15,1,16,8,17,15,1,16,8,17,15,1,16,8,17,15,1,16,8,17,15,1,16,8,17,15,1,16,8,17,15,1,16,8,17,15,1,16,8,17,15,1,16,8,17,15,1,16,8,17,15,1,16,8,17,15,1,16,8,17,15,1,16,8,17,15,1,16,8,17,15,1,16,8,17,15,1,16,8,11,15,1,16,8,11,15,1,16,8,11,15,1,16,8,11,15,1,16,8,11,15,1
HP1504901_H19,9,2,14,3,19,9,2,14,3,19,9,2,14,3,19,9,2,14,3,19,9,2,14,3,19,9,2,14,3,19,9,2,14,3,19,9,2,14,3,19,9,2,14,3,19,9,2,14,3,19,9,2,14,3,19,9,2,14,3,19,9,2,14,3,19,9,2,14,3,19,9,2,14,3,19,9,2,14,3,19,9,2,14,3,19,9,2,14,3,19,9,2,14,1,19,9,2,6,1,19,9,2,6,1,2
HP1504901_H2,18,12,17,11,2,18,12,17,11,2,18,12,17,11,2,18,12,17,11,2,18,12,17,11,2,18,12,17,11,2,18,12,17,11,2,18,12,17,11,2,18,12,17,11,2,18,12,17,11,2,18,12,17,11,2,18,12,17,11,2,18,12,17,11,2,18,12,17,11,2,18,12,17,11,2,18,12,17,11,2,18,12,11,11,2,18,12,11,11,2,18,12,11,11,2,18,12,11,1,2,18,12,11,1,2
HP1504901_H22,16,8,17,11,21,16,8,17,11,21,16,8,17,11,21,16,8,17,11,21,16,8,17,11,21,16,8,17,11,21,16,8,17,11,21,16,8,17,11,21,16,8,17,11,21,16,8,17,11,21,16,8,17,11,21,16,8,17,11,21,16,8,17,11,21,16,8,17,11,21,16,8,17,11,21,16,8,17,11,21,16,8,11,11,21,16,8,11,11,21,16,8,11,11,2,16,8,11,1,2,16,8,11,1,2
HP1504901_H4,8,10,10,9,1,8,10,10,9,1,8,10,10,9,1,8,10,10,9,1,8,10,10,9,1,8,10,10,9,1,8,10,10,9,1,8,10,10,9,1,8,10,10,9,1,8,10,10,9,1,8,10,10,9,1,8,10,10,9,1,8,10,10,9,1,8,10,10,9,1,8,10,10,9,1,8,10,10,9,1,8,10,10,9,1,8,10,10,9,1,8,10,10,9,1,8,10,10,9,1,8,10,10,9,1
HP1504901_H5,16,8,17,7,3,16,8,17,7,3,16,8,17,7,3,16,8,17,7,3,16,8,17,7,3,16,8,17,7,3,16,8,17,7,3,16,8,17,7,3,16,8,17,7,3,16,8,17,7,3,16,8,17,7,3,16,8,17,7,3,16,8,17,7,3,16,8,17,7,3,16,8,17,7,3,16,8,17,7,3,16,8,11,7,3,16,8,11,7,3,16,8,11,7,3,16,8,11,7,3,16,8,11,7,3
HP1504901_H6,8,12,10,25,16,8,12,10,25,16,8,12,10,25,16,8,12,10,25,16,8,12,10,25,16,8,12,10,25,16,8,12,10,25,16,8,12,10,25,16,8,12,10,25,16,8,12,10,25,16,8,12,10,25,16,8,12,10,25,16,8,12,10,25,16,8,12,10,25,16,8,12,10,25,16,8,12,10,25,16,8,12,10,25,16,8,12,10,25,9,8,12,10,1,2,8,12,10,1,2,8,12,10,1,2
HP1504901_I10,2,5,12,10,20,2,5,12,10,20,2,5,12,10,20,2,5,12,10,20,2,5,12,10,20,2,5,12,10,20,2,5,12,10,20,2,5,12,10,20,2,5,12,10,20,2,5,12,10,20,2,5,12,10,20,2,5,12,10,20,1,5,12,10,20,1,5,12,10,20,1,5,8,10,20,1,5,8,10,20,1,5,8,10,20,1,5,8,10,20,1,5,8,10,20,1,5,8,1,20,1,5,8,1,2
HP1504901_I12,18,12,14,11,14,18,12,14,11,14,18,12,14,11,14,18,12,14,11,14,18,12,14,11,14,18,12,14,11,14,18,12,14,11,14,18,12,14,11,14,18,12,14,11,14,18,12,14,11,14,18,12,14,11,14,18,12,14,11,14,18,12,14,11,14,18,12,14,11,14,18,12,14,11,14,18,12,14,11,14,18,12,14,11,14,18,12,14,11,14,18,12,14,11,14,18,12,6,1,14,18,12,6,1,14
HP1504901_I13,18,1,15,25,6,18,1,15,25,6,18,1,15,25,6,18,1,15,25,6,18,1,15,25,6,18,1,15,25,6,18,1,15,25,6,18,1,15,25,6,18,1,15,25,6,18,1,15,25,6,18,1,15,25,6,18,1,15,25,6,18,1,15,25,6,18,1,15,25,6,18,1,15,25,6,18,1,15,25,6,18,1,15,25,6,18,1,15,25,6,18,1,15,1,6,18,1,15,1,6,18,1,15,1,2
HP1504901_I17,18,1,15,5,22,18,1,15,5,22,18,1,15,5,22,18,1,15,5,22,18,1,15,5,22,18,1,15,5,22,18,1,15,5,22,18,1,15,5,22,18,1,15,5,22,18,1,15,5,22,18,1,15,5,22,18,1,15,5,22,18,1,15,5,22,18,1,15,5,22,18,1,15,5,22,18,1,15,5,22,18,1,15,5,22,18,1,15,5,22,18,1,15,5,22,18,1,15,5,22,18,1,15,1,22
HP1504901_I18,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,6,17,19,9,2,6,17,2
HP1504901_I19,17,1,15,21,18,17,1,15,21,18,17,1,15,21,18,17,1,15,21,18,17,1,15,21,18,17,1,15,21,18,17,1,15,21,18,17,1,15,21,18,17,1,15,21,18,17,1,15,21,18,17,1,15,21,18,17,1,15,21,18,17,1,15,21,18,17,1,15,21,18,17,1,15,21,18,17,1,15,21,18,17,1,15,21,18,17,1,15,21,9,17,1,15,21,2,17,1,15,21,2,17,1,15,1,2
HP1504901_I2,8,11,10,2,14,8,11,10,2,14,8,11,10,2,14,8,11,10,2,14,8,11,10,2,14,8,11,10,2,14,8,11,10,2,14,8,11,10,2,14,8,11,10,2,14,8,11,10,2,14,8,11,10,2,14,8,11,10,2,14,8,11,10,2,14,8,11,10,2,14,8,11,10,2,14,8,11,10,2,14,8,11,10,2,14,8,11,10,2,14,8,11,10,2,14,8,11,10,2,14,8,11,10,1,14
HP1504901_I21,8,12,10,22,25,8,12,10,22,25,8,12,10,22,25,8,12,10,22,25,8,12,10,22,25,8,12,10,22,25,8,12,10,22,25,8,12,10,22,25,8,12,10,22,25,8,12,10,22,25,8,12,10,22,25,8,12,10,22,25,8,12,10,22,25,8,12,10,22,25,8,12,10,22,25,8,12,10,22,25,8,12,10,22,25,8,12,10,22,9,8,12,10,22,2,8,12,10,22,2,8,12,10,1,2
HP1504901_I22,9,2,6,18,22,9,2,6,18,22,9,2,6,18,22,9,2,6,18,22,9,2,6,18,22,9,2,6,18,22,9,2,6,18,22,9,2,6,18,22,9,2,6,18,22,9,2,6,18,22,9,2,6,18,22,9,2,6,18,22,9,2,6,18,22,9,2,6,18,22,9,2,6,18,22,9,2,6,18,22,9,2,6,18,22,9,2,6,18,22,9,2,6,18,22,9,2,6,18,22,9,2,6,1,22
HP1504901_I23,8,4,10,2,11,8,4,10,2,11,8,4,10,2,11,8,4,10,2,11,8,4,10,2,11,8,4,10,2,11,8,4,10,2,11,8,4,10,2,11,8,4,10,2,11,8,4,10,2,11,8,4,10,2,11,8,4,10,2,11,8,4,10,2,11,8,4,10,2,11,8,4,10,2,11,8,4,10,2,11,8,4,10,2,11,8,4,10,2,9,8,4,10,2,2,8,4,10,2,2,8,4,10,1,2
HP1504901_I24,8,12,10,10,19,8,12,10,10,19,8,12,10,10,19,8,12,10,10,19,8,12,10,10,19,8,12,10,10,19,8,12,10,10,19,8,12,10,10,19,8,12,10,10,19,8,12,10,10,19,8,12,10,10,19,8,12,10,10,19,8,12,10,10,19,8,12,10,10,19,8,12,10,10,19,8,12,10,10,19,8,12,10,10,19,8,12,10,10,19,8,12,10,10,19,8,12,10,1,19,8,12,10,1,2
HP1504901_I3,8,12,10,15,19,8,12,10,15,19,8,12,10,15,19,8,12,10,15,19,8,12,10,15,19,8,12,10,15,19,8,12,10,15,19,8,12,10,15,19,8,12,10,15,19,8,12,10,15,19,8,12,10,15,19,8,12,10,15,19,8,12,10,15,19,8,12,10,15,19,8,12,10,15,19,8,12,10,15,19,8,12,10,15,19,8,12,10,15,19,8,12,10,15,19,8,12,10,15,19,8,12,10,15,2
HP1504901_I7,13,6,7,5,11,13,6,7,5,11,13,6,7,5,11,13,6,7,5,11,13,6,7,5,11,13,6,7,5,11,13,6,7,5,11,13,6,7,5,11,13,6,7,5,11,13,6,7,5,11,13,6,7,5,11,13,6,7,5,11,13,6,7,5,11,13,6,7,5,11,13,6,7,5,11,13,6,7,5,11,13,6,7,5,11,13,6,7,5,9,13,6,7,5,2,13,6,7,5,2,13,6,7,1,2
HP1504901_I8,8,11,10,12,10,8,11,10,12,10,8,11,10,12,10,8,11,10,12,10,8,11,10,12,10,8,11,10,12,10,8,11,10,12,10,8,11,10,12,10,8,11,10,12,10,8,11,10,12,10,8,11,10,12,10,8,11,10,12,10,8,11,10,12,10,8,11,10,12,10,8,11,10,12,10,8,11,10,12,10,8,11,10,12,10,8,11,10,12,10,8,11,10,12,10,8,11,10,12,10,8,11,10,12,10
HP1504901_J12,18,12,10,14,12,18,12,10,14,12,18,12,10,14,12,18,12,10,14,12,18,12,10,14,12,18,12,10,14,12,18,12,10,14,12,18,12,10,14,12,18,12,10,14,12,18,12,10,14,12,18,12,10,14,12,18,12,10,14,12,18,12,10,14,12,18,12,10,14,12,18,12,10,14,12,18,12,10,14,12,18,12,10,14,12,18,12,10,14,12,18,12,10,1,12,18,12,10,1,12,18,12,10,1,2
HP1504901_J15,16,4,17,7,24,16,4,17,7,24,16,4,17,7,24,16,4,17,7,24,16,4,17,7,24,16,4,17,7,24,16,4,17,7,24,16,4,17,7,24,16,4,17,7,24,16,4,17,7,24,16,4,17,7,24,16,4,17,7,24,16,4,17,7,24,16,4,17,7,24,16,4,17,7,24,16,4,17,7,24,16,4,11,7,24,16,4,11,7,24,16,4,11,7,24,16,4,11,7,24,16,4,11,7,2
HP1504901_J17,8,11,10,19,11,8,11,10,19,11,8,11,10,19,11,8,11,10,19,11,8,11,10,19,11,8,11,10,19,11,8,11,10,19,11,8,11,10,19,11,8,11,10,19,11,8,11,10,19,11,8,11,10,19,11,8,11,10,19,11,8,11,10,19,11,8,11,10,19,11,8,11,10,19,11,8,11,10,19,11,8,11,10,19,11,8,11,10,19,9,8,11,10,19,2,8,11,10,1,2,8,11,10,1,2
HP1504901_J18,17,1,15,25,1,17,1,15,25,1,17,1,15,25,1,17,1,15,25,1,17,1,15,25,1,17,1,15,25,1,17,1,15,25,1,17,1,15,25,1,17,1,15,25,1,17,1,15,25,1,17,1,15,25,1,17,1,15,25,1,17,1,15,25,1,17,1,15,25,1,17,1,15,25,1,17,1,15,25,1,17,1,15,25,1,17,1,15,25,1,17,1,15,1,1,17,1,15,1,1,17,1,15,1,1
HP1504901_J20,8,11,10,21,19,8,11,10,21,19,8,11,10,21,19,8,11,10,21,19,8,11,10,21,19,8,11,10,21,19,8,11,10,21,19,8,11,10,21,19,8,11,10,21,19,8,11,10,21,19,8,11,10,21,19,8,11,10,21,19,8,11,10,21,19,8,11,10,21,19,8,11,10,21,19,8,11,10,21,19,8,11,10,21,19,8,11,10,21,19,8,11,10,21,19,8,11,10,21,19,8,11,10,1,2
HP1504901_J22,8,12,10,15,16,8,12,10,15,16,8,12,10,15,16,8,12,10,15,16,8,12,10,15,16,8,12,10,15,16,8,12,10,15,16,8,12,10,15,16,8,12,10,15,16,8,12,10,15,16,8,12,10,15,16,8,12,10,15,16,8,12,10,15,16,8,12,10,15,16,8,12,10,15,16,8,12,10,15,16,8,12,10,15,16,8,12,10,15,9,8,12,10,15,2,8,12,10,15,2,8,12,10,15,2
HP1504901_J23,8,11,10,25,20,8,11,10,25,20,8,11,10,25,20,8,11,10,25,20,8,11,10,25,20,8,11,10,25,20,8,11,10,25,20,8,11,10,25,20,8,11,10,25,20,8,11,10,25,20,8,11,10,25,20,8,11,10,25,20,8,11,10,25,20,8,11,10,25,20,8,11,10,25,20,8,11,10,25,20,8,11,10,25,20,8,11,10,25,20,8,11,10,1,20,8,11,10,1,20,8,11,10,1,2
HP1504901_J24,17,1,15,14,25,17,1,15,14,25,17,1,15,14,25,17,1,15,14,25,17,1,15,14,25,17,1,15,14,25,17,1,15,14,25,17,1,15,14,25,17,1,15,14,25,17,1,15,14,25,17,1,15,14,25,17,1,15,14,25,17,1,15,14,25,17,1,15,14,25,17,1,15,14,25,17,1,15,14,25,17,1,15,14,25,17,1,15,14,9,17,1,15,1,2,17,1,15,1,2,17,1,15,1,2
HP1504901_J3,16,8,17,11,15,16,8,17,11,15,16,8,17,11,15,16,8,17,11,15,16,8,17,11,15,16,8,17,11,15,16,8,17,11,15,16,8,17,11,15,16,8,17,11,15,16,8,17,11,15,16,8,17,11,15,16,8,17,11,15,16,8,17,11,15,16,8,17,11,15,16,8,17,11,15,16,8,17,11,15,16,8,11,11,15,16,8,11,11,15,16,8,11,11,15,16,8,11,1,15,16,8,11,1,15
HP1504901_J4,13,6,7,13,23,13,6,7,13,23,13,6,7,13,23,13,6,7,13,23,13,6,7,13,23,13,6,7,13,23,13,6,7,13,23,13,6,7,13,23,13,6,7,13,23,13,6,7,13,23,13,6,7,13,23,13,6,7,13,23,13,6,7,13,23,13,6,7,13,23,13,6,7,13,23,13,6,7,13,23,13,6,7,13,23,13,6,7,13,23,13,6,7,1,23,13,6,7,1,23,13,6,7,1,23
HP1504901_J5,2,5,12,17,10,2,5,12,17,10,2,5,12,17,10,2,5,12,17,10,2,5,12,17,10,2,5,12,17,10,2,5,12,17,10,2,5,12,17,10,2,5,12,17,10,2,5,12,17,10,2,5,12,17,10,2,5,12,17,10,1,5,12,17,10,1,5,12,17,10,1,5,8,17,10,1,5,8,17,10,1,5,8,17,10,1,5,8,17,10,1,5,8,17,10,1,5,8,17,10,1,5,8,17,10
HP1504901_J6,8,12,10,5,16,8,12,10,5,16,8,12,10,5,16,8,12,10,5,16,8,12,10,5,16,8,12,10,5,16,8,12,10,5,16,8,12,10,5,16,8,12,10,5,16,8,12,10,5,16,8,12,10,5,16,8,12,10,5,16,8,12,10,5,16,8,12,10,5,16,8,12,10,5,16,8,12,10,5,16,8,12,10,5,16,8,12,10,5,9,8,12,10,5,2,8,12,10,5,2,8,12,10,1,2
HP1504901_J7,16,8,17,22,12,16,8,17,22,12,16,8,17,22,12,16,8,17,22,12,16,8,17,22,12,16,8,17,22,12,16,8,17,22,12,16,8,17,22,12,16,8,17,22,12,16,8,17,22,12,16,8,17,22,12,16,8,17,22,12,16,8,17,22,12,16,8,17,22,12,16,8,17,22,12,16,8,17,22,12,16,8,11,22,12,16,8,11,22,12,16,8,11,22,12,16,8,11,22,12,16,8,11,1,2
HP1504901_J8,8,10,10,2,13,8,10,10,2,13,8,10,10,2,13,8,10,10,2,13,8,10,10,2,13,8,10,10,2,13,8,10,10,2,13,8,10,10,2,13,8,10,10,2,13,8,10,10,2,13,8,10,10,2,13,8,10,10,2,13,8,10,10,2,13,8,10,10,2,13,8,10,10,2,13,8,10,10,2,13,8,10,10,2,13,8,10,10,2,9,8,10,10,2,2,8,10,10,2,2,8,10,10,1,2
HP1504901_J9,9,2,14,14,20,9,2,14,14,20,9,2,14,14,20,9,2,14,14,20,9,2,14,14,20,9,2,14,14,20,9,2,14,14,20,9,2,14,14,20,9,2,14,14,20,9,2,14,14,20,9,2,14,14,20,9,2,14,14,20,9,2,14,14,20,9,2,14,14,20,9,2,14,14,20,9,2,14,14,20,9,2,14,14,20,9,2,14,14,20,9,2,14,1,20,9,2,6,1,20,9,2,6,1,2
HP1504901_K1,8,11,10,6,23,8,11,10,6,23,8,11,10,6,23,8,11,10,6,23,8,11,10,6,23,8,11,10,6,23,8,11,10,6,23,8,11,10,6,23,8,11,10,6,23,8,11,10,6,23,8,11,10,6,23,8,11,10,6,23,8,11,10,6,23,8,11,10,6,23,8,11,10,6,23,8,11,10,6,23,8,11,10,6,23,8,11,10,6,23,8,11,10,1,23,8,11,10,1,23,8,11,10,1,23
HP1504901_K12,8,10,10,10,9,8,10,10,10,9,8,10,10,10,9,8,10,10,10,9,8,10,10,10,9,8,10,10,10,9,8,10,10,10,9,8,10,10,10,9,8,10,10,10,9,8,10,10,10,9,8,10,10,10,9,8,10,10,10,9,8,10,10,10,9,8,10,10,10,9,8,10,10,10,9,8,10,10,10,9,8,10,10,10,9,8,10,10,10,9,8,10,10,10,2,8,10,10,1,2,8,10,10,1,2
HP1504901_K14,10,2,14,25,6,10,2,14,25,6,10,2,14,25,6,10,2,14,25,6,10,2,14,25,6,10,2,14,25,6,10,2,14,25,6,10,2,14,25,6,10,2,14,25,6,10,2,14,25,6,10,2,14,25,6,10,2,14,25,6,10,2,14,25,6,10,2,14,25,6,10,2,14,25,6,9,2,14,25,6,9,2,14,25,6,9,2,14,25,6,9,2,14,1,6,9,2,6,1,6,9,2,6,1,2
HP1504901_K19,16,8,17,16,1,16,8,17,16,1,16,8,17,16,1,16,8,17,16,1,16,8,17,16,1,16,8,17,16,1,16,8,17,16,1,16,8,17,16,1,16,8,17,16,1,16,8,17,16,1,16,8,17,16,1,16,8,17,16,1,16,8,17,16,1,16,8,17,16,1,16,8,17,16,1,16,8,17,16,1,16,8,11,16,1,16,8,11,16,1,16,8,11,16,1,16,8,11,16,1,16,8,11,16,1
HP1504901_K20,13,6,7,1,6,13,6,7,1,6,13,6,7,1,6,13,6,7,1,6,13,6,7,1,6,13,6,7,1,6,13,6,7,1,6,13,6,7,1,6,13,6,7,1,6,13,6,7,1,6,13,6,7,1,6,13,6,7,1,6,13,6,7,1,6,13,6,7,1,6,13,6,7,1,6,13,6,7,1,6,13,6,7,1,6,13,6,7,1,6,13,6,7,1,6,13,6,7,1,6,13,6,7,1,2
HP1504901_K22,16,8,17,24,13,16,8,17,24,13,16,8,17,24,13,16,8,17,24,13,16,8,17,24,13,16,8,17,24,13,16,8,17,24,13,16,8,17,24,13,16,8,17,24,13,16,8,17,24,13,16,8,17,24,13,16,8,17,24,13,16,8,17,24,13,16,8,17,24,13,16,8,17,24,13,16,8,17,24,13,16,8,11,24,13,16,8,11,24,9,16,8,11,24,2,16,8,11,24,2,16,8,11,24,2
HP1504901_K23,2,5,2,19,4,2,5,2,19,4,2,5,2,19,4,2,5,2,19,4,2,5,2,19,4,2,5,2,19,4,2,5,2,19,4,2,5,2,19,4,2,5,2,19,4,2,5,2,19,4,2,5,2,19,4,2,5,2,19,4,1,5,2,19,4,1,5,2,19,4,1,5,2,19,4,1,5,2,19,4,1,5,2,19,4,1,5,2,19,4,1,5,2,19,4,1,5,2,1,4,1,5,2,1,4
HP1504901_K5,8,12,10,17,3,8,12,10,17,3,8,12,10,17,3,8,12,10,17,3,8,12,10,17,3,8,12,10,17,3,8,12,10,17,3,8,12,10,17,3,8,12,10,17,3,8,12,10,17,3,8,12,10,17,3,8,12,10,17,3,8,12,10,17,3,8,12,10,17,3,8,12,10,17,3,8,12,10,17,3,8,12,10,17,3,8,12,10,17,3,8,12,10,17,3,8,12,10,17,3,8,12,10,17,3
HP1504901_K6,8,12,10,16,1,8,12,10,16,1,8,12,10,16,1,8,12,10,16,1,8,12,10,16,1,8,12,10,16,1,8,12,10,16,1,8,12,10,16,1,8,12,10,16,1,8,12,10,16,1,8,12,10,16,1,8,12,10,16,1,8,12,10,16,1,8,12,10,16,1,8,12,10,16,1,8,12,10,16,1,8,12,10,16,1,8,12,10,16,1,8,12,10,16,1,8,12,10,16,1,8,12,10,16,1
HP1504901_L1,8,3,10,20,4,8,3,10,20,4,8,3,10,20,4,8,3,10,20,4,8,3,10,20,4,8,3,10,20,4,8,3,10,20,4,8,3,10,20,4,8,3,10,20,4,8,3,10,20,4,8,3,10,20,4,8,3,10,20,4,8,3,10,20,4,8,3,10,20,4,8,3,10,20,4,8,3,10,20,4,8,3,10,20,4,8,3,10,20,4,8,3,10,20,4,8,3,10,20,4,8,3,10,20,4
