cells,sc3-00,Monocle-00,Seurat-00,Garbage1-00,Garbage2-00,sc3-05,Monocle-05,Seurat-05,Garbage1-05,Garbage2-05,sc3-10,Monocle-10,Seurat-10,Garbage1-10,Garbage2-10,sc3-15,Monocle-15,Seurat-15,Garbage1-15,Garbage2-15,sc3-20,Monocle-20,Seurat-20,Garbage1-20,Garbage2-20,sc3-25,Monocle-25,Seurat-25,Garbage1-25,Garbage2-25,sc3-30,Monocle-30,Seurat-30,Garbage1-30,Garbage2-30,sc3-35,Monocle-35,Seurat-35,Garbage1-35,Garbage2-35,sc3-40,Monocle-40,Seurat-40,Garbage1-40,Garbage2-40,sc3-45,Monocle-45,Seurat-45,Garbage1-45,Garbage2-45,sc3-50,Monocle-50,Seurat-50,Garbage1-50,Garbage2-50,sc3-55,Monocle-55,Seurat-55,Garbage1-55,Garbage2-55,sc3-60,Monocle-60,Seurat-60,Garbage1-60,Garbage2-60,sc3-65,Monocle-65,Seurat-65,Garbage1-65,Garbage2-65,sc3-70,Monocle-70,Seurat-70,Garbage1-70,Garbage2-70,sc3-75,Monocle-75,Seurat-75,Garbage1-75,Garbage2-75,sc3-80,Monocle-80,Seurat-80,Garbage1-80,Garbage2-80,sc3-85,Monocle-85,Seurat-85,Garbage1-85,Garbage2-85,sc3-90,Monocle-90,Seurat-90,Garbage1-90,Garbage2-90,sc3-95,Monocle-95,Seurat-95,Garbage1-95,Garbage2-95,sc3-100,Monocle-100,Seurat-100,Garbage1-100,Garbage2-100
HP1502401_N9,13,3,6,19,11,13,2,6,19,11,13,2,6,19,11,13,2,6,19,11,13,2,6,19,11,13,2,6,19,11,13,2,6,19,11,13,2,6,19,11,13,2,6,19,11,13,2,6,19,11,13,2,6,19,11,13,2,6,19,11,13,2,6,19,11,13,2,6,19,11,13,2,6,19,11,12,2,6,19,11,12,2,6,19,10,12,2,6,19,1,12,2,6,19,1,12,2,6,19,1,12,2,6,19,1
HP1502401_O1,16,11,1,32,33,16,11,1,32,33,16,11,1,32,33,16,11,1,32,33,16,11,1,32,33,16,11,1,32,33,16,11,1,32,33,16,11,1,32,33,16,11,1,32,33,16,11,1,32,33,16,11,1,32,33,16,11,1,32,33,16,11,1,32,33,16,11,1,32,33,16,11,1,32,33,16,11,1,32,33,10,11,1,32,33,10,11,1,32,33,10,11,1,32,33,10,11,1,32,33,10,11,1,32,33
HP1502401_O10,9,1,2,27,8,9,1,2,27,8,9,1,2,27,8,9,1,2,27,8,9,1,2,27,8,9,1,2,27,8,9,1,2,27,8,9,1,2,27,8,9,1,2,27,8,9,1,2,27,8,9,1,2,27,8,9,1,2,27,8,9,1,2,27,8,9,1,2,27,8,9,1,2,27,8,9,1,2,27,8,9,1,2,9,8,9,1,2,2,1,9,1,2,2,1,4,1,2,2,1,4,1,2,1,1
HP1502401_O14,19,8,14,17,3,19,8,14,17,3,19,8,14,17,3,19,8,14,17,3,19,8,14,17,3,19,8,14,17,3,19,8,14,17,3,19,8,14,17,3,19,8,14,17,3,19,8,14,17,3,19,8,14,17,3,19,8,14,17,3,19,8,14,17,3,19,8,14,17,3,19,8,8,17,3,19,8,8,17,3,19,8,8,17,3,19,8,8,17,3,19,8,8,17,3,19,8,8,2,3,19,8,8,1,3
HP1502401_O16,28,6,11,24,30,28,6,11,24,30,28,6,11,24,30,28,6,11,24,30,28,6,11,24,30,28,6,11,24,30,28,6,11,24,30,28,6,11,24,30,28,6,11,24,30,28,6,11,24,30,28,6,11,24,30,28,6,11,24,30,28,6,11,24,30,28,6,11,24,30,28,6,11,24,30,2,6,11,24,30,2,6,11,9,30,2,6,11,2,30,2,6,11,2,30,2,6,11,2,30,2,6,11,1,30
HP1502401_O17,16,5,1,1,5,16,5,1,1,5,16,5,1,1,5,16,5,1,1,5,16,5,1,1,5,16,5,1,1,5,16,5,1,1,5,16,5,1,1,5,16,5,1,1,5,16,5,1,1,5,16,5,1,1,5,16,5,1,1,5,16,5,1,1,5,16,5,1,1,5,16,5,1,1,5,16,5,1,1,5,10,5,1,1,5,10,5,1,1,5,10,5,1,1,5,10,5,1,1,5,10,5,1,1,5
HP1502401_O18,17,20,7,11,8,17,20,7,11,8,17,20,7,11,8,17,20,7,11,8,17,20,7,11,8,17,20,7,11,8,17,20,7,11,8,17,20,7,11,8,17,20,7,11,8,17,20,7,11,8,17,20,7,11,8,17,20,7,11,8,17,20,7,11,8,17,20,7,11,8,17,20,7,11,8,17,20,7,11,8,17,20,7,11,8,17,20,7,11,1,17,20,7,2,1,17,20,7,2,1,17,20,7,1,1
HP1502401_O2,16,4,1,35,13,16,4,1,35,13,16,4,1,35,13,16,4,1,35,13,16,4,1,35,13,16,4,1,35,13,16,4,1,35,13,16,4,1,35,13,16,4,1,35,13,16,4,1,35,13,16,4,1,35,13,16,4,1,35,13,16,4,1,35,13,16,4,1,35,13,16,4,1,35,13,16,4,1,35,13,10,4,1,35,13,10,4,1,35,13,10,4,1,2,13,10,4,1,2,13,10,4,1,1,13
HP1502401_O20,16,4,1,34,34,16,4,1,34,34,16,4,1,34,34,16,4,1,34,34,16,4,1,34,34,16,4,1,34,34,16,4,1,34,34,16,4,1,34,34,16,4,1,34,34,16,4,1,34,34,16,4,1,34,34,16,4,1,34,34,16,4,1,34,34,16,4,1,34,34,16,4,1,34,34,16,4,1,34,34,10,4,1,9,34,10,4,1,2,34,10,4,1,2,1,10,4,1,2,1,10,4,1,1,1
HP1502401_O21,16,4,10,17,11,16,4,10,17,11,16,4,10,17,11,16,4,10,17,11,16,4,10,17,11,16,4,10,17,11,16,4,10,17,11,16,4,10,17,11,16,4,10,17,11,16,4,10,17,11,16,4,10,17,11,16,4,10,17,11,16,4,10,17,11,16,4,10,17,11,16,4,10,17,11,16,4,10,17,11,10,4,10,17,10,10,4,10,17,1,10,4,10,17,1,10,4,10,2,1,10,4,10,1,1
HP1502401_O22,16,4,1,6,27,16,4,1,6,27,16,4,1,6,27,16,4,1,6,27,16,4,1,6,27,16,4,1,6,27,16,4,1,6,27,16,4,1,6,27,16,4,1,6,27,16,4,1,6,27,16,4,1,6,27,16,4,1,6,27,16,4,1,6,27,16,4,1,6,27,16,4,1,6,27,16,4,1,6,27,10,4,1,6,27,10,4,1,6,27,10,4,1,6,27,10,4,1,2,27,10,4,1,1,27
HP1502401_O23,16,11,3,13,26,16,11,3,13,26,16,11,3,13,26,16,11,3,13,26,16,11,3,13,26,16,11,3,13,26,16,11,3,13,26,16,11,3,13,26,16,11,3,13,26,16,11,3,13,26,16,11,3,13,26,16,11,3,13,26,16,11,3,13,26,16,11,3,13,26,16,11,3,13,26,16,11,3,13,26,10,11,3,13,26,10,11,3,13,1,10,11,3,2,1,10,11,3,2,1,10,11,3,1,1
HP1502401_O24,31,15,14,11,5,31,15,14,11,5,31,15,14,11,5,31,15,14,11,5,31,15,14,11,5,31,15,14,11,5,31,15,14,11,5,31,15,14,11,5,31,15,14,11,5,31,15,14,11,5,31,15,14,11,5,31,15,14,11,5,31,15,14,11,5,31,15,14,11,5,31,15,8,11,5,31,15,8,11,5,31,15,8,11,5,31,15,8,11,5,31,15,8,2,5,31,15,8,2,5,31,15,8,1,5
HP1502401_O3,16,4,1,8,22,16,4,1,8,22,16,4,1,8,22,16,4,1,8,22,16,4,1,8,22,16,4,1,8,22,16,4,1,8,22,16,4,1,8,22,16,4,1,8,22,16,4,1,8,22,16,4,1,8,22,16,4,1,8,22,16,4,1,8,22,16,4,1,8,22,16,4,1,8,22,16,4,1,8,22,10,4,1,8,22,10,4,1,8,22,10,4,1,2,22,10,4,1,2,22,10,4,1,1,22
HP1502401_O4,16,15,1,21,23,16,15,1,21,23,16,15,1,21,23,16,15,1,21,23,16,15,1,21,23,16,15,1,21,23,16,15,1,21,23,16,15,1,21,23,16,15,1,21,23,16,15,1,21,23,16,15,1,21,23,16,15,1,21,23,16,15,1,21,23,16,15,1,21,23,16,15,1,21,23,16,15,1,21,23,10,15,1,21,23,10,15,1,21,23,10,15,1,21,23,10,15,1,21,23,10,15,1,1,1
HP1502401_O6,17,20,7,1,16,17,20,7,1,16,17,20,7,1,16,17,20,7,1,16,17,20,7,1,16,17,20,7,1,16,17,20,7,1,16,17,20,7,1,16,17,20,7,1,16,17,20,7,1,16,17,20,7,1,16,17,20,7,1,16,17,20,7,1,16,17,20,7,1,16,17,20,7,1,16,17,20,7,1,16,17,20,7,1,10,17,20,7,1,1,17,20,7,1,1,17,20,7,1,1,17,20,7,1,1
HP1502401_O7,28,12,11,6,29,28,12,11,6,29,28,12,11,6,29,28,12,11,6,29,28,12,11,6,29,28,12,11,6,29,28,12,11,6,29,28,12,11,6,29,28,12,11,6,29,28,12,11,6,29,28,12,11,6,29,28,12,11,6,29,28,12,11,6,29,28,12,11,6,29,28,12,11,6,29,2,12,11,6,29,2,12,11,6,29,2,12,11,6,29,2,12,11,6,29,2,12,11,2,29,2,12,11,1,29
HP1502401_O8,16,4,1,8,24,16,4,1,8,24,16,4,1,8,24,16,4,1,8,24,16,4,1,8,24,16,4,1,8,24,16,4,1,8,24,16,4,1,8,24,16,4,1,8,24,16,4,1,8,24,16,4,1,8,24,16,4,1,8,24,16,4,1,8,24,16,4,1,8,24,16,4,1,8,24,16,4,1,8,24,10,4,1,8,24,10,4,1,8,24,10,4,1,2,24,10,4,1,2,24,10,4,1,1,1
HP1502401_O9,32,14,13,20,11,32,14,13,20,11,32,14,13,20,11,32,14,13,20,11,32,14,13,20,11,32,14,13,20,11,32,14,13,20,11,32,14,13,20,11,32,14,13,20,11,32,14,13,20,11,32,14,13,20,11,32,14,13,20,11,32,14,13,20,11,32,14,13,20,11,32,14,13,20,11,32,14,13,20,11,32,14,13,20,10,32,14,13,20,1,32,14,13,2,1,32,14,13,2,1,32,14,13,1,1
HP1504101T2D_A10,19,8,14,5,18,19,8,14,5,18,19,8,14,5,18,19,8,14,5,18,19,8,14,5,18,19,8,14,5,18,19,8,14,5,18,19,8,14,5,18,19,8,14,5,18,19,8,14,5,18,19,8,14,5,18,19,8,14,5,18,19,8,14,5,18,19,8,14,5,18,19,8,8,5,18,19,8,8,5,18,19,8,8,5,18,19,8,8,5,1,19,8,8,5,1,19,8,8,5,1,19,8,8,1,1
HP1504101T2D_A12,10,5,1,8,3,10,5,1,8,3,10,5,1,8,3,10,5,1,8,3,10,5,1,8,3,10,5,1,8,3,10,5,1,8,3,10,5,1,8,3,10,5,1,8,3,10,5,1,8,3,10,5,1,8,3,10,5,1,8,3,10,5,1,8,3,10,5,1,8,3,10,5,1,8,3,10,5,1,8,3,10,5,1,8,3,10,5,1,8,3,10,5,1,2,3,10,5,1,2,3,10,5,1,1,3
HP1504101T2D_A13,13,3,6,26,15,13,2,6,26,15,13,2,6,26,15,13,2,6,26,15,13,2,6,26,15,13,2,6,26,15,13,2,6,26,15,13,2,6,26,15,13,2,6,26,15,13,2,6,26,15,13,2,6,26,15,13,2,6,26,15,13,2,6,26,15,13,2,6,26,15,13,2,6,26,15,12,2,6,26,15,12,2,6,26,15,12,2,6,26,15,12,2,6,2,1,12,2,6,2,1,12,2,6,1,1
HP1504101T2D_A15,13,3,6,28,18,13,2,6,28,18,13,2,6,28,18,13,2,6,28,18,13,2,6,28,18,13,2,6,28,18,13,2,6,28,18,13,2,6,28,18,13,2,6,28,18,13,2,6,28,18,13,2,6,28,18,13,2,6,28,18,13,2,6,28,18,13,2,6,28,18,13,2,6,28,18,12,2,6,28,18,12,2,6,28,18,12,2,6,28,1,12,2,6,28,1,12,2,6,28,1,12,2,6,28,1
HP1504101T2D_A17,13,3,6,26,5,13,2,6,26,5,13,2,6,26,5,13,2,6,26,5,13,2,6,26,5,13,2,6,26,5,13,2,6,26,5,13,2,6,26,5,13,2,6,26,5,13,2,6,26,5,13,2,6,26,5,13,2,6,26,5,13,2,6,26,5,13,2,6,26,5,13,2,6,26,5,12,2,6,26,5,12,2,6,26,5,12,2,6,26,5,12,2,6,2,5,12,2,6,2,5,12,2,6,1,5
HP1504101T2D_A18,13,3,6,19,6,13,2,6,19,6,13,2,6,19,6,13,2,6,19,6,13,2,6,19,6,13,2,6,19,6,13,2,6,19,6,13,2,6,19,6,13,2,6,19,6,13,2,6,19,6,13,2,6,19,6,13,2,6,19,6,13,2,6,19,6,13,2,6,19,6,13,2,6,19,6,12,2,6,19,6,12,2,6,19,6,12,2,6,19,6,12,2,6,19,6,12,2,6,19,1,12,2,6,19,1
HP1504101T2D_A19,10,11,1,2,14,10,11,1,2,14,10,11,1,2,14,10,11,1,2,14,10,11,1,2,14,10,11,1,2,14,10,11,1,2,14,10,11,1,2,14,10,11,1,2,14,10,11,1,2,14,10,11,1,2,14,10,11,1,2,14,10,11,1,2,14,10,11,1,2,14,10,11,1,2,14,10,11,1,2,14,10,11,1,2,14,10,11,1,2,14,10,11,1,2,14,10,11,1,2,14,10,11,1,1,14
HP1504101T2D_A20,13,3,6,3,24,13,2,6,3,24,13,2,6,3,24,13,2,6,3,24,13,2,6,3,24,13,2,6,3,24,13,2,6,3,24,13,2,6,3,24,13,2,6,3,24,13,2,6,3,24,13,2,6,3,24,13,2,6,3,24,13,2,6,3,24,13,2,6,3,24,13,2,6,3,24,12,2,6,3,24,12,2,6,3,24,12,2,6,3,24,12,2,6,2,24,12,2,6,2,24,12,2,6,1,1
HP1504101T2D_A23,10,15,1,9,18,10,15,1,9,18,10,15,1,9,18,10,15,1,9,18,10,15,1,9,18,10,15,1,9,18,10,15,1,9,18,10,15,1,9,18,10,15,1,9,18,10,15,1,9,18,10,15,1,9,18,10,15,1,9,18,10,15,1,9,18,10,15,1,9,18,10,15,1,9,18,10,15,1,9,18,10,15,1,9,18,10,15,1,2,1,10,15,1,2,1,10,15,1,2,1,10,15,1,1,1
HP1504101T2D_A24,17,20,7,2,28,17,20,7,2,28,17,20,7,2,28,17,20,7,2,28,17,20,7,2,28,17,20,7,2,28,17,20,7,2,28,17,20,7,2,28,17,20,7,2,28,17,20,7,2,28,17,20,7,2,28,17,20,7,2,28,17,20,7,2,28,17,20,7,2,28,17,20,7,2,28,17,20,7,2,28,17,20,7,2,28,17,20,7,2,1,17,20,7,2,1,17,20,7,2,1,17,20,7,1,1
HP1504101T2D_A4,13,3,6,9,13,13,2,6,9,13,13,2,6,9,13,13,2,6,9,13,13,2,6,9,13,13,2,6,9,13,13,2,6,9,13,13,2,6,9,13,13,2,6,9,13,13,2,6,9,13,13,2,6,9,13,13,2,6,9,13,13,2,6,9,13,13,2,6,9,13,13,2,6,9,13,12,2,6,9,13,12,2,6,9,13,12,2,6,2,13,12,2,6,2,13,12,2,6,2,13,12,2,6,1,13
HP1504101T2D_A5,10,5,1,7,7,10,5,1,7,7,10,5,1,7,7,10,5,1,7,7,10,5,1,7,7,10,5,1,7,7,10,5,1,7,7,10,5,1,7,7,10,5,1,7,7,10,5,1,7,7,10,5,1,7,7,10,5,1,7,7,10,5,1,7,7,10,5,1,7,7,10,5,1,7,7,10,5,1,7,7,10,5,1,7,7,10,5,1,7,7,10,5,1,7,7,10,5,1,7,7,10,5,1,7,7
HP1504101T2D_A6,10,15,3,5,24,10,15,3,5,24,10,15,3,5,24,10,15,3,5,24,10,15,3,5,24,10,15,3,5,24,10,15,3,5,24,10,15,3,5,24,10,15,3,5,24,10,15,3,5,24,10,15,3,5,24,10,15,3,5,24,10,15,3,5,24,10,15,3,5,24,10,15,3,5,24,10,15,3,5,24,10,15,3,5,24,10,15,3,5,24,10,15,3,5,24,10,15,3,5,24,10,15,3,1,1
HP1504101T2D_A8,10,5,1,31,3,10,5,1,31,3,10,5,1,31,3,10,5,1,31,3,10,5,1,31,3,10,5,1,31,3,10,5,1,31,3,10,5,1,31,3,10,5,1,31,3,10,5,1,31,3,10,5,1,31,3,10,5,1,31,3,10,5,1,31,3,10,5,1,31,3,10,5,1,31,3,10,5,1,31,3,10,5,1,31,3,10,5,1,31,3,10,5,1,31,3,10,5,1,31,3,10,5,1,31,3
HP1504101T2D_B10,13,3,6,3,17,13,2,6,3,17,13,2,6,3,17,13,2,6,3,17,13,2,6,3,17,13,2,6,3,17,13,2,6,3,17,13,2,6,3,17,13,2,6,3,17,13,2,6,3,17,13,2,6,3,17,13,2,6,3,17,13,2,6,3,17,13,2,6,3,17,13,2,6,3,17,12,2,6,3,17,12,2,6,3,17,12,2,6,3,17,12,2,6,2,1,12,2,6,2,1,12,2,6,1,1
HP1504101T2D_B11,10,5,1,1,8,10,5,1,1,8,10,5,1,1,8,10,5,1,1,8,10,5,1,1,8,10,5,1,1,8,10,5,1,1,8,10,5,1,1,8,10,5,1,1,8,10,5,1,1,8,10,5,1,1,8,10,5,1,1,8,10,5,1,1,8,10,5,1,1,8,10,5,1,1,8,10,5,1,1,8,10,5,1,1,8,10,5,1,1,1,10,5,1,1,1,10,5,1,1,1,10,5,1,1,1
HP1504101T2D_B12,13,3,6,10,15,13,2,6,10,15,13,2,6,10,15,13,2,6,10,15,13,2,6,10,15,13,2,6,10,15,13,2,6,10,15,13,2,6,10,15,13,2,6,10,15,13,2,6,10,15,13,2,6,10,15,13,2,6,10,15,13,2,6,10,15,13,2,6,10,15,13,2,6,10,15,12,2,6,10,15,12,2,6,10,15,12,2,6,10,15,12,2,6,10,1,12,2,6,10,1,12,2,6,10,1
HP1504101T2D_B13,10,11,1,25,7,10,11,1,25,7,10,11,1,25,7,10,11,1,25,7,10,11,1,25,7,10,11,1,25,7,10,11,1,25,7,10,11,1,25,7,10,11,1,25,7,10,11,1,25,7,10,11,1,25,7,10,11,1,25,7,10,11,1,25,7,10,11,1,25,7,10,11,1,25,7,10,11,1,25,7,10,11,1,25,7,10,11,1,25,7,10,11,1,25,7,10,11,1,25,7,10,11,1,25,7
HP1504101T2D_B16,10,5,1,12,15,10,5,1,12,15,10,5,1,12,15,10,5,1,12,15,10,5,1,12,15,10,5,1,12,15,10,5,1,12,15,10,5,1,12,15,10,5,1,12,15,10,5,1,12,15,10,5,1,12,15,10,5,1,12,15,10,5,1,12,15,10,5,1,12,15,10,5,1,12,15,10,5,1,12,15,10,5,1,12,15,10,5,1,12,15,10,5,1,12,1,10,5,1,12,1,10,5,1,12,1
HP1504101T2D_B17,13,2,6,1,9,13,2,6,1,9,13,2,6,1,9,13,2,6,1,9,13,2,6,1,9,13,2,6,1,9,13,2,6,1,9,13,2,6,1,9,13,2,6,1,9,13,2,6,1,9,13,2,6,1,9,13,2,6,1,9,13,2,6,1,9,13,2,6,1,9,13,2,6,1,9,12,2,6,1,9,12,2,6,1,9,12,2,6,1,9,12,2,6,1,9,12,2,6,1,9,12,2,6,1,9
HP1504101T2D_B18,13,3,6,8,13,13,2,6,8,13,13,2,6,8,13,13,2,6,8,13,13,2,6,8,13,13,2,6,8,13,13,2,6,8,13,13,2,6,8,13,13,2,6,8,13,13,2,6,8,13,13,2,6,8,13,13,2,6,8,13,13,2,6,8,13,13,2,6,8,13,13,2,6,8,13,12,2,6,8,13,12,2,6,8,13,12,2,6,8,13,12,2,6,2,13,12,2,6,2,13,12,2,6,1,13
HP1504101T2D_B21,10,15,3,13,6,10,15,3,13,6,10,15,3,13,6,10,15,3,13,6,10,15,3,13,6,10,15,3,13,6,10,15,3,13,6,10,15,3,13,6,10,15,3,13,6,10,15,3,13,6,10,15,3,13,6,10,15,3,13,6,10,15,3,13,6,10,15,3,13,6,10,15,3,13,6,10,15,3,13,6,10,15,3,13,6,10,15,3,13,6,10,15,3,2,6,10,15,3,2,1,10,15,3,1,1
HP1504101T2D_B22,13,3,6,32,24,13,2,6,32,24,13,2,6,32,24,13,2,6,32,24,13,2,6,32,24,13,2,6,32,24,13,2,6,32,24,13,2,6,32,24,13,2,6,32,24,13,2,6,32,24,13,2,6,32,24,13,2,6,32,24,13,2,6,32,24,13,2,6,32,24,13,2,6,32,24,12,2,6,32,24,12,2,6,32,24,12,2,6,32,24,12,2,6,32,24,12,2,6,32,24,12,2,6,32,1
HP1504101T2D_B24,13,2,6,23,7,13,2,6,23,7,13,2,6,23,7,13,2,6,23,7,13,2,6,23,7,13,2,6,23,7,13,2,6,23,7,13,2,6,23,7,13,2,6,23,7,13,2,6,23,7,13,2,6,23,7,13,2,6,23,7,13,2,6,23,7,13,2,6,23,7,13,2,6,23,7,12,2,6,23,7,12,2,6,9,7,12,2,6,2,7,12,2,6,2,7,12,2,6,2,7,12,2,6,1,7
HP1504101T2D_B3,32,6,11,5,17,32,6,11,5,17,32,6,11,5,17,32,6,11,5,17,32,6,11,5,17,32,6,11,5,17,32,6,11,5,17,32,6,11,5,17,32,6,11,5,17,32,6,11,5,17,32,6,11,5,17,32,6,11,5,17,32,6,11,5,17,32,6,11,5,17,32,6,11,5,17,32,6,11,5,17,32,6,11,5,17,32,6,11,5,17,32,6,11,5,1,32,6,11,5,1,32,6,11,1,1
HP1504101T2D_B4,13,3,6,12,12,13,2,6,12,12,13,2,6,12,12,13,2,6,12,12,13,2,6,12,12,13,2,6,12,12,13,2,6,12,12,13,2,6,12,12,13,2,6,12,12,13,2,6,12,12,13,2,6,12,12,13,2,6,12,12,13,2,6,12,12,13,2,6,12,12,13,2,6,12,12,12,2,6,12,12,12,2,6,12,12,12,2,6,12,1,12,2,6,12,1,12,2,6,12,1,12,2,6,12,1
HP1504101T2D_B5,13,3,6,11,11,13,2,6,11,11,13,2,6,11,11,13,2,6,11,11,13,2,6,11,11,13,2,6,11,11,13,2,6,11,11,13,2,6,11,11,13,2,6,11,11,13,2,6,11,11,13,2,6,11,11,13,2,6,11,11,13,2,6,11,11,13,2,6,11,11,13,2,6,11,11,12,2,6,11,11,12,2,6,11,10,12,2,6,11,1,12,2,6,2,1,12,2,6,2,1,12,2,6,1,1
HP1504101T2D_B6,22,12,12,3,8,22,12,12,3,8,22,12,12,3,8,22,12,12,3,8,22,12,12,3,8,22,12,12,3,8,22,12,12,3,8,22,12,12,3,8,22,12,12,3,8,22,12,12,3,8,22,12,12,3,8,22,12,12,3,8,22,12,12,3,8,22,12,12,3,8,22,12,12,3,8,22,12,12,3,8,22,12,12,3,8,22,12,12,3,1,22,12,12,2,1,22,12,12,2,1,22,12,12,1,1
HP1504101T2D_B7,10,10,1,23,3,10,10,1,23,3,10,10,1,23,3,10,10,1,23,3,10,10,1,23,3,10,10,1,23,3,10,10,1,23,3,10,10,1,23,3,10,10,1,23,3,10,10,1,23,3,10,10,1,23,3,10,10,1,23,3,10,10,1,23,3,10,10,1,23,3,10,10,1,23,3,10,10,1,23,3,10,10,1,9,3,10,10,1,2,3,10,10,1,2,3,10,10,1,2,3,10,10,1,1,3
HP1504101T2D_B8,9,19,2,27,29,9,19,2,27,29,9,18,2,27,29,9,18,2,27,29,9,18,2,27,29,9,18,2,27,29,9,18,2,27,29,9,18,2,27,29,9,18,2,27,29,9,16,2,27,29,9,16,2,27,29,9,16,2,27,29,9,16,2,27,29,9,16,2,27,29,9,16,2,27,29,9,16,2,27,29,9,16,2,9,29,9,16,2,2,29,9,16,2,2,29,4,1,2,2,29,4,1,2,1,29
HP1504101T2D_C1,32,14,18,26,19,32,14,18,26,19,32,14,18,26,19,32,14,18,26,19,32,14,18,26,19,32,14,18,26,19,32,14,18,26,19,32,14,18,26,19,32,14,18,26,19,32,14,18,26,19,32,14,18,26,19,32,14,18,26,19,32,14,18,26,19,32,14,18,26,19,32,14,18,26,19,32,14,18,26,19,32,14,18,26,19,32,14,18,26,19,32,14,18,2,1,32,14,18,2,1,32,14,2,1,1
HP1504101T2D_C10,17,20,7,22,35,17,20,7,22,35,17,20,7,22,35,17,20,7,22,35,17,20,7,22,35,17,20,7,22,35,17,20,7,22,35,17,20,7,22,35,17,20,7,22,35,17,20,7,22,35,17,20,7,22,35,17,20,7,22,35,17,20,7,22,35,17,20,7,22,35,17,20,7,22,35,17,20,7,22,35,17,20,7,22,35,17,20,7,22,35,17,20,7,22,35,17,20,7,22,35,17,20,7,22,35
HP1504101T2D_C11,19,8,8,14,23,19,8,8,14,23,19,8,8,14,23,19,8,8,14,23,19,8,8,14,23,19,8,8,14,23,19,8,8,14,23,19,8,8,14,23,19,8,8,14,23,19,8,8,14,23,19,8,8,14,23,19,8,8,14,23,19,8,8,14,23,19,8,8,14,23,19,8,8,14,23,19,8,8,14,23,19,8,8,9,23,19,8,8,2,23,19,8,8,2,23,19,8,8,2,23,19,8,8,1,1
HP1504101T2D_C12,13,2,6,19,5,13,2,6,19,5,13,2,6,19,5,13,2,6,19,5,13,2,6,19,5,13,2,6,19,5,13,2,6,19,5,13,2,6,19,5,13,2,6,19,5,13,2,6,19,5,13,2,6,19,5,13,2,6,19,5,13,2,6,19,5,13,2,6,19,5,13,2,6,19,5,12,2,6,19,5,12,2,6,19,5,12,2,6,19,5,12,2,6,19,5,12,2,6,19,5,12,2,6,19,5
HP1504101T2D_C14,10,10,1,7,10,10,10,1,7,10,10,10,1,7,10,10,10,1,7,10,10,10,1,7,10,10,10,1,7,10,10,10,1,7,10,10,10,1,7,10,10,10,1,7,10,10,10,1,7,10,10,10,1,7,10,10,10,1,7,10,10,10,1,7,10,10,10,1,7,10,10,10,1,7,10,10,10,1,7,10,10,10,1,7,10,10,10,1,7,1,10,10,1,7,1,10,10,1,7,1,10,10,1,7,1
HP1504101T2D_C15,10,15,1,33,18,10,15,1,33,18,10,15,1,33,18,10,15,1,33,18,10,15,1,33,18,10,15,1,33,18,10,15,1,33,18,10,15,1,33,18,10,15,1,33,18,10,15,1,33,18,10,15,1,33,18,10,15,1,33,18,10,15,1,33,18,10,15,1,33,18,10,15,1,33,18,10,15,1,33,18,10,15,1,33,18,10,15,1,33,1,10,15,1,33,1,10,15,1,33,1,10,15,1,1,1
HP1504101T2D_C16,10,7,12,13,28,10,7,12,13,28,10,7,12,13,28,10,7,12,13,28,10,7,12,13,28,10,7,12,13,28,10,7,12,13,28,10,7,12,13,28,10,7,12,13,28,10,7,12,13,28,10,7,12,13,28,10,7,12,13,28,10,7,12,13,28,10,7,12,13,28,10,7,12,13,28,10,7,12,13,28,10,7,12,13,28,10,7,12,13,1,10,7,12,2,1,10,7,12,2,1,10,7,12,1,1
HP1504101T2D_C17,10,10,1,33,23,10,10,1,33,23,10,10,1,33,23,10,10,1,33,23,10,10,1,33,23,10,10,1,33,23,10,10,1,33,23,10,10,1,33,23,10,10,1,33,23,10,10,1,33,23,10,10,1,33,23,10,10,1,33,23,10,10,1,33,23,10,10,1,33,23,10,10,1,33,23,10,10,1,33,23,10,10,1,33,23,10,10,1,33,23,10,10,1,33,23,10,10,1,33,23,10,10,1,1,1
HP1504101T2D_C18,22,12,12,18,24,22,12,12,18,24,22,12,12,18,24,22,12,12,18,24,22,12,12,18,24,22,12,12,18,24,22,12,12,18,24,22,12,12,18,24,22,12,12,18,24,22,12,12,18,24,22,12,12,18,24,22,12,12,18,24,22,12,12,18,24,22,12,12,18,24,22,12,12,18,24,22,12,12,18,24,22,12,12,9,24,22,12,12,2,24,22,12,12,2,24,22,12,12,2,24,22,12,12,1,1
HP1504101T2D_C20,10,4,1,25,30,10,4,1,25,30,10,4,1,25,30,10,4,1,25,30,10,4,1,25,30,10,4,1,25,30,10,4,1,25,30,10,4,1,25,30,10,4,1,25,30,10,4,1,25,30,10,4,1,25,30,10,4,1,25,30,10,4,1,25,30,10,4,1,25,30,10,4,1,25,30,10,4,1,25,30,10,4,1,25,30,10,4,1,25,30,10,4,1,25,30,10,4,1,25,30,10,4,1,25,30
