cells,sc3-00,Monocle-00,Seurat-00,Garbage1-00,Garbage2-00,sc3-05,Monocle-05,Seurat-05,Garbage1-05,Garbage2-05,sc3-10,Monocle-10,Seurat-10,Garbage1-10,Garbage2-10,sc3-15,Monocle-15,Seurat-15,Garbage1-15,Garbage2-15,sc3-20,Monocle-20,Seurat-20,Garbage1-20,Garbage2-20,sc3-25,Monocle-25,Seurat-25,Garbage1-25,Garbage2-25,sc3-30,Monocle-30,Seurat-30,Garbage1-30,Garbage2-30,sc3-35,Monocle-35,Seurat-35,Garbage1-35,Garbage2-35,sc3-40,Monocle-40,Seurat-40,Garbage1-40,Garbage2-40,sc3-45,Monocle-45,Seurat-45,Garbage1-45,Garbage2-45,sc3-50,Monocle-50,Seurat-50,Garbage1-50,Garbage2-50,sc3-55,Monocle-55,Seurat-55,Garbage1-55,Garbage2-55,sc3-60,Monocle-60,Seurat-60,Garbage1-60,Garbage2-60,sc3-65,Monocle-65,Seurat-65,Garbage1-65,Garbage2-65,sc3-70,Monocle-70,Seurat-70,Garbage1-70,Garbage2-70,sc3-75,Monocle-75,Seurat-75,Garbage1-75,Garbage2-75,sc3-80,Monocle-80,Seurat-80,Garbage1-80,Garbage2-80,sc3-85,Monocle-85,Seurat-85,Garbage1-85,Garbage2-85,sc3-90,Monocle-90,Seurat-90,Garbage1-90,Garbage2-90,sc3-95,Monocle-95,Seurat-95,Garbage1-95,Garbage2-95,sc3-100,Monocle-100,Seurat-100,Garbage1-100,Garbage2-100
human1_lib3.final_cell_0557,28,23,9,31,14,28,23,9,31,14,28,23,9,31,14,28,23,9,31,14,28,23,9,31,14,28,23,9,31,14,28,23,9,31,14,28,23,9,31,14,28,23,9,31,14,28,23,9,31,14,28,23,9,31,14,28,23,9,31,14,28,23,9,31,14,28,23,9,31,14,28,23,9,31,14,28,23,9,31,14,28,23,9,31,14,28,23,9,31,14,28,23,9,31,14,28,23,9,31,14,28,23,9,31,14
human1_lib3.final_cell_0558,20,12,18,4,17,20,12,18,4,17,20,12,18,4,17,20,12,18,4,17,20,12,18,4,17,20,12,18,4,17,20,12,18,4,17,20,12,18,4,17,20,12,18,4,17,20,12,18,4,17,20,12,18,4,17,20,12,18,4,17,20,12,18,4,17,20,12,18,4,17,20,12,18,4,17,20,12,18,4,17,20,12,18,4,17,20,12,18,4,17,19,12,13,4,17,19,12,13,4,1,19,12,13,4,1
human1_lib3.final_cell_0559,38,1,3,35,19,38,1,3,35,19,38,1,3,35,19,38,1,3,35,19,38,1,3,35,19,38,1,3,35,19,38,1,3,35,19,38,1,3,35,19,38,1,3,35,19,38,1,3,35,19,38,1,3,35,19,38,1,3,35,19,38,1,3,35,19,38,1,3,35,19,38,1,3,35,19,38,1,3,35,19,38,1,3,35,19,38,1,3,35,19,38,1,3,35,19,38,1,3,6,1,38,1,3,1,1
human1_lib3.final_cell_0560,18,16,20,30,19,18,16,20,30,19,18,16,20,30,19,18,15,20,30,19,18,15,20,30,19,18,15,20,30,19,18,15,20,30,19,18,15,20,30,19,18,15,20,30,19,18,15,20,30,19,18,15,20,30,19,18,15,20,30,19,18,15,20,30,19,7,15,2,30,19,7,15,2,30,19,7,15,2,30,19,7,15,2,30,19,7,15,2,30,19,7,15,2,30,19,7,15,2,30,1,7,15,2,1,1
human1_lib3.final_cell_0561,28,23,19,29,35,28,23,19,29,35,28,23,19,29,35,28,23,19,29,35,28,23,19,29,35,28,23,19,29,35,28,23,19,29,35,28,23,19,29,35,28,23,19,29,35,28,23,19,29,35,28,23,19,29,35,28,23,19,29,35,28,23,19,29,35,28,23,19,29,35,28,23,19,29,35,28,23,19,29,35,28,23,19,29,35,28,23,19,29,35,28,23,19,29,35,28,23,19,6,1,28,23,19,1,1
human1_lib3.final_cell_0562,6,3,6,3,20,6,3,6,3,20,6,3,6,3,20,6,3,6,3,20,6,3,6,3,20,6,3,6,3,20,6,3,6,3,20,6,3,6,3,20,6,3,6,3,20,6,3,6,3,20,6,3,6,3,20,6,3,6,3,20,5,3,6,3,20,5,3,6,3,20,5,3,6,3,20,5,3,6,3,20,5,3,6,3,20,5,3,6,3,20,5,3,6,3,20,5,3,6,3,20,5,3,6,1,1
human1_lib3.final_cell_0563,38,23,3,16,27,38,23,3,16,27,38,23,3,16,27,38,23,3,16,27,38,23,3,16,27,38,23,3,16,27,38,23,3,16,27,38,23,3,16,27,38,23,3,16,27,38,23,3,16,27,38,23,3,16,27,38,23,3,16,27,38,23,3,16,27,38,23,3,16,27,38,23,3,16,27,38,23,3,16,27,38,23,3,16,27,38,23,3,16,27,38,23,3,16,27,38,23,3,16,27,38,23,3,16,27
human1_lib3.final_cell_0564,38,23,3,13,29,38,23,3,13,29,38,23,3,13,29,38,23,3,13,29,38,23,3,13,29,38,23,3,13,29,38,23,3,13,29,38,23,3,13,29,38,23,3,13,29,38,23,3,13,29,38,23,3,13,29,38,23,3,13,29,38,23,3,13,29,38,23,3,13,29,38,23,3,13,29,38,23,3,13,29,38,23,3,13,29,38,23,3,13,29,38,23,3,13,29,38,23,3,13,29,38,23,3,13,1
human1_lib3.final_cell_0565,38,11,3,4,38,38,11,3,4,38,38,11,3,4,38,38,11,3,4,38,38,11,3,4,38,38,11,3,4,38,38,11,3,4,38,38,11,3,4,38,38,11,3,4,38,38,11,3,4,38,38,11,3,4,38,38,11,3,4,38,38,11,3,4,38,38,11,3,4,38,38,11,3,4,38,38,11,3,4,38,38,11,3,4,38,38,11,3,4,38,38,11,3,4,38,38,11,3,4,38,38,11,3,4,1
human1_lib3.final_cell_0566,28,23,19,24,8,28,23,19,24,8,28,23,19,24,8,28,23,19,24,8,28,23,19,24,8,28,23,19,24,8,28,23,19,24,8,28,23,19,24,8,28,23,19,24,8,28,23,19,24,8,28,23,19,24,8,28,23,19,24,8,28,23,19,24,8,28,23,19,24,8,28,23,19,24,8,28,23,19,24,8,28,23,19,24,8,28,23,19,24,8,28,23,19,24,8,28,23,19,24,8,28,23,19,1,1
human1_lib3.final_cell_0567,20,12,18,34,18,20,12,18,34,18,20,12,18,34,18,20,12,18,34,18,20,12,18,34,18,20,12,18,34,18,20,12,18,34,18,20,12,18,34,18,20,12,18,34,18,20,12,18,34,18,20,12,18,34,18,20,12,18,34,18,20,12,18,34,18,20,12,18,34,18,20,12,18,34,18,20,12,18,34,18,20,12,18,34,18,20,12,18,34,18,19,12,13,34,18,19,12,13,34,18,19,12,13,1,18
human1_lib3.final_cell_0568,13,13,1,17,16,13,13,1,17,16,13,13,1,17,16,13,13,1,17,16,13,13,1,17,16,13,13,1,17,16,13,13,1,17,16,13,13,1,17,16,13,13,1,17,16,13,13,1,17,16,13,13,1,17,16,13,13,1,17,16,13,13,1,17,16,13,13,1,17,16,13,13,1,17,16,9,13,1,17,16,9,13,1,17,16,9,13,1,17,16,9,13,1,17,16,9,13,1,17,1,9,13,1,17,1
human1_lib3.final_cell_0569,23,9,14,24,20,23,9,14,24,20,23,9,14,24,20,23,9,14,24,20,23,9,14,24,20,23,9,14,24,20,23,9,14,24,20,23,9,14,24,20,23,9,14,24,20,23,9,14,24,20,23,9,14,24,20,23,9,14,24,20,23,9,14,24,20,23,9,14,24,20,23,9,14,24,20,23,9,14,24,20,23,9,14,24,20,23,9,14,24,20,23,9,14,24,20,23,9,14,24,20,23,9,14,1,1
human1_lib3.final_cell_0570,38,23,3,28,5,38,23,3,28,5,38,23,3,28,5,38,23,3,28,5,38,23,3,28,5,38,23,3,28,5,38,23,3,28,5,38,23,3,28,5,38,23,3,28,5,38,23,3,28,5,38,23,3,28,5,38,23,3,28,5,38,23,3,28,5,38,23,3,28,5,38,23,3,28,5,38,23,3,28,5,38,23,3,28,5,38,23,3,28,5,38,23,3,28,5,38,23,3,28,5,38,23,3,28,5
human1_lib3.final_cell_0571,28,3,19,32,28,28,3,19,32,28,28,3,19,32,28,28,3,19,32,28,28,3,19,32,28,28,3,19,32,28,28,3,19,32,28,28,3,19,32,28,28,3,19,32,28,28,3,19,32,28,28,3,19,32,28,28,3,19,32,28,28,3,19,32,28,28,3,19,32,28,28,3,19,32,28,28,3,19,32,28,28,3,19,32,28,28,3,19,32,28,28,3,19,32,28,28,3,19,32,28,28,3,19,32,1
human1_lib3.final_cell_0572,24,28,22,29,28,24,28,22,29,28,24,28,22,29,28,24,28,22,29,28,24,28,22,29,28,24,28,22,29,28,24,28,22,29,28,24,28,22,29,28,24,28,22,29,28,24,28,22,29,28,24,28,22,29,28,24,28,22,29,28,24,28,22,29,28,24,28,22,29,28,24,28,22,29,28,24,28,22,29,28,24,28,22,29,28,24,28,22,29,28,24,28,22,29,28,24,28,22,6,28,24,28,22,1,1
human1_lib3.final_cell_0573,38,1,3,5,7,38,1,3,5,7,38,1,3,5,7,38,1,3,5,7,38,1,3,5,7,38,1,3,5,7,38,1,3,5,7,38,1,3,5,7,38,1,3,5,7,38,1,3,5,7,38,1,3,5,7,38,1,3,5,7,38,1,3,5,7,38,1,3,5,7,38,1,3,5,7,38,1,3,5,7,38,1,3,5,7,38,1,3,5,7,38,1,3,5,7,38,1,3,5,7,38,1,3,5,1
human1_lib3.final_cell_0574,20,12,18,1,2,20,12,18,1,2,20,12,18,1,2,20,12,18,1,2,20,12,18,1,2,20,12,18,1,2,20,12,18,1,2,20,12,18,1,2,20,12,18,1,2,20,12,18,1,2,20,12,18,1,2,20,12,18,1,2,20,12,18,1,2,20,12,18,1,2,20,12,18,1,2,20,12,18,1,2,20,12,18,1,2,20,12,18,1,2,19,12,13,1,2,19,12,13,1,1,19,12,13,1,1
human1_lib3.final_cell_0575,23,9,14,21,12,23,9,14,21,12,23,9,14,21,12,23,9,14,21,12,23,9,14,21,12,23,9,14,21,12,23,9,14,21,12,23,9,14,21,12,23,9,14,21,12,23,9,14,21,12,23,9,14,21,12,23,9,14,21,12,23,9,14,21,12,23,9,14,21,12,23,9,14,21,12,23,9,14,21,12,23,9,14,21,12,23,9,14,21,12,23,9,14,21,12,23,9,14,21,12,23,9,14,21,1
human1_lib3.final_cell_0576,13,18,17,13,14,13,18,17,13,14,13,18,17,13,14,13,18,17,13,14,13,18,17,13,14,13,18,17,13,14,13,18,17,13,14,13,18,17,13,14,13,18,17,13,14,13,18,17,13,14,13,13,17,13,14,13,13,17,13,14,13,13,17,13,14,13,13,17,13,14,13,13,17,13,14,9,13,1,13,14,9,13,1,13,14,9,13,1,13,14,9,13,1,13,14,9,13,1,13,14,9,13,1,13,14
human1_lib3.final_cell_0577,38,1,3,26,30,38,1,3,26,30,38,1,3,26,30,38,1,3,26,30,38,1,3,26,30,38,1,3,26,30,38,1,3,26,30,38,1,3,26,30,38,1,3,26,30,38,1,3,26,30,38,1,3,26,30,38,1,3,26,30,38,1,3,26,30,38,1,3,26,30,38,1,3,26,30,38,1,3,26,30,38,1,3,26,30,38,1,3,26,30,38,1,3,26,30,38,1,3,26,30,38,1,3,26,30
human1_lib3.final_cell_0578,24,8,21,5,27,24,8,21,5,27,24,8,21,5,27,24,8,21,5,27,24,8,21,5,27,24,8,21,5,27,24,8,21,5,27,24,8,21,5,27,24,8,21,5,27,24,8,21,5,27,24,8,21,5,27,24,8,21,5,27,24,8,21,5,27,24,8,21,5,27,24,8,21,5,27,24,8,21,5,27,24,8,21,5,27,24,8,21,5,27,24,8,21,5,27,24,8,21,5,27,24,8,21,5,27
human1_lib3.final_cell_0579,38,6,3,36,23,38,6,3,36,23,38,6,3,36,23,38,6,3,36,23,38,6,3,36,23,38,6,3,36,23,38,6,3,36,23,38,6,3,36,23,38,6,3,36,23,38,6,3,36,23,38,6,3,36,23,38,6,3,36,23,38,6,3,36,23,38,6,3,36,23,38,6,3,36,23,38,6,3,36,23,38,6,3,36,23,38,6,3,36,23,38,6,3,36,23,38,6,3,36,23,38,6,3,36,23
human1_lib3.final_cell_0580,37,11,3,19,5,37,11,3,19,5,37,11,3,19,5,37,11,3,19,5,37,11,3,19,5,37,11,3,19,5,37,11,3,19,5,37,11,3,19,5,37,11,3,19,5,37,11,3,19,5,37,11,3,19,5,37,11,3,19,5,37,11,3,19,5,37,11,3,19,5,37,11,3,19,5,37,11,3,19,5,37,11,3,19,5,37,11,3,19,5,37,11,3,19,5,37,11,3,19,5,37,11,3,1,5
human1_lib3.final_cell_0581,38,2,3,18,5,38,2,3,18,5,38,2,3,18,5,38,2,3,18,5,38,2,3,18,5,38,2,3,18,5,38,2,3,18,5,38,2,3,18,5,38,2,3,18,5,38,2,3,18,5,38,2,3,18,5,38,2,3,18,5,38,2,3,18,5,38,2,3,18,5,38,2,3,18,5,38,2,3,18,5,38,2,3,18,5,38,2,3,18,5,38,2,3,18,5,38,2,3,6,5,38,2,3,1,5
human1_lib3.final_cell_0582,20,12,18,38,3,20,12,18,38,3,20,12,18,38,3,20,12,18,38,3,20,12,18,38,3,20,12,18,38,3,20,12,18,38,3,20,12,18,38,3,20,12,18,38,3,20,12,18,38,3,20,12,18,38,3,20,12,18,38,3,20,12,18,38,3,20,12,18,38,3,20,12,18,38,3,20,12,18,38,3,20,12,18,38,3,20,12,18,38,3,19,12,13,38,3,19,12,13,6,3,19,12,13,1,1
human1_lib3.final_cell_0583,38,23,3,10,31,38,23,3,10,31,38,23,3,10,31,38,23,3,10,31,38,23,3,10,31,38,23,3,10,31,38,23,3,10,31,38,23,3,10,31,38,23,3,10,31,38,23,3,10,31,38,23,3,10,31,38,23,3,10,31,38,23,3,10,31,38,23,3,10,31,38,23,3,10,31,38,23,3,10,31,38,23,3,10,31,38,23,3,10,31,38,23,3,10,31,38,23,3,10,31,38,23,3,1,1
human1_lib3.final_cell_0584,16,28,15,4,23,16,28,15,4,23,16,28,15,4,23,16,28,15,4,23,16,28,15,4,23,16,28,15,4,23,16,28,15,4,23,16,28,15,4,23,16,28,15,4,23,16,28,15,4,23,16,28,15,4,23,16,28,15,4,23,16,28,15,4,23,16,28,15,4,23,16,28,15,4,23,16,28,15,4,23,16,28,15,4,23,16,28,15,4,23,16,28,15,4,23,16,28,15,4,23,16,28,15,4,23
human1_lib3.final_cell_0585,28,21,1,14,28,28,21,1,14,28,28,21,1,14,28,28,21,1,14,28,28,21,1,14,28,28,21,1,14,28,28,13,1,14,28,28,13,1,14,28,28,13,1,14,28,28,13,1,14,28,28,13,1,14,28,28,13,1,14,28,28,13,1,14,28,28,13,1,14,28,28,13,1,14,28,28,13,1,14,28,28,13,1,14,28,28,13,1,14,28,28,13,1,14,28,28,13,1,14,28,28,13,1,14,1
human1_lib3.final_cell_0586,28,23,19,22,21,28,23,19,22,21,28,23,19,22,21,28,23,19,22,21,28,23,19,22,21,28,23,19,22,21,28,23,19,22,21,28,23,19,22,21,28,23,19,22,21,28,23,19,22,21,28,23,19,22,21,28,23,19,22,21,28,23,19,22,21,28,23,19,22,21,28,23,19,22,21,28,23,19,22,21,28,23,19,22,21,28,23,19,22,21,28,23,19,22,21,28,23,19,22,21,28,23,19,1,1
human1_lib3.final_cell_0587,13,13,17,35,38,13,13,17,35,38,13,13,17,35,38,13,13,17,35,38,13,13,17,35,38,13,13,17,35,38,13,13,17,35,38,13,13,17,35,38,13,13,17,35,38,13,13,17,35,38,13,13,17,35,38,13,13,17,35,38,13,13,17,35,38,13,13,17,35,38,13,13,17,35,38,9,13,1,35,38,9,13,1,35,38,9,13,1,35,38,9,13,1,35,38,9,13,1,6,38,9,13,1,1,1
human1_lib3.final_cell_0588,38,2,3,38,13,38,2,3,38,13,38,2,3,38,13,38,2,3,38,13,38,2,3,38,13,38,2,3,38,13,38,2,3,38,13,38,2,3,38,13,38,2,3,38,13,38,2,3,38,13,38,2,3,38,13,38,2,3,38,13,38,2,3,38,13,38,2,3,38,13,38,2,3,38,13,38,2,3,38,13,38,2,3,38,13,38,2,3,38,13,38,2,3,38,13,38,2,3,6,13,38,2,3,1,1
human1_lib3.final_cell_0589,23,9,14,11,26,23,9,14,11,26,23,9,14,11,26,23,9,14,11,26,23,9,14,11,26,23,9,14,11,26,23,9,14,11,26,23,9,14,11,26,23,9,14,11,26,23,9,14,11,26,23,9,14,11,26,23,9,14,11,26,23,9,14,11,26,23,9,14,11,26,23,9,14,11,26,23,9,14,11,26,23,9,14,11,26,23,9,14,11,26,23,9,14,11,26,23,9,14,11,1,23,9,14,1,1
human1_lib3.final_cell_0590,23,9,14,27,15,23,9,14,27,15,23,9,14,27,15,23,9,14,27,15,23,9,14,27,15,23,9,14,27,15,23,9,14,27,15,23,9,14,27,15,23,9,14,27,15,23,9,14,27,15,23,9,14,27,15,23,9,14,27,15,23,9,14,27,15,23,9,14,27,15,23,9,14,27,15,23,9,14,27,15,23,9,14,27,15,23,9,14,27,15,23,9,14,27,15,23,9,14,27,15,23,9,14,27,15
human1_lib3.final_cell_0591,20,12,18,11,9,20,12,18,11,9,20,12,18,11,9,20,12,18,11,9,20,12,18,11,9,20,12,18,11,9,20,12,18,11,9,20,12,18,11,9,20,12,18,11,9,20,12,18,11,9,20,12,18,11,9,20,12,18,11,9,20,12,18,11,9,20,12,18,11,9,20,12,18,11,9,20,12,18,11,9,20,12,18,11,9,20,12,18,11,9,19,12,13,11,9,19,12,13,11,9,19,12,13,1,1
human1_lib3.final_cell_0592,28,3,19,38,36,28,3,19,38,36,28,3,19,38,36,28,3,19,38,36,28,3,19,38,36,28,3,19,38,36,28,3,19,38,36,28,3,19,38,36,28,3,19,38,36,28,3,19,38,36,28,3,19,38,36,28,3,19,38,36,28,3,19,38,36,28,3,19,38,36,28,3,19,38,36,28,3,19,38,36,28,3,19,38,36,28,3,19,38,36,28,3,19,38,36,28,3,19,6,36,28,3,19,1,36
human1_lib3.final_cell_0593,27,11,9,38,35,27,11,9,38,35,27,11,9,38,35,27,11,9,38,35,27,11,9,38,35,27,11,9,38,35,27,11,9,38,35,27,11,9,38,35,27,11,9,38,35,27,11,9,38,35,27,11,9,38,35,27,11,9,38,35,27,11,9,38,35,27,11,9,38,35,27,11,9,38,35,27,11,9,38,35,27,11,9,38,35,27,11,9,38,35,27,11,9,38,35,27,11,9,6,1,27,11,9,1,1
human1_lib3.final_cell_0594,16,28,6,12,17,16,28,6,12,17,16,28,6,12,17,16,28,6,12,17,16,28,6,12,17,16,28,6,12,17,16,28,6,12,17,16,28,6,12,17,16,28,6,12,17,16,28,6,12,17,16,28,6,12,17,16,28,6,12,17,16,28,6,12,17,16,28,6,12,17,16,28,6,12,17,16,28,6,12,17,16,28,6,12,17,16,28,6,12,17,16,28,6,12,17,16,28,6,12,1,16,28,6,12,1
human1_lib3.final_cell_0595,20,12,18,26,10,20,12,18,26,10,20,12,18,26,10,20,12,18,26,10,20,12,18,26,10,20,12,18,26,10,20,12,18,26,10,20,12,18,26,10,20,12,18,26,10,20,12,18,26,10,20,12,18,26,10,20,12,18,26,10,20,12,18,26,10,20,12,18,26,10,20,12,18,26,10,20,12,18,26,10,20,12,18,26,10,20,12,18,26,10,19,12,13,26,1,19,12,13,26,1,19,12,13,26,1
human1_lib3.final_cell_0596,38,6,11,2,18,38,6,11,2,18,38,6,11,2,18,38,6,11,2,18,38,6,11,2,18,38,6,11,2,18,38,6,11,2,18,38,6,11,2,18,38,6,11,2,18,38,6,11,2,18,38,6,11,2,18,38,6,11,2,18,38,6,11,2,18,38,6,11,2,18,38,6,11,2,18,38,6,11,2,18,38,6,11,2,18,38,6,11,2,18,38,6,11,2,18,38,6,11,2,18,38,6,11,2,18
human1_lib3.final_cell_0597,24,4,24,38,36,24,4,24,38,36,24,4,24,38,36,24,4,24,38,36,24,4,24,38,36,24,4,24,38,36,24,4,24,38,36,24,4,24,38,36,24,4,24,38,36,24,4,24,38,36,24,4,24,38,36,24,4,24,38,36,24,4,24,38,36,24,4,24,38,36,24,4,24,38,36,24,4,24,38,36,24,4,24,38,36,24,4,24,38,36,24,4,24,38,36,24,4,24,6,36,24,4,23,1,36
human1_lib3.final_cell_0598,24,8,21,2,13,24,8,21,2,13,24,8,21,2,13,24,8,21,2,13,24,8,21,2,13,24,8,21,2,13,24,8,21,2,13,24,8,21,2,13,24,8,21,2,13,24,8,21,2,13,24,8,21,2,13,24,8,21,2,13,24,8,21,2,13,24,8,21,2,13,24,8,21,2,13,24,8,21,2,13,24,8,21,2,13,24,8,21,2,13,24,8,21,2,13,24,8,21,2,13,24,8,21,2,1
human1_lib3.final_cell_0599,13,18,17,26,34,13,18,17,26,34,13,18,17,26,34,13,18,17,26,34,13,18,17,26,34,13,18,17,26,34,13,18,17,26,34,13,18,17,26,34,13,18,17,26,34,13,18,17,26,34,13,13,17,26,34,13,13,17,26,34,13,13,17,26,34,13,13,17,26,34,13,13,17,26,34,9,13,1,26,34,9,13,1,26,34,9,13,1,26,34,9,13,1,26,34,9,13,1,26,34,9,13,1,26,34
human1_lib3.final_cell_0600,18,16,2,12,37,18,16,2,12,37,18,16,2,12,37,18,15,2,12,37,18,15,2,12,37,18,15,2,12,37,18,15,2,12,37,18,15,2,12,37,18,15,2,12,37,18,15,2,12,37,18,15,2,12,37,18,15,2,12,37,18,15,2,12,37,7,15,2,12,37,7,15,2,12,37,7,15,2,12,37,7,15,2,12,37,7,15,2,12,37,7,15,2,12,37,7,15,2,12,37,7,15,2,12,37
human1_lib3.final_cell_0601,18,16,20,33,22,18,16,20,33,22,18,16,20,33,22,18,15,20,33,22,18,15,20,33,22,18,15,20,33,22,18,15,20,33,22,18,15,20,33,22,18,15,20,33,22,18,15,20,33,22,18,15,20,33,22,18,15,20,33,22,18,15,20,33,22,7,15,2,33,22,7,15,2,33,22,7,15,2,33,22,7,15,2,33,22,7,15,2,33,22,7,15,2,33,22,7,15,2,6,22,7,15,2,1,1
human1_lib3.final_cell_0602,23,9,14,20,10,23,9,14,20,10,23,9,14,20,10,23,9,14,20,10,23,9,14,20,10,23,9,14,20,10,23,9,14,20,10,23,9,14,20,10,23,9,14,20,10,23,9,14,20,10,23,9,14,20,10,23,9,14,20,10,23,9,14,20,10,23,9,14,20,10,23,9,14,20,10,23,9,14,20,10,23,9,14,20,10,23,9,14,20,10,23,9,14,20,1,23,9,14,6,1,23,9,14,1,1
human1_lib3.final_cell_0603,26,10,10,1,24,26,10,10,1,24,26,10,10,1,24,26,10,10,1,24,26,10,10,1,24,26,10,10,1,24,26,10,10,1,24,26,10,10,1,24,26,10,10,1,24,26,10,10,1,24,26,10,10,1,24,26,10,10,1,24,26,10,10,1,24,26,10,10,1,24,26,10,10,1,24,26,10,10,1,24,26,10,10,1,24,26,10,10,1,24,26,10,10,1,24,26,10,10,1,24,11,10,10,1,24
human1_lib3.final_cell_0604,23,9,14,34,33,23,9,14,34,33,23,9,14,34,33,23,9,14,34,33,23,9,14,34,33,23,9,14,34,33,23,9,14,34,33,23,9,14,34,33,23,9,14,34,33,23,9,14,34,33,23,9,14,34,33,23,9,14,34,33,23,9,14,34,33,23,9,14,34,33,23,9,14,34,33,23,9,14,34,33,23,9,14,34,33,23,9,14,34,33,23,9,14,34,33,23,9,14,34,33,23,9,14,1,33
human1_lib3.final_cell_0605,12,20,17,32,23,12,20,17,32,23,12,20,17,32,23,12,20,17,32,23,12,20,17,32,23,12,20,17,32,23,12,20,17,32,23,12,20,17,32,23,12,20,17,32,23,12,20,17,32,23,12,20,17,32,23,12,20,17,32,23,12,20,17,32,23,12,20,17,32,23,12,20,17,32,23,12,20,1,32,23,12,20,1,32,23,12,20,1,32,23,9,20,1,32,23,9,20,1,32,23,9,20,1,32,23
human1_lib3.final_cell_0606,5,3,6,23,15,5,3,6,23,15,5,3,6,23,15,5,3,6,23,15,5,3,6,23,15,5,3,6,23,15,5,3,6,23,15,5,3,6,23,15,5,3,6,23,15,5,3,6,23,15,5,3,6,23,15,5,3,6,23,15,5,3,6,23,15,5,3,6,23,15,5,3,6,23,15,5,3,6,23,15,5,3,6,23,15,5,3,6,23,15,5,3,6,23,15,5,3,6,6,15,5,3,6,1,15
human1_lib3.final_cell_0607,38,2,3,7,21,38,2,3,7,21,38,2,3,7,21,38,2,3,7,21,38,2,3,7,21,38,2,3,7,21,38,2,3,7,21,38,2,3,7,21,38,2,3,7,21,38,2,3,7,21,38,2,3,7,21,38,2,3,7,21,38,2,3,7,21,38,2,3,7,21,38,2,3,7,21,38,2,3,7,21,38,2,3,7,21,38,2,3,7,21,38,2,3,7,21,38,2,3,7,21,38,2,3,7,1
human1_lib3.final_cell_0608,38,1,3,11,29,38,1,3,11,29,38,1,3,11,29,38,1,3,11,29,38,1,3,11,29,38,1,3,11,29,38,1,3,11,29,38,1,3,11,29,38,1,3,11,29,38,1,3,11,29,38,1,3,11,29,38,1,3,11,29,38,1,3,11,29,38,1,3,11,29,38,1,3,11,29,38,1,3,11,29,38,1,3,11,29,38,1,3,11,29,38,1,3,11,29,38,1,3,11,29,38,1,3,1,1
human1_lib3.final_cell_0609,38,11,3,14,19,38,11,3,14,19,38,11,3,14,19,38,11,3,14,19,38,11,3,14,19,38,11,3,14,19,38,11,3,14,19,38,11,3,14,19,38,11,3,14,19,38,11,3,14,19,38,11,3,14,19,38,11,3,14,19,38,11,3,14,19,38,11,3,14,19,38,11,3,14,19,38,11,3,14,19,38,11,3,14,19,38,11,3,14,19,38,11,3,14,19,38,11,3,14,1,38,11,3,14,1
human1_lib3.final_cell_0610,24,10,7,22,9,24,10,7,22,9,24,10,7,22,9,24,10,7,22,9,24,10,7,22,9,24,10,7,22,9,24,10,7,22,9,24,10,7,22,9,24,10,7,22,9,24,10,7,22,9,24,10,7,22,9,24,10,7,22,9,24,10,7,22,9,24,10,7,22,9,24,10,7,22,9,24,10,7,22,9,24,10,7,22,9,24,10,7,22,9,24,10,7,22,9,24,10,7,22,9,24,10,7,1,1
human1_lib3.final_cell_0611,20,12,18,33,31,20,12,18,33,31,20,12,18,33,31,20,12,18,33,31,20,12,18,33,31,20,12,18,33,31,20,12,18,33,31,20,12,18,33,31,20,12,18,33,31,20,12,18,33,31,20,12,18,33,31,20,12,18,33,31,20,12,18,33,31,20,12,18,33,31,20,12,18,33,31,20,12,18,33,31,20,12,18,33,31,20,12,18,33,31,19,12,13,33,31,19,12,13,6,31,19,12,13,1,1
human1_lib3.final_cell_0612,38,2,3,34,17,38,2,3,34,17,38,2,3,34,17,38,2,3,34,17,38,2,3,34,17,38,2,3,34,17,38,2,3,34,17,38,2,3,34,17,38,2,3,34,17,38,2,3,34,17,38,2,3,34,17,38,2,3,34,17,38,2,3,34,17,38,2,3,34,17,38,2,3,34,17,38,2,3,34,17,38,2,3,34,17,38,2,3,34,17,38,2,3,34,17,38,2,3,34,1,38,2,3,1,1
human1_lib3.final_cell_0613,24,5,23,35,18,24,5,23,35,18,24,5,23,35,18,24,5,23,35,18,24,5,23,35,18,24,5,23,35,18,24,5,23,35,18,24,5,23,35,18,24,5,23,35,18,24,5,23,35,18,24,5,23,35,18,24,5,23,35,18,24,5,23,35,18,24,5,23,35,18,24,5,23,35,18,24,5,23,35,18,24,5,23,35,18,24,5,23,35,18,24,5,23,35,18,24,5,23,6,18,24,4,23,1,18
human1_lib3.final_cell_0614,6,17,6,37,33,6,17,6,37,33,6,17,6,37,33,6,17,6,37,33,6,17,6,37,33,6,17,6,37,33,6,17,6,37,33,6,17,6,37,33,6,17,6,37,33,6,17,6,37,33,6,17,6,37,33,6,17,6,37,33,5,17,6,37,33,5,17,6,37,33,5,17,6,37,33,5,17,6,37,33,5,17,6,37,33,5,17,6,37,33,5,17,6,37,33,5,17,6,37,33,5,17,6,1,33
