cells,sc3-00,Monocle-00,Seurat-00,Garbage1-00,sc3-05,Monocle-05,Seurat-05,Garbage1-05,sc3-10,Monocle-10,Seurat-10,Garbage1-10,sc3-15,Monocle-15,Seurat-15,Garbage1-15,sc3-20,Monocle-20,Seurat-20,Garbage1-20,sc3-25,Monocle-25,Seurat-25,Garbage1-25,sc3-30,Monocle-30,Seurat-30,Garbage1-30,sc3-35,Monocle-35,Seurat-35,Garbage1-35,sc3-40,Monocle-40,Seurat-40,Garbage1-40,sc3-45,Monocle-45,Seurat-45,Garbage1-45,sc3-50,Monocle-50,Seurat-50,Garbage1-50,sc3-55,Monocle-55,Seurat-55,Garbage1-55,sc3-60,Monocle-60,Seurat-60,Garbage1-60,sc3-65,Monocle-65,Seurat-65,Garbage1-65,sc3-70,Monocle-70,Seurat-70,Garbage1-70,sc3-75,Monocle-75,Seurat-75,Garbage1-75,sc3-80,Monocle-80,Seurat-80,Garbage1-80,sc3-85,Monocle-85,Seurat-85,Garbage1-85,sc3-90,Monocle-90,Seurat-90,Garbage1-90,sc3-95,Monocle-95,Seurat-95,Garbage1-95,sc3-100,Monocle-100,Seurat-100,Garbage1-100
HP1504101T2D_J18,6,17,5,22,6,17,5,22,6,17,5,22,6,17,5,22,6,17,5,22,6,17,5,22,6,17,5,22,6,17,5,22,6,17,5,22,6,17,5,22,6,17,5,22,6,17,5,22,6,17,5,22,6,17,5,22,6,17,5,22,6,17,5,22,6,17,5,22,6,17,5,22,6,17,5,22,6,17,5,22,6,17,5,1
HP1504101T2D_J2,6,3,2,21,6,3,2,21,6,3,2,21,6,3,2,21,6,3,2,21,6,3,2,21,6,3,2,21,6,3,2,21,6,3,2,21,6,3,2,21,6,3,2,21,6,3,2,21,6,3,2,21,6,3,2,21,6,3,2,21,6,3,2,21,6,3,2,21,6,3,2,21,6,3,2,21,6,3,2,21,6,3,2,21
HP1504101T2D_J20,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15
HP1504101T2D_J22,9,6,13,19,9,6,13,19,9,6,13,19,9,6,13,19,9,6,13,19,9,6,13,19,9,6,13,19,9,6,13,19,9,6,13,19,9,6,13,19,9,6,13,19,9,6,13,19,9,6,13,19,9,3,13,19,9,3,13,19,9,3,13,19,9,3,13,19,9,3,13,19,9,3,13,19,9,3,13,19,9,3,13,19
HP1504101T2D_J24,6,17,2,9,6,17,2,9,6,17,2,9,6,17,2,9,6,17,2,9,6,17,2,9,6,17,2,9,6,17,2,9,6,17,2,9,6,17,2,9,6,17,2,9,6,17,2,9,6,17,2,9,6,17,2,9,6,17,2,9,6,17,2,9,6,17,2,9,6,17,2,9,6,17,2,9,6,17,2,9,6,17,2,1
HP1504101T2D_J3,9,6,13,8,9,6,13,8,9,6,13,8,9,6,13,8,9,6,13,8,9,6,13,8,9,6,13,8,9,6,13,8,9,6,13,8,9,6,13,8,9,6,13,8,9,6,13,8,9,6,13,8,9,3,13,8,9,3,13,8,9,3,13,8,9,3,13,8,9,3,13,8,9,3,13,8,9,3,13,8,9,3,13,8
HP1504101T2D_J5,9,3,13,3,9,3,13,3,9,3,13,3,9,3,13,3,9,3,13,3,9,3,13,3,9,3,13,3,9,3,13,3,9,3,13,3,9,3,13,3,9,3,13,3,9,3,13,3,9,3,13,3,9,3,13,3,9,3,13,3,9,3,13,3,9,3,13,3,9,3,13,3,9,3,13,3,9,3,13,3,9,3,13,3
HP1504101T2D_J7,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19
HP1504101T2D_J9,9,6,13,23,9,6,13,23,9,6,13,23,9,6,13,23,9,6,13,23,9,6,13,23,9,6,13,23,9,6,13,23,9,6,13,23,9,6,13,23,9,6,13,23,9,6,13,23,9,6,13,23,9,3,13,23,9,3,13,23,9,3,13,23,9,3,13,23,9,3,13,23,9,3,13,23,9,3,13,23,9,3,13,1
HP1504101T2D_K10,12,8,18,14,12,8,18,14,12,8,18,14,12,8,18,14,12,8,18,14,12,8,18,14,12,8,18,14,12,8,18,14,12,8,18,14,12,8,18,14,12,8,18,14,12,8,18,14,12,8,18,14,12,8,18,14,12,8,18,14,12,8,18,14,12,8,18,14,12,8,4,14,11,8,4,14,11,8,4,14,3,8,4,1
HP1504101T2D_K12,6,16,2,5,6,16,2,5,6,16,2,5,6,16,2,5,6,16,2,5,6,16,2,5,6,16,2,5,6,16,2,5,6,16,2,5,6,16,2,5,6,16,2,5,6,16,2,5,6,16,2,5,6,16,2,5,6,16,2,5,6,16,2,5,6,16,2,5,6,16,2,5,6,16,2,5,6,16,2,4,6,16,2,1
HP1504101T2D_K17,6,16,2,2,6,16,2,2,6,16,2,2,6,16,2,2,6,16,2,2,6,16,2,2,6,16,2,2,6,16,2,2,6,16,2,2,6,16,2,2,6,16,2,2,6,16,2,2,6,16,2,2,6,16,2,2,6,16,2,2,6,16,2,2,6,16,2,2,6,16,2,2,6,16,2,2,6,16,2,2,6,16,2,2
HP1504101T2D_K18,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,4,6,22,2,1
HP1504101T2D_K19,12,8,4,5,12,8,4,5,12,8,4,5,12,8,4,5,12,8,4,5,12,8,4,5,12,8,4,5,12,8,4,5,12,8,4,5,12,8,4,5,12,8,4,5,12,8,4,5,12,8,4,5,12,8,4,5,12,8,4,5,12,8,4,5,12,8,4,5,12,8,4,5,11,8,4,5,11,8,4,4,3,8,4,1
HP1504101T2D_K2,9,3,13,12,9,3,13,12,9,3,13,12,9,3,13,12,9,3,13,12,9,3,13,12,9,3,13,12,9,3,13,12,9,3,13,12,9,3,13,12,9,3,13,12,9,3,13,12,9,3,13,12,9,3,13,12,9,3,13,12,9,3,13,12,9,3,13,12,9,3,13,12,9,3,13,12,9,3,13,12,9,3,13,12
HP1504101T2D_K20,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17
HP1504101T2D_K22,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,1
HP1504101T2D_K23,6,14,2,3,6,14,2,3,6,14,2,3,6,14,2,3,6,14,2,3,6,14,2,3,6,14,2,3,6,14,2,3,6,14,2,3,6,14,2,3,6,14,2,3,6,14,2,3,6,14,2,3,6,14,2,3,6,14,2,3,6,14,2,3,6,14,2,3,6,14,2,3,6,14,2,3,6,14,2,3,6,14,2,3
HP1504101T2D_K24,6,7,2,1,6,7,2,1,6,7,2,1,6,7,2,1,6,7,2,1,6,7,2,1,6,7,2,1,6,7,2,1,6,7,2,1,6,7,2,1,6,7,2,1,6,7,2,1,6,7,2,1,6,7,2,1,6,7,2,1,6,7,2,1,6,7,2,1,6,7,2,1,6,7,2,1,6,7,2,1,6,7,2,1
HP1504101T2D_K4,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,23,6,17,2,1
HP1504101T2D_K8,9,6,13,22,9,6,13,22,9,6,13,22,9,6,13,22,9,6,13,22,9,6,13,22,9,6,13,22,9,6,13,22,9,6,13,22,9,6,13,22,9,6,13,22,9,6,13,22,9,6,13,22,9,3,13,22,9,3,13,22,9,3,13,22,9,3,13,22,9,3,13,22,9,3,13,22,9,3,13,22,9,3,13,1
HP1504101T2D_L1,9,6,13,21,9,6,13,21,9,6,13,21,9,6,13,21,9,6,13,21,9,6,13,21,9,6,13,21,9,6,13,21,9,6,13,21,9,6,13,21,9,6,13,21,9,6,13,21,9,6,13,21,9,3,13,21,9,3,13,21,9,3,13,21,9,3,13,21,9,3,13,21,9,3,13,21,9,3,13,21,9,3,13,21
HP1504101T2D_L10,6,7,2,6,6,7,2,6,6,7,2,6,6,7,2,6,6,7,2,6,6,7,2,6,6,7,2,6,6,7,2,6,6,7,2,6,6,7,2,6,6,7,2,6,6,7,2,6,6,7,2,6,6,7,2,6,6,7,2,6,6,7,2,6,6,7,2,6,6,7,2,6,6,7,2,6,6,7,2,6,6,7,2,6
HP1504101T2D_L11,13,10,6,22,13,10,6,22,13,10,6,22,13,10,6,22,13,10,6,22,13,10,6,22,13,10,6,22,13,10,6,22,13,10,6,22,13,10,6,22,13,10,6,22,13,10,6,22,13,10,6,22,13,10,6,22,13,10,6,22,13,10,6,22,13,10,6,22,13,10,6,22,13,10,6,22,13,10,6,22,13,10,6,1
HP1504101T2D_L13,9,6,13,14,9,6,13,14,9,6,13,14,9,6,13,14,9,6,13,14,9,6,13,14,9,6,13,14,9,6,13,14,9,6,13,14,9,6,13,14,9,6,13,14,9,6,13,14,9,6,13,14,9,3,13,14,9,3,13,14,9,3,13,14,9,3,13,14,9,3,13,14,9,3,13,14,9,3,13,14,9,3,13,1
HP1504101T2D_L14,12,8,18,2,12,8,18,2,12,8,18,2,12,8,18,2,12,8,18,2,12,8,18,2,12,8,18,2,12,8,18,2,12,8,18,2,12,8,18,2,12,8,18,2,12,8,18,2,12,8,18,2,12,8,18,2,12,8,18,2,12,8,18,2,12,8,18,2,12,8,4,2,11,8,4,2,11,8,4,2,3,8,4,2
HP1504101T2D_L15,9,6,13,5,9,6,13,5,9,6,13,5,9,6,13,5,9,6,13,5,9,6,13,5,9,6,13,5,9,6,13,5,9,6,13,5,9,6,13,5,9,6,13,5,9,6,13,5,9,6,13,5,9,3,13,5,9,3,13,5,9,3,13,5,9,3,13,5,9,3,13,5,9,3,13,5,9,3,13,4,9,3,13,1
HP1504101T2D_L18,6,7,2,14,6,7,2,14,6,7,2,14,6,7,2,14,6,7,2,14,6,7,2,14,6,7,2,14,6,7,2,14,6,7,2,14,6,7,2,14,6,7,2,14,6,7,2,14,6,7,2,14,6,7,2,14,6,7,2,14,6,7,2,14,6,7,2,14,6,7,2,14,6,7,2,14,6,7,2,14,6,7,2,1
HP1504101T2D_L19,6,7,2,10,6,7,2,10,6,7,2,10,6,7,2,10,6,7,2,10,6,7,2,10,6,7,2,10,6,7,2,10,6,7,2,10,6,7,2,10,6,7,2,10,6,7,2,10,6,7,2,10,6,7,2,10,6,7,2,10,6,7,2,10,6,7,2,10,6,7,2,10,6,7,2,10,6,7,2,10,6,7,2,10
HP1504101T2D_L2,6,7,2,12,6,7,2,12,6,7,2,12,6,7,2,12,6,7,2,12,6,7,2,12,6,7,2,12,6,7,2,12,6,7,2,12,6,7,2,12,6,7,2,12,6,7,2,12,6,7,2,12,6,7,2,12,6,7,2,12,6,7,2,12,6,7,2,12,6,7,2,12,6,7,2,12,6,7,2,12,6,7,2,12
HP1504101T2D_L21,6,17,12,16,6,17,12,16,6,17,12,16,6,17,12,16,6,17,12,16,6,17,12,16,6,17,12,16,6,17,12,16,6,17,12,16,6,17,12,16,6,17,12,16,6,17,12,16,6,17,12,16,6,17,12,16,6,17,12,16,6,17,12,16,6,17,12,16,6,17,9,16,6,17,9,16,6,17,9,16,6,17,9,16
HP1504101T2D_L23,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19,6,7,2,19
HP1504101T2D_L24,9,6,13,3,9,6,13,3,9,6,13,3,9,6,13,3,9,6,13,3,9,6,13,3,9,6,13,3,9,6,13,3,9,6,13,3,9,6,13,3,9,6,13,3,9,6,13,3,9,6,13,3,9,3,13,3,9,3,13,3,9,3,13,3,9,3,13,3,9,3,13,3,9,3,13,3,9,3,13,3,9,3,13,3
HP1504101T2D_L3,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,1
HP1504101T2D_L4,6,7,2,8,6,7,2,8,6,7,2,8,6,7,2,8,6,7,2,8,6,7,2,8,6,7,2,8,6,7,2,8,6,7,2,8,6,7,2,8,6,7,2,8,6,7,2,8,6,7,2,8,6,7,2,8,6,7,2,8,6,7,2,8,6,7,2,8,6,7,2,8,6,7,2,8,6,7,2,8,6,7,2,8
HP1504101T2D_L5,6,7,2,23,6,7,2,23,6,7,2,23,6,7,2,23,6,7,2,23,6,7,2,23,6,7,2,23,6,7,2,23,6,7,2,23,6,7,2,23,6,7,2,23,6,7,2,23,6,7,2,23,6,7,2,23,6,7,2,23,6,7,2,23,6,7,2,23,6,7,2,23,6,7,2,23,6,7,2,23,6,7,2,1
HP1504101T2D_L7,6,5,2,18,6,5,2,18,6,5,2,18,6,5,2,18,6,5,2,18,6,5,2,18,6,5,2,18,6,5,2,18,6,5,2,18,6,5,2,18,6,5,2,18,6,5,2,18,6,5,2,18,6,5,2,18,6,5,2,18,6,5,2,18,6,5,2,18,6,5,2,18,6,5,2,18,6,5,2,18,6,5,2,18
HP1504101T2D_L8,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17
HP1504101T2D_M1,9,3,13,11,9,3,13,11,9,3,13,11,9,3,13,11,9,3,13,11,9,3,13,11,9,3,13,11,9,3,13,11,9,3,13,11,9,3,13,11,9,3,13,11,9,3,13,11,9,3,13,11,9,3,13,11,9,3,13,11,9,3,13,11,9,3,13,11,9,3,13,11,9,3,13,11,9,3,13,11,9,3,13,1
HP1504101T2D_M10,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17,6,22,2,17
HP1504101T2D_M15,6,23,2,12,6,23,2,12,6,23,2,12,6,23,2,12,6,23,2,12,6,23,2,12,6,23,2,12,6,23,2,12,6,23,2,12,6,23,2,12,6,23,2,12,6,23,2,12,6,23,2,12,6,23,2,12,6,23,2,12,6,23,2,12,6,23,2,12,6,23,2,12,6,23,2,12,6,23,2,12,6,23,2,12
HP1504101T2D_M18,6,17,2,12,6,17,2,12,6,17,2,12,6,17,2,12,6,17,2,12,6,17,2,12,6,17,2,12,6,17,2,12,6,17,2,12,6,17,2,12,6,17,2,12,6,17,2,12,6,17,2,12,6,17,2,12,6,17,2,12,6,17,2,12,6,17,2,12,6,17,2,12,6,17,2,12,6,17,2,12,6,17,2,12
HP1504101T2D_M19,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24
HP1504101T2D_M2,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24
HP1504101T2D_M21,6,7,2,20,6,7,2,20,6,7,2,20,6,7,2,20,6,7,2,20,6,7,2,20,6,7,2,20,6,7,2,20,6,7,2,20,6,7,2,20,6,7,2,20,6,7,2,20,6,7,2,20,6,7,2,20,6,7,2,20,6,7,2,20,6,7,2,20,6,7,2,20,6,7,2,20,6,7,2,20,6,7,2,1
HP1504101T2D_M23,6,16,2,10,6,16,2,10,6,16,2,10,6,16,2,10,6,16,2,10,6,16,2,10,6,16,2,10,6,16,2,10,6,16,2,10,6,16,2,10,6,16,2,10,6,16,2,10,6,16,2,10,6,16,2,10,6,16,2,10,6,16,2,10,6,16,2,10,6,16,2,10,6,16,2,10,6,16,2,10,6,16,2,10
HP1504101T2D_M24,6,7,2,9,6,7,2,9,6,7,2,9,6,7,2,9,6,7,2,9,6,7,2,9,6,7,2,9,6,7,2,9,6,7,2,9,6,7,2,9,6,7,2,9,6,7,2,9,6,7,2,9,6,7,2,9,6,7,2,9,6,7,2,9,6,7,2,9,6,7,2,9,6,7,2,9,6,7,2,9,6,7,2,1
HP1504101T2D_M3,9,6,13,19,9,6,13,19,9,6,13,19,9,6,13,19,9,6,13,19,9,6,13,19,9,6,13,19,9,6,13,19,9,6,13,19,9,6,13,19,9,6,13,19,9,6,13,19,9,6,13,19,9,3,13,19,9,3,13,19,9,3,13,19,9,3,13,19,9,3,13,19,9,3,13,19,9,3,13,19,9,3,13,19
HP1504101T2D_M4,6,22,2,8,6,22,2,8,6,22,2,8,6,22,2,8,6,22,2,8,6,22,2,8,6,22,2,8,6,22,2,8,6,22,2,8,6,22,2,8,6,22,2,8,6,22,2,8,6,22,2,8,6,22,2,8,6,22,2,8,6,22,2,8,6,22,2,8,6,22,2,8,6,22,2,8,6,22,2,8,6,22,2,8
HP1504101T2D_M5,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24,6,17,2,24
HP1504101T2D_M6,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24,6,7,2,24
HP1504101T2D_M7,6,17,2,3,6,17,2,3,6,17,2,3,6,17,2,3,6,17,2,3,6,17,2,3,6,17,2,3,6,17,2,3,6,17,2,3,6,17,2,3,6,17,2,3,6,17,2,3,6,17,2,3,6,17,2,3,6,17,2,3,6,17,2,3,6,17,2,3,6,17,2,3,6,17,2,3,6,17,2,3,6,17,2,3
HP1504101T2D_M8,5,17,3,25,5,17,3,25,5,17,3,25,5,17,3,25,5,17,3,25,5,17,3,25,5,17,3,25,5,17,3,25,5,17,3,25,5,17,3,25,5,17,3,25,5,17,3,25,5,17,3,25,5,17,3,25,5,17,3,25,5,17,3,25,5,17,3,25,5,17,3,25,5,17,3,25,5,17,3,25,5,17,3,1
HP1504101T2D_M9,6,16,2,8,6,16,2,8,6,16,2,8,6,16,2,8,6,16,2,8,6,16,2,8,6,16,2,8,6,16,2,8,6,16,2,8,6,16,2,8,6,16,2,8,6,16,2,8,6,16,2,8,6,16,2,8,6,16,2,8,6,16,2,8,6,16,2,8,6,16,2,8,6,16,2,8,6,16,2,8,6,16,2,8
HP1504101T2D_N1,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,5,6,22,2,4,6,22,2,1
HP1504101T2D_N10,15,2,20,11,15,2,20,11,15,2,20,11,15,2,20,11,15,2,20,11,15,2,20,11,15,2,20,11,15,2,20,11,15,2,20,11,15,2,20,11,15,2,20,11,15,2,20,11,15,2,20,11,15,2,20,11,15,2,20,11,15,2,20,11,15,2,20,11,15,2,20,11,15,2,20,11,15,2,20,11,14,2,20,1
HP1504101T2D_N12,6,7,2,4,6,7,2,4,6,7,2,4,6,7,2,4,6,7,2,4,6,7,2,4,6,7,2,4,6,7,2,4,6,7,2,4,6,7,2,4,6,7,2,4,6,7,2,4,6,7,2,4,6,7,2,4,6,7,2,4,6,7,2,4,6,7,2,4,6,7,2,4,6,7,2,4,6,7,2,4,6,7,2,1
HP1504101T2D_N13,6,23,2,22,6,23,2,22,6,23,2,22,6,23,2,22,6,23,2,22,6,23,2,22,6,23,2,22,6,23,2,22,6,23,2,22,6,23,2,22,6,23,2,22,6,23,2,22,6,23,2,22,6,23,2,22,6,23,2,22,6,23,2,22,6,23,2,22,6,23,2,22,6,23,2,22,6,23,2,22,6,23,2,1
HP1504101T2D_N15,6,22,2,16,6,22,2,16,6,22,2,16,6,22,2,16,6,22,2,16,6,22,2,16,6,22,2,16,6,22,2,16,6,22,2,16,6,22,2,16,6,22,2,16,6,22,2,16,6,22,2,16,6,22,2,16,6,22,2,16,6,22,2,16,6,22,2,16,6,22,2,16,6,22,2,16,6,22,2,16,6,22,2,16
HP1504101T2D_N16,9,6,13,5,9,6,13,5,9,6,13,5,9,6,13,5,9,6,13,5,9,6,13,5,9,6,13,5,9,6,13,5,9,6,13,5,9,6,13,5,9,6,13,5,9,6,13,5,9,6,13,5,9,3,13,5,9,3,13,5,9,3,13,5,9,3,13,5,9,3,13,5,9,3,13,5,9,3,13,4,9,3,13,1
HP1504101T2D_N17,6,7,2,2,6,7,2,2,6,7,2,2,6,7,2,2,6,7,2,2,6,7,2,2,6,7,2,2,6,7,2,2,6,7,2,2,6,7,2,2,6,7,2,2,6,7,2,2,6,7,2,2,6,7,2,2,6,7,2,2,6,7,2,2,6,7,2,2,6,7,2,2,6,7,2,2,6,7,2,2,6,7,2,2
HP1504101T2D_N19,6,22,2,22,6,22,2,22,6,22,2,22,6,22,2,22,6,22,2,22,6,22,2,22,6,22,2,22,6,22,2,22,6,22,2,22,6,22,2,22,6,22,2,22,6,22,2,22,6,22,2,22,6,22,2,22,6,22,2,22,6,22,2,22,6,22,2,22,6,22,2,22,6,22,2,22,6,22,2,22,6,22,2,1
HP1504101T2D_N2,6,22,2,12,6,22,2,12,6,22,2,12,6,22,2,12,6,22,2,12,6,22,2,12,6,22,2,12,6,22,2,12,6,22,2,12,6,22,2,12,6,22,2,12,6,22,2,12,6,22,2,12,6,22,2,12,6,22,2,12,6,22,2,12,6,22,2,12,6,22,2,12,6,22,2,12,6,22,2,12,6,22,2,12
HP1504101T2D_N20,9,6,13,14,9,6,13,14,9,6,13,14,9,6,13,14,9,6,13,14,9,6,13,14,9,6,13,14,9,6,13,14,9,6,13,14,9,6,13,14,9,6,13,14,9,6,13,14,9,6,13,14,9,3,13,14,9,3,13,14,9,3,13,14,9,3,13,14,9,3,13,14,9,3,13,14,9,3,13,14,9,3,13,1
HP1504101T2D_N21,13,10,6,11,13,10,6,11,13,10,6,11,13,10,6,11,13,10,6,11,13,10,6,11,13,10,6,11,13,10,6,11,13,10,6,11,13,10,6,11,13,10,6,11,13,10,6,11,13,10,6,11,13,10,6,11,13,10,6,11,13,10,6,11,13,10,6,11,13,10,6,11,13,10,6,11,13,10,6,11,13,10,6,1
HP1504101T2D_N22,6,17,2,13,6,17,2,13,6,17,2,13,6,17,2,13,6,17,2,13,6,17,2,13,6,17,2,13,6,17,2,13,6,17,2,13,6,17,2,13,6,17,2,13,6,17,2,13,6,17,2,13,6,17,2,13,6,17,2,13,6,17,2,13,6,17,2,13,6,17,2,13,6,17,2,13,6,17,2,13,6,17,2,1
HP1504101T2D_N24,6,23,2,19,6,23,2,19,6,23,2,19,6,23,2,19,6,23,2,19,6,23,2,19,6,23,2,19,6,23,2,19,6,23,2,19,6,23,2,19,6,23,2,19,6,23,2,19,6,23,2,19,6,23,2,19,6,23,2,19,6,23,2,19,6,23,2,19,6,23,2,19,6,23,2,19,6,23,2,19,6,23,2,19
HP1504101T2D_N5,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,22,6,7,2,1
HP1504101T2D_N6,6,7,2,16,6,7,2,16,6,7,2,16,6,7,2,16,6,7,2,16,6,7,2,16,6,7,2,16,6,7,2,16,6,7,2,16,6,7,2,16,6,7,2,16,6,7,2,16,6,7,2,16,6,7,2,16,6,7,2,16,6,7,2,16,6,7,2,16,6,7,2,16,6,7,2,16,6,7,2,16,6,7,2,16
HP1504101T2D_N7,6,14,2,4,6,14,2,4,6,14,2,4,6,14,2,4,6,14,2,4,6,14,2,4,6,14,2,4,6,14,2,4,6,14,2,4,6,14,2,4,6,14,2,4,6,14,2,4,6,14,2,4,6,14,2,4,6,14,2,4,6,14,2,4,6,14,2,4,6,14,2,4,6,14,2,4,6,14,2,4,6,14,2,1
HP1504101T2D_N8,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15,6,17,2,15
HP1504101T2D_N9,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17
HP1504101T2D_O10,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17,6,7,2,17
HP1504101T2D_O11,9,3,13,19,9,3,13,19,9,3,13,19,9,3,13,19,9,3,13,19,9,3,13,19,9,3,13,19,9,3,13,19,9,3,13,19,9,3,13,19,9,3,13,19,9,3,13,19,9,3,13,19,9,3,13,19,9,3,13,19,9,3,13,19,9,3,13,19,9,3,13,19,9,3,13,19,9,3,13,19,9,3,13,19
