cells,sc3-00,Monocle-00,Seurat-00,Garbage1-00,Garbage2-00,Garbage3-00,sc3-05,Monocle-05,Seurat-05,Garbage1-05,Garbage2-05,Garbage3-05,sc3-10,Monocle-10,Seurat-10,Garbage1-10,Garbage2-10,Garbage3-10,sc3-15,Monocle-15,Seurat-15,Garbage1-15,Garbage2-15,Garbage3-15,sc3-20,Monocle-20,Seurat-20,Garbage1-20,Garbage2-20,Garbage3-20,sc3-25,Monocle-25,Seurat-25,Garbage1-25,Garbage2-25,Garbage3-25,sc3-30,Monocle-30,Seurat-30,Garbage1-30,Garbage2-30,Garbage3-30,sc3-35,Monocle-35,Seurat-35,Garbage1-35,Garbage2-35,Garbage3-35,sc3-40,Monocle-40,Seurat-40,Garbage1-40,Garbage2-40,Garbage3-40,sc3-45,Monocle-45,Seurat-45,Garbage1-45,Garbage2-45,Garbage3-45,sc3-50,Monocle-50,Seurat-50,Garbage1-50,Garbage2-50,Garbage3-50,sc3-55,Monocle-55,Seurat-55,Garbage1-55,Garbage2-55,Garbage3-55,sc3-60,Monocle-60,Seurat-60,Garbage1-60,Garbage2-60,Garbage3-60,sc3-65,Monocle-65,Seurat-65,Garbage1-65,Garbage2-65,Garbage3-65,sc3-70,Monocle-70,Seurat-70,Garbage1-70,Garbage2-70,Garbage3-70,sc3-75,Monocle-75,Seurat-75,Garbage1-75,Garbage2-75,Garbage3-75,sc3-80,Monocle-80,Seurat-80,Garbage1-80,Garbage2-80,Garbage3-80,sc3-85,Monocle-85,Seurat-85,Garbage1-85,Garbage2-85,Garbage3-85,sc3-90,Monocle-90,Seurat-90,Garbage1-90,Garbage2-90,Garbage3-90,sc3-95,Monocle-95,Seurat-95,Garbage1-95,Garbage2-95,Garbage3-95,sc3-100,Monocle-100,Seurat-100,Garbage1-100,Garbage2-100,Garbage3-100
HP1504901_E14,24,15,10,5,10,18,24,15,10,5,10,18,24,15,10,5,10,18,24,15,10,5,10,18,24,15,10,5,10,18,24,15,10,5,10,18,24,15,10,5,10,18,24,15,10,5,10,18,24,15,10,5,10,18,24,15,10,5,10,18,24,15,10,5,10,18,24,15,10,5,10,18,24,15,10,5,10,18,24,15,10,5,10,18,24,15,10,5,10,18,24,15,10,5,10,18,24,15,10,5,10,18,24,15,10,5,10,3,24,15,10,5,10,3,24,15,10,5,10,1,24,15,10,1,10,1
HP1504901_E16,29,6,17,23,29,22,29,6,17,23,29,22,29,6,17,23,29,22,29,6,17,23,29,22,29,6,17,23,29,22,29,6,17,23,29,22,29,6,17,23,29,22,29,6,17,23,29,22,29,6,17,23,29,22,29,6,17,23,29,22,29,6,17,23,29,22,29,6,17,23,29,22,29,6,17,23,29,22,29,6,17,23,29,22,29,6,17,23,29,22,29,6,17,23,29,22,29,6,17,3,29,22,29,6,17,3,29,3,29,6,17,3,29,3,29,6,17,3,29,1,29,6,17,1,29,1
HP1504901_E18,24,5,10,10,12,27,24,5,10,10,12,27,24,5,10,10,12,27,24,5,10,10,12,27,24,5,10,10,12,27,24,5,10,10,12,27,24,5,10,10,12,27,24,5,10,10,12,27,24,5,10,10,12,27,24,5,10,10,12,27,24,5,10,10,12,27,24,5,10,10,12,27,24,5,10,10,12,27,24,5,10,10,12,27,24,5,10,10,12,27,24,5,10,10,12,27,24,5,10,10,12,27,24,5,10,10,12,27,24,5,10,10,12,27,24,5,10,10,12,27,24,5,10,1,2,1
HP1504901_E2,32,14,18,28,24,5,32,14,18,28,24,5,32,14,18,28,24,5,32,14,18,28,24,5,32,14,18,28,24,5,32,14,18,28,24,5,32,14,18,28,24,5,32,14,18,28,24,5,32,14,18,28,24,5,32,14,18,28,24,5,32,14,18,28,24,5,32,14,18,28,24,5,32,14,18,28,24,5,32,14,18,28,24,5,32,14,18,28,24,5,32,14,18,28,24,5,32,14,2,3,24,5,32,14,2,3,24,5,32,14,2,3,24,5,32,14,2,3,24,5,32,14,2,1,24,1
HP1504901_E21,29,6,17,19,14,11,29,6,17,19,14,11,29,6,17,19,14,11,29,6,17,19,14,11,29,6,17,19,14,11,29,6,17,19,14,11,29,6,17,19,14,11,29,6,17,19,14,11,29,6,17,19,14,11,29,6,17,19,14,11,29,6,17,19,14,11,29,6,17,19,14,11,29,6,17,19,14,11,29,6,17,19,14,11,29,6,17,3,6,11,29,6,17,3,6,11,29,6,17,3,6,11,29,6,17,3,6,11,29,6,17,3,4,3,29,6,17,3,4,1,29,6,17,1,2,1
HP1504901_E23,15,3,13,14,34,26,15,2,13,14,34,26,15,2,13,14,34,26,15,2,13,14,34,26,15,2,13,14,34,26,15,2,13,14,34,26,15,2,13,14,34,26,15,2,13,14,34,26,15,2,13,14,34,26,15,2,13,14,34,26,15,2,13,14,34,26,15,2,13,14,34,26,15,2,13,14,34,26,13,2,13,14,6,26,13,2,13,3,6,26,13,2,13,3,6,26,13,2,13,3,6,26,13,2,13,3,6,26,13,2,13,3,4,26,13,2,13,3,4,26,12,2,13,1,2,26
HP1504901_E24,24,17,10,34,3,17,24,17,10,34,3,17,24,17,10,34,3,17,24,17,10,34,3,17,24,17,10,34,3,17,24,17,10,34,3,17,24,17,10,34,3,17,24,17,10,34,3,17,24,17,10,34,3,17,24,17,10,34,3,17,24,17,10,34,3,17,24,17,10,34,3,17,24,17,10,34,3,17,24,17,10,34,3,17,24,17,10,34,3,17,24,17,10,34,3,17,24,17,10,34,3,17,24,17,10,34,3,17,24,17,10,34,3,17,24,17,10,34,3,17,24,17,10,34,3,17
HP1504901_E6,9,1,18,22,29,23,9,1,18,22,29,23,9,1,18,22,29,23,9,1,18,22,29,23,9,1,18,22,29,23,9,1,18,22,29,23,9,1,18,22,29,23,9,1,18,22,29,23,9,1,18,22,29,23,9,1,18,22,29,23,9,1,18,22,29,23,9,1,18,22,29,23,9,1,18,22,29,23,9,1,18,22,29,23,9,1,18,22,29,23,4,1,18,22,29,23,4,1,2,22,29,23,4,1,2,22,29,23,4,1,2,22,29,23,4,1,2,22,29,23,4,1,2,22,29,23
HP1504901_E9,30,14,15,11,32,16,30,14,15,11,32,16,30,14,15,11,32,16,30,14,15,11,32,16,30,14,15,11,32,16,30,14,15,11,32,16,30,14,15,11,32,16,30,14,15,11,32,16,30,14,15,11,32,16,30,14,15,11,32,16,30,14,15,11,32,16,30,14,15,11,32,16,30,14,15,11,32,16,30,14,15,11,32,16,30,14,15,3,32,16,30,14,15,3,32,16,30,14,15,3,32,16,30,14,15,3,32,16,30,14,15,3,32,16,30,14,15,3,32,16,30,14,15,1,2,16
HP1504901_F1,15,3,13,11,19,8,15,2,13,11,19,8,15,2,13,11,19,8,15,2,13,11,19,8,15,2,13,11,19,8,15,2,13,11,19,8,15,2,13,11,19,8,15,2,13,11,19,8,15,2,13,11,19,8,15,2,13,11,19,8,15,2,13,11,19,8,15,2,13,11,19,8,15,2,13,11,19,8,13,2,13,11,6,8,13,2,13,3,6,8,13,2,13,3,6,8,13,2,13,3,6,8,13,2,13,3,6,3,13,2,13,3,4,3,13,2,13,3,4,1,12,2,13,1,2,1
HP1504901_F10,24,4,10,12,9,22,24,4,10,12,9,22,24,4,10,12,9,22,24,4,10,12,9,22,24,4,10,12,9,22,24,4,10,12,9,22,24,4,10,12,9,22,24,4,10,12,9,22,24,4,10,12,9,22,24,4,10,12,9,22,24,4,10,12,9,22,24,4,10,12,9,22,24,4,10,12,9,22,24,4,10,12,9,22,24,4,10,3,9,22,24,4,10,3,9,22,24,4,10,3,6,22,24,4,10,3,6,3,24,4,10,3,4,3,24,4,10,3,4,1,24,4,10,1,2,1
HP1504901_F11,29,6,17,13,9,18,29,6,17,13,9,18,29,6,17,13,9,18,29,6,17,13,9,18,29,6,17,13,9,18,29,6,17,13,9,18,29,6,17,13,9,18,29,6,17,13,9,18,29,6,17,13,9,18,29,6,17,13,9,18,29,6,17,13,9,18,29,6,17,13,9,18,29,6,17,13,9,18,29,6,17,13,9,18,29,6,17,13,9,18,29,6,17,13,9,18,29,6,17,13,6,18,29,6,17,13,6,3,29,6,17,13,4,3,29,6,17,13,4,1,29,6,17,13,2,1
HP1504901_F12,32,5,10,16,24,16,32,5,10,16,24,16,32,5,10,16,24,16,32,5,10,16,24,16,32,5,10,16,24,16,32,5,10,16,24,16,32,5,10,16,24,16,32,5,10,16,24,16,32,5,10,16,24,16,32,5,10,16,24,16,32,5,10,16,24,16,32,5,10,16,24,16,32,5,10,16,24,16,32,5,10,16,24,16,32,5,10,16,24,16,32,5,10,16,24,16,32,5,10,16,24,16,32,5,10,16,24,16,32,5,10,16,24,16,32,5,10,16,24,16,32,5,10,16,24,16
HP1504901_F13,29,6,17,19,21,23,29,6,17,19,21,23,29,6,17,19,21,23,29,6,17,19,21,23,29,6,17,19,21,23,29,6,17,19,21,23,29,6,17,19,21,23,29,6,17,19,21,23,29,6,17,19,21,23,29,6,17,19,21,23,29,6,17,19,21,23,29,6,17,19,21,23,29,6,17,19,21,23,29,6,17,19,21,23,29,6,17,3,21,23,29,6,17,3,21,23,29,6,17,3,21,23,29,6,17,3,21,23,29,6,17,3,21,23,29,6,17,3,21,23,29,6,17,1,21,23
HP1504901_F14,24,2,13,22,5,5,24,2,13,22,5,5,24,2,13,22,5,5,24,2,13,22,5,5,24,2,13,22,5,5,24,2,13,22,5,5,24,2,13,22,5,5,24,2,13,22,5,5,24,2,13,22,5,5,24,2,13,22,5,5,24,2,13,22,5,5,24,2,13,22,5,5,24,2,13,22,5,5,24,2,13,22,5,5,24,2,13,22,5,5,24,2,13,22,5,5,24,2,13,22,5,5,24,2,13,22,5,5,24,2,13,22,5,5,24,2,13,22,5,5,24,2,13,22,5,1
HP1504901_F15,15,3,13,29,15,19,15,2,13,29,15,19,15,2,13,29,15,19,15,2,13,29,15,19,15,2,13,29,15,19,15,2,13,29,15,19,15,2,13,29,15,19,15,2,13,29,15,19,15,2,13,29,15,19,15,2,13,29,15,19,15,2,13,29,15,19,15,2,13,29,15,19,15,2,13,29,15,19,13,2,13,29,15,19,13,2,13,29,15,19,13,2,13,29,15,19,13,2,13,29,15,19,13,2,13,29,6,19,13,2,13,29,4,3,13,2,13,29,4,1,12,2,13,29,2,1
HP1504901_F16,32,14,18,26,18,21,32,14,18,26,18,21,32,14,18,26,18,21,32,14,18,26,18,21,32,14,18,26,18,21,32,14,18,26,18,21,32,14,18,26,18,21,32,14,18,26,18,21,32,14,18,26,18,21,32,14,18,26,18,21,32,14,18,26,18,21,32,14,18,26,18,21,32,14,18,26,18,21,32,14,18,26,18,21,32,14,18,26,18,21,32,14,18,26,6,21,32,14,2,26,6,21,32,14,2,26,6,21,32,14,2,26,4,3,32,14,2,26,4,1,32,14,2,26,2,1
HP1504901_F17,29,6,17,15,18,12,29,6,17,15,18,12,29,6,17,15,18,12,29,6,17,15,18,12,29,6,17,15,18,12,29,6,17,15,18,12,29,6,17,15,18,12,29,6,17,15,18,12,29,6,17,15,18,12,29,6,17,15,18,12,29,6,17,15,18,12,29,6,17,15,18,12,29,6,17,15,18,12,29,6,17,15,18,12,29,6,17,15,18,12,29,6,17,15,6,12,29,6,17,15,6,12,29,6,17,15,6,12,29,6,17,3,4,12,29,6,17,3,4,12,29,6,17,1,2,12
HP1504901_F18,15,2,6,22,33,1,15,2,6,22,33,1,15,2,6,22,33,1,15,2,6,22,33,1,15,2,6,22,33,1,15,2,6,22,33,1,15,2,6,22,33,1,15,2,6,22,33,1,15,2,6,22,33,1,15,2,6,22,33,1,15,2,6,22,33,1,15,2,6,22,33,1,15,2,6,22,33,1,13,2,6,22,33,1,13,2,6,22,33,1,13,2,6,22,33,1,13,2,6,22,33,1,13,2,6,22,33,1,13,2,6,22,33,1,13,2,6,22,33,1,12,2,6,22,33,1
HP1504901_F19,24,4,10,12,7,34,24,4,10,12,7,34,24,4,10,12,7,34,24,4,10,12,7,34,24,4,10,12,7,34,24,4,10,12,7,34,24,4,10,12,7,34,24,4,10,12,7,34,24,4,10,12,7,34,24,4,10,12,7,34,24,4,10,12,7,34,24,4,10,12,7,34,24,4,10,12,7,34,24,4,10,12,7,34,24,4,10,3,7,34,24,4,10,3,7,34,24,4,10,3,7,34,24,4,10,3,7,34,24,4,10,3,7,34,24,4,10,3,7,1,24,4,10,1,7,1
HP1504901_F2,18,20,7,15,21,19,18,20,7,15,21,19,18,20,7,15,21,19,18,20,7,15,21,19,18,20,7,15,21,19,18,20,7,15,21,19,18,20,7,15,21,19,18,20,7,15,21,19,18,20,7,15,21,19,18,20,7,15,21,19,18,20,7,15,21,19,18,20,7,15,21,19,18,20,7,15,21,19,18,20,7,15,21,19,18,20,7,15,21,19,18,20,7,15,21,19,18,20,7,15,21,19,18,20,7,15,21,19,18,20,7,3,21,3,18,20,7,3,21,1,17,20,7,1,21,1
HP1504901_F20,24,10,10,13,13,15,24,10,10,13,13,15,24,10,10,13,13,15,24,10,10,13,13,15,24,10,10,13,13,15,24,10,10,13,13,15,24,10,10,13,13,15,24,10,10,13,13,15,24,10,10,13,13,15,24,10,10,13,13,15,24,10,10,13,13,15,24,10,10,13,13,15,24,10,10,13,13,15,24,10,10,13,13,15,24,10,10,13,13,15,24,10,10,13,13,15,24,10,10,13,13,15,24,10,10,13,13,15,24,10,10,13,13,3,24,10,10,13,13,1,24,10,10,13,2,1
HP1504901_F23,20,13,8,19,19,9,20,13,8,19,19,9,20,13,8,19,19,9,20,13,8,19,19,9,20,13,8,19,19,9,20,13,8,19,19,9,20,13,8,19,19,9,20,13,8,19,19,9,20,13,8,19,19,9,20,13,8,19,19,9,20,13,8,19,19,9,19,8,8,19,19,9,19,8,8,19,19,9,19,8,8,19,6,9,19,8,8,3,6,9,19,8,8,3,6,9,19,8,8,3,6,9,19,8,8,3,6,9,19,8,8,3,4,9,19,8,8,3,4,9,19,8,8,1,2,9
HP1504901_F24,24,11,10,31,34,33,24,11,10,31,34,33,24,11,10,31,34,33,24,11,10,31,34,33,24,11,10,31,34,33,24,11,10,31,34,33,24,11,10,31,34,33,24,11,10,31,34,33,24,11,10,31,34,33,24,11,10,31,34,33,24,11,10,31,34,33,24,11,10,31,34,33,24,11,10,31,34,33,24,11,10,31,6,33,24,11,10,31,6,33,24,11,10,31,6,33,24,11,10,3,6,33,24,11,10,3,6,33,24,11,10,3,4,3,24,11,10,3,4,1,24,11,10,1,2,1
HP1504901_F3,24,5,10,13,27,21,24,5,10,13,27,21,24,5,10,13,27,21,24,5,10,13,27,21,24,5,10,13,27,21,24,5,10,13,27,21,24,5,10,13,27,21,24,5,10,13,27,21,24,5,10,13,27,21,24,5,10,13,27,21,24,5,10,13,27,21,24,5,10,13,27,21,24,5,10,13,27,21,24,5,10,13,27,21,24,5,10,13,27,21,24,5,10,13,27,21,24,5,10,13,27,21,24,5,10,13,27,21,24,5,10,13,27,3,24,5,10,13,27,1,24,5,10,13,27,1
HP1504901_F4,24,9,10,26,26,33,24,9,10,26,26,33,24,9,10,26,26,33,24,9,10,26,26,33,24,9,10,26,26,33,24,9,10,26,26,33,24,9,10,26,26,33,24,9,10,26,26,33,24,9,10,26,26,33,24,9,10,26,26,33,24,9,10,26,26,33,24,9,10,26,26,33,24,9,10,26,26,33,24,9,10,26,6,33,24,9,10,26,6,33,24,9,10,26,6,33,24,9,10,26,6,33,24,9,10,26,6,33,24,9,10,26,4,3,24,9,10,26,4,1,24,9,10,26,2,1
HP1504901_F5,24,5,10,22,8,16,24,5,10,22,8,16,24,5,10,22,8,16,24,5,10,22,8,16,24,5,10,22,8,16,24,5,10,22,8,16,24,5,10,22,8,16,24,5,10,22,8,16,24,5,10,22,8,16,24,5,10,22,8,16,24,5,10,22,8,16,24,5,10,22,8,16,24,5,10,22,8,16,24,5,10,22,8,16,24,5,10,22,8,16,24,5,10,22,8,16,24,5,10,22,8,16,24,5,10,22,8,16,24,5,10,22,8,16,24,5,10,22,4,16,24,5,10,22,2,16
HP1504901_F8,9,1,18,5,26,8,9,1,18,5,26,8,9,1,18,5,26,8,9,1,18,5,26,8,9,1,18,5,26,8,9,1,18,5,26,8,9,1,18,5,26,8,9,1,18,5,26,8,9,1,18,5,26,8,9,1,18,5,26,8,9,1,18,5,26,8,9,1,18,5,26,8,9,1,18,5,26,8,9,1,18,5,6,8,9,1,18,5,6,8,4,1,18,5,6,8,4,1,2,5,6,8,4,1,2,5,6,3,4,1,2,5,4,3,4,1,2,5,4,1,4,1,2,1,2,1
HP1504901_F9,24,4,10,15,2,17,24,4,10,15,2,17,24,4,10,15,2,17,24,4,10,15,2,17,24,4,10,15,2,17,24,4,10,15,2,17,24,4,10,15,2,17,24,4,10,15,2,17,24,4,10,15,2,17,24,4,10,15,2,17,24,4,10,15,2,17,24,4,10,15,2,17,24,4,10,15,2,17,24,4,10,15,2,17,24,4,10,15,2,17,24,4,10,15,2,17,24,4,10,15,2,17,24,4,10,15,2,17,24,4,10,3,2,17,24,4,10,3,2,17,24,4,10,1,2,17
HP1504901_G10,32,14,18,15,26,11,32,14,18,15,26,11,32,14,18,15,26,11,32,14,18,15,26,11,32,14,18,15,26,11,32,14,18,15,26,11,32,14,18,15,26,11,32,14,18,15,26,11,32,14,18,15,26,11,32,14,18,15,26,11,32,14,18,15,26,11,32,14,18,15,26,11,32,14,18,15,26,11,32,14,18,15,6,11,32,14,18,15,6,11,32,14,18,15,6,11,32,14,2,15,6,11,32,14,2,15,6,11,32,14,2,3,4,3,32,14,2,3,4,1,32,14,2,1,2,1
HP1504901_G11,9,1,18,32,33,18,9,1,18,32,33,18,9,1,18,32,33,18,9,1,18,32,33,18,9,1,18,32,33,18,9,1,18,32,33,18,9,1,18,32,33,18,9,1,18,32,33,18,9,1,18,32,33,18,9,1,18,32,33,18,9,1,18,32,33,18,9,1,18,32,33,18,9,1,18,32,33,18,9,1,18,32,33,18,9,1,18,32,33,18,4,1,18,32,33,18,4,1,2,32,33,18,4,1,2,32,33,3,4,1,2,32,33,3,4,1,2,32,33,1,4,1,2,1,33,1
HP1504901_G12,29,6,17,25,35,10,29,6,17,25,35,10,29,6,17,25,35,10,29,6,17,25,35,10,29,6,17,25,35,10,29,6,17,25,35,10,29,6,17,25,35,10,29,6,17,25,35,10,29,6,17,25,35,10,29,6,17,25,35,10,29,6,17,25,35,10,29,6,17,25,35,10,29,6,17,25,35,10,29,6,17,25,6,10,29,6,17,3,6,10,29,6,17,3,6,10,29,6,17,3,6,10,29,6,17,3,6,3,29,6,17,3,4,3,29,6,17,3,4,1,29,6,17,1,2,1
HP1504901_G13,24,4,10,23,27,17,24,4,10,23,27,17,24,4,10,23,27,17,24,4,10,23,27,17,24,4,10,23,27,17,24,4,10,23,27,17,24,4,10,23,27,17,24,4,10,23,27,17,24,4,10,23,27,17,24,4,10,23,27,17,24,4,10,23,27,17,24,4,10,23,27,17,24,4,10,23,27,17,24,4,10,23,27,17,24,4,10,23,27,17,24,4,10,23,27,17,24,4,10,3,27,17,24,4,10,3,27,17,24,4,10,3,27,17,24,4,10,3,27,17,24,4,10,1,27,17
HP1504901_G15,24,5,10,15,17,31,24,5,10,15,17,31,24,5,10,15,17,31,24,5,10,15,17,31,24,5,10,15,17,31,24,5,10,15,17,31,24,5,10,15,17,31,24,5,10,15,17,31,24,5,10,15,17,31,24,5,10,15,17,31,24,5,10,15,17,31,24,5,10,15,17,31,24,5,10,15,17,31,24,5,10,15,17,31,24,5,10,15,17,31,24,5,10,15,17,31,24,5,10,15,17,31,24,5,10,15,17,31,24,5,10,3,17,31,24,5,10,3,17,31,24,5,10,1,2,1
HP1504901_G16,29,7,17,4,18,30,29,7,17,4,18,30,29,7,17,4,18,30,29,7,17,4,18,30,29,7,17,4,18,30,29,7,17,4,18,30,29,7,17,4,18,30,29,7,17,4,18,30,29,7,17,4,18,30,29,7,17,4,18,30,29,7,17,4,18,30,29,7,17,4,18,30,29,7,17,4,18,30,29,7,17,4,18,30,29,7,17,4,18,30,29,7,17,3,6,30,29,7,17,3,6,30,29,7,17,3,6,30,29,7,17,3,4,30,29,7,17,3,4,1,29,7,17,1,2,1
HP1504901_G18,29,6,17,19,23,12,29,6,17,19,23,12,29,6,17,19,23,12,29,6,17,19,23,12,29,6,17,19,23,12,29,6,17,19,23,12,29,6,17,19,23,12,29,6,17,19,23,12,29,6,17,19,23,12,29,6,17,19,23,12,29,6,17,19,23,12,29,6,17,19,23,12,29,6,17,19,23,12,29,6,17,19,23,12,29,6,17,3,23,12,29,6,17,3,23,12,29,6,17,3,23,12,29,6,17,3,23,12,29,6,17,3,23,12,29,6,17,3,23,12,29,6,17,1,23,12
HP1504901_G19,24,4,10,18,31,5,24,4,10,18,31,5,24,4,10,18,31,5,24,4,10,18,31,5,24,4,10,18,31,5,24,4,10,18,31,5,24,4,10,18,31,5,24,4,10,18,31,5,24,4,10,18,31,5,24,4,10,18,31,5,24,4,10,18,31,5,24,4,10,18,31,5,24,4,10,18,31,5,24,4,10,18,31,5,24,4,10,18,31,5,24,4,10,18,31,5,24,4,10,18,31,5,24,4,10,18,31,5,24,4,10,18,31,5,24,4,10,18,31,5,24,4,10,1,2,1
HP1504901_G2,24,17,10,9,26,14,24,17,10,9,26,14,24,17,10,9,26,14,24,17,10,9,26,14,24,17,10,9,26,14,24,17,10,9,26,14,24,17,10,9,26,14,24,17,10,9,26,14,24,17,10,9,26,14,24,17,10,9,26,14,24,17,10,9,26,14,24,17,10,9,26,14,24,17,10,9,26,14,24,17,10,9,6,14,24,17,10,9,6,14,24,17,10,9,6,14,24,17,10,9,6,14,24,17,10,9,6,3,24,17,10,9,4,3,24,17,10,3,4,1,24,17,10,1,2,1
HP1504901_G20,15,3,13,13,21,19,15,2,13,13,21,19,15,2,13,13,21,19,15,2,13,13,21,19,15,2,13,13,21,19,15,2,13,13,21,19,15,2,13,13,21,19,15,2,13,13,21,19,15,2,13,13,21,19,15,2,13,13,21,19,15,2,13,13,21,19,15,2,13,13,21,19,15,2,13,13,21,19,13,2,13,13,21,19,13,2,13,13,21,19,13,2,13,13,21,19,13,2,13,13,21,19,13,2,13,13,21,19,13,2,13,13,21,3,13,2,13,13,21,1,12,2,13,13,21,1
HP1504901_G21,29,6,17,3,34,5,29,6,17,3,34,5,29,6,17,3,34,5,29,6,17,3,34,5,29,6,17,3,34,5,29,6,17,3,34,5,29,6,17,3,34,5,29,6,17,3,34,5,29,6,17,3,34,5,29,6,17,3,34,5,29,6,17,3,34,5,29,6,17,3,34,5,29,6,17,3,34,5,29,6,17,3,6,5,29,6,17,3,6,5,29,6,17,3,6,5,29,6,17,3,6,5,29,6,17,3,6,5,29,6,17,3,4,5,29,6,17,3,4,5,29,6,17,1,2,1
HP1504901_G24,32,11,10,7,11,18,32,11,10,7,11,18,32,11,10,7,11,18,32,11,10,7,11,18,32,11,10,7,11,18,32,11,10,7,11,18,32,11,10,7,11,18,32,11,10,7,11,18,32,11,10,7,11,18,32,11,10,7,11,18,32,11,10,7,11,18,32,11,10,7,11,18,32,11,10,7,11,18,32,11,10,7,6,18,32,11,10,3,6,18,32,11,10,3,6,18,32,11,10,3,6,18,32,11,10,3,6,3,32,11,10,3,4,3,32,11,10,3,4,1,32,11,10,1,2,1
HP1504901_G3,24,11,10,14,24,7,24,11,10,14,24,7,24,11,10,14,24,7,24,11,10,14,24,7,24,11,10,14,24,7,24,11,10,14,24,7,24,11,10,14,24,7,24,11,10,14,24,7,24,11,10,14,24,7,24,11,10,14,24,7,24,11,10,14,24,7,24,11,10,14,24,7,24,11,10,14,24,7,24,11,10,14,24,7,24,11,10,3,24,7,24,11,10,3,24,7,24,11,10,3,24,7,24,11,10,3,24,7,24,11,10,3,24,7,24,11,10,3,24,7,24,11,10,1,24,1
HP1504901_G4,29,12,17,21,17,1,29,12,17,21,17,1,29,12,17,21,17,1,29,12,17,21,17,1,29,12,17,21,17,1,29,12,17,21,17,1,29,12,17,21,17,1,29,12,17,21,17,1,29,12,17,21,17,1,29,12,17,21,17,1,29,12,17,21,17,1,29,12,17,21,17,1,29,12,17,21,17,1,29,12,17,21,17,1,29,12,17,21,17,1,29,12,17,21,17,1,29,12,17,21,17,1,29,12,17,21,17,1,29,12,17,21,17,1,29,12,17,3,17,1,29,12,17,1,2,1
HP1504901_G6,24,4,10,27,3,3,24,4,10,27,3,3,24,4,10,27,3,3,24,4,10,27,3,3,24,4,10,27,3,3,24,4,10,27,3,3,24,4,10,27,3,3,24,4,10,27,3,3,24,4,10,27,3,3,24,4,10,27,3,3,24,4,10,27,3,3,24,4,10,27,3,3,24,4,10,27,3,3,24,4,10,27,3,3,24,4,10,27,3,3,24,4,10,27,3,3,24,4,10,27,3,3,24,4,10,27,3,3,24,4,10,27,3,3,24,4,10,27,3,1,24,4,10,27,3,1
HP1504901_G8,29,6,17,4,15,13,29,6,17,4,15,13,29,6,17,4,15,13,29,6,17,4,15,13,29,6,17,4,15,13,29,6,17,4,15,13,29,6,17,4,15,13,29,6,17,4,15,13,29,6,17,4,15,13,29,6,17,4,15,13,29,6,17,4,15,13,29,6,17,4,15,13,29,6,17,4,15,13,29,6,17,4,15,13,29,6,17,4,15,13,29,6,17,3,15,13,29,6,17,3,15,13,29,6,17,3,6,13,29,6,17,3,4,13,29,6,17,3,4,13,29,6,17,1,2,13
HP1504901_G9,24,15,10,17,30,33,24,15,10,17,30,33,24,15,10,17,30,33,24,15,10,17,30,33,24,15,10,17,30,33,24,15,10,17,30,33,24,15,10,17,30,33,24,15,10,17,30,33,24,15,10,17,30,33,24,15,10,17,30,33,24,15,10,17,30,33,24,15,10,17,30,33,24,15,10,17,30,33,24,15,10,17,6,33,24,15,10,17,6,33,24,15,10,17,6,33,24,15,10,17,6,33,24,15,10,17,6,33,24,15,10,17,4,3,24,15,10,3,4,1,24,15,10,1,2,1
HP1504901_H1,24,10,10,18,21,11,24,10,10,18,21,11,24,10,10,18,21,11,24,10,10,18,21,11,24,10,10,18,21,11,24,10,10,18,21,11,24,10,10,18,21,11,24,10,10,18,21,11,24,10,10,18,21,11,24,10,10,18,21,11,24,10,10,18,21,11,24,10,10,18,21,11,24,10,10,18,21,11,24,10,10,18,21,11,24,10,10,18,21,11,24,10,10,18,21,11,24,10,10,18,21,11,24,10,10,18,21,11,24,10,10,18,21,3,24,10,10,18,21,1,24,10,10,1,21,1
HP1504901_H10,24,4,10,7,34,13,24,4,10,7,34,13,24,4,10,7,34,13,24,4,10,7,34,13,24,4,10,7,34,13,24,4,10,7,34,13,24,4,10,7,34,13,24,4,10,7,34,13,24,4,10,7,34,13,24,4,10,7,34,13,24,4,10,7,34,13,24,4,10,7,34,13,24,4,10,7,34,13,24,4,10,7,6,13,24,4,10,3,6,13,24,4,10,3,6,13,24,4,10,3,6,13,24,4,10,3,6,13,24,4,10,3,4,13,24,4,10,3,4,13,24,4,10,1,2,13
HP1504901_H11,24,5,10,14,9,34,24,5,10,14,9,34,24,5,10,14,9,34,24,5,10,14,9,34,24,5,10,14,9,34,24,5,10,14,9,34,24,5,10,14,9,34,24,5,10,14,9,34,24,5,10,14,9,34,24,5,10,14,9,34,24,5,10,14,9,34,24,5,10,14,9,34,24,5,10,14,9,34,24,5,10,14,9,34,24,5,10,3,9,34,24,5,10,3,9,34,24,5,10,3,6,34,24,5,10,3,6,34,24,5,10,3,4,34,24,5,10,3,4,1,24,5,10,1,2,1
HP1504901_H12,24,15,10,3,20,10,24,15,10,3,20,10,24,15,10,3,20,10,24,15,10,3,20,10,24,15,10,3,20,10,24,15,10,3,20,10,24,15,10,3,20,10,24,15,10,3,20,10,24,15,10,3,20,10,24,15,10,3,20,10,24,15,10,3,20,10,24,15,10,3,20,10,24,15,10,3,20,10,24,15,10,3,6,10,24,15,10,3,6,10,24,15,10,3,6,10,24,15,10,3,6,10,24,15,10,3,6,3,24,15,10,3,4,3,24,15,10,3,4,1,24,15,10,1,2,1
