cells,sc3-00,Monocle-00,Seurat-00,Garbage1-00,Garbage2-00,sc3-05,Monocle-05,Seurat-05,Garbage1-05,Garbage2-05,sc3-10,Monocle-10,Seurat-10,Garbage1-10,Garbage2-10,sc3-15,Monocle-15,Seurat-15,Garbage1-15,Garbage2-15,sc3-20,Monocle-20,Seurat-20,Garbage1-20,Garbage2-20,sc3-25,Monocle-25,Seurat-25,Garbage1-25,Garbage2-25,sc3-30,Monocle-30,Seurat-30,Garbage1-30,Garbage2-30,sc3-35,Monocle-35,Seurat-35,Garbage1-35,Garbage2-35,sc3-40,Monocle-40,Seurat-40,Garbage1-40,Garbage2-40,sc3-45,Monocle-45,Seurat-45,Garbage1-45,Garbage2-45,sc3-50,Monocle-50,Seurat-50,Garbage1-50,Garbage2-50,sc3-55,Monocle-55,Seurat-55,Garbage1-55,Garbage2-55,sc3-60,Monocle-60,Seurat-60,Garbage1-60,Garbage2-60,sc3-65,Monocle-65,Seurat-65,Garbage1-65,Garbage2-65,sc3-70,Monocle-70,Seurat-70,Garbage1-70,Garbage2-70,sc3-75,Monocle-75,Seurat-75,Garbage1-75,Garbage2-75,sc3-80,Monocle-80,Seurat-80,Garbage1-80,Garbage2-80,sc3-85,Monocle-85,Seurat-85,Garbage1-85,Garbage2-85,sc3-90,Monocle-90,Seurat-90,Garbage1-90,Garbage2-90,sc3-95,Monocle-95,Seurat-95,Garbage1-95,Garbage2-95,sc3-100,Monocle-100,Seurat-100,Garbage1-100,Garbage2-100
human2_lib2.final_cell_0207,17,8,7,25,3,17,8,7,25,3,17,8,7,25,3,17,8,7,25,3,17,8,7,25,3,17,8,7,25,3,17,8,7,25,3,17,8,7,25,3,17,8,7,25,3,17,8,7,25,3,17,8,7,25,3,17,8,7,25,3,17,8,7,25,3,17,8,7,25,3,17,8,7,25,3,17,8,7,25,3,17,8,7,25,3,17,8,7,25,3,17,8,7,25,3,17,8,7,2,3,17,8,7,2,2
human2_lib2.final_cell_0208,1,29,4,23,30,1,29,4,23,30,1,29,4,23,30,1,29,4,23,30,1,29,4,23,30,1,29,4,23,30,1,29,4,23,30,1,29,4,23,30,1,29,4,23,30,1,29,4,23,30,1,29,4,23,30,1,29,4,23,30,1,20,4,23,30,1,20,4,23,30,1,20,4,23,30,1,20,4,23,30,1,20,4,23,30,1,20,4,23,30,1,20,4,23,30,1,20,4,23,30,1,20,4,23,30
human2_lib2.final_cell_0209,1,20,4,20,11,1,20,4,20,11,1,20,4,20,11,1,20,4,20,11,1,20,4,20,11,1,20,4,20,11,1,20,4,20,11,1,20,4,20,11,1,20,4,20,11,1,20,4,20,11,1,20,4,20,11,1,20,4,20,11,1,20,4,20,11,1,20,4,20,11,1,20,4,20,11,1,20,4,20,11,1,20,4,20,11,1,20,4,20,11,1,20,4,20,11,1,20,4,20,11,1,20,4,2,2
human2_lib2.final_cell_0210,1,25,4,9,15,1,25,4,9,15,1,25,4,9,15,1,25,4,9,15,1,25,4,9,15,1,25,4,9,15,1,25,4,9,15,1,25,4,9,15,1,25,4,9,15,1,25,4,9,15,1,25,4,9,15,1,25,4,9,15,1,25,4,9,15,1,25,4,9,15,1,25,4,9,15,1,25,4,9,15,1,25,4,9,15,1,25,4,9,15,1,25,4,9,15,1,25,4,2,3,1,25,4,2,2
human2_lib2.final_cell_0211,24,17,22,38,11,24,17,22,38,11,24,17,22,38,11,24,17,22,38,11,24,17,22,38,11,24,17,22,38,11,24,17,22,38,11,24,17,22,38,11,24,17,22,38,11,24,17,22,38,11,24,17,22,38,11,24,17,22,38,11,24,17,22,38,11,24,17,22,38,11,24,17,22,38,11,24,17,22,38,11,24,17,22,38,11,24,17,22,38,11,24,17,22,38,11,24,17,22,38,11,24,17,22,38,2
human2_lib2.final_cell_0212,24,17,22,22,35,24,17,22,22,35,24,17,22,22,35,24,17,22,22,35,24,17,22,22,35,24,17,22,22,35,24,17,22,22,35,24,17,22,22,35,24,17,22,22,35,24,17,22,22,35,24,17,22,22,35,24,17,22,22,35,24,17,22,22,35,24,17,22,22,35,24,17,22,22,35,24,17,22,22,35,24,17,22,22,35,24,17,22,22,35,24,17,22,22,35,24,17,22,22,35,24,17,22,22,35
human2_lib2.final_cell_0213,30,6,11,6,23,30,6,11,6,23,30,6,11,6,23,30,6,11,6,23,30,6,11,6,23,30,6,11,6,23,30,6,11,6,23,30,6,11,6,23,30,6,11,6,23,30,6,11,6,23,30,6,11,6,23,30,6,11,6,23,30,6,11,6,23,30,6,11,6,23,30,6,11,6,23,30,6,11,6,23,30,6,11,6,23,30,6,11,6,23,30,6,11,6,23,30,6,11,6,23,30,6,11,6,2
human2_lib2.final_cell_0214,25,26,7,34,18,25,26,7,34,18,25,26,7,34,18,25,26,7,34,18,25,26,7,34,18,25,26,7,34,18,25,26,7,34,18,25,26,7,34,18,25,26,7,34,18,25,26,7,34,18,25,26,7,34,18,25,26,7,34,18,25,26,7,34,18,25,26,7,34,18,25,26,7,34,18,25,26,7,34,18,25,26,7,34,18,17,8,7,34,18,17,8,7,34,18,17,8,7,34,18,17,8,7,34,18
human2_lib2.final_cell_0215,1,29,4,7,34,1,29,4,7,34,1,29,4,7,34,1,29,4,7,34,1,29,4,7,34,1,29,4,7,34,1,29,4,7,34,1,29,4,7,34,1,29,4,7,34,1,29,4,7,34,1,29,4,7,34,1,29,4,7,34,1,20,4,7,34,1,20,4,7,34,1,20,4,7,34,1,20,4,7,34,1,20,4,7,34,1,20,4,7,34,1,20,4,7,34,1,20,4,7,3,1,20,4,2,2
human2_lib2.final_cell_0216,1,29,4,18,14,1,29,4,18,14,1,29,4,18,14,1,29,4,18,14,1,29,4,18,14,1,29,4,18,14,1,29,4,18,14,1,29,4,18,14,1,29,4,18,14,1,29,4,18,14,1,29,4,18,14,1,29,4,18,14,1,20,4,18,14,1,20,4,18,14,1,20,4,18,14,1,20,4,18,14,1,20,4,18,14,1,20,4,18,14,1,20,4,18,14,1,20,4,2,14,1,20,4,2,14
human2_lib2.final_cell_0217,1,20,4,31,26,1,20,4,31,26,1,20,4,31,26,1,20,4,31,26,1,20,4,31,26,1,20,4,31,26,1,20,4,31,26,1,20,4,31,26,1,20,4,31,26,1,20,4,31,26,1,20,4,31,26,1,20,4,31,26,1,20,4,31,26,1,20,4,31,26,1,20,4,31,26,1,20,4,31,26,1,20,4,31,26,1,20,4,31,26,1,20,4,31,26,1,20,4,31,26,1,20,4,31,2
human2_lib2.final_cell_0218,17,8,7,15,22,17,8,7,15,22,17,8,7,15,22,17,8,7,15,22,17,8,7,15,22,17,8,7,15,22,17,8,7,15,22,17,8,7,15,22,17,8,7,15,22,17,8,7,15,22,17,8,7,15,22,17,8,7,15,22,17,8,7,15,22,17,8,7,15,22,17,8,7,15,22,17,8,7,15,22,17,8,7,15,22,17,8,7,15,22,17,8,7,15,22,17,8,7,2,3,17,8,7,2,2
human2_lib2.final_cell_0219,30,6,11,33,34,30,6,11,33,34,30,6,11,33,34,30,6,11,33,34,30,6,11,33,34,30,6,11,33,34,30,6,11,33,34,30,6,11,33,34,30,6,11,33,34,30,6,11,33,34,30,6,11,33,34,30,6,11,33,34,30,6,11,33,34,30,6,11,33,34,30,6,11,33,34,30,6,11,33,34,30,6,11,33,34,30,6,11,33,34,30,6,11,33,34,30,6,11,33,3,30,6,11,2,2
human2_lib2.final_cell_0220,17,24,7,23,20,17,24,7,23,20,17,24,7,23,20,17,24,7,23,20,17,24,7,23,20,17,24,7,23,20,17,24,7,23,20,17,24,7,23,20,17,24,7,23,20,17,24,7,23,20,17,24,7,23,20,17,24,7,23,20,17,24,7,23,20,17,24,7,23,20,17,24,7,23,20,17,8,7,23,20,17,8,7,23,20,17,8,7,23,20,17,8,7,23,20,17,8,7,23,20,17,8,7,23,20
human2_lib2.final_cell_0221,19,12,13,6,6,19,12,13,6,6,19,12,13,6,6,19,12,13,6,6,19,12,13,6,6,19,12,13,6,6,19,12,13,6,6,19,12,13,6,6,19,12,13,6,6,19,12,13,6,6,19,12,13,6,6,19,12,13,6,6,19,12,13,6,6,19,12,13,6,6,19,12,13,6,6,19,12,13,6,6,19,12,13,6,6,19,12,13,6,6,19,12,13,6,6,19,12,13,6,6,19,12,13,6,6
human2_lib2.final_cell_0222,1,29,4,14,7,1,29,4,14,7,1,29,4,14,7,1,29,4,14,7,1,29,4,14,7,1,29,4,14,7,1,29,4,14,7,1,29,4,14,7,1,29,4,14,7,1,29,4,14,7,1,29,4,14,7,1,29,4,14,7,1,20,4,14,7,1,20,4,14,7,1,20,4,14,7,1,20,4,14,7,1,20,4,14,7,1,20,4,14,7,1,20,4,14,7,1,20,4,14,7,1,20,4,14,7
human2_lib2.final_cell_0223,30,6,11,7,26,30,6,11,7,26,30,6,11,7,26,30,6,11,7,26,30,6,11,7,26,30,6,11,7,26,30,6,11,7,26,30,6,11,7,26,30,6,11,7,26,30,6,11,7,26,30,6,11,7,26,30,6,11,7,26,30,6,11,7,26,30,6,11,7,26,30,6,11,7,26,30,6,11,7,26,30,6,11,7,26,30,6,11,7,26,30,6,11,7,26,30,6,11,7,26,30,6,11,2,2
human2_lib2.final_cell_0224,1,20,4,33,25,1,20,4,33,25,1,20,4,33,25,1,20,4,33,25,1,20,4,33,25,1,20,4,33,25,1,20,4,33,25,1,20,4,33,25,1,20,4,33,25,1,20,4,33,25,1,20,4,33,25,1,20,4,33,25,1,20,4,33,25,1,20,4,33,25,1,20,4,33,25,1,20,4,33,25,1,20,4,33,25,1,20,4,33,25,1,20,4,33,25,1,20,4,33,25,1,20,4,2,2
human2_lib2.final_cell_0225,1,29,4,13,35,1,29,4,13,35,1,29,4,13,35,1,29,4,13,35,1,29,4,13,35,1,29,4,13,35,1,29,4,13,35,1,29,4,13,35,1,29,4,13,35,1,29,4,13,35,1,29,4,13,35,1,29,4,13,35,1,20,4,13,35,1,20,4,13,35,1,20,4,13,35,1,20,4,13,35,1,20,4,13,35,1,20,4,13,35,1,20,4,13,35,1,20,4,13,35,1,20,4,2,35
human2_lib2.final_cell_0226,25,26,7,18,24,25,26,7,18,24,25,26,7,18,24,25,26,7,18,24,25,26,7,18,24,25,26,7,18,24,25,26,7,18,24,25,26,7,18,24,25,26,7,18,24,25,26,7,18,24,25,26,7,18,24,25,26,7,18,24,25,26,7,18,24,25,26,7,18,24,25,26,7,18,24,25,26,7,18,24,25,26,7,18,24,17,8,7,18,24,17,8,7,18,24,17,8,7,2,3,17,8,7,2,2
human2_lib2.final_cell_0227,1,25,4,23,16,1,25,4,23,16,1,25,4,23,16,1,25,4,23,16,1,25,4,23,16,1,25,4,23,16,1,25,4,23,16,1,25,4,23,16,1,25,4,23,16,1,25,4,23,16,1,25,4,23,16,1,25,4,23,16,1,25,4,23,16,1,25,4,23,16,1,25,4,23,16,1,25,4,23,16,1,25,4,23,16,1,25,4,23,16,1,25,4,23,16,1,25,4,23,16,1,25,4,23,16
human2_lib2.final_cell_0228,1,20,4,29,2,1,20,4,29,2,1,20,4,29,2,1,20,4,29,2,1,20,4,29,2,1,20,4,29,2,1,20,4,29,2,1,20,4,29,2,1,20,4,29,2,1,20,4,29,2,1,20,4,29,2,1,20,4,29,2,1,20,4,29,2,1,20,4,29,2,1,20,4,29,2,1,20,4,29,2,1,20,4,29,2,1,20,4,29,2,1,20,4,29,2,1,20,4,2,2,1,20,4,2,2
human2_lib2.final_cell_0229,36,6,11,38,35,36,6,11,38,35,36,6,11,38,35,36,6,11,38,35,36,6,11,38,35,36,6,11,38,35,36,6,11,38,35,36,6,11,38,35,36,6,11,38,35,36,6,11,38,35,36,6,11,38,35,36,6,11,38,35,36,6,11,38,35,36,6,11,38,35,36,6,11,38,35,36,6,11,38,35,36,6,11,38,35,36,6,11,38,35,36,6,11,38,35,36,6,11,38,35,27,6,11,38,35
human2_lib2.final_cell_0230,30,2,11,38,29,30,2,11,38,29,30,2,11,38,29,30,2,11,38,29,30,2,11,38,29,30,2,11,38,29,30,2,11,38,29,30,2,11,38,29,30,2,11,38,29,30,2,11,38,29,30,2,11,38,29,30,2,11,38,29,30,2,11,38,29,30,2,11,38,29,30,2,11,38,29,30,2,11,38,29,30,2,11,38,29,30,2,11,38,29,30,2,11,38,29,30,2,11,38,29,30,2,11,38,29
human2_lib2.final_cell_0231,30,6,11,9,13,30,6,11,9,13,30,6,11,9,13,30,6,11,9,13,30,6,11,9,13,30,6,11,9,13,30,6,11,9,13,30,6,11,9,13,30,6,11,9,13,30,6,11,9,13,30,6,11,9,13,30,6,11,9,13,30,6,11,9,13,30,6,11,9,13,30,6,11,9,13,30,6,11,9,13,30,6,11,9,13,30,6,11,9,13,30,6,11,9,13,30,6,11,2,13,30,6,11,2,13
human2_lib2.final_cell_0232,30,6,11,37,12,30,6,11,37,12,30,6,11,37,12,30,6,11,37,12,30,6,11,37,12,30,6,11,37,12,30,6,11,37,12,30,6,11,37,12,30,6,11,37,12,30,6,11,37,12,30,6,11,37,12,30,6,11,37,12,30,6,11,37,12,30,6,11,37,12,30,6,11,37,12,30,6,11,37,12,30,6,11,37,12,30,6,11,37,12,30,6,11,37,12,30,6,11,2,12,30,6,11,2,2
human2_lib2.final_cell_0233,21,22,16,31,5,21,22,16,31,5,21,22,16,31,5,21,22,16,31,5,21,22,16,31,5,21,22,16,31,5,21,22,16,31,5,21,22,16,31,5,21,22,16,31,5,21,22,16,31,5,21,22,16,31,5,21,22,16,31,5,21,22,16,31,5,21,22,16,31,5,21,22,16,31,5,21,22,16,31,5,21,22,16,31,5,21,22,16,31,5,21,22,16,31,5,21,22,16,31,5,21,22,16,31,5
human2_lib2.final_cell_0234,24,5,23,3,6,24,5,23,3,6,24,5,23,3,6,24,5,23,3,6,24,5,23,3,6,24,5,23,3,6,24,5,23,3,6,24,5,23,3,6,24,5,23,3,6,24,5,23,3,6,24,5,23,3,6,24,5,23,3,6,24,5,23,3,6,24,5,23,3,6,24,5,23,3,6,24,5,23,3,6,24,5,23,3,6,24,5,23,3,6,24,5,23,3,6,24,5,23,2,6,24,4,21,2,6
human2_lib2.final_cell_0235,1,29,4,13,36,1,29,4,13,36,1,29,4,13,36,1,29,4,13,36,1,29,4,13,36,1,29,4,13,36,1,29,4,13,36,1,29,4,13,36,1,29,4,13,36,1,29,4,13,36,1,29,4,13,36,1,29,4,13,36,1,20,4,13,36,1,20,4,13,36,1,20,4,13,36,1,20,4,13,36,1,20,4,13,36,1,20,4,13,36,1,20,4,13,36,1,20,4,13,36,1,20,4,2,36
human2_lib2.final_cell_0236,21,22,16,31,11,21,22,16,31,11,21,22,16,31,11,21,22,16,31,11,21,22,16,31,11,21,22,16,31,11,21,22,16,31,11,21,22,16,31,11,21,22,16,31,11,21,22,16,31,11,21,22,16,31,11,21,22,16,31,11,21,22,16,31,11,21,22,16,31,11,21,22,16,31,11,21,22,16,31,11,21,22,16,31,11,21,22,16,31,11,21,22,16,31,11,21,22,16,31,11,21,22,16,31,2
human2_lib2.final_cell_0237,1,25,4,38,10,1,25,4,38,10,1,25,4,38,10,1,25,4,38,10,1,25,4,38,10,1,25,4,38,10,1,25,4,38,10,1,25,4,38,10,1,25,4,38,10,1,25,4,38,10,1,25,4,38,10,1,25,4,38,10,1,25,4,38,10,1,25,4,38,10,1,25,4,38,10,1,25,4,38,10,1,25,4,38,10,1,25,4,38,10,1,25,4,38,10,1,25,4,38,10,1,25,4,38,10
human2_lib2.final_cell_0238,30,6,11,4,2,30,6,11,4,2,30,6,11,4,2,30,6,11,4,2,30,6,11,4,2,30,6,11,4,2,30,6,11,4,2,30,6,11,4,2,30,6,11,4,2,30,6,11,4,2,30,6,11,4,2,30,6,11,4,2,30,6,11,4,2,30,6,11,4,2,30,6,11,4,2,30,6,11,4,2,30,6,11,4,2,30,6,11,4,2,30,6,11,4,2,30,6,11,4,2,30,6,11,4,2
human2_lib2.final_cell_0239,30,27,8,33,17,30,27,8,33,17,30,27,8,33,17,30,27,8,33,17,30,27,8,33,17,30,27,8,33,17,30,27,8,33,17,30,27,8,33,17,30,27,8,33,17,30,27,8,33,17,30,27,8,33,17,30,27,8,33,17,30,27,8,33,17,30,27,8,33,17,30,27,8,33,17,30,27,8,33,17,30,27,8,33,17,30,27,8,33,17,30,27,8,33,17,30,27,8,33,17,30,27,8,2,2
human2_lib2.final_cell_0240,17,8,7,36,6,17,8,7,36,6,17,8,7,36,6,17,8,7,36,6,17,8,7,36,6,17,8,7,36,6,17,8,7,36,6,17,8,7,36,6,17,8,7,36,6,17,8,7,36,6,17,8,7,36,6,17,8,7,36,6,17,8,7,36,6,17,8,7,36,6,17,8,7,36,6,17,8,7,36,6,17,8,7,36,6,17,8,7,36,6,17,8,7,36,6,17,8,7,36,6,17,8,7,36,6
human2_lib2.final_cell_0241,30,6,11,37,29,30,6,11,37,29,30,6,11,37,29,30,6,11,37,29,30,6,11,37,29,30,6,11,37,29,30,6,11,37,29,30,6,11,37,29,30,6,11,37,29,30,6,11,37,29,30,6,11,37,29,30,6,11,37,29,30,6,11,37,29,30,6,11,37,29,30,6,11,37,29,30,6,11,37,29,30,6,11,37,29,30,6,11,37,29,30,6,11,37,29,30,6,11,2,29,30,6,11,2,29
human2_lib2.final_cell_0242,5,7,6,10,36,5,7,6,10,36,5,7,6,10,36,5,7,6,10,36,5,7,6,10,36,5,7,6,10,36,5,7,6,10,36,5,7,6,10,36,5,7,6,10,36,5,7,6,10,36,5,7,6,10,36,5,3,6,10,36,5,3,6,10,36,5,3,6,10,36,5,3,6,10,36,5,3,6,10,36,5,3,6,10,36,5,3,6,10,36,5,3,6,10,36,5,3,6,10,36,5,3,6,10,36
human2_lib2.final_cell_0243,19,12,18,26,32,19,12,18,26,32,19,12,18,26,32,19,12,18,26,32,19,12,18,26,32,19,12,18,26,32,19,12,18,26,32,19,12,18,26,32,19,12,18,26,32,19,12,18,26,32,19,12,18,26,32,19,12,18,26,32,19,12,18,26,32,19,12,18,26,32,19,12,18,26,32,19,12,18,26,32,19,12,18,26,32,19,12,18,26,32,19,12,13,26,32,19,12,13,2,32,19,12,13,2,32
human2_lib2.final_cell_0244,1,29,4,22,17,1,29,4,22,17,1,29,4,22,17,1,29,4,22,17,1,29,4,22,17,1,29,4,22,17,1,29,4,22,17,1,29,4,22,17,1,29,4,22,17,1,29,4,22,17,1,29,4,22,17,1,29,4,22,17,1,20,4,22,17,1,20,4,22,17,1,20,4,22,17,1,20,4,22,17,1,20,4,22,17,1,20,4,22,17,1,20,4,22,17,1,20,4,22,17,1,20,4,22,2
human2_lib2.final_cell_0245,1,25,4,23,9,1,25,4,23,9,1,25,4,23,9,1,25,4,23,9,1,25,4,23,9,1,25,4,23,9,1,25,4,23,9,1,25,4,23,9,1,25,4,23,9,1,25,4,23,9,1,25,4,23,9,1,25,4,23,9,1,25,4,23,9,1,25,4,23,9,1,25,4,23,9,1,25,4,23,9,1,25,4,23,9,1,25,4,23,9,1,25,4,23,9,1,25,4,23,9,1,25,4,23,2
human2_lib2.final_cell_0246,30,2,11,28,21,30,2,11,28,21,30,2,11,28,21,30,2,11,28,21,30,2,11,28,21,30,2,11,28,21,30,2,11,28,21,30,2,11,28,21,30,2,11,28,21,30,2,11,28,21,30,2,11,28,21,30,2,11,28,21,30,2,11,28,21,30,2,11,28,21,30,2,11,28,21,30,2,11,28,21,30,2,11,28,21,30,2,11,28,21,30,2,11,28,21,30,2,11,28,3,30,2,11,2,2
human2_lib2.final_cell_0247,17,8,7,13,4,17,8,7,13,4,17,8,7,13,4,17,8,7,13,4,17,8,7,13,4,17,8,7,13,4,17,8,7,13,4,17,8,7,13,4,17,8,7,13,4,17,8,7,13,4,17,8,7,13,4,17,8,7,13,4,17,8,7,13,4,17,8,7,13,4,17,8,7,13,4,17,8,7,13,4,17,8,7,13,4,17,8,7,13,4,17,8,7,13,4,17,8,7,13,4,17,8,7,2,2
human2_lib2.final_cell_0248,30,6,11,28,8,30,6,11,28,8,30,6,11,28,8,30,6,11,28,8,30,6,11,28,8,30,6,11,28,8,30,6,11,28,8,30,6,11,28,8,30,6,11,28,8,30,6,11,28,8,30,6,11,28,8,30,6,11,28,8,30,6,11,28,8,30,6,11,28,8,30,6,11,28,8,30,6,11,28,8,30,6,11,28,8,30,6,11,28,8,30,6,11,28,8,30,6,11,28,8,30,6,11,2,2
human2_lib2.final_cell_0249,1,29,4,12,31,1,29,4,12,31,1,29,4,12,31,1,29,4,12,31,1,29,4,12,31,1,29,4,12,31,1,29,4,12,31,1,29,4,12,31,1,29,4,12,31,1,29,4,12,31,1,29,4,12,31,1,29,4,12,31,1,20,4,12,31,1,20,4,12,31,1,20,4,12,31,1,20,4,12,31,1,20,4,12,31,1,20,4,12,31,1,20,4,12,31,1,20,4,12,31,1,20,4,12,2
human2_lib2.final_cell_0250,30,6,11,37,30,30,6,11,37,30,30,6,11,37,30,30,6,11,37,30,30,6,11,37,30,30,6,11,37,30,30,6,11,37,30,30,6,11,37,30,30,6,11,37,30,30,6,11,37,30,30,6,11,37,30,30,6,11,37,30,30,6,11,37,30,30,6,11,37,30,30,6,11,37,30,30,6,11,37,30,30,6,11,37,30,30,6,11,37,30,30,6,11,37,30,30,6,11,2,30,30,6,11,2,30
human2_lib2.final_cell_0251,1,29,4,2,36,1,29,4,2,36,1,29,4,2,36,1,29,4,2,36,1,29,4,2,36,1,29,4,2,36,1,29,4,2,36,1,29,4,2,36,1,29,4,2,36,1,29,4,2,36,1,29,4,2,36,1,29,4,2,36,1,20,4,2,36,1,20,4,2,36,1,20,4,2,36,1,20,4,2,36,1,20,4,2,36,1,20,4,2,36,1,20,4,2,36,1,20,4,2,36,1,20,4,2,36
human2_lib2.final_cell_0252,30,6,11,10,21,30,6,11,10,21,30,6,11,10,21,30,6,11,10,21,30,6,11,10,21,30,6,11,10,21,30,6,11,10,21,30,6,11,10,21,30,6,11,10,21,30,6,11,10,21,30,6,11,10,21,30,6,11,10,21,30,6,11,10,21,30,6,11,10,21,30,6,11,10,21,30,6,11,10,21,30,6,11,10,21,30,6,11,10,21,30,6,11,10,21,30,6,11,10,3,30,6,11,10,2
human2_lib2.final_cell_0253,30,6,11,10,4,30,6,11,10,4,30,6,11,10,4,30,6,11,10,4,30,6,11,10,4,30,6,11,10,4,30,6,11,10,4,30,6,11,10,4,30,6,11,10,4,30,6,11,10,4,30,6,11,10,4,30,6,11,10,4,30,6,11,10,4,30,6,11,10,4,30,6,11,10,4,30,6,11,10,4,30,6,11,10,4,30,6,11,10,4,30,6,11,10,4,30,6,11,10,4,30,6,11,10,2
human2_lib2.final_cell_0254,30,6,11,20,16,30,6,11,20,16,30,6,11,20,16,30,6,11,20,16,30,6,11,20,16,30,6,11,20,16,30,6,11,20,16,30,6,11,20,16,30,6,11,20,16,30,6,11,20,16,30,6,11,20,16,30,6,11,20,16,30,6,11,20,16,30,6,11,20,16,30,6,11,20,16,30,6,11,20,16,30,6,11,20,16,30,6,11,20,16,30,6,11,20,16,30,6,11,20,16,30,6,11,2,16
human2_lib2.final_cell_0255,30,11,11,11,9,30,11,11,11,9,30,11,11,11,9,30,11,11,11,9,30,11,11,11,9,30,11,11,11,9,30,11,11,11,9,30,11,11,11,9,30,11,11,11,9,30,11,11,11,9,30,11,11,11,9,30,11,11,11,9,30,11,11,11,9,30,11,11,11,9,30,11,11,11,9,30,11,11,11,9,30,11,11,11,9,30,11,11,11,9,30,11,11,11,9,30,11,11,11,9,30,11,11,11,2
human2_lib2.final_cell_0256,1,20,4,8,18,1,20,4,8,18,1,20,4,8,18,1,20,4,8,18,1,20,4,8,18,1,20,4,8,18,1,20,4,8,18,1,20,4,8,18,1,20,4,8,18,1,20,4,8,18,1,20,4,8,18,1,20,4,8,18,1,20,4,8,18,1,20,4,8,18,1,20,4,8,18,1,20,4,8,18,1,20,4,8,18,1,20,4,8,18,1,20,4,8,18,1,20,4,8,18,1,20,4,8,18
human2_lib2.final_cell_0257,1,29,4,9,24,1,29,4,9,24,1,29,4,9,24,1,29,4,9,24,1,29,4,9,24,1,29,4,9,24,1,29,4,9,24,1,29,4,9,24,1,29,4,9,24,1,29,4,9,24,1,29,4,9,24,1,29,4,9,24,1,20,4,9,24,1,20,4,9,24,1,20,4,9,24,1,20,4,9,24,1,20,4,9,24,1,20,4,9,24,1,20,4,9,24,1,20,4,2,3,1,20,4,2,2
human2_lib2.final_cell_0258,30,6,11,12,24,30,6,11,12,24,30,6,11,12,24,30,6,11,12,24,30,6,11,12,24,30,6,11,12,24,30,6,11,12,24,30,6,11,12,24,30,6,11,12,24,30,6,11,12,24,30,6,11,12,24,30,6,11,12,24,30,6,11,12,24,30,6,11,12,24,30,6,11,12,24,30,6,11,12,24,30,6,11,12,24,30,6,11,12,24,30,6,11,12,24,30,6,11,12,3,30,6,11,12,2
human2_lib2.final_cell_0259,1,29,4,35,14,1,29,4,35,14,1,29,4,35,14,1,29,4,35,14,1,29,4,35,14,1,29,4,35,14,1,29,4,35,14,1,29,4,35,14,1,29,4,35,14,1,29,4,35,14,1,29,4,35,14,1,29,4,35,14,1,20,4,35,14,1,20,4,35,14,1,20,4,35,14,1,20,4,35,14,1,20,4,35,14,1,20,4,35,14,1,20,4,35,14,1,20,4,35,14,1,20,4,35,14
human2_lib2.final_cell_0260,5,3,6,15,32,5,3,6,15,32,5,3,6,15,32,5,3,6,15,32,5,3,6,15,32,5,3,6,15,32,5,3,6,15,32,5,3,6,15,32,5,3,6,15,32,5,3,6,15,32,5,3,6,15,32,5,3,6,15,32,5,3,6,15,32,5,3,6,15,32,5,3,6,15,32,5,3,6,15,32,5,3,6,15,32,5,3,6,15,32,5,3,6,15,32,5,3,6,2,32,5,3,6,2,32
human2_lib2.final_cell_0261,1,29,4,29,13,1,29,4,29,13,1,29,4,29,13,1,29,4,29,13,1,29,4,29,13,1,29,4,29,13,1,29,4,29,13,1,29,4,29,13,1,29,4,29,13,1,29,4,29,13,1,29,4,29,13,1,29,4,29,13,1,20,4,29,13,1,20,4,29,13,1,20,4,29,13,1,20,4,29,13,1,20,4,29,13,1,20,4,29,13,1,20,4,29,13,1,20,4,2,13,1,20,4,2,13
human2_lib2.final_cell_0262,29,23,5,36,29,29,23,5,36,29,29,23,5,36,29,29,23,5,36,29,29,23,5,36,29,29,23,5,36,29,29,23,5,36,29,29,23,5,36,29,29,23,5,36,29,29,23,5,36,29,29,23,5,36,29,29,23,5,36,29,29,23,5,36,29,29,23,5,36,29,29,23,5,36,29,29,23,5,36,29,29,23,5,36,29,29,23,5,36,29,29,23,5,36,29,29,23,5,36,29,29,23,5,36,29
human2_lib2.final_cell_0263,25,12,13,30,22,25,12,13,30,22,25,12,13,30,22,25,12,13,30,22,25,12,13,30,22,25,12,13,30,22,25,12,13,30,22,25,12,13,30,22,25,12,13,30,22,25,12,13,30,22,25,12,13,30,22,25,12,13,30,22,25,12,13,30,22,25,12,13,30,22,25,12,13,30,22,25,12,13,30,22,25,12,13,30,22,17,12,13,30,22,17,12,13,30,22,17,12,13,30,3,17,12,13,30,2
human2_lib2.final_cell_0264,30,6,8,4,28,30,6,8,4,28,30,6,8,4,28,30,6,8,4,28,30,6,8,4,28,30,6,8,4,28,30,6,8,4,28,30,6,8,4,28,30,6,8,4,28,30,6,8,4,28,30,6,8,4,28,30,6,8,4,28,30,6,8,4,28,30,6,8,4,28,30,6,8,4,28,30,6,8,4,28,30,6,8,4,28,30,6,8,4,28,30,6,8,4,28,30,6,8,4,28,30,6,8,4,2
