cells,sc3-00,Monocle-00,Seurat-00,Garbage1-00,Garbage2-00,Garbage3-00,sc3-05,Monocle-05,Seurat-05,Garbage1-05,Garbage2-05,Garbage3-05,sc3-10,Monocle-10,Seurat-10,Garbage1-10,Garbage2-10,Garbage3-10,sc3-15,Monocle-15,Seurat-15,Garbage1-15,Garbage2-15,Garbage3-15,sc3-20,Monocle-20,Seurat-20,Garbage1-20,Garbage2-20,Garbage3-20,sc3-25,Monocle-25,Seurat-25,Garbage1-25,Garbage2-25,Garbage3-25,sc3-30,Monocle-30,Seurat-30,Garbage1-30,Garbage2-30,Garbage3-30,sc3-35,Monocle-35,Seurat-35,Garbage1-35,Garbage2-35,Garbage3-35,sc3-40,Monocle-40,Seurat-40,Garbage1-40,Garbage2-40,Garbage3-40,sc3-45,Monocle-45,Seurat-45,Garbage1-45,Garbage2-45,Garbage3-45,sc3-50,Monocle-50,Seurat-50,Garbage1-50,Garbage2-50,Garbage3-50,sc3-55,Monocle-55,Seurat-55,Garbage1-55,Garbage2-55,Garbage3-55,sc3-60,Monocle-60,Seurat-60,Garbage1-60,Garbage2-60,Garbage3-60,sc3-65,Monocle-65,Seurat-65,Garbage1-65,Garbage2-65,Garbage3-65,sc3-70,Monocle-70,Seurat-70,Garbage1-70,Garbage2-70,Garbage3-70,sc3-75,Monocle-75,Seurat-75,Garbage1-75,Garbage2-75,Garbage3-75,sc3-80,Monocle-80,Seurat-80,Garbage1-80,Garbage2-80,Garbage3-80,sc3-85,Monocle-85,Seurat-85,Garbage1-85,Garbage2-85,Garbage3-85,sc3-90,Monocle-90,Seurat-90,Garbage1-90,Garbage2-90,Garbage3-90,sc3-95,Monocle-95,Seurat-95,Garbage1-95,Garbage2-95,Garbage3-95,sc3-100,Monocle-100,Seurat-100,Garbage1-100,Garbage2-100,Garbage3-100
human1_lib1.final_cell_0214,7,2,3,23,11,5,7,2,3,23,11,5,7,2,3,23,11,5,7,2,3,23,11,5,7,2,3,23,11,5,7,2,3,23,11,5,7,2,3,23,11,5,7,2,3,23,11,5,7,2,3,23,11,5,7,2,3,23,11,5,7,2,3,23,11,5,7,2,3,23,11,5,7,2,3,23,11,5,7,2,3,23,11,5,7,2,3,23,11,5,7,2,3,23,11,5,7,2,3,23,11,5,7,2,3,23,11,5,7,2,3,23,11,5,7,2,3,23,11,5,7,2,3,23,11,5
human1_lib1.final_cell_0215,25,14,18,11,13,21,25,14,18,11,13,21,25,14,18,11,13,21,25,14,18,11,13,21,25,14,18,11,13,21,25,14,18,11,13,21,25,14,18,11,13,21,25,14,18,11,13,21,25,14,18,11,13,21,25,14,18,11,13,21,25,14,18,11,13,21,25,14,18,11,13,21,25,14,18,11,13,21,25,14,18,11,13,21,25,14,18,11,13,21,25,14,18,11,13,21,25,11,14,11,13,21,25,7,14,11,13,21,25,7,14,11,13,3,25,7,14,11,13,3,25,7,14,11,13,3
human1_lib1.final_cell_0216,17,30,8,22,3,27,17,30,8,22,3,27,17,30,8,22,3,27,17,30,8,22,3,27,17,30,8,22,3,27,17,30,8,22,3,27,17,30,8,22,3,27,17,30,8,22,3,27,17,30,8,22,3,27,17,30,8,22,3,27,17,30,8,22,3,27,17,30,8,22,3,27,17,30,8,22,3,27,17,30,8,22,3,27,17,30,8,22,3,27,17,30,8,22,3,27,17,30,8,22,3,27,17,30,8,22,3,27,17,30,8,22,3,27,17,30,8,22,3,27,17,30,8,22,3,3
human1_lib1.final_cell_0217,25,23,24,12,22,6,25,23,24,12,22,6,25,23,24,12,22,6,25,23,24,12,22,6,25,23,24,12,22,6,25,23,24,12,22,6,25,23,24,12,22,6,25,23,24,12,22,6,25,23,24,12,22,6,25,23,24,12,22,6,25,23,24,12,22,6,25,23,24,12,22,6,25,23,24,12,22,6,25,23,24,12,22,6,25,23,24,12,22,6,25,23,24,12,22,6,25,23,24,12,22,6,25,23,24,12,22,6,25,23,24,12,21,3,25,23,24,12,1,3,25,23,14,12,1,3
human1_lib1.final_cell_0218,25,14,18,7,12,15,25,14,18,7,12,15,25,14,18,7,12,15,25,14,18,7,12,15,25,14,18,7,12,15,25,14,18,7,12,15,25,14,18,7,12,15,25,14,18,7,12,15,25,14,18,7,12,15,25,14,18,7,12,15,25,14,18,7,12,15,25,14,18,7,12,15,25,14,18,7,12,15,25,14,18,7,12,15,25,14,18,7,12,15,25,14,18,7,12,15,25,11,14,7,12,15,25,7,14,7,12,6,25,7,14,1,12,3,25,7,14,1,12,3,25,7,14,1,1,3
human1_lib1.final_cell_0219,23,9,12,7,13,28,23,9,12,7,13,28,23,9,12,7,13,28,23,9,12,7,13,28,23,9,12,7,13,28,23,9,12,7,13,28,23,9,12,7,13,28,23,9,12,7,13,28,23,9,12,7,13,28,23,9,12,7,13,28,23,9,12,7,13,28,23,9,12,7,13,28,23,9,12,7,13,28,23,9,12,7,13,28,23,9,12,7,13,28,23,9,12,7,13,28,23,9,12,7,13,28,23,9,12,7,13,28,23,9,12,1,13,3,23,9,12,1,13,3,23,9,12,1,13,3
human1_lib1.final_cell_0220,7,4,3,9,13,9,7,4,3,9,13,9,7,4,3,9,13,9,7,4,3,9,13,9,7,4,3,9,13,9,7,4,3,9,13,9,7,4,3,9,13,9,7,4,3,9,13,9,7,4,3,9,13,9,7,4,3,9,13,9,7,4,3,9,13,9,7,4,3,9,13,9,7,4,3,9,13,9,7,4,3,9,13,9,7,2,3,9,13,9,7,2,3,9,13,9,7,2,3,9,13,9,7,2,3,9,13,9,7,2,3,9,13,3,7,2,3,1,13,3,7,2,3,1,13,3
human1_lib1.final_cell_0221,26,3,5,16,19,24,26,3,5,16,19,24,26,3,5,16,19,24,26,3,5,16,19,24,26,3,5,16,19,24,26,3,5,16,19,24,26,3,5,16,19,24,26,3,5,16,19,24,26,3,5,16,19,24,26,3,5,16,19,24,26,3,5,16,19,24,26,3,5,16,19,24,26,3,5,16,19,24,26,3,5,16,19,24,26,3,5,16,19,24,26,3,5,16,19,24,26,3,5,16,19,24,26,3,5,16,19,24,26,3,5,16,19,3,26,3,5,16,19,3,20,3,5,16,19,3
human1_lib1.final_cell_0222,18,33,15,8,2,18,18,33,15,8,2,18,18,33,15,8,2,18,18,33,15,8,2,18,18,33,15,8,2,18,18,33,15,8,2,18,18,33,15,8,2,18,18,33,15,8,2,18,18,33,15,8,2,18,18,33,15,8,2,18,18,33,15,8,2,18,18,33,15,8,2,18,18,33,15,8,2,18,18,33,15,8,2,18,18,33,15,8,2,18,18,33,15,8,2,18,18,33,15,8,2,18,18,33,15,8,2,18,18,33,15,8,2,18,18,33,15,8,2,18,18,33,15,8,2,18
human1_lib1.final_cell_0223,7,2,3,16,13,17,7,2,3,16,13,17,7,2,3,16,13,17,7,2,3,16,13,17,7,2,3,16,13,17,7,2,3,16,13,17,7,2,3,16,13,17,7,2,3,16,13,17,7,2,3,16,13,17,7,2,3,16,13,17,7,2,3,16,13,17,7,2,3,16,13,17,7,2,3,16,13,17,7,2,3,16,13,17,7,2,3,16,13,17,7,2,3,16,13,17,7,2,3,16,13,17,7,2,3,16,13,17,7,2,3,16,13,17,7,2,3,16,13,3,7,2,3,16,13,3
human1_lib1.final_cell_0224,7,13,6,2,6,9,7,13,6,2,6,9,7,13,6,2,6,9,7,13,6,2,6,9,7,13,6,2,6,9,7,13,6,2,6,9,7,13,6,2,6,9,7,13,6,2,6,9,7,13,6,2,6,9,7,13,6,2,6,9,7,13,6,2,6,9,7,13,6,2,6,9,7,13,6,2,6,9,7,13,6,2,6,9,7,13,6,2,6,9,7,13,6,2,6,9,7,13,6,2,6,9,7,13,6,2,6,9,7,13,6,2,6,3,7,13,6,2,6,3,7,13,6,2,6,3
human1_lib1.final_cell_0225,7,2,3,3,28,2,7,2,3,3,28,2,7,2,3,3,28,2,7,2,3,3,28,2,7,2,3,3,28,2,7,2,3,3,28,2,7,2,3,3,28,2,7,2,3,3,28,2,7,2,3,3,28,2,7,2,3,3,28,2,7,2,3,3,28,2,7,2,3,3,28,2,7,2,3,3,28,2,7,2,3,3,28,2,7,2,3,3,28,2,7,2,3,3,28,2,7,2,3,3,28,2,7,2,3,3,28,2,7,2,3,3,28,2,7,2,3,1,1,2,7,2,3,1,1,2
human1_lib1.final_cell_0226,3,19,16,22,23,24,3,19,16,22,23,24,3,19,16,22,23,24,3,19,16,22,23,24,3,19,16,22,23,24,3,19,16,22,23,24,3,19,16,22,23,24,3,19,16,22,23,24,3,19,16,22,23,24,3,19,16,22,23,24,3,19,16,22,23,24,3,19,16,22,23,24,3,19,16,22,23,24,3,19,16,22,23,24,3,17,16,22,23,24,3,17,1,22,23,24,3,17,1,22,23,24,3,17,1,22,23,24,3,17,1,22,23,3,3,17,1,22,23,3,3,17,1,22,1,3
human1_lib1.final_cell_0227,7,34,3,23,19,10,7,34,3,23,19,10,7,34,3,23,19,10,7,34,3,23,19,10,7,34,3,23,19,10,7,34,3,23,19,10,7,34,3,23,19,10,7,34,3,23,19,10,7,34,3,23,19,10,7,34,3,23,19,10,7,34,3,23,19,10,7,34,3,23,19,10,7,34,3,23,19,10,7,34,3,23,19,10,7,34,3,23,19,10,7,34,3,23,19,10,7,34,3,23,19,10,7,32,3,23,19,10,7,32,3,23,19,10,7,32,3,23,19,10,7,32,3,23,19,10
human1_lib1.final_cell_0228,7,4,3,21,10,7,7,4,3,21,10,7,7,4,3,21,10,7,7,4,3,21,10,7,7,4,3,21,10,7,7,4,3,21,10,7,7,4,3,21,10,7,7,4,3,21,10,7,7,4,3,21,10,7,7,4,3,21,10,7,7,4,3,21,10,7,7,4,3,21,10,7,7,4,3,21,10,7,7,4,3,21,10,7,7,2,3,21,10,7,7,2,3,21,10,7,7,2,3,21,10,7,7,2,3,1,10,7,7,2,3,1,10,3,7,2,3,1,1,3,7,2,3,1,1,3
human1_lib1.final_cell_0229,26,3,5,25,10,18,26,3,5,25,10,18,26,3,5,25,10,18,26,3,5,25,10,18,26,3,5,25,10,18,26,3,5,25,10,18,26,3,5,25,10,18,26,3,5,25,10,18,26,3,5,25,10,18,26,3,5,25,10,18,26,3,5,25,10,18,26,3,5,25,10,18,26,3,5,25,10,18,26,3,5,25,10,18,26,3,5,25,10,18,26,3,5,25,10,18,26,3,5,25,10,18,26,3,5,25,10,18,26,3,5,25,10,18,26,3,5,25,1,18,20,3,5,1,1,18
human1_lib1.final_cell_0230,16,23,10,5,12,25,16,23,10,5,12,25,16,23,10,5,12,25,16,23,10,5,12,25,16,23,10,5,12,25,16,23,10,5,12,25,16,23,10,5,12,25,16,23,10,5,12,25,16,23,10,5,12,25,16,23,10,5,12,25,16,23,10,5,12,25,16,23,10,5,12,25,16,23,10,5,12,25,16,23,10,5,12,25,16,23,10,5,12,25,16,23,10,5,12,25,16,23,10,5,12,25,16,23,10,1,12,25,16,23,10,1,12,25,16,23,10,1,12,25,16,23,10,1,1,25
human1_lib1.final_cell_0231,7,5,3,18,19,17,7,5,3,18,19,17,7,5,3,18,19,17,7,5,3,18,19,17,7,5,3,18,19,17,7,5,3,18,19,17,7,5,3,18,19,17,7,5,3,18,19,17,7,5,3,18,19,17,7,5,3,18,19,17,7,5,3,18,19,17,7,5,3,18,19,17,7,5,3,18,19,17,7,5,3,18,19,17,7,5,3,18,19,17,7,5,3,18,19,17,7,5,3,18,19,17,7,5,3,18,19,17,7,5,3,18,19,17,7,5,3,18,19,3,7,5,3,1,19,3
human1_lib1.final_cell_0232,26,3,5,17,28,10,26,3,5,17,28,10,26,3,5,17,28,10,26,3,5,17,28,10,26,3,5,17,28,10,26,3,5,17,28,10,26,3,5,17,28,10,26,3,5,17,28,10,26,3,5,17,28,10,26,3,5,17,28,10,26,3,5,17,28,10,26,3,5,17,28,10,26,3,5,17,28,10,26,3,5,17,28,10,26,3,5,17,28,10,26,3,5,17,28,10,26,3,5,17,28,10,26,3,5,17,28,10,26,3,5,1,28,10,26,3,5,1,1,10,20,3,5,1,1,10
human1_lib1.final_cell_0233,26,3,5,12,14,13,26,3,5,12,14,13,26,3,5,12,14,13,26,3,5,12,14,13,26,3,5,12,14,13,26,3,5,12,14,13,26,3,5,12,14,13,26,3,5,12,14,13,26,3,5,12,14,13,26,3,5,12,14,13,26,3,5,12,14,13,26,3,5,12,14,13,26,3,5,12,14,13,26,3,5,12,14,13,26,3,5,12,14,13,26,3,5,12,14,13,26,3,5,12,14,13,26,3,5,12,14,13,26,3,5,12,14,13,26,3,5,12,14,13,20,3,5,12,14,13
human1_lib1.final_cell_0234,7,13,3,11,17,2,7,13,3,11,17,2,7,13,3,11,17,2,7,13,3,11,17,2,7,13,3,11,17,2,7,13,3,11,17,2,7,13,3,11,17,2,7,13,3,11,17,2,7,13,3,11,17,2,7,13,3,11,17,2,7,13,3,11,17,2,7,13,3,11,17,2,7,13,3,11,17,2,7,13,3,11,17,2,7,13,3,11,17,2,7,13,3,11,17,2,7,13,3,11,17,2,7,13,3,11,17,2,7,13,3,11,17,2,7,13,3,11,17,2,7,13,3,11,17,2
human1_lib1.final_cell_0235,26,3,5,28,24,13,26,3,5,28,24,13,26,3,5,28,24,13,26,3,5,28,24,13,26,3,5,28,24,13,26,3,5,28,24,13,26,3,5,28,24,13,26,3,5,28,24,13,26,3,5,28,24,13,26,3,5,28,24,13,26,3,5,28,24,13,26,3,5,28,24,13,26,3,5,28,24,13,26,3,5,28,24,13,26,3,5,28,24,13,26,3,5,28,24,13,26,3,5,28,24,13,26,3,5,28,24,13,26,3,5,1,24,13,26,3,5,1,24,13,20,3,5,1,24,13
human1_lib1.final_cell_0236,7,13,3,10,5,5,7,13,3,10,5,5,7,13,3,10,5,5,7,13,3,10,5,5,7,13,3,10,5,5,7,13,3,10,5,5,7,13,3,10,5,5,7,13,3,10,5,5,7,13,3,10,5,5,7,13,3,10,5,5,7,13,3,10,5,5,7,13,3,10,5,5,7,13,3,10,5,5,7,13,3,10,5,5,7,13,3,10,5,5,7,13,3,10,5,5,7,13,3,10,5,5,7,13,3,1,5,5,7,13,3,1,5,5,7,13,3,1,5,5,7,13,3,1,5,5
human1_lib1.final_cell_0237,23,9,12,27,6,10,23,9,12,27,6,10,23,9,12,27,6,10,23,9,12,27,6,10,23,9,12,27,6,10,23,9,12,27,6,10,23,9,12,27,6,10,23,9,12,27,6,10,23,9,12,27,6,10,23,9,12,27,6,10,23,9,12,27,6,10,23,9,12,27,6,10,23,9,12,27,6,10,23,9,12,27,6,10,23,9,12,27,6,10,23,9,12,27,6,10,23,9,12,27,6,10,23,9,12,1,6,10,23,9,12,1,6,10,23,9,12,1,6,10,23,9,12,1,6,10
human1_lib1.final_cell_0238,7,13,3,28,6,19,7,13,3,28,6,19,7,13,3,28,6,19,7,13,3,28,6,19,7,13,3,28,6,19,7,13,3,28,6,19,7,13,3,28,6,19,7,13,3,28,6,19,7,13,3,28,6,19,7,13,3,28,6,19,7,13,3,28,6,19,7,13,3,28,6,19,7,13,3,28,6,19,7,13,3,28,6,19,7,13,3,28,6,19,7,13,3,28,6,19,7,13,3,28,6,19,7,13,3,28,6,19,7,13,3,1,6,3,7,13,3,1,6,3,7,13,3,1,6,3
human1_lib1.final_cell_0239,7,4,3,22,2,15,7,4,3,22,2,15,7,4,3,22,2,15,7,4,3,22,2,15,7,4,3,22,2,15,7,4,3,22,2,15,7,4,3,22,2,15,7,4,3,22,2,15,7,4,3,22,2,15,7,4,3,22,2,15,7,4,3,22,2,15,7,4,3,22,2,15,7,4,3,22,2,15,7,4,3,22,2,15,7,2,3,22,2,15,7,2,3,22,2,15,7,2,3,22,2,15,7,2,3,22,2,6,7,2,3,22,2,3,7,2,3,22,2,3,7,2,3,22,2,3
human1_lib1.final_cell_0240,26,3,5,16,16,12,26,3,5,16,16,12,26,3,5,16,16,12,26,3,5,16,16,12,26,3,5,16,16,12,26,3,5,16,16,12,26,3,5,16,16,12,26,3,5,16,16,12,26,3,5,16,16,12,26,3,5,16,16,12,26,3,5,16,16,12,26,3,5,16,16,12,26,3,5,16,16,12,26,3,5,16,16,12,26,3,5,16,16,12,26,3,5,16,16,12,26,3,5,16,16,12,26,3,5,16,16,12,26,3,5,16,16,12,26,3,5,16,16,12,20,3,5,16,1,12
human1_lib1.final_cell_0241,7,2,3,3,17,5,7,2,3,3,17,5,7,2,3,3,17,5,7,2,3,3,17,5,7,2,3,3,17,5,7,2,3,3,17,5,7,2,3,3,17,5,7,2,3,3,17,5,7,2,3,3,17,5,7,2,3,3,17,5,7,2,3,3,17,5,7,2,3,3,17,5,7,2,3,3,17,5,7,2,3,3,17,5,7,2,3,3,17,5,7,2,3,3,17,5,7,2,3,3,17,5,7,2,3,3,17,5,7,2,3,3,17,5,7,2,3,1,17,5,7,2,3,1,17,5
human1_lib1.final_cell_0242,25,14,18,4,2,14,25,14,18,4,2,14,25,14,18,4,2,14,25,14,18,4,2,14,25,14,18,4,2,14,25,14,18,4,2,14,25,14,18,4,2,14,25,14,18,4,2,14,25,14,18,4,2,14,25,14,18,4,2,14,25,14,18,4,2,14,25,14,18,4,2,14,25,14,18,4,2,14,25,14,18,4,2,14,25,14,18,4,2,14,25,14,18,4,2,14,25,11,14,4,2,14,25,7,14,1,2,14,25,7,14,1,2,14,25,7,14,1,2,14,25,7,14,1,2,3
human1_lib1.final_cell_0243,7,27,3,22,14,3,7,27,3,22,14,3,7,27,3,22,14,3,7,27,3,22,14,3,7,27,3,22,14,3,7,27,3,22,14,3,7,27,3,22,14,3,7,27,3,22,14,3,7,27,3,22,14,3,7,27,3,22,14,3,7,27,3,22,14,3,7,27,3,22,14,3,7,27,3,22,14,3,7,27,3,22,14,3,7,27,3,22,14,3,7,27,3,22,14,3,7,27,3,22,14,3,7,27,3,22,14,3,7,27,3,22,14,3,7,27,3,22,14,3,7,27,3,22,14,3
human1_lib1.final_cell_0244,28,15,17,14,28,28,28,15,17,14,28,28,28,15,17,14,28,28,28,15,17,14,28,28,28,15,17,14,28,28,28,15,17,14,28,28,28,15,17,14,28,28,28,15,17,14,28,28,28,15,17,14,28,28,28,15,17,14,28,28,28,15,17,14,28,28,28,15,17,14,28,28,27,15,17,14,28,28,27,15,2,14,28,28,27,15,2,14,28,28,27,15,2,14,28,28,27,15,2,14,28,28,27,15,2,1,28,28,27,15,2,1,28,3,27,15,2,1,1,3,27,15,2,1,1,3
human1_lib1.final_cell_0245,3,19,13,7,26,3,3,19,13,7,26,3,3,19,13,7,26,3,3,19,13,7,26,3,3,19,13,7,26,3,3,19,13,7,26,3,3,19,13,7,26,3,3,19,13,7,26,3,3,19,4,7,26,3,3,19,4,7,26,3,3,19,4,7,26,3,3,19,4,7,26,3,3,19,4,7,26,3,3,19,4,7,26,3,3,17,4,7,26,3,3,17,4,7,26,3,3,17,4,7,26,3,3,17,4,7,26,3,3,17,4,1,26,3,3,17,4,1,1,3,3,17,4,1,1,3
human1_lib1.final_cell_0246,26,3,5,13,25,23,26,3,5,13,25,23,26,3,5,13,25,23,26,3,5,13,25,23,26,3,5,13,25,23,26,3,5,13,25,23,26,3,5,13,25,23,26,3,5,13,25,23,26,3,5,13,25,23,26,3,5,13,25,23,26,3,5,13,25,23,26,3,5,13,25,23,26,3,5,13,25,23,26,3,5,13,25,23,26,3,5,13,25,23,26,3,5,13,25,23,26,3,5,13,25,23,26,3,5,13,25,23,26,3,5,13,25,23,26,3,5,13,25,23,20,3,5,13,1,3
human1_lib1.final_cell_0247,7,27,3,7,19,22,7,27,3,7,19,22,7,27,3,7,19,22,7,27,3,7,19,22,7,27,3,7,19,22,7,27,3,7,19,22,7,27,3,7,19,22,7,27,3,7,19,22,7,27,3,7,19,22,7,27,3,7,19,22,7,27,3,7,19,22,7,27,3,7,19,22,7,27,3,7,19,22,7,27,3,7,19,22,7,27,3,7,19,22,7,27,3,7,19,22,7,27,3,7,19,22,7,27,3,7,19,22,7,27,3,1,19,3,7,27,3,1,19,3,7,27,3,1,19,3
human1_lib1.final_cell_0248,6,17,16,19,25,8,6,17,16,19,25,8,6,17,16,19,25,8,6,17,16,19,25,8,6,17,16,19,25,8,6,17,16,19,25,8,6,17,16,19,25,8,6,17,16,19,25,8,6,17,16,19,25,8,6,17,16,19,25,8,6,17,16,19,25,8,6,17,16,19,25,8,6,17,16,19,25,8,6,17,16,19,25,8,4,17,16,19,25,8,4,17,1,19,25,8,4,17,1,19,25,8,4,17,1,19,25,8,4,17,1,19,25,8,4,17,1,19,25,8,3,17,1,1,1,8
human1_lib1.final_cell_0249,7,2,3,5,15,18,7,2,3,5,15,18,7,2,3,5,15,18,7,2,3,5,15,18,7,2,3,5,15,18,7,2,3,5,15,18,7,2,3,5,15,18,7,2,3,5,15,18,7,2,3,5,15,18,7,2,3,5,15,18,7,2,3,5,15,18,7,2,3,5,15,18,7,2,3,5,15,18,7,2,3,5,15,18,7,2,3,5,15,18,7,2,3,5,15,18,7,2,3,5,15,18,7,2,3,1,15,18,7,2,3,1,15,18,7,2,3,1,15,18,7,2,3,1,1,18
human1_lib1.final_cell_0250,25,11,14,16,12,10,25,11,14,16,12,10,25,11,14,16,12,10,25,11,14,16,12,10,25,11,14,16,12,10,25,11,14,16,12,10,25,11,14,16,12,10,25,11,14,16,12,10,25,11,14,16,12,10,25,11,14,16,12,10,25,11,14,16,12,10,25,11,14,16,12,10,25,11,14,16,12,10,25,11,14,16,12,10,25,11,14,16,12,10,25,11,14,16,12,10,25,11,14,16,12,10,25,7,14,16,12,10,25,7,14,16,12,10,25,7,14,16,12,10,25,7,14,16,1,10
human1_lib1.final_cell_0251,26,3,5,3,20,19,26,3,5,3,20,19,26,3,5,3,20,19,26,3,5,3,20,19,26,3,5,3,20,19,26,3,5,3,20,19,26,3,5,3,20,19,26,3,5,3,20,19,26,3,5,3,20,19,26,3,5,3,20,19,26,3,5,3,20,19,26,3,5,3,20,19,26,3,5,3,20,19,26,3,5,3,20,19,26,3,5,3,20,19,26,3,5,3,20,19,26,3,5,3,20,19,26,3,5,3,20,19,26,3,5,3,20,3,26,3,5,1,1,3,20,3,5,1,1,3
human1_lib1.final_cell_0252,25,22,5,11,10,15,25,22,5,11,10,15,25,22,5,11,10,15,25,22,5,11,10,15,25,22,5,11,10,15,25,22,5,11,10,15,25,22,5,11,10,15,25,22,5,11,10,15,25,22,5,11,10,15,25,22,5,11,10,15,25,22,5,11,10,15,25,22,5,11,10,15,25,22,5,11,10,15,25,22,5,11,10,15,25,22,5,11,10,15,25,22,5,11,10,15,25,22,5,11,10,15,25,22,5,11,10,6,25,22,5,11,10,3,25,22,5,11,1,3,25,22,5,11,1,3
human1_lib1.final_cell_0253,7,18,6,12,1,3,7,18,6,12,1,3,7,18,6,12,1,3,7,18,6,12,1,3,7,18,6,12,1,3,7,18,6,12,1,3,7,18,6,12,1,3,7,18,6,12,1,3,7,18,6,12,1,3,7,18,6,12,1,3,7,18,6,12,1,3,7,18,6,12,1,3,7,18,6,12,1,3,7,18,6,12,1,3,7,18,6,12,1,3,7,18,6,12,1,3,7,18,6,12,1,3,7,18,6,12,1,3,7,18,6,12,1,3,7,18,6,12,1,3,7,18,6,12,1,3
human1_lib1.final_cell_0254,7,4,11,9,7,20,7,4,11,9,7,20,7,4,11,9,7,20,7,4,11,9,7,20,7,4,11,9,7,20,7,4,11,9,7,20,7,4,11,9,7,20,7,4,11,9,7,20,7,4,11,9,7,20,7,4,11,9,7,20,7,4,11,9,7,20,7,4,11,9,7,20,7,4,11,9,7,20,7,4,11,9,7,20,7,2,11,9,7,20,7,2,11,9,7,20,7,2,11,9,7,20,7,2,11,9,7,20,7,2,11,9,7,20,7,2,11,1,1,20,7,2,11,1,1,3
human1_lib1.final_cell_0255,26,3,5,28,24,11,26,3,5,28,24,11,26,3,5,28,24,11,26,3,5,28,24,11,26,3,5,28,24,11,26,3,5,28,24,11,26,3,5,28,24,11,26,3,5,28,24,11,26,3,5,28,24,11,26,3,5,28,24,11,26,3,5,28,24,11,26,3,5,28,24,11,26,3,5,28,24,11,26,3,5,28,24,11,26,3,5,28,24,11,26,3,5,28,24,11,26,3,5,28,24,11,26,3,5,28,24,11,26,3,5,1,24,3,26,3,5,1,24,3,20,3,5,1,24,3
human1_lib1.final_cell_0256,18,33,15,28,23,17,18,33,15,28,23,17,18,33,15,28,23,17,18,33,15,28,23,17,18,33,15,28,23,17,18,33,15,28,23,17,18,33,15,28,23,17,18,33,15,28,23,17,18,33,15,28,23,17,18,33,15,28,23,17,18,33,15,28,23,17,18,33,15,28,23,17,18,33,15,28,23,17,18,33,15,28,23,17,18,33,15,28,23,17,18,33,15,28,23,17,18,33,15,28,23,17,18,33,15,28,23,17,18,33,15,1,23,17,18,33,15,1,23,3,18,33,15,1,1,3
human1_lib1.final_cell_0257,6,17,16,24,17,13,6,17,16,24,17,13,6,17,16,24,17,13,6,17,16,24,17,13,6,17,16,24,17,13,6,17,16,24,17,13,6,17,16,24,17,13,6,17,16,24,17,13,6,17,16,24,17,13,6,17,16,24,17,13,6,17,16,24,17,13,6,17,16,24,17,13,6,17,16,24,17,13,6,17,16,24,17,13,4,17,16,24,17,13,4,17,1,24,17,13,4,17,1,24,17,13,4,17,1,24,17,13,4,17,1,24,17,13,4,17,1,24,17,13,3,17,1,1,17,13
human1_lib1.final_cell_0258,7,4,3,13,20,7,7,4,3,13,20,7,7,4,3,13,20,7,7,4,3,13,20,7,7,4,3,13,20,7,7,4,3,13,20,7,7,4,3,13,20,7,7,4,3,13,20,7,7,4,3,13,20,7,7,4,3,13,20,7,7,4,3,13,20,7,7,4,3,13,20,7,7,4,3,13,20,7,7,4,3,13,20,7,7,2,3,13,20,7,7,2,3,13,20,7,7,2,3,13,20,7,7,2,3,13,20,7,7,2,3,13,20,3,7,2,3,13,1,3,7,2,3,13,1,3
human1_lib1.final_cell_0259,7,5,3,28,10,27,7,5,3,28,10,27,7,5,3,28,10,27,7,5,3,28,10,27,7,5,3,28,10,27,7,5,3,28,10,27,7,5,3,28,10,27,7,5,3,28,10,27,7,5,3,28,10,27,7,5,3,28,10,27,7,5,3,28,10,27,7,5,3,28,10,27,7,5,3,28,10,27,7,5,3,28,10,27,7,5,3,28,10,27,7,5,3,28,10,27,7,5,3,28,10,27,7,5,3,28,10,27,7,5,3,1,10,27,7,5,3,1,1,27,7,5,3,1,1,3
human1_lib1.final_cell_0260,7,13,3,9,28,13,7,13,3,9,28,13,7,13,3,9,28,13,7,13,3,9,28,13,7,13,3,9,28,13,7,13,3,9,28,13,7,13,3,9,28,13,7,13,3,9,28,13,7,13,3,9,28,13,7,13,3,9,28,13,7,13,3,9,28,13,7,13,3,9,28,13,7,13,3,9,28,13,7,13,3,9,28,13,7,13,3,9,28,13,7,13,3,9,28,13,7,13,3,9,28,13,7,13,3,9,28,13,7,13,3,9,28,13,7,13,3,1,1,13,7,13,3,1,1,13
human1_lib1.final_cell_0261,16,23,10,24,14,9,16,23,10,24,14,9,16,23,10,24,14,9,16,23,10,24,14,9,16,23,10,24,14,9,16,23,10,24,14,9,16,23,10,24,14,9,16,23,10,24,14,9,16,23,10,24,14,9,16,23,10,24,14,9,16,23,10,24,14,9,16,23,10,24,14,9,16,23,10,24,14,9,16,23,10,24,14,9,16,23,10,24,14,9,16,23,10,24,14,9,16,23,10,24,14,9,16,23,10,24,14,9,16,23,10,24,14,3,16,23,10,24,14,3,16,23,10,1,14,3
