cells,sc3-00,Monocle-00,Seurat-00,Garbage1-00,sc3-05,Monocle-05,Seurat-05,Garbage1-05,sc3-10,Monocle-10,Seurat-10,Garbage1-10,sc3-15,Monocle-15,Seurat-15,Garbage1-15,sc3-20,Monocle-20,Seurat-20,Garbage1-20,sc3-25,Monocle-25,Seurat-25,Garbage1-25,sc3-30,Monocle-30,Seurat-30,Garbage1-30,sc3-35,Monocle-35,Seurat-35,Garbage1-35,sc3-40,Monocle-40,Seurat-40,Garbage1-40,sc3-45,Monocle-45,Seurat-45,Garbage1-45,sc3-50,Monocle-50,Seurat-50,Garbage1-50,sc3-55,Monocle-55,Seurat-55,Garbage1-55,sc3-60,Monocle-60,Seurat-60,Garbage1-60,sc3-65,Monocle-65,Seurat-65,Garbage1-65,sc3-70,Monocle-70,Seurat-70,Garbage1-70,sc3-75,Monocle-75,Seurat-75,Garbage1-75,sc3-80,Monocle-80,Seurat-80,Garbage1-80,sc3-85,Monocle-85,Seurat-85,Garbage1-85,sc3-90,Monocle-90,Seurat-90,Garbage1-90,sc3-95,Monocle-95,Seurat-95,Garbage1-95,sc3-100,Monocle-100,Seurat-100,Garbage1-100
human2_lib2.final_cell_0021,24,5,23,31,24,5,23,31,24,5,23,31,24,5,23,31,24,5,23,31,24,5,23,31,24,5,23,31,24,5,23,31,24,5,23,31,24,5,23,31,24,5,23,31,24,5,23,31,24,5,23,31,24,5,23,31,24,5,23,31,24,5,23,31,24,5,23,31,24,5,23,31,24,5,23,31,24,5,23,31,24,4,23,4
human2_lib2.final_cell_0022,30,6,11,23,30,6,11,23,30,6,11,23,30,6,11,23,30,6,11,23,30,6,11,23,30,6,11,23,30,6,11,23,30,6,11,23,30,6,11,23,30,6,11,23,30,6,11,23,30,6,11,23,30,6,11,23,30,6,11,23,30,6,11,23,30,6,11,23,30,6,11,23,30,6,11,23,30,6,11,23,30,6,11,23
human2_lib2.final_cell_0023,5,3,6,32,5,3,6,32,5,3,6,32,5,3,6,32,5,3,6,32,5,3,6,32,5,3,6,32,5,3,6,32,5,3,6,32,5,3,6,32,5,3,6,32,5,3,6,32,5,3,6,32,5,3,6,32,5,3,6,32,5,3,6,32,5,3,6,32,5,3,6,32,5,3,6,32,5,3,6,32,5,3,6,4
human2_lib2.final_cell_0024,21,22,16,26,21,22,16,26,21,22,16,26,21,22,16,26,21,22,16,26,21,22,16,26,21,22,16,26,21,22,16,26,21,22,16,26,21,22,16,26,21,22,16,26,21,22,16,26,21,22,16,26,21,22,16,26,21,22,16,26,21,22,16,26,21,22,16,26,21,22,16,26,21,22,16,26,21,22,16,26,21,22,16,4
human2_lib2.final_cell_0025,30,6,11,13,30,6,11,13,30,6,11,13,30,6,11,13,30,6,11,13,30,6,11,13,30,6,11,13,30,6,11,13,30,6,11,13,30,6,11,13,30,6,11,13,30,6,11,13,30,6,11,13,30,6,11,13,30,6,11,13,30,6,11,13,30,6,11,13,30,6,11,13,30,6,11,13,30,6,11,13,30,6,11,13
human2_lib2.final_cell_0026,5,7,6,5,5,7,6,5,5,7,6,5,5,7,6,5,5,7,6,5,5,7,6,5,5,7,6,5,5,7,6,5,5,7,6,5,5,7,6,5,5,7,6,5,5,7,6,5,5,3,6,5,5,3,6,5,5,3,6,5,5,3,6,5,5,3,6,5,5,3,6,5,5,3,6,5,5,3,6,5,5,3,6,5
human2_lib2.final_cell_0027,1,17,4,12,1,17,4,12,1,17,4,12,1,17,4,12,1,17,4,12,1,17,4,12,1,17,4,12,1,17,4,12,1,17,4,12,1,17,4,12,1,17,4,12,1,17,4,12,1,17,4,12,1,17,4,12,1,17,4,12,1,17,4,12,1,17,4,12,1,17,4,12,1,17,4,12,1,17,4,12,1,17,4,12
human2_lib2.final_cell_0028,1,29,4,14,1,29,4,14,1,29,4,14,1,29,4,14,1,29,4,14,1,29,4,14,1,29,4,14,1,29,4,14,1,29,4,14,1,29,4,14,1,29,4,14,1,29,4,14,1,29,4,14,1,20,4,14,1,20,4,14,1,20,4,14,1,20,4,14,1,20,4,14,1,20,4,14,1,20,4,14,1,20,4,4
human2_lib2.final_cell_0029,19,12,13,30,19,12,13,30,19,12,13,30,19,12,13,30,19,12,13,30,19,12,13,30,19,12,13,30,19,12,13,30,19,12,13,30,19,12,13,30,19,12,13,30,19,12,13,30,19,12,13,30,19,12,13,30,19,12,13,30,19,12,13,30,19,12,13,30,19,12,13,30,19,12,13,30,19,12,13,30,19,12,13,4
human2_lib2.final_cell_0030,24,24,16,7,24,24,16,7,24,24,16,7,24,24,16,7,24,24,16,7,24,24,16,7,24,24,16,7,24,24,16,7,24,24,16,7,24,24,16,7,24,24,16,7,24,24,16,7,24,24,16,7,24,24,16,7,24,24,16,7,24,8,16,7,24,8,16,7,24,8,16,7,24,8,16,7,24,8,16,7,24,8,16,4
human2_lib2.final_cell_0031,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20
human2_lib2.final_cell_0032,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35
human2_lib2.final_cell_0033,1,20,4,20,1,20,4,20,1,20,4,20,1,20,4,20,1,20,4,20,1,20,4,20,1,20,4,20,1,20,4,20,1,20,4,20,1,20,4,20,1,20,4,20,1,20,4,20,1,20,4,20,1,20,4,20,1,20,4,20,1,20,4,20,1,20,4,20,1,20,4,20,1,20,4,20,1,20,4,20,1,20,4,20
human2_lib2.final_cell_0034,5,7,6,33,5,7,6,33,5,7,6,33,5,7,6,33,5,7,6,33,5,7,6,33,5,7,6,33,5,7,6,33,5,7,6,33,5,7,6,33,5,7,6,33,5,7,6,33,5,3,6,33,5,3,6,33,5,3,6,33,5,3,6,33,5,3,6,33,5,3,6,33,5,3,6,33,5,3,6,33,5,3,6,4
human2_lib2.final_cell_0035,25,26,7,17,25,26,7,17,25,26,7,17,25,26,7,17,25,26,7,17,25,26,7,17,25,26,7,17,25,26,7,17,25,26,7,17,25,26,7,17,25,26,7,17,25,26,7,17,25,26,7,17,25,26,7,17,25,26,7,17,25,26,7,17,25,26,7,17,25,26,7,17,17,8,7,17,17,8,7,17,17,8,7,17
human2_lib2.final_cell_0036,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35
human2_lib2.final_cell_0037,30,6,11,6,30,6,11,6,30,6,11,6,30,6,11,6,30,6,11,6,30,6,11,6,30,6,11,6,30,6,11,6,30,6,11,6,30,6,11,6,30,6,11,6,30,6,11,6,30,6,11,6,30,6,11,6,30,6,11,6,30,6,11,6,30,6,11,6,30,6,11,6,30,6,11,6,30,6,11,6,30,6,11,4
human2_lib2.final_cell_0038,1,29,4,10,1,29,4,10,1,29,4,10,1,29,4,10,1,29,4,10,1,29,4,10,1,29,4,10,1,29,4,10,1,29,4,10,1,29,4,10,1,29,4,10,1,29,4,10,1,29,4,10,1,20,4,10,1,20,4,10,1,20,4,10,1,20,4,10,1,20,4,10,1,20,4,10,1,20,4,10,1,20,4,4
human2_lib2.final_cell_0039,16,13,15,36,16,13,15,36,16,13,15,36,16,13,15,36,16,13,15,36,16,13,15,36,16,13,15,36,16,13,15,36,16,13,15,36,16,13,15,36,16,13,15,36,16,13,15,36,16,13,15,36,16,13,15,36,16,13,15,36,16,13,15,36,16,13,15,36,16,13,15,36,16,13,15,36,16,13,15,36,16,13,15,36
human2_lib2.final_cell_0040,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,4
human2_lib2.final_cell_0041,1,20,4,23,1,20,4,23,1,20,4,23,1,20,4,23,1,20,4,23,1,20,4,23,1,20,4,23,1,20,4,23,1,20,4,23,1,20,4,23,1,20,4,23,1,20,4,23,1,20,4,23,1,20,4,23,1,20,4,23,1,20,4,23,1,20,4,23,1,20,4,23,1,20,4,23,1,20,4,23,1,20,4,23
human2_lib2.final_cell_0042,30,6,11,38,30,6,11,38,30,6,11,38,30,6,11,38,30,6,11,38,30,6,11,38,30,6,11,38,30,6,11,38,30,6,11,38,30,6,11,38,30,6,11,38,30,6,11,38,30,6,11,38,30,6,11,38,30,6,11,38,30,6,11,38,30,6,11,38,30,6,11,38,30,6,11,38,30,6,11,38,30,6,11,38
human2_lib2.final_cell_0043,21,22,16,20,21,22,16,20,21,22,16,20,21,22,16,20,21,22,16,20,21,22,16,20,21,22,16,20,21,22,16,20,21,22,16,20,21,22,16,20,21,22,16,20,21,22,16,20,21,22,16,20,21,22,16,20,21,22,16,20,21,22,16,20,21,22,16,20,21,22,16,20,21,22,16,20,21,22,16,20,21,22,16,20
human2_lib2.final_cell_0044,21,22,16,37,21,22,16,37,21,22,16,37,21,22,16,37,21,22,16,37,21,22,16,37,21,22,16,37,21,22,16,37,21,22,16,37,21,22,16,37,21,22,16,37,21,22,16,37,21,22,16,37,21,22,16,37,21,22,16,37,21,22,16,37,21,22,16,37,21,22,16,37,21,22,16,37,21,22,16,37,21,22,16,4
human2_lib2.final_cell_0045,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4
human2_lib2.final_cell_0046,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,4
human2_lib2.final_cell_0047,5,7,6,15,5,7,6,15,5,7,6,15,5,7,6,15,5,7,6,15,5,7,6,15,5,7,6,15,5,7,6,15,5,7,6,15,5,7,6,15,5,7,6,15,5,7,6,15,5,3,6,15,5,3,6,15,5,3,6,15,5,3,6,15,5,3,6,15,5,3,6,15,5,3,6,15,5,3,6,15,5,3,6,15
human2_lib2.final_cell_0048,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2
human2_lib2.final_cell_0049,24,17,22,33,24,17,22,33,24,17,22,33,24,17,22,33,24,17,22,33,24,17,22,33,24,17,22,33,24,17,22,33,24,17,22,33,24,17,22,33,24,17,22,33,24,17,22,33,24,17,22,33,24,17,22,33,24,17,22,33,24,17,22,33,24,17,22,33,24,17,22,33,24,17,22,33,24,17,22,33,24,17,21,4
human2_lib2.final_cell_0050,17,24,7,33,17,24,7,33,17,24,7,33,17,24,7,33,17,24,7,33,17,24,7,33,17,24,7,33,17,24,7,33,17,24,7,33,17,24,7,33,17,24,7,33,17,24,7,33,17,24,7,33,17,24,7,33,17,24,7,33,17,8,7,33,17,8,7,33,17,8,7,33,17,8,7,33,17,8,7,33,17,8,7,4
human2_lib2.final_cell_0051,1,20,4,8,1,20,4,8,1,20,4,8,1,20,4,8,1,20,4,8,1,20,4,8,1,20,4,8,1,20,4,8,1,20,4,8,1,20,4,8,1,20,4,8,1,20,4,8,1,20,4,8,1,20,4,8,1,20,4,8,1,20,4,8,1,20,4,8,1,20,4,8,1,20,4,8,1,20,4,8,1,20,4,8
human2_lib2.final_cell_0052,21,22,16,1,21,22,16,1,21,22,16,1,21,22,16,1,21,22,16,1,21,22,16,1,21,22,16,1,21,22,16,1,21,22,16,1,21,22,16,1,21,22,16,1,21,22,16,1,21,22,16,1,21,22,16,1,21,22,16,1,21,22,16,1,21,22,16,1,21,22,16,1,21,22,16,1,21,22,16,1,21,22,16,1
human2_lib2.final_cell_0053,25,8,7,1,25,8,7,1,25,8,7,1,25,8,7,1,25,8,7,1,25,8,7,1,25,8,7,1,25,8,7,1,25,8,7,1,25,8,7,1,25,8,7,1,25,8,7,1,25,8,7,1,25,8,7,1,25,8,7,1,25,8,7,1,25,8,7,1,25,8,7,1,17,8,7,1,17,8,7,1,17,8,7,1
human2_lib2.final_cell_0054,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,27,30,6,11,4
human2_lib2.final_cell_0055,1,25,17,8,1,25,17,8,1,25,17,8,1,25,17,8,1,25,17,8,1,25,17,8,1,25,17,8,1,25,17,8,1,25,17,8,1,25,17,8,1,25,17,8,1,25,17,8,1,25,17,8,1,25,17,8,1,25,17,8,1,25,17,8,1,25,1,8,1,25,1,8,1,25,1,8,1,25,1,8,1,25,1,8
human2_lib2.final_cell_0056,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24
human2_lib2.final_cell_0057,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2,30,6,11,2
human2_lib2.final_cell_0058,30,6,11,10,30,6,11,10,30,6,11,10,30,6,11,10,30,6,11,10,30,6,11,10,30,6,11,10,30,6,11,10,30,6,11,10,30,6,11,10,30,6,11,10,30,6,11,10,30,6,11,10,30,6,11,10,30,6,11,10,30,6,11,10,30,6,11,10,30,6,11,10,30,6,11,10,30,6,11,10,30,6,11,4
human2_lib2.final_cell_0059,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16
human2_lib2.final_cell_0060,1,29,4,23,1,29,4,23,1,29,4,23,1,29,4,23,1,29,4,23,1,29,4,23,1,29,4,23,1,29,4,23,1,29,4,23,1,29,4,23,1,29,4,23,1,29,4,23,1,29,4,23,1,20,4,23,1,20,4,23,1,20,4,23,1,20,4,23,1,20,4,23,1,20,4,23,1,20,4,23,1,20,4,23
human2_lib2.final_cell_0061,24,17,19,20,24,17,19,20,24,17,19,20,24,17,19,20,24,17,19,20,24,17,19,20,24,17,19,20,24,17,19,20,24,17,19,20,24,17,19,20,24,17,19,20,24,17,19,20,24,17,19,20,24,17,19,20,24,17,19,20,24,17,19,20,24,17,19,20,24,17,19,20,24,17,19,20,24,17,19,20,24,17,19,20
human2_lib2.final_cell_0062,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,4
human2_lib2.final_cell_0063,1,21,4,26,1,21,4,26,1,21,4,26,1,21,4,26,1,21,4,26,1,21,4,26,1,13,4,26,1,13,4,26,1,13,4,26,1,13,4,26,1,13,4,26,1,13,4,26,1,13,4,26,1,13,4,26,1,13,4,26,1,13,4,26,1,13,4,26,1,13,4,26,1,13,4,26,1,13,4,26,1,13,4,4
human2_lib2.final_cell_0064,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,7,30,6,11,4
human2_lib2.final_cell_0065,30,2,11,3,30,2,11,3,30,2,11,3,30,2,11,3,30,2,11,3,30,2,11,3,30,2,11,3,30,2,11,3,30,2,11,3,30,2,11,3,30,2,11,3,30,2,11,3,30,2,11,3,30,2,11,3,30,2,11,3,30,2,11,3,30,2,11,3,30,2,11,3,30,2,11,3,30,2,11,3,30,2,11,3
human2_lib2.final_cell_0066,30,6,11,32,30,6,11,32,30,6,11,32,30,6,11,32,30,6,11,32,30,6,11,32,30,6,11,32,30,6,11,32,30,6,11,32,30,6,11,32,30,6,11,32,30,6,11,32,30,6,11,32,30,6,11,32,30,6,11,32,30,6,11,32,30,6,11,32,30,6,11,32,30,6,11,32,30,6,11,32,30,6,11,4
human2_lib2.final_cell_0067,21,22,16,27,21,22,16,27,21,22,16,27,21,22,16,27,21,22,16,27,21,22,16,27,21,22,16,27,21,22,16,27,21,22,16,27,21,22,16,27,21,22,16,27,21,22,16,27,21,22,16,27,21,22,16,27,21,22,16,27,21,22,16,27,21,22,16,27,21,22,16,27,21,22,16,27,21,22,16,27,21,22,16,4
human2_lib2.final_cell_0068,30,6,11,4,30,6,11,4,30,6,11,4,30,6,11,4,30,6,11,4,30,6,11,4,30,6,11,4,30,6,11,4,30,6,11,4,30,6,11,4,30,6,11,4,30,6,11,4,30,6,11,4,30,6,11,4,30,6,11,4,30,6,11,4,30,6,11,4,30,6,11,4,30,6,11,4,30,6,11,4,30,6,11,4
human2_lib2.final_cell_0069,19,12,13,25,19,12,13,25,19,12,13,25,19,12,13,25,19,12,13,25,19,12,13,25,19,12,13,25,19,12,13,25,19,12,13,25,19,12,13,25,19,12,13,25,19,12,13,25,19,12,13,25,19,12,13,25,19,12,13,25,19,12,13,25,19,12,13,25,19,12,13,25,19,12,13,25,19,12,13,25,19,12,13,25
human2_lib2.final_cell_0070,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24,30,6,11,24
human2_lib2.final_cell_0071,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35
human2_lib2.final_cell_0072,30,6,11,18,30,6,11,18,30,6,11,18,30,6,11,18,30,6,11,18,30,6,11,18,30,6,11,18,30,6,11,18,30,6,11,18,30,6,11,18,30,6,11,18,30,6,11,18,30,6,11,18,30,6,11,18,30,6,11,18,30,6,11,18,30,6,11,18,30,6,11,18,30,6,11,18,30,6,11,18,30,6,11,4
human2_lib2.final_cell_0073,30,6,11,22,30,6,11,22,30,6,11,22,30,6,11,22,30,6,11,22,30,6,11,22,30,6,11,22,30,6,11,22,30,6,11,22,30,6,11,22,30,6,11,22,30,6,11,22,30,6,11,22,30,6,11,22,30,6,11,22,30,6,11,22,30,6,11,22,30,6,11,22,30,6,11,22,30,6,11,22,30,6,11,22
human2_lib2.final_cell_0074,1,25,4,3,1,25,4,3,1,25,4,3,1,25,4,3,1,25,4,3,1,25,4,3,1,25,4,3,1,25,4,3,1,25,4,3,1,25,4,3,1,25,4,3,1,25,4,3,1,25,4,3,1,25,4,3,1,25,4,3,1,25,4,3,1,25,4,3,1,25,4,3,1,25,4,3,1,25,4,3,1,25,4,3
human2_lib2.final_cell_0075,17,8,7,11,17,8,7,11,17,8,7,11,17,8,7,11,17,8,7,11,17,8,7,11,17,8,7,11,17,8,7,11,17,8,7,11,17,8,7,11,17,8,7,11,17,8,7,11,17,8,7,11,17,8,7,11,17,8,7,11,17,8,7,11,17,8,7,11,17,8,7,11,17,8,7,11,17,8,7,11,17,8,7,11
human2_lib2.final_cell_0076,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38
human2_lib2.final_cell_0077,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20
human2_lib2.final_cell_0078,21,24,16,19,21,24,16,19,21,24,16,19,21,24,16,19,21,24,16,19,21,24,16,19,21,24,16,19,21,24,16,19,21,24,16,19,21,24,16,19,21,24,16,19,21,24,16,19,21,24,16,19,21,24,16,19,21,24,16,19,21,8,16,19,21,8,16,19,21,8,16,19,21,8,16,19,21,8,16,19,21,8,16,19
human2_lib2.final_cell_0079,1,20,4,6,1,20,4,6,1,20,4,6,1,20,4,6,1,20,4,6,1,20,4,6,1,20,4,6,1,20,4,6,1,20,4,6,1,20,4,6,1,20,4,6,1,20,4,6,1,20,4,6,1,20,4,6,1,20,4,6,1,20,4,6,1,20,4,6,1,20,4,6,1,20,4,6,1,20,4,6,1,20,4,4
human2_lib2.final_cell_0080,17,24,7,26,17,24,7,26,17,24,7,26,17,24,7,26,17,24,7,26,17,24,7,26,17,24,7,26,17,24,7,26,17,24,7,26,17,24,7,26,17,24,7,26,17,24,7,26,17,24,7,26,17,24,7,26,17,24,7,26,17,8,7,26,17,8,7,26,17,8,7,26,17,8,7,26,17,8,7,26,17,8,7,4
human2_lib2.final_cell_0081,16,28,15,25,16,28,15,25,16,28,15,25,16,28,15,25,16,28,15,25,16,28,15,25,16,28,15,25,16,28,15,25,16,28,15,25,16,28,15,25,16,28,15,25,16,28,15,25,16,28,15,25,16,28,15,25,16,28,15,25,16,28,15,25,16,28,15,25,16,28,15,25,16,28,15,25,16,28,15,25,16,28,15,25
human2_lib2.final_cell_0082,1,29,4,36,1,29,4,36,1,29,4,36,1,29,4,36,1,29,4,36,1,29,4,36,1,29,4,36,1,29,4,36,1,29,4,36,1,29,4,36,1,29,4,36,1,29,4,36,1,29,4,36,1,20,4,36,1,20,4,36,1,20,4,36,1,20,4,36,1,20,4,36,1,20,4,36,1,20,4,36,1,20,4,36
human2_lib2.final_cell_0083,30,27,11,35,30,27,11,35,30,27,11,35,30,27,11,35,30,27,11,35,30,27,11,35,30,27,11,35,30,27,11,35,30,27,11,35,30,27,11,35,30,27,11,35,30,27,11,35,30,27,11,35,30,27,11,35,30,27,11,35,30,27,11,35,30,27,11,35,30,27,11,35,30,27,11,35,30,27,11,35,30,27,11,35
human2_lib2.final_cell_0084,30,6,11,17,30,6,11,17,30,6,11,17,30,6,11,17,30,6,11,17,30,6,11,17,30,6,11,17,30,6,11,17,30,6,11,17,30,6,11,17,30,6,11,17,30,6,11,17,30,6,11,17,30,6,11,17,30,6,11,17,30,6,11,17,30,6,11,17,30,6,11,17,30,6,11,17,30,6,11,17,30,6,11,17
human2_lib2.final_cell_0085,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29
human2_lib2.final_cell_0086,30,6,11,15,30,6,11,15,30,6,11,15,30,6,11,15,30,6,11,15,30,6,11,15,30,6,11,15,30,6,11,15,30,6,11,15,30,6,11,15,30,6,11,15,30,6,11,15,30,6,11,15,30,6,11,15,30,6,11,15,30,6,11,15,30,6,11,15,30,6,11,15,30,6,11,15,30,6,11,15,30,6,11,15
human2_lib2.final_cell_0087,30,6,11,3,30,6,11,3,30,6,11,3,30,6,11,3,30,6,11,3,30,6,11,3,30,6,11,3,30,6,11,3,30,6,11,3,30,6,11,3,30,6,11,3,30,6,11,3,30,6,11,3,30,6,11,3,30,6,11,3,30,6,11,3,30,6,11,3,30,6,11,3,30,6,11,3,30,6,11,3,30,6,11,3
human2_lib2.final_cell_0088,1,20,4,11,1,20,4,11,1,20,4,11,1,20,4,11,1,20,4,11,1,20,4,11,1,20,4,11,1,20,4,11,1,20,4,11,1,20,4,11,1,20,4,11,1,20,4,11,1,20,4,11,1,20,4,11,1,20,4,11,1,20,4,11,1,20,4,11,1,20,4,11,1,20,4,11,1,20,4,11,1,20,4,11
human2_lib2.final_cell_0089,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20,30,6,11,20
human2_lib2.final_cell_0090,16,28,15,2,16,28,15,2,16,28,15,2,16,28,15,2,16,28,15,2,16,28,15,2,16,28,15,2,16,28,15,2,16,28,15,2,16,28,15,2,16,28,15,2,16,28,15,2,16,28,15,2,16,28,15,2,16,28,15,2,16,28,15,2,16,28,15,2,16,28,15,2,16,28,15,2,16,28,15,2,16,28,15,2
human2_lib2.final_cell_0091,24,17,22,35,24,17,22,35,24,17,22,35,24,17,22,35,24,17,22,35,24,17,22,35,24,17,22,35,24,17,22,35,24,17,22,35,24,17,22,35,24,17,22,35,24,17,22,35,24,17,22,35,24,17,22,35,24,17,22,35,24,17,22,35,24,17,22,35,24,17,22,35,24,17,22,35,24,17,22,35,24,17,21,35
human2_lib2.final_cell_0092,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16,1,20,4,16
human2_lib2.final_cell_0093,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38
