cells,sc3-00,Monocle-00,Seurat-00,Garbage1-00,sc3-05,Monocle-05,Seurat-05,Garbage1-05,sc3-10,Monocle-10,Seurat-10,Garbage1-10,sc3-15,Monocle-15,Seurat-15,Garbage1-15,sc3-20,Monocle-20,Seurat-20,Garbage1-20,sc3-25,Monocle-25,Seurat-25,Garbage1-25,sc3-30,Monocle-30,Seurat-30,Garbage1-30,sc3-35,Monocle-35,Seurat-35,Garbage1-35,sc3-40,Monocle-40,Seurat-40,Garbage1-40,sc3-45,Monocle-45,Seurat-45,Garbage1-45,sc3-50,Monocle-50,Seurat-50,Garbage1-50,sc3-55,Monocle-55,Seurat-55,Garbage1-55,sc3-60,Monocle-60,Seurat-60,Garbage1-60,sc3-65,Monocle-65,Seurat-65,Garbage1-65,sc3-70,Monocle-70,Seurat-70,Garbage1-70,sc3-75,Monocle-75,Seurat-75,Garbage1-75,sc3-80,Monocle-80,Seurat-80,Garbage1-80,sc3-85,Monocle-85,Seurat-85,Garbage1-85,sc3-90,Monocle-90,Seurat-90,Garbage1-90,sc3-95,Monocle-95,Seurat-95,Garbage1-95,sc3-100,Monocle-100,Seurat-100,Garbage1-100
HP1504101T2D_E8,13,3,6,28,13,2,6,28,13,2,6,28,13,2,6,28,13,2,6,28,13,2,6,28,13,2,6,28,13,2,6,28,13,2,6,28,13,2,6,28,13,2,6,28,13,2,6,28,13,2,6,28,13,2,6,28,13,2,6,28,13,2,6,28,13,2,6,28,12,2,6,28,12,2,6,28,12,2,6,28,12,2,6,28
HP1504101T2D_E9,13,2,6,1,13,2,6,1,13,2,6,1,13,2,6,1,13,2,6,1,13,2,6,1,13,2,6,1,13,2,6,1,13,2,6,1,13,2,6,1,13,2,6,1,13,2,6,1,13,2,6,1,13,2,6,1,13,2,6,1,13,2,6,1,13,2,6,1,12,2,6,1,12,2,6,1,12,2,6,1,12,2,6,1
HP1504101T2D_F1,19,8,14,24,19,8,14,24,19,8,14,24,19,8,14,24,19,8,14,24,19,8,14,24,19,8,14,24,19,8,14,24,19,8,14,24,19,8,14,24,19,8,14,24,19,8,14,24,19,8,14,24,19,8,14,24,19,8,14,24,19,8,8,24,19,8,8,24,19,8,8,24,19,8,8,24,19,8,8,24,19,8,8,24
HP1504101T2D_F10,10,5,1,13,10,5,1,13,10,5,1,13,10,5,1,13,10,5,1,13,10,5,1,13,10,5,1,13,10,5,1,13,10,5,1,13,10,5,1,13,10,5,1,13,10,5,1,13,10,5,1,13,10,5,1,13,10,5,1,13,10,5,1,13,10,5,1,13,10,5,1,13,10,5,1,2,10,4,1,2,10,4,1,2
HP1504101T2D_F11,13,3,6,18,13,2,6,18,13,2,6,18,13,2,6,18,13,2,6,18,13,2,6,18,13,2,6,18,13,2,6,18,13,2,6,18,13,2,6,18,13,2,6,18,13,2,6,18,13,2,6,18,13,2,6,18,13,2,6,18,13,2,6,18,13,2,6,18,12,2,6,18,12,2,6,18,12,2,6,18,12,2,6,18
HP1504101T2D_F12,10,11,1,35,10,11,1,35,10,11,1,35,10,11,1,35,10,11,1,35,10,11,1,35,10,11,1,35,10,11,1,35,10,11,1,35,10,11,1,35,10,11,1,35,10,11,1,35,10,11,1,35,10,11,1,35,10,11,1,35,10,11,1,35,10,11,1,35,10,11,1,35,10,11,1,35,10,11,1,35,10,11,1,35
HP1504101T2D_F13,13,3,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,12,2,6,24,12,2,6,24,12,2,6,24,12,2,6,24
HP1504101T2D_F14,13,3,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,12,2,6,14,12,2,6,14,12,2,6,14,12,2,6,14
HP1504101T2D_F15,10,4,1,32,10,4,1,32,10,4,1,32,10,4,1,32,10,4,1,32,10,4,1,32,10,4,1,32,10,4,1,32,10,4,1,32,10,4,1,32,10,4,1,32,10,4,1,32,10,4,1,32,10,4,1,32,10,4,1,32,10,4,1,32,10,4,1,32,10,4,1,2,10,4,1,2,10,4,1,2,10,4,1,2
HP1504101T2D_F16,13,3,6,2,13,2,6,2,13,2,6,2,13,2,6,2,13,2,6,2,13,2,6,2,13,2,6,2,13,2,6,2,13,2,6,2,13,2,6,2,13,2,6,2,13,2,6,2,13,2,6,2,13,2,6,2,13,2,6,2,13,2,6,2,13,2,6,2,12,2,6,2,12,2,6,2,12,2,6,2,12,2,6,2
HP1504101T2D_F17,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4
HP1504101T2D_F18,30,14,15,33,30,14,15,33,30,14,15,33,30,14,15,33,30,14,15,33,30,14,15,33,30,14,15,33,30,14,15,33,30,14,15,33,30,14,15,33,30,14,15,33,30,14,15,33,30,14,15,33,30,14,15,33,30,14,15,33,30,14,15,33,30,14,15,33,30,14,15,2,30,14,15,2,30,14,15,2,30,14,15,2
HP1504101T2D_F19,10,5,1,11,10,5,1,11,10,5,1,11,10,5,1,11,10,5,1,11,10,5,1,11,10,5,1,11,10,5,1,11,10,5,1,11,10,5,1,11,10,5,1,11,10,5,1,11,10,5,1,11,10,5,1,11,10,5,1,11,10,5,1,11,10,5,1,11,10,5,1,11,10,5,1,11,10,4,1,11,10,4,1,11
HP1504101T2D_F2,13,2,6,16,13,2,6,16,13,2,6,16,13,2,6,16,13,2,6,16,13,2,6,16,13,2,6,16,13,2,6,16,13,2,6,16,13,2,6,16,13,2,6,16,13,2,6,16,13,2,6,16,13,2,6,16,13,2,6,16,13,2,6,16,13,2,6,16,12,2,6,16,12,2,6,16,12,2,6,16,12,2,6,16
HP1504101T2D_F20,13,3,6,17,13,2,6,17,13,2,6,17,13,2,6,17,13,2,6,17,13,2,6,17,13,2,6,17,13,2,6,17,13,2,6,17,13,2,6,17,13,2,6,17,13,2,6,17,13,2,6,17,13,2,6,17,13,2,6,17,13,2,6,17,13,2,6,17,12,2,6,17,12,2,6,17,12,2,6,17,12,2,6,17
HP1504101T2D_F22,10,5,1,17,10,5,1,17,10,5,1,17,10,5,1,17,10,5,1,17,10,5,1,17,10,5,1,17,10,5,1,17,10,5,1,17,10,5,1,17,10,5,1,17,10,5,1,17,10,5,1,17,10,5,1,17,10,5,1,17,10,5,1,17,10,5,1,17,10,5,1,17,10,5,1,17,10,4,1,17,10,4,1,17
HP1504101T2D_F3,10,15,1,33,10,15,1,33,10,15,1,33,10,15,1,33,10,15,1,33,10,15,1,33,10,15,1,33,10,15,1,33,10,15,1,33,10,15,1,33,10,15,1,33,10,15,1,33,10,15,1,33,10,15,1,33,10,15,1,33,10,15,1,33,10,15,1,33,10,15,1,2,10,15,1,2,10,15,1,2,10,15,1,2
HP1504101T2D_F7,10,10,4,35,10,10,4,35,10,10,4,35,10,10,4,35,10,10,4,35,10,10,4,35,10,10,4,35,10,10,4,35,10,10,4,35,10,10,4,35,10,10,4,35,10,10,4,35,10,10,4,35,10,10,4,35,10,10,4,35,10,10,4,35,10,10,4,35,10,10,4,35,10,10,4,35,10,10,4,35,10,10,4,35
HP1504101T2D_G1,10,10,1,25,10,10,1,25,10,10,1,25,10,10,1,25,10,10,1,25,10,10,1,25,10,10,1,25,10,10,1,25,10,10,1,25,10,10,1,25,10,10,1,25,10,10,1,25,10,10,1,25,10,10,1,25,10,10,1,25,10,10,1,25,10,10,1,25,10,10,1,25,10,10,1,25,10,10,1,25,10,10,1,25
HP1504101T2D_G10,10,15,1,20,10,15,1,20,10,15,1,20,10,15,1,20,10,15,1,20,10,15,1,20,10,15,1,20,10,15,1,20,10,15,1,20,10,15,1,20,10,15,1,20,10,15,1,20,10,15,1,20,10,15,1,20,10,15,1,20,10,15,1,20,10,15,1,20,10,15,1,20,10,15,1,20,10,15,1,20,10,15,1,20
HP1504101T2D_G12,10,15,1,34,10,15,1,34,10,15,1,34,10,15,1,34,10,15,1,34,10,15,1,34,10,15,1,34,10,15,1,34,10,15,1,34,10,15,1,34,10,15,1,34,10,15,1,34,10,15,1,34,10,15,1,34,10,15,1,34,10,15,1,34,10,15,1,34,10,15,1,34,10,15,1,2,10,15,1,2,10,15,1,2
HP1504101T2D_G14,10,10,1,24,10,10,1,24,10,10,1,24,10,10,1,24,10,10,1,24,10,10,1,24,10,10,1,24,10,10,1,24,10,10,1,24,10,10,1,24,10,10,1,24,10,10,1,24,10,10,1,24,10,10,1,24,10,10,1,24,10,10,1,24,10,10,1,24,10,10,1,24,10,10,1,24,10,10,1,24,10,10,1,24
HP1504101T2D_G16,13,3,6,2,13,2,6,2,13,2,6,2,13,2,6,2,13,2,6,2,13,2,6,2,13,2,6,2,13,2,6,2,13,2,6,2,13,2,6,2,13,2,6,2,13,2,6,2,13,2,6,2,13,2,6,2,13,2,6,2,13,2,6,2,13,2,6,2,12,2,6,2,12,2,6,2,12,2,6,2,12,2,6,2
HP1504101T2D_G17,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3
HP1504101T2D_G19,10,17,1,26,10,17,1,26,10,17,1,26,10,17,1,26,10,17,1,26,10,17,1,26,10,17,1,26,10,17,1,26,10,17,1,26,10,17,1,26,10,17,1,26,10,17,1,26,10,17,1,26,10,17,1,26,10,17,1,26,10,17,1,26,10,17,1,26,10,17,1,26,10,17,1,26,10,17,1,26,10,17,1,26
HP1504101T2D_G2,10,15,1,18,10,15,1,18,10,15,1,18,10,15,1,18,10,15,1,18,10,15,1,18,10,15,1,18,10,15,1,18,10,15,1,18,10,15,1,18,10,15,1,18,10,15,1,18,10,15,1,18,10,15,1,18,10,15,1,18,10,15,1,18,10,15,1,18,10,15,1,18,10,15,1,18,10,15,1,18,10,15,1,18
HP1504101T2D_G21,13,2,6,28,13,2,6,28,13,2,6,28,13,2,6,28,13,2,6,28,13,2,6,28,13,2,6,28,13,2,6,28,13,2,6,28,13,2,6,28,13,2,6,28,13,2,6,28,13,2,6,28,13,2,6,28,13,2,6,28,13,2,6,28,13,2,6,28,12,2,6,28,12,2,6,28,12,2,6,28,12,2,6,28
HP1504101T2D_G22,10,15,1,29,10,15,1,29,10,15,1,29,10,15,1,29,10,15,1,29,10,15,1,29,10,15,1,29,10,15,1,29,10,15,1,29,10,15,1,29,10,15,1,29,10,15,1,29,10,15,1,29,10,15,1,29,10,15,1,29,10,15,1,29,10,15,1,29,10,15,1,2,10,15,1,2,10,15,1,2,10,15,1,2
HP1504101T2D_G23,10,4,1,4,10,4,1,4,10,4,1,4,10,4,1,4,10,4,1,4,10,4,1,4,10,4,1,4,10,4,1,4,10,4,1,4,10,4,1,4,10,4,1,4,10,4,1,4,10,4,1,4,10,4,1,4,10,4,1,4,10,4,1,4,10,4,1,4,10,4,1,4,10,4,1,4,10,4,1,4,10,4,1,4
HP1504101T2D_G24,10,10,1,23,10,10,1,23,10,10,1,23,10,10,1,23,10,10,1,23,10,10,1,23,10,10,1,23,10,10,1,23,10,10,1,23,10,10,1,23,10,10,1,23,10,10,1,23,10,10,1,23,10,10,1,23,10,10,1,23,10,10,1,23,10,10,1,23,10,10,1,23,10,10,1,23,10,10,1,23,10,10,1,23
HP1504101T2D_G3,13,3,6,25,13,2,6,25,13,2,6,25,13,2,6,25,13,2,6,25,13,2,6,25,13,2,6,25,13,2,6,25,13,2,6,25,13,2,6,25,13,2,6,25,13,2,6,25,13,2,6,25,13,2,6,25,13,2,6,25,13,2,6,25,13,2,6,25,12,2,6,25,12,2,6,25,12,2,6,25,12,2,6,25
HP1504101T2D_G4,13,3,6,31,13,2,6,31,13,2,6,31,13,2,6,31,13,2,6,31,13,2,6,31,13,2,6,31,13,2,6,31,13,2,6,31,13,2,6,31,13,2,6,31,13,2,6,31,13,2,6,31,13,2,6,31,13,2,6,31,13,2,6,31,13,2,6,31,12,2,6,31,12,2,6,31,12,2,6,2,12,2,6,2
HP1504101T2D_G8,13,3,6,29,13,2,6,29,13,2,6,29,13,2,6,29,13,2,6,29,13,2,6,29,13,2,6,29,13,2,6,29,13,2,6,29,13,2,6,29,13,2,6,29,13,2,6,29,13,2,6,29,13,2,6,29,13,2,6,29,13,2,6,29,13,2,6,29,12,2,6,2,12,2,6,2,12,2,6,2,12,2,6,2
HP1504101T2D_G9,14,3,6,25,14,2,6,25,14,2,6,25,14,2,6,25,14,2,6,25,14,2,6,25,14,2,6,25,14,2,6,25,14,2,6,25,14,2,6,25,14,2,6,25,14,2,6,25,14,2,6,25,14,2,6,25,14,2,6,25,14,2,6,25,14,2,6,25,12,2,6,25,12,2,6,25,12,2,6,25,12,2,6,25
HP1504101T2D_H1,13,3,6,13,13,2,6,13,13,2,6,13,13,2,6,13,13,2,6,13,13,2,6,13,13,2,6,13,13,2,6,13,13,2,6,13,13,2,6,13,13,2,6,13,13,2,6,13,13,2,6,13,13,2,6,13,13,2,6,13,13,2,6,13,13,2,6,13,12,2,6,13,12,2,6,2,12,2,6,2,12,2,6,2
HP1504101T2D_H14,13,2,6,3,13,2,6,3,13,2,6,3,13,2,6,3,13,2,6,3,13,2,6,3,13,2,6,3,13,2,6,3,13,2,6,3,13,2,6,3,13,2,6,3,13,2,6,3,13,2,6,3,13,2,6,3,13,2,6,3,13,2,6,3,13,2,6,3,12,2,6,3,12,2,6,3,12,2,6,3,12,2,6,3
HP1504101T2D_H15,10,10,1,32,10,10,1,32,10,10,1,32,10,10,1,32,10,10,1,32,10,10,1,32,10,10,1,32,10,10,1,32,10,10,1,32,10,10,1,32,10,10,1,32,10,10,1,32,10,10,1,32,10,10,1,32,10,10,1,32,10,10,1,32,10,10,1,32,10,10,1,2,10,10,1,2,10,10,1,2,10,10,1,2
HP1504101T2D_H17,11,16,1,10,11,16,1,10,11,16,1,10,11,16,1,10,11,16,1,10,11,16,1,10,11,16,1,10,11,16,1,10,11,16,1,10,11,16,1,10,11,16,1,10,11,16,1,10,11,16,1,10,11,16,1,10,11,16,1,10,11,16,1,10,11,16,1,10,11,16,1,10,11,16,1,10,11,1,1,10,11,1,1,10
HP1504101T2D_H18,9,19,2,12,9,19,2,12,9,18,2,12,9,18,2,12,9,18,2,12,9,18,2,12,9,18,2,12,9,18,2,12,9,18,2,12,9,18,2,12,9,16,2,12,9,16,2,12,9,16,2,12,9,16,2,12,9,16,2,12,9,16,2,12,9,16,2,12,9,16,2,12,9,16,2,12,4,1,2,12,4,1,2,2
HP1504101T2D_H2,10,4,1,30,10,4,1,30,10,4,1,30,10,4,1,30,10,4,1,30,10,4,1,30,10,4,1,30,10,4,1,30,10,4,1,30,10,4,1,30,10,4,1,30,10,4,1,30,10,4,1,30,10,4,1,30,10,4,1,30,10,4,1,30,10,4,1,30,10,4,1,30,10,4,1,30,10,4,1,30,10,4,1,30
HP1504101T2D_H20,10,5,1,31,10,5,1,31,10,5,1,31,10,5,1,31,10,5,1,31,10,5,1,31,10,5,1,31,10,5,1,31,10,5,1,31,10,5,1,31,10,5,1,31,10,5,1,31,10,5,1,31,10,5,1,31,10,5,1,31,10,5,1,31,10,5,1,31,10,5,1,31,10,5,1,31,10,4,1,2,10,4,1,2
HP1504101T2D_H21,10,17,1,35,10,17,1,35,10,17,1,35,10,17,1,35,10,17,1,35,10,17,1,35,10,17,1,35,10,17,1,35,10,17,1,35,10,17,1,35,10,17,1,35,10,17,1,35,10,17,1,35,10,17,1,35,10,17,1,35,10,17,1,35,10,17,1,35,10,17,1,35,10,17,1,35,10,17,1,35,10,17,1,35
HP1504101T2D_H22,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3,10,11,1,3
HP1504101T2D_H23,22,12,12,18,22,12,12,18,22,12,12,18,22,12,12,18,22,12,12,18,22,12,12,18,22,12,12,18,22,12,12,18,22,12,12,18,22,12,12,18,22,12,12,18,22,12,12,18,22,12,12,18,22,12,12,18,22,12,12,18,22,12,12,18,22,12,12,18,22,12,12,18,22,12,12,18,22,12,12,18,22,12,12,18
HP1504101T2D_H24,13,3,6,12,13,2,6,12,13,2,6,12,13,2,6,12,13,2,6,12,13,2,6,12,13,2,6,12,13,2,6,12,13,2,6,12,13,2,6,12,13,2,6,12,13,2,6,12,13,2,6,12,13,2,6,12,13,2,6,12,13,2,6,12,13,2,6,12,12,2,6,12,12,2,6,12,12,2,6,12,12,2,6,2
HP1504101T2D_H4,10,5,1,6,10,5,1,6,10,5,1,6,10,5,1,6,10,5,1,6,10,5,1,6,10,5,1,6,10,5,1,6,10,5,1,6,10,5,1,6,10,5,1,6,10,5,1,6,10,5,1,6,10,5,1,6,10,5,1,6,10,5,1,6,10,5,1,6,10,5,1,6,10,5,1,2,10,4,1,2,10,4,1,2
HP1504101T2D_H5,17,20,7,7,17,20,7,7,17,20,7,7,17,20,7,7,17,20,7,7,17,20,7,7,17,20,7,7,17,20,7,7,17,20,7,7,17,20,7,7,17,20,7,7,17,20,7,7,17,20,7,7,17,20,7,7,17,20,7,7,17,20,7,7,17,20,7,7,17,20,7,7,17,20,7,7,17,20,7,7,17,20,7,7
HP1504101T2D_H6,11,12,12,11,11,12,12,11,11,12,12,11,11,12,12,11,11,12,12,11,11,12,12,11,11,12,12,11,11,12,12,11,11,12,12,11,11,12,12,11,11,12,12,11,11,12,12,11,11,12,12,11,11,12,12,11,11,12,12,11,11,12,12,11,11,12,12,11,11,12,12,11,11,12,12,11,11,12,12,11,11,12,12,11
HP1504101T2D_H7,11,14,15,28,11,14,15,28,11,14,15,28,11,14,15,28,11,14,15,28,11,14,15,28,11,14,15,28,11,14,15,28,11,14,15,28,11,14,15,28,11,14,15,28,11,14,15,28,11,14,15,28,11,14,15,28,11,14,15,28,11,14,15,28,11,14,15,28,11,14,15,28,11,14,15,28,11,14,15,28,11,14,15,28
HP1504101T2D_H9,10,17,1,30,10,17,1,30,10,17,1,30,10,17,1,30,10,17,1,30,10,17,1,30,10,17,1,30,10,17,1,30,10,17,1,30,10,17,1,30,10,17,1,30,10,17,1,30,10,17,1,30,10,17,1,30,10,17,1,30,10,17,1,30,10,17,1,30,10,17,1,30,10,17,1,30,10,17,1,30,10,17,1,30
HP1504101T2D_I1,32,16,1,18,32,16,1,18,32,16,1,18,32,16,1,18,32,16,1,18,32,16,1,18,32,16,1,18,32,16,1,18,32,16,1,18,32,16,1,18,32,16,1,18,32,16,1,18,32,16,1,18,32,16,1,18,32,16,1,18,32,16,1,18,32,16,1,18,32,16,1,18,32,16,1,18,32,1,1,18,32,1,1,18
HP1504101T2D_I10,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,12,2,6,24,12,2,6,24,12,2,6,24,12,2,6,24
HP1504101T2D_I14,10,5,1,14,10,5,1,14,10,5,1,14,10,5,1,14,10,5,1,14,10,5,1,14,10,5,1,14,10,5,1,14,10,5,1,14,10,5,1,14,10,5,1,14,10,5,1,14,10,5,1,14,10,5,1,14,10,5,1,14,10,5,1,14,10,5,1,14,10,5,1,14,10,5,1,14,10,4,1,14,10,4,1,14
HP1504101T2D_I15,13,3,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,13,2,6,14,12,2,6,14,12,2,6,14,12,2,6,14,12,2,6,14
HP1504101T2D_I16,13,3,6,19,13,2,6,19,13,2,6,19,13,2,6,19,13,2,6,19,13,2,6,19,13,2,6,19,13,2,6,19,13,2,6,19,13,2,6,19,13,2,6,19,13,2,6,19,13,2,6,19,13,2,6,19,13,2,6,19,13,2,6,19,13,2,6,19,12,2,6,19,12,2,6,19,12,2,6,2,12,2,6,2
HP1504101T2D_I17,10,17,1,18,10,17,1,18,10,17,1,18,10,17,1,18,10,17,1,18,10,17,1,18,10,17,1,18,10,17,1,18,10,17,1,18,10,17,1,18,10,17,1,18,10,17,1,18,10,17,1,18,10,17,1,18,10,17,1,18,10,17,1,18,10,17,1,18,10,17,1,18,10,17,1,18,10,17,1,18,10,17,1,18
HP1504101T2D_I18,10,5,1,1,10,5,1,1,10,5,1,1,10,5,1,1,10,5,1,1,10,5,1,1,10,5,1,1,10,5,1,1,10,5,1,1,10,5,1,1,10,5,1,1,10,5,1,1,10,5,1,1,10,5,1,1,10,5,1,1,10,5,1,1,10,5,1,1,10,5,1,1,10,5,1,1,10,4,1,1,10,4,1,1
HP1504101T2D_I2,32,15,1,27,32,15,1,27,32,15,1,27,32,15,1,27,32,15,1,27,32,15,1,27,32,15,1,27,32,15,1,27,32,15,1,27,32,15,1,27,32,15,1,27,32,15,1,27,32,15,1,27,32,15,1,27,32,15,1,27,32,15,1,27,32,15,1,27,32,15,1,27,32,15,1,2,32,15,1,2,32,15,1,2
HP1504101T2D_I20,10,5,1,10,10,5,1,10,10,5,1,10,10,5,1,10,10,5,1,10,10,5,1,10,10,5,1,10,10,5,1,10,10,5,1,10,10,5,1,10,10,5,1,10,10,5,1,10,10,5,1,10,10,5,1,10,10,5,1,10,10,5,1,10,10,5,1,10,10,5,1,10,10,5,1,10,10,4,1,10,10,4,1,10
HP1504101T2D_I22,10,5,1,18,10,5,1,18,10,5,1,18,10,5,1,18,10,5,1,18,10,5,1,18,10,5,1,18,10,5,1,18,10,5,1,18,10,5,1,18,10,5,1,18,10,5,1,18,10,5,1,18,10,5,1,18,10,5,1,18,10,5,1,18,10,5,1,18,10,5,1,18,10,5,1,18,10,4,1,18,10,4,1,18
HP1504101T2D_I23,10,17,1,3,10,17,1,3,10,17,1,3,10,17,1,3,10,17,1,3,10,17,1,3,10,17,1,3,10,17,1,3,10,17,1,3,10,17,1,3,10,17,1,3,10,17,1,3,10,17,1,3,10,17,1,3,10,17,1,3,10,17,1,3,10,17,1,3,10,17,1,3,10,17,1,3,10,17,1,3,10,17,1,3
HP1504101T2D_I24,10,4,1,12,10,4,1,12,10,4,1,12,10,4,1,12,10,4,1,12,10,4,1,12,10,4,1,12,10,4,1,12,10,4,1,12,10,4,1,12,10,4,1,12,10,4,1,12,10,4,1,12,10,4,1,12,10,4,1,12,10,4,1,12,10,4,1,12,10,4,1,12,10,4,1,12,10,4,1,12,10,4,1,2
HP1504101T2D_I5,10,15,1,12,10,15,1,12,10,15,1,12,10,15,1,12,10,15,1,12,10,15,1,12,10,15,1,12,10,15,1,12,10,15,1,12,10,15,1,12,10,15,1,12,10,15,1,12,10,15,1,12,10,15,1,12,10,15,1,12,10,15,1,12,10,15,1,12,10,15,1,12,10,15,1,12,10,15,1,12,10,15,1,2
HP1504101T2D_I6,19,8,14,8,19,8,14,8,19,8,14,8,19,8,14,8,19,8,14,8,19,8,14,8,19,8,14,8,19,8,14,8,19,8,14,8,19,8,14,8,19,8,14,8,19,8,14,8,19,8,14,8,19,8,14,8,19,8,14,8,19,8,8,8,19,8,8,8,19,8,8,8,19,8,8,2,19,8,8,2,19,8,8,2
HP1504101T2D_I7,13,2,6,15,13,2,6,15,13,2,6,15,13,2,6,15,13,2,6,15,13,2,6,15,13,2,6,15,13,2,6,15,13,2,6,15,13,2,6,15,13,2,6,15,13,2,6,15,13,2,6,15,13,2,6,15,13,2,6,15,13,2,6,15,13,2,6,15,12,2,6,15,12,2,6,2,12,2,6,2,12,2,6,2
HP1504101T2D_I8,10,11,1,33,10,11,1,33,10,11,1,33,10,11,1,33,10,11,1,33,10,11,1,33,10,11,1,33,10,11,1,33,10,11,1,33,10,11,1,33,10,11,1,33,10,11,1,33,10,11,1,33,10,11,1,33,10,11,1,33,10,11,1,33,10,11,1,33,10,11,1,2,10,11,1,2,10,11,1,2,10,11,1,2
HP1504101T2D_J1,10,5,1,6,10,5,1,6,10,5,1,6,10,5,1,6,10,5,1,6,10,5,1,6,10,5,1,6,10,5,1,6,10,5,1,6,10,5,1,6,10,5,1,6,10,5,1,6,10,5,1,6,10,5,1,6,10,5,1,6,10,5,1,6,10,5,1,6,10,5,1,6,10,5,1,2,10,4,1,2,10,4,1,2
HP1504101T2D_J11,10,15,1,14,10,15,1,14,10,15,1,14,10,15,1,14,10,15,1,14,10,15,1,14,10,15,1,14,10,15,1,14,10,15,1,14,10,15,1,14,10,15,1,14,10,15,1,14,10,15,1,14,10,15,1,14,10,15,1,14,10,15,1,14,10,15,1,14,10,15,1,14,10,15,1,14,10,15,1,14,10,15,1,14
HP1504101T2D_J13,10,5,1,35,10,5,1,35,10,5,1,35,10,5,1,35,10,5,1,35,10,5,1,35,10,5,1,35,10,5,1,35,10,5,1,35,10,5,1,35,10,5,1,35,10,5,1,35,10,5,1,35,10,5,1,35,10,5,1,35,10,5,1,35,10,5,1,35,10,5,1,35,10,5,1,35,10,4,1,35,10,4,1,35
HP1504101T2D_J14,17,20,7,27,17,20,7,27,17,20,7,27,17,20,7,27,17,20,7,27,17,20,7,27,17,20,7,27,17,20,7,27,17,20,7,27,17,20,7,27,17,20,7,27,17,20,7,27,17,20,7,27,17,20,7,27,17,20,7,27,17,20,7,27,17,20,7,27,17,20,7,27,17,20,7,2,17,20,7,2,17,20,7,2
HP1504101T2D_J15,10,11,1,11,10,11,1,11,10,11,1,11,10,11,1,11,10,11,1,11,10,11,1,11,10,11,1,11,10,11,1,11,10,11,1,11,10,11,1,11,10,11,1,11,10,11,1,11,10,11,1,11,10,11,1,11,10,11,1,11,10,11,1,11,10,11,1,11,10,11,1,11,10,11,1,11,10,11,1,11,10,11,1,11
HP1504101T2D_J16,19,8,14,6,19,8,14,6,19,8,14,6,19,8,14,6,19,8,14,6,19,8,14,6,19,8,14,6,19,8,14,6,19,8,14,6,19,8,14,6,19,8,14,6,19,8,14,6,19,8,14,6,19,8,14,6,19,8,14,6,19,8,8,6,19,8,8,6,19,8,8,6,19,8,8,2,19,8,8,2,19,8,8,2
HP1504101T2D_J18,10,15,9,23,10,15,9,23,10,15,9,23,10,15,9,23,10,15,9,23,10,15,9,23,10,15,9,23,10,15,9,23,10,15,9,23,10,15,9,23,10,15,9,23,10,15,9,23,10,15,9,23,10,15,9,23,10,15,9,23,10,15,9,23,10,15,9,23,10,15,9,23,10,15,9,23,10,15,9,23,10,15,9,23
HP1504101T2D_J2,10,2,1,20,10,2,1,20,10,2,1,20,10,2,1,20,10,2,1,20,10,2,1,20,10,2,1,20,10,2,1,20,10,2,1,20,10,2,1,20,10,2,1,20,10,2,1,20,10,2,1,20,10,2,1,20,10,2,1,20,10,2,1,20,10,2,1,20,10,2,1,20,10,2,1,20,10,2,1,20,10,2,1,20
