cells,sc3-00,Monocle-00,Seurat-00,Garbage1-00,Garbage2-00,sc3-05,Monocle-05,Seurat-05,Garbage1-05,Garbage2-05,sc3-10,Monocle-10,Seurat-10,Garbage1-10,Garbage2-10,sc3-15,Monocle-15,Seurat-15,Garbage1-15,Garbage2-15,sc3-20,Monocle-20,Seurat-20,Garbage1-20,Garbage2-20,sc3-25,Monocle-25,Seurat-25,Garbage1-25,Garbage2-25,sc3-30,Monocle-30,Seurat-30,Garbage1-30,Garbage2-30,sc3-35,Monocle-35,Seurat-35,Garbage1-35,Garbage2-35,sc3-40,Monocle-40,Seurat-40,Garbage1-40,Garbage2-40,sc3-45,Monocle-45,Seurat-45,Garbage1-45,Garbage2-45,sc3-50,Monocle-50,Seurat-50,Garbage1-50,Garbage2-50,sc3-55,Monocle-55,Seurat-55,Garbage1-55,Garbage2-55,sc3-60,Monocle-60,Seurat-60,Garbage1-60,Garbage2-60,sc3-65,Monocle-65,Seurat-65,Garbage1-65,Garbage2-65,sc3-70,Monocle-70,Seurat-70,Garbage1-70,Garbage2-70,sc3-75,Monocle-75,Seurat-75,Garbage1-75,Garbage2-75,sc3-80,Monocle-80,Seurat-80,Garbage1-80,Garbage2-80,sc3-85,Monocle-85,Seurat-85,Garbage1-85,Garbage2-85,sc3-90,Monocle-90,Seurat-90,Garbage1-90,Garbage2-90,sc3-95,Monocle-95,Seurat-95,Garbage1-95,Garbage2-95,sc3-100,Monocle-100,Seurat-100,Garbage1-100,Garbage2-100
HP1504901_A21,13,13,7,1,20,13,13,7,1,20,13,13,7,1,20,13,13,7,1,20,13,13,7,1,20,13,13,7,1,20,13,13,7,1,20,13,13,7,1,20,13,13,7,1,20,13,13,7,1,20,13,13,7,1,20,13,13,7,1,20,13,13,7,1,20,13,13,7,1,20,13,13,7,1,20,13,13,7,1,20,13,13,7,1,20,13,13,7,1,20,13,13,7,1,20,13,13,7,1,20,13,13,7,1,3
HP1504901_A22,17,1,15,13,5,17,1,15,13,5,17,1,15,13,5,17,1,15,13,5,17,1,15,13,5,17,1,15,13,5,17,1,15,13,5,17,1,15,13,5,17,1,15,13,5,17,1,15,13,5,17,1,15,13,5,17,1,15,13,5,17,1,15,13,5,17,1,15,13,5,17,1,15,13,5,17,1,15,13,5,17,1,15,13,4,17,1,15,13,4,17,1,15,13,4,17,1,15,1,4,17,1,15,1,3
HP1504901_A23,18,1,15,23,12,18,1,15,23,12,18,1,15,23,12,18,1,15,23,12,18,1,15,23,12,18,1,15,23,12,18,1,15,23,12,18,1,15,23,12,18,1,15,23,12,18,1,15,23,12,18,1,15,23,12,18,1,15,23,12,18,1,15,23,12,18,1,15,23,12,18,1,15,23,12,18,1,15,23,12,18,1,15,23,12,18,1,15,23,12,18,1,15,23,12,18,1,15,23,12,18,1,15,23,12
HP1504901_A3,16,4,17,22,20,16,4,17,22,20,16,4,17,22,20,16,4,17,22,20,16,4,17,22,20,16,4,17,22,20,16,4,17,22,20,16,4,17,22,20,16,4,17,22,20,16,4,17,22,20,16,4,17,22,20,16,4,17,22,20,16,4,17,22,20,16,4,17,22,20,16,4,17,22,20,16,4,11,22,20,14,4,11,22,20,14,4,11,22,20,14,4,11,22,20,14,4,11,1,20,14,4,11,1,3
HP1504901_A5,9,2,14,6,13,9,2,14,6,13,9,2,14,6,13,9,2,14,6,13,9,2,14,6,13,9,2,14,6,13,9,2,14,6,13,9,2,14,6,13,9,2,14,6,13,9,2,14,6,13,9,2,14,6,13,9,2,14,6,13,9,2,14,6,13,9,2,14,6,13,9,2,14,6,13,9,2,14,6,13,9,2,14,6,4,9,2,14,6,4,9,2,14,6,4,9,2,14,6,4,9,2,14,6,3
HP1504901_A9,8,9,10,20,2,8,9,10,20,2,8,9,10,20,2,8,9,10,20,2,8,9,10,20,2,8,9,10,20,2,8,9,10,20,2,8,9,10,20,2,8,9,10,20,2,8,9,10,20,2,8,9,10,20,2,8,9,10,20,2,8,9,10,20,2,8,9,10,20,2,8,9,10,20,2,8,9,10,20,2,8,9,10,20,2,8,9,10,20,2,8,9,10,20,2,8,9,10,20,2,8,9,10,1,2
HP1504901_B1,8,12,10,5,20,8,12,10,5,20,8,12,10,5,20,8,12,10,5,20,8,12,10,5,20,8,12,10,5,20,8,12,10,5,20,8,12,10,5,20,8,12,10,5,20,8,12,10,5,20,8,12,10,5,20,8,12,10,5,20,8,12,10,5,20,8,12,10,5,20,8,12,10,5,20,8,12,10,5,20,8,12,10,5,20,8,12,10,5,20,8,12,10,5,20,8,12,10,1,20,8,12,10,1,3
HP1504901_B10,16,4,17,17,6,16,4,17,17,6,16,4,17,17,6,16,4,17,17,6,16,4,17,17,6,16,4,17,17,6,16,4,17,17,6,16,4,17,17,6,16,4,17,17,6,16,4,17,17,6,16,4,17,17,6,16,4,17,17,6,16,4,17,17,6,16,4,17,17,6,16,4,17,17,6,16,4,11,17,6,14,4,11,17,6,14,4,11,17,6,14,4,11,17,6,14,4,11,17,6,14,4,11,17,3
HP1504901_B11,16,4,17,16,4,16,4,17,16,4,16,4,17,16,4,16,4,17,16,4,16,4,17,16,4,16,4,17,16,4,16,4,17,16,4,16,4,17,16,4,16,4,17,16,4,16,4,17,16,4,16,4,17,16,4,16,4,17,16,4,16,4,17,16,4,16,4,17,16,4,16,4,17,16,4,16,4,11,16,4,14,4,11,16,4,14,4,11,16,4,14,4,11,16,4,14,4,11,16,4,14,4,11,16,3
HP1504901_B13,16,4,17,1,15,16,4,17,1,15,16,4,17,1,15,16,4,17,1,15,16,4,17,1,15,16,4,17,1,15,16,4,17,1,15,16,4,17,1,15,16,4,17,1,15,16,4,17,1,15,16,4,17,1,15,16,4,17,1,15,16,4,17,1,15,16,4,17,1,15,16,4,17,1,15,16,4,11,1,15,14,4,11,1,15,14,4,11,1,15,14,4,11,1,15,14,4,11,1,15,14,4,11,1,15
HP1504901_B14,2,7,12,22,16,2,7,12,22,16,2,7,12,22,16,2,6,12,22,16,2,6,12,22,16,2,6,12,22,16,2,6,12,22,16,2,6,12,22,16,2,6,12,22,16,2,6,12,22,16,2,6,12,22,16,1,6,12,22,16,1,6,12,22,16,1,6,8,22,16,1,6,8,22,16,1,6,8,22,16,1,6,8,22,16,1,6,8,22,16,1,6,8,22,4,1,6,8,1,4,1,6,8,1,3
HP1504901_B15,8,10,10,8,18,8,10,10,8,18,8,10,10,8,18,8,10,10,8,18,8,10,10,8,18,8,10,10,8,18,8,10,10,8,18,8,10,10,8,18,8,10,10,8,18,8,10,10,8,18,8,10,10,8,18,8,10,10,8,18,8,10,10,8,18,8,10,10,8,18,8,10,10,8,18,8,10,10,8,18,8,10,10,8,18,8,10,10,8,18,8,10,10,8,18,8,10,10,8,18,8,10,10,1,3
HP1504901_B16,8,9,10,19,15,8,9,10,19,15,8,9,10,19,15,8,9,10,19,15,8,9,10,19,15,8,9,10,19,15,8,9,10,19,15,8,9,10,19,15,8,9,10,19,15,8,9,10,19,15,8,9,10,19,15,8,9,10,19,15,8,9,10,19,15,8,9,10,19,15,8,9,10,19,15,8,9,10,19,15,8,9,10,19,15,8,9,10,19,15,8,9,10,19,15,8,9,10,1,15,8,9,10,1,15
HP1504901_B18,8,12,10,12,7,8,12,10,12,7,8,12,10,12,7,8,12,10,12,7,8,12,10,12,7,8,12,10,12,7,8,12,10,12,7,8,12,10,12,7,8,12,10,12,7,8,12,10,12,7,8,12,10,12,7,8,12,10,12,7,8,12,10,12,7,8,12,10,12,7,8,12,10,12,7,8,12,10,12,7,8,12,10,12,7,8,12,10,12,7,8,12,10,12,7,8,12,10,12,7,8,12,10,1,7
HP1504901_B20,9,2,14,9,16,9,2,14,9,16,9,2,14,9,16,9,2,14,9,16,9,2,14,9,16,9,2,14,9,16,9,2,14,9,16,9,2,14,9,16,9,2,14,9,16,9,2,14,9,16,9,2,14,9,16,9,2,14,9,16,9,2,14,9,16,9,2,14,9,16,9,2,14,9,16,9,2,14,9,16,9,2,14,9,16,9,2,14,9,16,9,2,14,5,4,9,2,14,1,4,9,2,14,1,3
HP1504901_B21,8,10,10,6,11,8,10,10,6,11,8,10,10,6,11,8,10,10,6,11,8,10,10,6,11,8,10,10,6,11,8,10,10,6,11,8,10,10,6,11,8,10,10,6,11,8,10,10,6,11,8,10,10,6,11,8,10,10,6,11,8,10,10,6,11,8,10,10,6,11,8,10,10,6,11,8,10,10,6,11,8,10,10,6,11,8,10,10,6,11,8,10,10,6,11,8,10,10,6,11,8,10,10,6,11
HP1504901_B22,16,4,17,18,1,16,4,17,18,1,16,4,17,18,1,16,4,17,18,1,16,4,17,18,1,16,4,17,18,1,16,4,17,18,1,16,4,17,18,1,16,4,17,18,1,16,4,17,18,1,16,4,17,18,1,16,4,17,18,1,16,4,17,18,1,16,4,17,18,1,16,4,17,18,1,16,4,11,18,1,14,4,11,18,1,14,4,11,18,1,14,4,11,18,1,14,4,11,18,1,14,4,11,18,1
HP1504901_B23,10,2,14,23,6,10,2,14,23,6,10,2,14,23,6,10,2,14,23,6,10,2,14,23,6,10,2,14,23,6,10,2,14,23,6,10,2,14,23,6,10,2,14,23,6,10,2,14,23,6,10,2,14,23,6,10,2,14,23,6,10,2,14,23,6,10,2,14,23,6,9,2,14,23,6,9,2,14,23,6,9,2,14,23,6,9,2,14,23,6,9,2,14,23,6,9,2,14,23,6,9,2,14,23,3
HP1504901_B24,17,1,15,18,23,17,1,15,18,23,17,1,15,18,23,17,1,15,18,23,17,1,15,18,23,17,1,15,18,23,17,1,15,18,23,17,1,15,18,23,17,1,15,18,23,17,1,15,18,23,17,1,15,18,23,17,1,15,18,23,17,1,15,18,23,17,1,15,18,23,17,1,15,18,23,17,1,15,18,23,17,1,15,18,23,17,1,15,18,23,17,1,15,18,23,17,1,15,18,23,17,1,15,18,23
HP1504901_B3,8,12,10,6,10,8,12,10,6,10,8,12,10,6,10,8,12,10,6,10,8,12,10,6,10,8,12,10,6,10,8,12,10,6,10,8,12,10,6,10,8,12,10,6,10,8,12,10,6,10,8,12,10,6,10,8,12,10,6,10,8,12,10,6,10,8,12,10,6,10,8,12,10,6,10,8,12,10,6,10,8,12,10,6,10,8,12,10,6,10,8,12,10,6,10,8,12,10,6,10,8,12,10,6,10
HP1504901_B4,13,13,7,5,25,13,13,7,5,25,13,13,7,5,25,13,13,7,5,25,13,13,7,5,25,13,13,7,5,25,13,13,7,5,25,13,13,7,5,25,13,13,7,5,25,13,13,7,5,25,13,13,7,5,25,13,13,7,5,25,13,13,7,5,25,13,13,7,5,25,13,13,7,5,25,13,13,7,5,25,13,13,7,5,4,13,13,7,5,4,13,13,7,5,4,13,13,7,1,4,13,13,7,1,3
HP1504901_B6,9,2,14,11,20,9,2,14,11,20,9,2,14,11,20,9,2,14,11,20,9,2,14,11,20,9,2,14,11,20,9,2,14,11,20,9,2,14,11,20,9,2,14,11,20,9,2,14,11,20,9,2,14,11,20,9,2,14,11,20,9,2,14,11,20,9,2,14,11,20,9,2,14,11,20,9,2,14,11,20,9,2,14,11,20,9,2,14,11,20,9,2,14,11,20,9,2,14,11,20,9,2,14,11,3
HP1504901_B7,16,5,17,21,7,16,5,17,21,7,16,5,17,21,7,16,5,17,21,7,16,5,17,21,7,16,5,17,21,7,16,5,17,21,7,16,5,17,21,7,16,5,17,21,7,16,5,17,21,7,16,5,17,21,7,16,5,17,21,7,16,5,17,21,7,16,5,17,21,7,16,5,17,21,7,16,5,11,21,7,14,5,11,21,7,14,5,11,21,7,14,5,11,21,7,14,5,11,21,7,14,5,11,1,7
HP1504901_B8,9,2,14,19,16,9,2,14,19,16,9,2,14,19,16,9,2,14,19,16,9,2,14,19,16,9,2,14,19,16,9,2,14,19,16,9,2,14,19,16,9,2,14,19,16,9,2,14,19,16,9,2,14,19,16,9,2,14,19,16,9,2,14,19,16,9,2,14,19,16,9,2,14,19,16,9,2,14,19,16,9,2,14,19,16,9,2,14,19,16,9,2,14,19,4,9,2,14,1,4,9,2,14,1,3
HP1504901_B9,13,13,7,10,2,13,13,7,10,2,13,13,7,10,2,13,13,7,10,2,13,13,7,10,2,13,13,7,10,2,13,13,7,10,2,13,13,7,10,2,13,13,7,10,2,13,13,7,10,2,13,13,7,10,2,13,13,7,10,2,13,13,7,10,2,13,13,7,10,2,13,13,7,10,2,13,13,7,10,2,13,13,7,10,2,13,13,7,10,2,13,13,7,10,2,13,13,7,1,2,13,13,7,1,2
HP1504901_C10,13,13,7,10,10,13,13,7,10,10,13,13,7,10,10,13,13,7,10,10,13,13,7,10,10,13,13,7,10,10,13,13,7,10,10,13,13,7,10,10,13,13,7,10,10,13,13,7,10,10,13,13,7,10,10,13,13,7,10,10,13,13,7,10,10,13,13,7,10,10,13,13,7,10,10,13,13,7,10,10,13,13,7,10,10,13,13,7,10,10,13,13,7,10,10,13,13,7,1,10,13,13,7,1,10
HP1504901_C11,8,9,10,8,6,8,9,10,8,6,8,9,10,8,6,8,9,10,8,6,8,9,10,8,6,8,9,10,8,6,8,9,10,8,6,8,9,10,8,6,8,9,10,8,6,8,9,10,8,6,8,9,10,8,6,8,9,10,8,6,8,9,10,8,6,8,9,10,8,6,8,9,10,8,6,8,9,10,8,6,8,9,10,8,6,8,9,10,8,6,8,9,10,8,6,8,9,10,8,6,8,9,10,1,3
HP1504901_C13,8,2,14,5,23,8,2,14,5,23,8,2,14,5,23,8,2,14,5,23,8,2,14,5,23,8,2,14,5,23,8,2,14,5,23,8,2,14,5,23,8,2,14,5,23,8,2,14,5,23,8,2,14,5,23,8,2,14,5,23,8,2,14,5,23,8,2,14,5,23,8,2,14,5,23,8,2,14,5,23,8,2,14,5,23,8,2,14,5,23,8,2,14,5,23,8,2,14,1,23,8,2,14,1,23
HP1504901_C14,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19,9,2,14,17,19
HP1504901_C16,8,12,10,12,18,8,12,10,12,18,8,12,10,12,18,8,12,10,12,18,8,12,10,12,18,8,12,10,12,18,8,12,10,12,18,8,12,10,12,18,8,12,10,12,18,8,12,10,12,18,8,12,10,12,18,8,12,10,12,18,8,12,10,12,18,8,12,10,12,18,8,12,10,12,18,8,12,10,12,18,8,12,10,12,18,8,12,10,12,18,8,12,10,12,18,8,12,10,12,18,8,12,10,1,3
HP1504901_C17,16,4,17,10,1,16,4,17,10,1,16,4,17,10,1,16,4,17,10,1,16,4,17,10,1,16,4,17,10,1,16,4,17,10,1,16,4,17,10,1,16,4,17,10,1,16,4,17,10,1,16,4,17,10,1,16,4,17,10,1,16,4,17,10,1,16,4,17,10,1,16,4,17,10,1,16,4,11,10,1,14,4,11,10,1,14,4,11,10,1,14,4,11,10,1,14,4,11,1,1,14,4,11,1,1
HP1504901_C2,17,1,15,13,24,17,1,15,13,24,17,1,15,13,24,17,1,15,13,24,17,1,15,13,24,17,1,15,13,24,17,1,15,13,24,17,1,15,13,24,17,1,15,13,24,17,1,15,13,24,17,1,15,13,24,17,1,15,13,24,17,1,15,13,24,17,1,15,13,24,17,1,15,13,24,17,1,15,13,24,17,1,15,13,4,17,1,15,13,4,17,1,15,13,4,17,1,15,1,4,17,1,15,1,3
HP1504901_C22,18,12,14,16,7,18,12,14,16,7,18,12,14,16,7,18,12,14,16,7,18,12,14,16,7,18,12,14,16,7,18,12,14,16,7,18,12,14,16,7,18,12,14,16,7,18,12,14,16,7,18,12,14,16,7,18,12,14,16,7,18,12,14,16,7,18,12,14,16,7,18,12,14,16,7,18,12,14,16,7,18,12,14,16,7,18,12,14,16,7,18,12,14,16,7,18,12,14,16,7,18,12,14,16,7
HP1504901_C23,10,2,14,12,6,10,2,14,12,6,10,2,14,12,6,10,2,14,12,6,10,2,14,12,6,10,2,14,12,6,10,2,14,12,6,10,2,14,12,6,10,2,14,12,6,10,2,14,12,6,10,2,14,12,6,10,2,14,12,6,10,2,14,12,6,10,2,14,12,6,9,2,14,12,6,9,2,14,12,6,9,2,14,12,6,9,2,14,12,6,9,2,14,12,6,9,2,14,12,6,9,2,14,1,3
HP1504901_D1,8,2,14,22,20,8,2,14,22,20,8,2,14,22,20,8,2,14,22,20,8,2,14,22,20,8,2,14,22,20,8,2,14,22,20,8,2,14,22,20,8,2,14,22,20,8,2,14,22,20,8,2,14,22,20,8,2,14,22,20,8,2,14,22,20,8,2,14,22,20,8,2,14,22,20,8,2,14,22,20,8,2,14,22,20,8,2,14,22,20,8,2,14,22,20,8,2,14,1,20,8,2,14,1,3
HP1504901_D12,8,10,10,24,21,8,10,10,24,21,8,10,10,24,21,8,10,10,24,21,8,10,10,24,21,8,10,10,24,21,8,10,10,24,21,8,10,10,24,21,8,10,10,24,21,8,10,10,24,21,8,10,10,24,21,8,10,10,24,21,8,10,10,24,21,8,10,10,24,21,8,10,10,24,21,8,10,10,24,21,8,10,10,24,21,8,10,10,24,21,8,10,10,24,21,8,10,10,24,21,8,10,10,24,3
HP1504901_D13,12,8,12,2,5,12,8,12,2,5,12,8,12,2,5,12,8,12,2,5,12,8,12,2,5,12,8,12,2,5,12,8,12,2,5,12,8,12,2,5,12,8,12,2,5,12,8,12,2,5,12,8,12,2,5,12,8,12,2,5,11,8,12,2,5,11,8,8,2,5,11,8,8,2,5,11,8,8,2,5,11,8,8,2,4,11,8,8,2,4,11,8,8,2,4,11,8,8,2,4,3,8,8,2,3
HP1504901_D14,8,9,10,9,9,8,9,10,9,9,8,9,10,9,9,8,9,10,9,9,8,9,10,9,9,8,9,10,9,9,8,9,10,9,9,8,9,10,9,9,8,9,10,9,9,8,9,10,9,9,8,9,10,9,9,8,9,10,9,9,8,9,10,9,9,8,9,10,9,9,8,9,10,9,9,8,9,10,9,9,8,9,10,9,9,8,9,10,9,9,8,9,10,5,9,8,9,10,1,4,8,9,10,1,3
HP1504901_D15,8,9,10,2,22,8,9,10,2,22,8,9,10,2,22,8,9,10,2,22,8,9,10,2,22,8,9,10,2,22,8,9,10,2,22,8,9,10,2,22,8,9,10,2,22,8,9,10,2,22,8,9,10,2,22,8,9,10,2,22,8,9,10,2,22,8,9,10,2,22,8,9,10,2,22,8,9,10,2,22,8,9,10,2,4,8,9,10,2,4,8,9,10,2,4,8,9,10,2,4,8,9,10,2,3
HP1504901_D16,8,9,10,21,20,8,9,10,21,20,8,9,10,21,20,8,9,10,21,20,8,9,10,21,20,8,9,10,21,20,8,9,10,21,20,8,9,10,21,20,8,9,10,21,20,8,9,10,21,20,8,9,10,21,20,8,9,10,21,20,8,9,10,21,20,8,9,10,21,20,8,9,10,21,20,8,9,10,21,20,8,9,10,21,20,8,9,10,21,20,8,9,10,21,20,8,9,10,21,20,8,9,10,1,3
HP1504901_D17,8,9,10,8,1,8,9,10,8,1,8,9,10,8,1,8,9,10,8,1,8,9,10,8,1,8,9,10,8,1,8,9,10,8,1,8,9,10,8,1,8,9,10,8,1,8,9,10,8,1,8,9,10,8,1,8,9,10,8,1,8,9,10,8,1,8,9,10,8,1,8,9,10,8,1,8,9,10,8,1,8,9,10,8,1,8,9,10,8,1,8,9,10,8,1,8,9,10,8,1,8,9,10,1,1
HP1504901_D18,8,2,14,6,22,8,2,14,6,22,8,2,14,6,22,8,2,14,6,22,8,2,14,6,22,8,2,14,6,22,8,2,14,6,22,8,2,14,6,22,8,2,14,6,22,8,2,14,6,22,8,2,14,6,22,8,2,14,6,22,8,2,14,6,22,8,2,14,6,22,8,2,14,6,22,8,2,14,6,22,8,2,14,6,4,8,2,14,6,4,8,2,14,6,4,8,2,14,6,4,8,2,14,6,3
HP1504901_D2,8,10,10,9,22,8,10,10,9,22,8,10,10,9,22,8,10,10,9,22,8,10,10,9,22,8,10,10,9,22,8,10,10,9,22,8,10,10,9,22,8,10,10,9,22,8,10,10,9,22,8,10,10,9,22,8,10,10,9,22,8,10,10,9,22,8,10,10,9,22,8,10,10,9,22,8,10,10,9,22,8,10,10,9,4,8,10,10,9,4,8,10,10,5,4,8,10,10,1,4,8,10,10,1,3
HP1504901_D21,8,10,10,18,9,8,10,10,18,9,8,10,10,18,9,8,10,10,18,9,8,10,10,18,9,8,10,10,18,9,8,10,10,18,9,8,10,10,18,9,8,10,10,18,9,8,10,10,18,9,8,10,10,18,9,8,10,10,18,9,8,10,10,18,9,8,10,10,18,9,8,10,10,18,9,8,10,10,18,9,8,10,10,18,9,8,10,10,18,9,8,10,10,18,9,8,10,10,18,4,8,10,10,18,3
HP1504901_D22,8,12,10,17,11,8,12,10,17,11,8,12,10,17,11,8,12,10,17,11,8,12,10,17,11,8,12,10,17,11,8,12,10,17,11,8,12,10,17,11,8,12,10,17,11,8,12,10,17,11,8,12,10,17,11,8,12,10,17,11,8,12,10,17,11,8,12,10,17,11,8,12,10,17,11,8,12,10,17,11,8,12,10,17,11,8,12,10,17,11,8,12,10,17,11,8,12,10,17,11,8,12,10,17,11
HP1504901_D23,8,12,10,7,15,8,12,10,7,15,8,12,10,7,15,8,12,10,7,15,8,12,10,7,15,8,12,10,7,15,8,12,10,7,15,8,12,10,7,15,8,12,10,7,15,8,12,10,7,15,8,12,10,7,15,8,12,10,7,15,8,12,10,7,15,8,12,10,7,15,8,12,10,7,15,8,12,10,7,15,8,12,10,7,15,8,12,10,7,15,8,12,10,7,15,8,12,10,7,15,8,12,10,7,15
HP1504901_D24,10,2,14,3,15,10,2,14,3,15,10,2,14,3,15,10,2,14,3,15,10,2,14,3,15,10,2,14,3,15,10,2,14,3,15,10,2,14,3,15,10,2,14,3,15,10,2,14,3,15,10,2,14,3,15,10,2,14,3,15,10,2,14,3,15,10,2,14,3,15,9,2,14,3,15,9,2,14,3,15,9,2,14,3,15,9,2,14,3,15,9,2,14,3,15,9,2,14,3,15,9,2,14,3,15
HP1504901_D5,8,12,10,3,13,8,12,10,3,13,8,12,10,3,13,8,12,10,3,13,8,12,10,3,13,8,12,10,3,13,8,12,10,3,13,8,12,10,3,13,8,12,10,3,13,8,12,10,3,13,8,12,10,3,13,8,12,10,3,13,8,12,10,3,13,8,12,10,3,13,8,12,10,3,13,8,12,10,3,13,8,12,10,3,4,8,12,10,3,4,8,12,10,3,4,8,12,10,3,4,8,12,10,3,3
HP1504901_D6,13,13,7,8,14,13,13,7,8,14,13,13,7,8,14,13,13,7,8,14,13,13,7,8,14,13,13,7,8,14,13,13,7,8,14,13,13,7,8,14,13,13,7,8,14,13,13,7,8,14,13,13,7,8,14,13,13,7,8,14,13,13,7,8,14,13,13,7,8,14,13,13,7,8,14,13,13,7,8,14,13,13,7,8,14,13,13,7,8,14,13,13,7,8,14,13,13,7,8,14,13,13,7,1,14
HP1504901_D7,16,4,17,23,22,16,4,17,23,22,16,4,17,23,22,16,4,17,23,22,16,4,17,23,22,16,4,17,23,22,16,4,17,23,22,16,4,17,23,22,16,4,17,23,22,16,4,17,23,22,16,4,17,23,22,16,4,17,23,22,16,4,17,23,22,16,4,17,23,22,16,4,17,23,22,16,4,11,23,22,14,4,11,23,4,14,4,11,23,4,14,4,11,23,4,14,4,11,23,4,14,4,11,23,3
HP1504901_D9,10,2,14,22,21,10,2,14,22,21,10,2,14,22,21,10,2,14,22,21,10,2,14,22,21,10,2,14,22,21,10,2,14,22,21,10,2,14,22,21,10,2,14,22,21,10,2,14,22,21,10,2,14,22,21,10,2,14,22,21,10,2,14,22,21,10,2,14,22,21,9,2,14,22,21,9,2,14,22,21,9,2,14,22,21,9,2,14,22,21,9,2,14,22,21,9,2,14,1,21,9,2,14,1,3
HP1504901_E10,16,5,17,23,7,16,5,17,23,7,16,5,17,23,7,16,5,17,23,7,16,5,17,23,7,16,5,17,23,7,16,5,17,23,7,16,5,17,23,7,16,5,17,23,7,16,5,17,23,7,16,5,17,23,7,16,5,17,23,7,16,5,17,23,7,16,5,17,23,7,16,5,17,23,7,16,5,11,23,7,14,5,11,23,7,14,5,11,23,7,14,5,11,23,7,14,5,11,23,7,14,5,11,23,7
HP1504901_E12,18,9,14,9,1,18,9,14,9,1,18,9,14,9,1,18,9,14,9,1,18,9,14,9,1,18,9,14,9,1,18,9,14,9,1,18,9,14,9,1,18,9,14,9,1,18,9,14,9,1,18,9,14,9,1,18,9,14,9,1,18,9,14,9,1,18,9,14,9,1,18,9,14,9,1,18,9,14,9,1,18,9,14,9,1,18,9,14,9,1,18,9,14,5,1,18,9,14,1,1,18,9,14,1,1
HP1504901_E14,8,3,10,6,20,8,3,10,6,20,8,3,10,6,20,8,3,10,6,20,8,3,10,6,20,8,3,10,6,20,8,3,10,6,20,8,3,10,6,20,8,3,10,6,20,8,3,10,6,20,8,3,10,6,20,8,3,10,6,20,8,3,10,6,20,8,3,10,6,20,8,3,10,6,20,8,3,10,6,20,8,3,10,6,20,8,3,10,6,20,8,3,10,6,20,8,3,10,6,20,8,3,10,6,3
HP1504901_E16,16,4,17,18,12,16,4,17,18,12,16,4,17,18,12,16,4,17,18,12,16,4,17,18,12,16,4,17,18,12,16,4,17,18,12,16,4,17,18,12,16,4,17,18,12,16,4,17,18,12,16,4,17,18,12,16,4,17,18,12,16,4,17,18,12,16,4,17,18,12,16,4,17,18,12,16,4,11,18,12,14,4,11,18,12,14,4,11,18,12,14,4,11,18,12,14,4,11,18,12,14,4,11,18,12
HP1504901_E18,8,12,10,21,6,8,12,10,21,6,8,12,10,21,6,8,12,10,21,6,8,12,10,21,6,8,12,10,21,6,8,12,10,21,6,8,12,10,21,6,8,12,10,21,6,8,12,10,21,6,8,12,10,21,6,8,12,10,21,6,8,12,10,21,6,8,12,10,21,6,8,12,10,21,6,8,12,10,21,6,8,12,10,21,6,8,12,10,21,6,8,12,10,21,6,8,12,10,21,6,8,12,10,1,3
HP1504901_E2,18,1,15,22,10,18,1,15,22,10,18,1,15,22,10,18,1,15,22,10,18,1,15,22,10,18,1,15,22,10,18,1,15,22,10,18,1,15,22,10,18,1,15,22,10,18,1,15,22,10,18,1,15,22,10,18,1,15,22,10,18,1,15,22,10,18,1,15,22,10,18,1,15,22,10,18,1,15,22,10,18,1,15,22,10,18,1,15,22,10,18,1,15,22,10,18,1,15,1,10,18,1,15,1,10
HP1504901_E21,16,4,17,18,9,16,4,17,18,9,16,4,17,18,9,16,4,17,18,9,16,4,17,18,9,16,4,17,18,9,16,4,17,18,9,16,4,17,18,9,16,4,17,18,9,16,4,17,18,9,16,4,17,18,9,16,4,17,18,9,16,4,17,18,9,16,4,17,18,9,16,4,17,18,9,16,4,11,18,9,14,4,11,18,9,14,4,11,18,9,14,4,11,18,9,14,4,11,18,4,14,4,11,18,3
HP1504901_E23,9,2,14,20,16,9,2,14,20,16,9,2,14,20,16,9,2,14,20,16,9,2,14,20,16,9,2,14,20,16,9,2,14,20,16,9,2,14,20,16,9,2,14,20,16,9,2,14,20,16,9,2,14,20,16,9,2,14,20,16,9,2,14,20,16,9,2,14,20,16,9,2,14,20,16,9,2,14,20,16,9,2,14,20,16,9,2,14,20,16,9,2,14,20,4,9,2,14,20,4,9,2,14,1,3
HP1504901_E24,8,10,10,13,13,8,10,10,13,13,8,10,10,13,13,8,10,10,13,13,8,10,10,13,13,8,10,10,13,13,8,10,10,13,13,8,10,10,13,13,8,10,10,13,13,8,10,10,13,13,8,10,10,13,13,8,10,10,13,13,8,10,10,13,13,8,10,10,13,13,8,10,10,13,13,8,10,10,13,13,8,10,10,13,4,8,10,10,13,4,8,10,10,13,4,8,10,10,1,4,8,10,10,1,3
