"","k_2","k_3","k_4","k_5","k_6","k_7","k_8","k_9","k_10","k_15","k_20","k_25","k_30","k_35","k_40","k_45","k_50","k_55","k_60","k_65","k_70","k_75","k_80","k_85","k_90","k_95","k_100","cells"
"966",65,32,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_F22"
"967",53,19,10,10,3,2,6,8,7,4,1,1,15,24,13,19,12,8,8,9,10,10,10,10,10,11,11,"HP1504901_F23"
"968",60,35,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_F24"
"969",68,29,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_F3"
"970",58,35,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_F4"
"971",68,29,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_F5"
"972",57,35,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_F6"
"973",137,63,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_F7"
"974",73,36,25,16,21,16,12,13,16,10,27,27,20,20,14,16,15,13,12,6,6,7,2,8,8,8,10,"HP1504901_F8"
"975",76,34,24,22,17,18,14,15,12,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_F9"
"976",66,30,52,43,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_G1"
"977",124,69,91,53,68,61,40,42,40,30,25,24,13,14,10,11,5,6,5,7,8,5,6,5,5,4,7,"HP1504901_G10"
"978",73,36,25,16,21,16,12,13,16,10,27,27,20,20,14,16,15,13,12,6,6,7,2,8,8,8,10,"HP1504901_G11"
"979",69,33,21,17,19,17,17,14,10,9,11,10,7,8,4,8,20,19,19,19,18,13,13,14,14,5,6,"HP1504901_G12"
"980",68,29,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_G13"
"981",147,30,52,43,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_G14"
"982",68,29,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_G15"
"983",55,33,21,15,19,17,17,14,10,9,11,10,7,8,4,8,20,19,19,19,18,13,13,14,14,5,6,"HP1504901_G16"
"984",65,32,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_G17"
"985",74,33,21,17,19,17,17,14,10,9,11,10,7,8,4,8,20,19,19,19,18,13,13,14,14,5,6,"HP1504901_G18"
"986",72,34,24,22,17,18,14,15,12,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_G19"
"987",68,29,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_G2"
"988",70,28,22,18,18,21,18,17,15,8,10,12,5,5,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_G20"
"989",69,33,21,17,19,17,17,14,10,9,11,10,7,8,4,8,20,19,19,19,18,13,13,14,14,5,6,"HP1504901_G21"
"990",56,66,88,23,41,36,46,51,11,3,5,19,11,13,27,13,9,10,10,2,1,1,3,2,2,15,1,"HP1504901_G22"
"991",147,30,52,43,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_G23"
"992",76,34,24,22,17,18,14,15,12,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_G24"
"993",68,29,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_G3"
"994",74,33,21,17,19,17,17,14,10,9,11,10,7,8,4,8,20,19,19,19,18,13,13,14,14,5,6,"HP1504901_G4"
"995",147,30,52,43,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_G5"
"996",68,29,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_G6"
"997",147,30,52,43,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_G7"
"998",74,33,21,17,19,17,17,14,10,9,11,10,7,8,4,8,20,19,19,19,18,13,13,14,14,5,6,"HP1504901_G8"
"999",72,34,24,22,17,18,14,15,12,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_G9"
"1000",68,29,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_H1"
"1001",58,35,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_H10"
"1002",60,35,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_H11"
"1003",68,29,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_H12"
"1004",66,30,52,43,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_H13"
"1005",70,28,22,18,18,21,18,17,15,8,10,12,5,5,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_H14"
"1006",137,63,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_H15"
"1007",73,36,25,16,21,16,12,13,16,10,27,27,20,20,14,16,15,13,12,6,6,7,2,8,8,8,10,"HP1504901_H16"
"1008",54,33,21,17,19,17,17,14,10,9,11,10,7,8,4,8,20,19,19,19,18,13,13,14,14,5,6,"HP1504901_H17"
"1009",55,33,21,15,19,17,17,14,10,9,11,10,7,8,4,8,20,19,19,19,18,13,13,14,14,5,6,"HP1504901_H18"
"1010",71,28,22,18,18,21,18,17,15,8,10,12,5,5,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_H19"
"1011",68,29,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_H2"
"1012",147,30,52,43,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_H20"
"1013",63,32,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_H21"
"1014",69,33,21,17,19,17,17,14,10,9,11,10,7,8,4,8,20,19,19,19,18,13,13,14,14,5,6,"HP1504901_H22"
"1015",75,30,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_H23"
"1016",147,63,52,43,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_H24"
"1017",65,32,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_H3"
"1018",58,35,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_H4"
"1019",74,33,21,17,19,17,17,14,10,9,11,10,7,8,4,8,20,19,19,19,18,13,13,14,14,5,6,"HP1504901_H5"
"1020",76,34,24,22,17,18,14,15,12,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_H6"
"1021",147,30,52,43,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_H7"
"1022",68,29,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_H8"
"1023",62,32,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_H9"
"1024",137,63,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_I1"
"1025",73,36,25,16,21,16,12,13,16,10,27,27,20,20,14,16,15,13,12,6,6,7,2,8,8,8,10,"HP1504901_I10"
"1026",147,30,52,43,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_I11"
"1027",76,34,24,22,17,18,14,15,12,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_I12"
"1028",124,69,91,53,68,61,40,42,40,30,25,24,13,14,10,11,5,6,5,7,8,5,6,5,5,4,7,"HP1504901_I13"
"1029",137,63,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_I14"
"1030",147,63,52,43,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_I15"
"1031",62,32,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_I16"
"1032",124,69,91,53,68,61,40,42,40,30,25,24,13,14,10,11,5,6,5,7,8,5,6,5,5,4,7,"HP1504901_I17"
"1033",71,28,22,18,18,21,18,17,15,8,10,12,5,5,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_I18"
"1034",124,69,91,53,68,61,40,42,40,30,25,24,13,14,10,11,5,6,5,7,8,5,6,5,5,4,7,"HP1504901_I19"
"1035",58,35,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_I2"
"1036",56,66,88,23,41,36,46,51,11,3,5,19,11,13,27,13,9,10,10,2,1,1,3,2,2,15,1,"HP1504901_I20"
"1037",76,34,24,22,17,18,14,15,12,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_I21"
"1038",71,28,22,18,18,21,18,17,15,8,10,12,5,5,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_I22"
"1039",55,33,21,15,19,17,17,14,10,9,11,10,7,8,4,8,20,19,19,19,18,13,13,14,14,5,6,"HP1504901_I23"
"1040",58,35,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_I24"
"1041",68,29,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_I3"
"1042",62,32,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_I4"
"1043",62,32,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_I5"
"1044",61,32,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_I6"
"1045",52,31,19,19,15,19,13,12,13,35,22,5,14,22,5,5,8,4,4,4,4,12,9,9,9,13,14,"HP1504901_I7"
"1046",68,29,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_I8"
"1047",65,32,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_I9"
"1048",147,63,52,43,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_J1"
"1049",73,36,25,16,21,16,12,13,16,10,27,27,20,20,14,16,15,13,12,6,6,7,2,8,8,8,10,"HP1504901_J10"
"1050",66,30,52,43,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_J11"
"1051",68,29,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_J12"
"1052",214,89,76,68,59,39,45,49,43,41,33,32,29,26,8,25,17,22,14,12,11,9,18,15,15,15,1,"HP1504901_J13"
"1053",147,30,52,43,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_J14"
"1054",55,33,21,15,19,17,17,14,10,9,11,10,7,8,4,8,20,19,19,19,18,13,13,14,14,5,6,"HP1504901_J15"
"1055",147,30,52,43,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_J16"
"1056",76,34,24,22,17,18,14,15,12,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_J17"
"1057",124,69,91,53,68,61,40,42,40,30,25,24,13,14,10,11,5,6,5,7,8,5,6,5,5,4,7,"HP1504901_J18"
"1058",111,88,36,32,52,49,34,37,32,36,13,32,29,26,8,10,17,22,14,12,11,9,18,15,15,15,1,"HP1504901_J19"
"1059",75,30,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_J2"
"1060",68,29,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_J20"
"1061",75,30,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_J21"
"1062",72,34,24,22,17,18,14,15,12,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_J22"
"1063",58,35,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_J23"
"1064",124,69,91,53,68,61,40,42,40,30,25,24,13,14,10,11,5,6,5,7,8,5,6,5,5,4,7,"HP1504901_J24"
"1065",54,33,21,17,19,17,17,14,10,9,11,10,7,8,4,8,20,19,19,19,18,13,13,14,14,5,6,"HP1504901_J3"
"1066",52,31,19,19,15,19,13,12,13,35,22,5,14,22,5,5,8,4,4,4,4,12,9,9,9,13,14,"HP1504901_J4"
"1067",73,36,25,16,21,16,12,13,16,10,27,27,20,20,14,16,15,13,12,6,6,7,2,8,8,8,10,"HP1504901_J5"
"1068",57,35,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_J6"
"1069",74,33,21,17,19,17,17,14,10,9,11,10,7,8,4,8,20,19,19,19,18,13,13,14,14,5,6,"HP1504901_J7"
"1070",68,29,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_J8"
"1071",64,28,22,18,18,21,18,17,15,8,10,12,5,5,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_J9"
"1072",76,34,24,22,17,18,14,15,12,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_K1"
"1073",61,32,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_K10"
"1074",147,30,52,43,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_K11"
"1075",58,35,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_K12"
"1076",66,30,52,43,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_K13"
"1077",64,28,22,18,18,21,18,17,15,8,10,12,5,5,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_K14"
"1078",75,30,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_K15"
"1079",75,30,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_K16"
"1080",147,30,52,43,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_K17"
"1081",147,63,52,43,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_K18"
"1082",55,33,21,15,19,17,17,14,10,9,11,10,7,8,4,8,20,19,19,19,18,13,13,14,14,5,6,"HP1504901_K19"
"1083",214,89,76,68,59,39,45,49,43,41,33,32,29,26,8,25,17,22,14,12,11,9,18,15,15,15,1,"HP1504901_K2"
"1084",52,31,19,19,15,19,13,12,13,35,22,5,14,22,5,5,8,4,4,4,4,12,9,9,9,13,14,"HP1504901_K20"
"1085",75,30,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_K21"
"1086",67,33,21,17,19,17,17,14,10,9,11,10,7,8,4,8,20,19,19,19,18,13,13,14,14,5,6,"HP1504901_K22"
"1087",73,36,25,16,21,16,12,13,16,10,27,27,20,20,14,16,15,13,12,6,6,7,2,8,8,8,10,"HP1504901_K23"
"1088",59,63,52,43,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_K24"
"1089",62,32,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_K3"
"1090",63,32,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_K4"
"1091",60,35,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_K5"
"1092",68,29,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_K6"
"1093",147,30,52,43,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_K7"
"1094",147,63,52,43,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_K8"
"1095",75,30,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_K9"
"1096",72,34,24,22,17,18,14,15,12,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_L1"
"1097",75,30,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_L10"
"1098",66,30,52,43,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_L11"
"1099",70,28,22,18,18,21,18,17,15,8,10,12,5,5,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_L12"
"1100",68,29,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_L13"
"1101",68,29,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_L14"
"1102",220,89,76,68,59,39,45,49,43,41,33,32,29,26,8,25,17,22,14,12,11,9,18,15,15,15,1,"HP1504901_L15"
"1103",73,36,25,16,21,16,12,13,16,10,27,27,20,20,14,16,15,13,12,6,6,7,2,8,8,8,10,"HP1504901_L16"
"1104",69,33,21,17,19,17,17,14,10,9,11,10,7,8,4,8,20,19,19,19,18,13,13,14,14,5,6,"HP1504901_L17"
"1105",71,28,22,18,18,21,18,17,15,8,10,12,5,5,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_L18"
"1106",111,88,36,32,52,49,34,37,32,36,13,32,29,26,8,10,17,22,14,12,11,9,18,15,15,15,1,"HP1504901_L19"
"1107",111,88,36,32,52,49,34,37,32,36,13,32,29,13,27,13,9,10,10,2,1,1,3,2,2,15,1,"HP1504901_L2"
"1108",55,33,21,15,19,17,17,14,10,9,11,10,7,8,4,8,20,19,19,19,18,13,13,14,14,5,6,"HP1504901_L20"
"1109",68,29,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_L21"
"1110",67,33,21,17,19,17,17,14,10,9,11,10,7,8,4,8,20,19,19,19,18,13,13,14,14,5,6,"HP1504901_L22"
"1111",66,30,52,43,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_L23"
"1112",220,89,76,68,59,39,45,49,43,41,33,32,29,26,8,25,17,22,14,12,11,9,18,15,15,15,1,"HP1504901_L24"
"1113",70,28,22,18,18,21,18,17,15,8,10,12,5,5,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_L3"
"1114",59,63,52,43,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_L4"
"1115",56,66,88,23,41,36,46,51,11,3,5,19,11,13,27,13,9,10,10,2,1,1,3,2,2,15,1,"HP1504901_L5"
"1116",63,32,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_L6"
"1117",62,32,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_L7"
"1118",69,33,21,17,19,17,17,14,10,9,11,10,7,8,4,8,20,19,19,19,18,13,13,14,14,5,6,"HP1504901_L8"
"1119",71,28,22,18,18,21,18,17,15,8,10,12,5,5,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_L9"
"1120",75,30,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_M1"
"1121",63,32,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_M10"
"1122",77,69,91,53,68,61,40,42,40,30,25,24,13,14,10,11,5,6,5,7,8,5,6,5,5,4,7,"HP1504901_M11"
"1123",76,34,24,22,17,18,14,15,12,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_M12"
"1124",66,30,52,43,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_M13"
"1125",65,32,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_M14"
"1126",61,32,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_M15"
"1127",220,89,76,59,54,48,49,56,52,41,33,32,29,26,8,10,17,22,14,12,11,9,18,15,15,15,1,"HP1504901_M16"
"1128",62,32,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_M17"
"1129",68,29,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_M18"
"1130",124,69,91,53,68,61,40,42,40,30,25,24,13,14,10,11,5,6,5,7,8,5,6,5,5,4,7,"HP1504901_M19"
"1131",137,32,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_M2"
"1132",56,66,88,23,41,36,46,51,11,3,5,19,11,13,27,13,9,10,10,2,1,1,3,2,2,15,1,"HP1504901_M20"
"1133",52,31,19,19,15,19,13,12,13,35,22,5,14,22,5,5,8,4,4,4,4,12,9,9,9,13,14,"HP1504901_M21"
"1134",75,30,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_M22"
"1135",75,30,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_M23"
"1136",58,35,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_M24"
"1137",68,29,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_M3"
"1138",71,28,22,18,18,21,18,17,15,8,10,12,5,5,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_M4"
"1139",61,32,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_M5"
"1140",225,113,79,64,62,50,45,45,43,28,7,6,24,18,26,25,17,22,14,12,11,9,18,15,15,15,1,"HP1504901_M6"
"1141",70,28,22,18,18,21,18,17,15,8,10,12,5,5,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_M7"
"1142",63,32,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_M8"
"1143",63,32,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_M9"
"1144",76,34,24,22,17,18,14,15,12,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_N1"
"1145",61,32,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_N10"
"1146",147,63,52,43,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_N11"
"1147",68,29,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_N12"
"1148",69,33,21,17,19,17,17,14,10,9,11,10,7,8,4,8,20,19,19,19,18,13,13,14,14,5,6,"HP1504901_N13"
"1149",66,30,52,43,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_N14"
"1150",64,28,22,18,18,21,18,17,15,8,10,12,5,5,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_N15"
"1151",58,35,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_N16"
"1152",68,29,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_N17"
"1153",73,36,25,16,21,16,12,13,16,10,27,27,20,20,14,16,15,13,12,6,6,7,2,8,8,8,10,"HP1504901_N18"
"1154",68,29,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_N19"
"1155",68,29,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_N2"
"1156",65,32,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_N20"
"1157",77,69,91,53,68,61,40,42,40,30,25,24,13,14,10,11,5,6,5,7,8,5,6,5,5,4,7,"HP1504901_N21"
"1158",57,35,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_N22"
"1159",64,28,22,18,18,21,18,17,15,8,10,12,5,5,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_N23"
"1160",52,31,19,19,15,19,13,12,13,35,22,5,14,22,5,5,8,4,4,4,4,12,9,9,9,13,14,"HP1504901_N24"
"1161",66,30,52,43,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_N3"
"1162",63,32,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_N4"
"1163",62,32,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_N5"
"1164",75,30,20,20,22,20,36,18,17,12,14,13,12,7,11,12,7,11,7,5,5,4,5,7,7,7,8,"HP1504901_N6"
"1165",58,35,23,21,20,22,15,16,14,11,12,11,6,6,6,4,6,7,6,8,7,6,7,6,6,6,5,"HP1504901_N7"
"1166",67,33,21,17,19,17,17,14,10,9,11,10,7,8,4,8,20,19,19,19,18,13,13,14,14,5,6,"HP1504901_N8"
