"","k_2","k_3","k_4","k_5","k_6","k_7","k_8","k_9","k_10","k_15","k_20","k_25","k_30","k_35","k_40","k_45","k_50","k_55","k_60","k_65","k_70","k_75","k_80","k_85","k_90","k_95","k_100","cells"
"1694",30,19,76,4,16,18,2,7,7,26,9,15,18,14,15,17,19,18,18,18,13,14,12,11,10,9,10,"human1_lib3.final_cell_0497"
"1695",373,103,9,7,52,6,5,5,37,35,28,9,6,7,12,5,18,20,7,10,3,4,5,4,6,12,7,"human1_lib3.final_cell_0498"
"1696",411,7,14,14,4,36,31,32,14,17,10,16,4,2,4,2,3,4,5,3,7,10,3,7,4,4,1,"human1_lib3.final_cell_0499"
"1697",340,51,60,49,41,40,40,18,10,29,21,8,11,20,7,16,16,7,9,4,1,5,11,3,11,10,11,"human1_lib3.final_cell_0500"
"1698",200,98,4,23,51,1,4,2,3,2,3,1,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib3.final_cell_0501"
"1699",380,20,23,47,7,4,1,1,2,1,1,3,3,4,3,1,1,1,2,1,2,1,2,2,1,2,2,"human1_lib3.final_cell_0502"
"1700",30,19,76,4,16,18,2,7,7,26,9,15,18,14,15,17,19,18,18,18,13,14,12,11,10,9,10,"human1_lib3.final_cell_0503"
"1701",66,28,5,5,42,10,4,2,3,2,3,6,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib3.final_cell_0504"
"1702",113,81,42,66,34,16,28,17,12,25,13,23,24,13,21,11,10,20,19,11,12,13,13,12,12,6,12,"human1_lib3.final_cell_0505"
"1703",401,100,67,61,44,37,14,10,24,15,18,4,11,20,7,16,16,7,9,4,1,5,11,3,11,10,11,"human1_lib3.final_cell_0506"
"1704",342,48,67,61,42,37,14,26,24,2,3,6,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib3.final_cell_0507"
"1705",233,50,22,22,14,19,24,21,15,18,30,28,15,9,11,8,2,3,11,14,6,8,16,9,8,5,8,"human1_lib3.final_cell_0508"
"1706",28,3,2,23,5,3,1,1,2,1,1,1,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib3.final_cell_0509"
"1707",411,7,14,14,4,36,31,32,14,17,10,16,4,2,4,2,3,4,5,3,7,10,3,7,4,4,1,"human1_lib3.final_cell_0510"
"1708",411,7,14,14,4,36,31,32,14,17,10,16,4,2,4,2,3,4,5,3,7,10,3,7,4,4,1,"human1_lib3.final_cell_0511"
"1709",250,6,3,2,5,12,19,12,1,4,2,1,1,1,1,1,12,1,2,1,2,1,2,2,1,2,2,"human1_lib3.final_cell_0512"
"1710",348,90,54,48,40,39,35,8,6,32,18,4,11,20,7,16,16,7,9,4,1,5,11,3,11,10,11,"human1_lib3.final_cell_0513"
"1711",25,44,44,37,31,25,33,25,31,14,8,19,17,16,18,7,8,9,15,12,9,11,8,8,7,6,5,"human1_lib3.final_cell_0514"
"1712",33,43,4,23,51,1,4,2,3,2,3,1,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib3.final_cell_0515"
"1713",325,32,48,9,11,38,8,11,9,8,6,10,12,8,8,6,20,19,1,8,8,9,6,6,5,7,6,"human1_lib3.final_cell_0516"
"1714",24,9,1,3,3,3,1,1,2,1,1,3,3,4,3,1,1,1,2,1,2,1,2,2,1,2,2,"human1_lib3.final_cell_0517"
"1715",313,49,53,66,47,13,48,37,12,21,13,23,24,13,21,11,10,20,19,11,12,13,13,12,12,11,12,"human1_lib3.final_cell_0518"
"1716",189,43,3,23,5,1,4,1,3,4,2,1,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib3.final_cell_0519"
"1717",314,81,42,12,34,16,26,17,13,25,13,19,24,13,13,11,10,14,15,12,9,11,8,8,7,6,5,"human1_lib3.final_cell_0520"
"1718",347,76,18,13,42,26,14,26,24,2,3,8,5,3,2,21,5,2,3,2,5,6,1,1,2,1,6,"human1_lib3.final_cell_0521"
"1719",115,5,1,2,3,3,1,1,2,4,1,1,3,4,3,1,1,1,2,1,2,1,2,2,1,2,2,"human1_lib3.final_cell_0522"
"1720",411,7,14,14,4,36,31,32,14,17,10,16,4,2,4,2,3,4,5,3,7,10,3,7,4,4,1,"human1_lib3.final_cell_0523"
"1721",317,44,44,37,31,25,33,25,31,23,8,19,17,16,18,7,8,9,15,12,9,11,8,8,7,6,5,"human1_lib3.final_cell_0524"
"1722",32,8,2,1,7,3,1,1,2,1,1,1,3,4,3,1,5,1,2,1,2,6,1,1,2,1,2,"human1_lib3.final_cell_0525"
"1723",347,76,18,13,42,26,14,26,24,2,3,8,5,3,2,21,5,2,3,2,5,6,1,1,2,1,6,"human1_lib3.final_cell_0526"
"1724",342,48,67,61,42,37,14,26,24,2,3,6,5,3,2,21,5,2,3,2,5,6,1,1,2,1,11,"human1_lib3.final_cell_0527"
"1725",26,112,16,15,2,11,11,15,1,4,2,2,1,1,1,1,12,1,2,1,2,1,2,2,1,2,4,"human1_lib3.final_cell_0528"
"1726",409,99,66,46,46,13,37,6,8,5,4,11,8,7,12,5,7,8,7,10,3,4,5,4,6,12,7,"human1_lib3.final_cell_0529"
"1727",408,82,63,56,43,47,3,46,34,9,5,7,10,6,6,3,4,5,6,19,16,3,16,15,15,15,15,"human1_lib3.final_cell_0530"
"1728",200,98,18,13,51,1,4,2,24,2,3,1,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib3.final_cell_0531"
"1729",361,88,72,53,40,44,35,45,6,32,21,4,11,20,7,16,16,7,9,4,1,5,11,3,11,10,11,"human1_lib3.final_cell_0532"
"1730",346,86,43,19,17,36,31,32,14,17,10,16,4,2,4,2,3,4,5,3,7,10,3,7,4,4,1,"human1_lib3.final_cell_0533"
"1731",30,19,76,4,16,18,2,7,7,26,9,15,18,14,15,17,19,18,18,18,13,14,12,11,10,9,10,"human1_lib3.final_cell_0534"
"1732",409,99,66,46,46,13,37,6,8,5,4,11,8,7,12,5,7,8,7,10,3,4,5,4,6,12,7,"human1_lib3.final_cell_0535"
"1733",263,49,53,66,47,16,48,37,12,21,13,23,24,13,21,11,10,20,19,11,12,13,13,12,12,11,12,"human1_lib3.final_cell_0536"
"1734",16,81,42,12,34,16,26,17,13,25,14,8,19,13,13,7,10,14,15,12,9,11,8,8,7,6,5,"human1_lib3.final_cell_0537"
"1735",28,3,4,23,51,1,4,2,3,2,2,1,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib3.final_cell_0538"
"1736",422,33,52,49,41,40,17,34,33,29,14,8,11,20,7,16,11,7,12,9,1,5,11,3,11,10,11,"human1_lib3.final_cell_0539"
"1737",342,48,67,61,42,37,14,26,24,2,3,6,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib3.final_cell_0540"
"1738",100,50,22,22,14,19,24,21,15,18,30,28,15,9,11,8,2,3,11,14,6,8,16,9,8,5,8,"human1_lib3.final_cell_0541"
"1739",178,67,24,25,36,27,19,22,28,22,2,13,14,10,10,9,12,12,8,7,8,9,6,6,5,7,6,"human1_lib3.final_cell_0542"
"1740",342,48,18,13,42,26,14,26,24,2,3,8,5,3,2,21,5,2,3,2,5,6,1,1,2,1,6,"human1_lib3.final_cell_0543"
"1741",86,86,43,19,4,36,31,32,14,17,10,16,4,2,4,2,3,4,5,3,7,10,3,7,4,4,1,"human1_lib3.final_cell_0544"
"1742",50,3,4,23,51,1,4,2,3,2,2,1,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib3.final_cell_0545"
"1743",325,32,48,9,11,38,8,11,9,8,6,10,12,8,8,6,20,19,1,8,8,9,6,6,5,7,6,"human1_lib3.final_cell_0546"
"1744",107,2,68,57,21,22,10,36,11,18,30,28,15,9,11,8,2,3,11,14,6,8,16,9,8,5,8,"human1_lib3.final_cell_0547"
"1745",199,19,76,4,16,18,2,7,7,26,9,15,18,14,15,17,19,18,18,18,13,14,12,11,10,9,10,"human1_lib3.final_cell_0548"
"1746",427,3,5,5,1,10,4,2,3,2,3,6,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib3.final_cell_0549"
"1747",347,76,18,13,42,26,14,26,24,2,3,8,5,3,2,21,5,2,3,2,5,6,1,1,2,1,6,"human1_lib3.final_cell_0550"
"1748",427,28,5,5,42,10,4,2,3,2,3,6,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib3.final_cell_0551"
"1749",411,7,14,14,4,36,31,32,14,17,10,16,4,2,4,2,3,4,5,3,7,10,3,7,4,4,1,"human1_lib3.final_cell_0552"
"1750",178,67,24,25,36,12,19,22,28,22,11,13,14,10,10,9,12,12,8,7,8,9,6,6,5,7,6,"human1_lib3.final_cell_0553"
"1751",28,3,4,23,51,1,4,2,3,2,2,1,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib3.final_cell_0554"
"1752",320,106,63,56,43,47,41,9,34,6,22,26,25,19,19,18,17,17,17,16,14,15,14,13,13,13,13,"human1_lib3.final_cell_0555"
"1753",154,112,16,15,2,11,11,15,1,4,2,2,1,1,1,1,12,1,2,1,2,1,2,2,1,2,4,"human1_lib3.final_cell_0556"
"1754",342,48,18,13,42,26,14,26,24,2,3,8,5,3,2,21,5,2,3,2,5,6,1,1,2,1,6,"human1_lib3.final_cell_0557"
"1755",27,19,76,4,16,18,2,7,7,26,9,15,18,14,15,17,19,18,18,18,13,14,12,11,10,9,10,"human1_lib3.final_cell_0558"
"1756",178,67,24,25,36,12,19,22,28,22,11,13,14,10,10,9,12,12,8,7,8,9,6,6,5,7,6,"human1_lib3.final_cell_0559"
"1757",233,50,22,22,14,19,24,21,15,18,30,28,15,9,11,8,2,3,11,14,6,8,16,9,8,5,8,"human1_lib3.final_cell_0560"
"1758",250,6,3,2,36,12,19,12,1,4,2,1,1,1,1,1,12,1,2,1,2,1,2,2,1,2,2,"human1_lib3.final_cell_0561"
"1759",102,80,57,61,44,37,14,10,24,15,18,4,11,20,7,16,16,7,9,4,1,5,11,3,11,10,11,"human1_lib3.final_cell_0562"
"1760",28,3,4,23,51,1,4,2,3,1,2,1,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib3.final_cell_0563"
"1761",28,3,4,23,51,1,4,2,3,2,2,1,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib3.final_cell_0564"
"1762",115,5,1,3,3,3,1,1,2,1,1,3,3,4,3,1,1,1,2,1,2,1,2,2,1,2,2,"human1_lib3.final_cell_0565"
"1763",154,112,16,15,2,11,11,15,1,4,2,2,1,1,1,1,12,1,2,1,2,1,2,2,1,2,4,"human1_lib3.final_cell_0566"
"1764",35,19,76,4,16,18,2,7,7,26,9,15,18,14,15,17,19,18,18,18,13,14,12,11,10,9,10,"human1_lib3.final_cell_0567"
"1765",263,65,39,34,23,15,28,27,17,24,13,22,16,13,17,11,10,13,13,11,9,11,7,8,7,6,5,"human1_lib3.final_cell_0568"
"1766",346,86,43,14,4,36,31,32,14,17,10,16,4,2,4,2,3,4,5,3,7,10,3,7,4,4,1,"human1_lib3.final_cell_0569"
"1767",115,5,1,2,3,3,1,1,2,1,1,3,3,4,3,1,1,1,2,1,2,1,2,2,1,2,2,"human1_lib3.final_cell_0570"
"1768",395,98,18,13,51,1,4,22,28,22,11,13,14,10,2,21,5,2,3,2,8,6,1,1,2,1,6,"human1_lib3.final_cell_0571"
"1769",361,21,64,58,46,50,47,38,41,32,21,11,8,20,7,16,16,7,9,4,1,5,11,3,11,10,11,"human1_lib3.final_cell_0572"
"1770",395,98,18,13,51,1,4,2,24,2,3,1,5,3,2,21,5,2,3,2,5,6,1,1,2,1,6,"human1_lib3.final_cell_0573"
"1771",30,19,76,4,16,18,2,7,7,26,9,15,18,14,15,17,19,18,18,18,13,14,12,11,10,9,10,"human1_lib3.final_cell_0574"
"1772",411,7,14,14,4,36,31,32,14,17,10,16,4,2,4,2,3,4,5,3,7,10,3,7,4,4,1,"human1_lib3.final_cell_0575"
"1773",263,49,53,66,47,16,48,37,12,21,13,23,24,13,21,11,10,20,19,11,12,13,13,12,12,11,12,"human1_lib3.final_cell_0576"
"1774",14,8,1,1,3,3,1,1,2,4,1,3,3,4,3,1,1,1,2,1,2,1,2,2,1,2,2,"human1_lib3.final_cell_0577"
"1775",408,82,63,56,43,47,3,46,34,9,5,7,10,6,6,3,4,5,6,19,16,3,16,15,15,15,15,"human1_lib3.final_cell_0578"
"1776",29,8,1,1,3,3,1,1,2,1,1,3,3,4,3,1,1,1,2,1,2,1,2,2,1,2,2,"human1_lib3.final_cell_0579"
"1777",200,98,18,13,51,1,4,2,24,2,3,1,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib3.final_cell_0580"
"1778",50,3,4,23,51,1,4,2,3,2,2,1,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib3.final_cell_0581"
"1779",228,46,30,32,37,34,30,33,20,13,9,15,18,14,15,12,13,15,14,18,13,14,12,11,10,9,10,"human1_lib3.final_cell_0582"
"1780",34,6,3,2,5,12,19,12,1,4,2,1,1,1,1,1,12,1,2,1,2,1,2,2,1,2,2,"human1_lib3.final_cell_0583"
"1781",340,51,60,49,41,40,40,18,10,29,14,8,11,20,7,16,16,7,9,4,1,5,11,3,11,10,11,"human1_lib3.final_cell_0584"
"1782",252,69,42,18,30,35,26,17,13,25,15,19,19,13,13,7,10,14,15,12,9,11,8,8,7,6,5,"human1_lib3.final_cell_0585"
"1783",154,112,16,15,2,11,11,15,1,4,2,2,1,1,1,1,12,1,2,1,2,1,2,2,1,2,4,"human1_lib3.final_cell_0586"
"1784",250,6,3,2,36,12,19,12,1,4,2,1,1,1,1,1,12,1,2,1,2,1,2,2,1,2,4,"human1_lib3.final_cell_0587"
"1785",395,98,18,13,51,1,4,2,24,2,3,1,5,3,2,21,5,2,3,2,5,6,1,1,2,1,6,"human1_lib3.final_cell_0588"
"1786",411,7,14,14,4,36,31,32,14,17,10,16,4,2,4,2,3,4,5,3,7,10,3,7,4,4,1,"human1_lib3.final_cell_0589"
"1787",411,7,14,14,4,36,31,32,14,17,10,16,4,2,4,2,3,4,5,3,7,10,3,7,4,4,1,"human1_lib3.final_cell_0590"
"1788",35,19,76,4,16,18,2,7,7,26,9,15,18,14,15,17,19,18,18,18,13,14,12,11,10,9,10,"human1_lib3.final_cell_0591"
"1789",364,94,57,61,44,37,14,10,24,15,18,4,11,20,7,16,16,7,9,4,1,5,11,3,11,10,11,"human1_lib3.final_cell_0592"
"1790",200,48,18,13,42,26,14,26,24,2,3,8,5,3,2,21,5,2,3,2,5,6,1,1,2,1,6,"human1_lib3.final_cell_0593"
"1791",313,49,53,66,47,16,48,37,12,21,13,23,24,13,21,11,10,20,19,11,12,13,13,12,12,11,12,"human1_lib3.final_cell_0594"
"1792",30,19,76,4,16,18,2,7,7,26,9,15,18,14,15,17,19,18,18,18,13,14,12,11,10,9,10,"human1_lib3.final_cell_0595"
"1793",427,28,67,59,42,37,39,3,19,2,3,6,9,5,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib3.final_cell_0596"
"1794",347,76,18,13,42,26,14,26,24,2,3,8,5,3,2,21,5,2,3,2,5,6,1,1,2,1,6,"human1_lib3.final_cell_0597"
"1795",408,82,63,56,43,47,3,46,34,9,5,7,10,6,6,3,4,5,6,19,16,3,16,15,15,15,15,"human1_lib3.final_cell_0598"
"1796",301,49,53,66,34,16,28,17,12,21,13,23,24,13,21,11,10,20,19,11,12,13,13,12,12,11,12,"human1_lib3.final_cell_0599"
"1797",225,41,26,22,14,22,24,21,15,18,30,28,15,9,11,8,2,3,11,14,6,8,16,9,8,5,8,"human1_lib3.final_cell_0600"
"1798",225,41,26,22,14,22,24,21,15,18,30,28,15,9,11,8,2,3,11,14,6,8,16,9,8,5,8,"human1_lib3.final_cell_0601"
"1799",411,7,14,14,4,36,31,32,14,17,10,16,4,2,4,2,3,4,5,3,7,10,3,7,4,4,1,"human1_lib3.final_cell_0602"
"1800",237,87,59,51,45,41,36,20,23,6,22,26,25,19,19,18,17,17,17,16,14,15,14,13,13,13,13,"human1_lib3.final_cell_0603"
"1801",31,7,14,14,4,36,31,32,14,17,10,16,4,2,4,2,3,4,5,3,7,10,3,7,4,4,1,"human1_lib3.final_cell_0604"
"1802",343,25,78,66,47,43,43,37,12,21,29,23,24,13,21,11,10,20,19,11,12,13,13,12,12,11,12,"human1_lib3.final_cell_0605"
"1803",297,33,52,44,30,28,17,34,33,16,14,8,13,17,14,15,11,12,12,9,1,5,11,6,5,7,11,"human1_lib3.final_cell_0606"
"1804",395,57,24,25,36,27,19,22,28,22,11,13,14,10,10,9,12,12,8,7,8,9,6,6,5,7,6,"human1_lib3.final_cell_0607"
"1805",427,3,5,5,1,10,4,2,3,2,3,6,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib3.final_cell_0608"
"1806",29,4,2,1,5,3,1,1,2,4,1,1,5,4,3,1,5,1,2,1,2,6,2,2,1,1,2,"human1_lib3.final_cell_0609"
"1807",226,55,20,41,26,29,18,24,18,20,19,14,22,18,16,13,14,10,16,6,11,12,10,10,9,8,9,"human1_lib3.final_cell_0610"
"1808",30,19,76,4,16,18,2,7,7,26,9,15,18,14,15,17,19,18,18,18,13,14,12,11,10,9,10,"human1_lib3.final_cell_0611"
"1809",250,6,3,2,5,12,19,12,1,4,2,1,1,1,1,1,12,1,2,1,2,1,2,2,1,2,2,"human1_lib3.final_cell_0612"
"1810",325,32,48,9,11,38,8,11,9,8,6,10,12,8,8,6,20,19,1,8,8,9,6,6,5,7,6,"human1_lib3.final_cell_0613"
"1811",342,110,67,59,44,37,12,10,6,15,18,4,11,20,7,16,16,7,9,4,1,5,11,3,11,10,11,"human1_lib3.final_cell_0614"
"1812",411,7,14,14,4,36,31,32,14,17,10,16,4,2,4,2,3,4,5,3,7,10,3,7,4,4,1,"human1_lib3.final_cell_0615"
"1813",421,115,78,66,47,43,48,37,12,21,29,23,24,13,21,11,10,20,19,11,12,13,13,12,12,11,12,"human1_lib3.final_cell_0616"
"1814",24,9,1,3,3,3,1,1,2,1,1,3,3,4,3,1,1,1,2,1,2,1,2,2,1,2,2,"human1_lib3.final_cell_0617"
"1815",411,7,14,14,4,36,31,32,14,17,10,16,4,2,4,2,3,4,5,3,7,10,3,7,4,4,1,"human1_lib3.final_cell_0618"
"1816",395,98,18,13,51,1,4,2,3,2,2,1,5,3,2,21,5,2,3,2,5,6,1,1,2,1,6,"human1_lib3.final_cell_0619"
"1817",154,112,16,15,2,11,11,15,1,4,2,2,1,1,1,1,12,1,2,1,2,1,2,2,1,2,4,"human1_lib3.final_cell_0620"
"1818",411,7,14,14,4,36,31,32,14,17,10,16,4,2,4,2,3,4,5,3,7,10,3,7,4,4,1,"human1_lib3.final_cell_0621"
"1819",323,83,55,17,41,40,40,18,10,29,21,4,11,20,7,16,16,7,9,4,1,5,11,3,11,10,11,"human1_lib3.final_cell_0622"
"1820",233,50,22,22,14,19,24,21,15,18,30,28,15,9,11,8,2,3,11,14,6,8,16,9,8,5,8,"human1_lib3.final_cell_0623"
"1821",233,50,22,22,14,19,24,21,15,18,30,28,15,9,11,8,2,3,11,14,6,8,16,9,8,5,8,"human1_lib3.final_cell_0624"
"1822",31,7,14,14,4,36,31,32,14,17,10,16,4,2,4,2,3,4,5,3,7,10,3,7,4,4,1,"human1_lib3.final_cell_0625"
"1823",200,98,4,23,51,1,4,2,3,2,2,1,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib3.final_cell_0626"
"1824",411,7,14,14,4,36,31,32,14,17,10,16,4,2,4,2,3,4,5,3,7,10,3,7,4,4,1,"human1_lib3.final_cell_0627"
"1825",134,41,22,22,21,22,10,36,11,18,30,28,15,9,11,8,2,3,11,14,6,8,16,9,8,5,8,"human1_lib3.final_cell_0628"
"1826",342,48,67,61,42,37,14,26,24,2,3,6,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib3.final_cell_0629"
"1827",395,98,18,13,51,1,4,2,24,2,3,1,5,3,2,21,5,2,3,2,5,6,1,1,2,1,6,"human1_lib3.final_cell_0630"
"1828",199,19,76,4,16,18,2,7,7,26,9,15,18,14,15,17,19,18,18,18,13,14,12,11,10,9,10,"human1_lib3.final_cell_0631"
"1829",30,19,76,4,16,18,2,7,7,26,9,15,18,14,15,17,19,18,18,18,13,14,12,11,10,9,10,"human1_lib3.final_cell_0632"
"1830",298,70,47,38,39,17,32,35,33,16,14,8,13,17,14,15,11,12,12,9,1,5,11,6,5,7,6,"human1_lib3.final_cell_0633"
"1831",262,20,13,47,7,4,1,3,5,7,12,6,9,5,5,4,6,6,4,5,4,2,4,5,3,3,3,"human1_lib3.final_cell_0634"
"1832",30,19,76,4,16,18,2,7,7,26,9,15,18,14,15,17,19,18,18,18,13,14,12,11,10,9,10,"human1_lib3.final_cell_0635"
"1833",306,54,46,29,28,25,33,25,22,23,8,18,17,16,18,10,8,9,15,12,9,11,8,8,7,6,5,"human1_lib3.final_cell_0636"
"1834",30,19,76,4,16,18,2,7,7,26,9,15,18,14,15,17,19,18,18,18,13,14,12,11,10,9,10,"human1_lib3.final_cell_0637"
"1835",199,19,76,4,16,18,2,7,7,26,9,15,18,14,15,17,19,18,18,18,13,14,12,11,10,9,10,"human1_lib3.final_cell_0638"
"1836",200,98,4,23,51,1,4,2,3,2,2,1,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib3.final_cell_0639"
"1837",35,19,76,4,16,18,2,7,7,26,9,15,18,14,15,17,19,18,18,18,13,14,12,11,10,9,10,"human1_lib3.final_cell_0640"
"1838",202,33,52,44,30,28,17,34,33,16,14,8,13,17,14,15,11,12,12,9,1,5,11,6,5,7,11,"human1_lib3.final_cell_0641"
"1839",20,43,4,23,51,1,4,2,3,2,3,1,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib3.final_cell_0642"
"1840",24,9,1,3,3,3,1,1,2,1,1,3,3,4,3,1,1,1,2,1,2,1,2,2,1,2,2,"human1_lib3.final_cell_0643"
"1841",115,5,1,2,3,3,1,1,2,4,1,3,3,4,3,1,1,1,2,1,2,1,2,2,1,2,2,"human1_lib3.final_cell_0644"
"1842",32,8,2,1,5,3,1,1,2,1,1,1,5,4,3,1,5,1,2,1,2,6,1,1,2,1,2,"human1_lib3.final_cell_0645"
"1843",189,43,3,23,5,1,4,2,3,2,2,1,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib3.final_cell_0646"
"1844",24,9,1,3,3,3,1,1,2,1,1,3,3,4,3,1,1,1,2,1,2,1,2,2,1,2,2,"human1_lib3.final_cell_0647"
"1845",395,98,18,13,51,1,4,22,28,22,11,13,5,10,2,21,5,2,3,2,5,6,1,1,2,1,6,"human1_lib3.final_cell_0648"
"1846",411,7,14,14,4,36,31,32,14,17,10,16,4,2,4,2,3,4,5,3,7,10,3,7,4,4,1,"human1_lib3.final_cell_0649"
"1847",408,82,63,56,43,47,3,46,34,9,5,7,10,6,6,3,4,5,6,19,16,3,16,15,15,15,15,"human1_lib3.final_cell_0650"
"1848",414,20,23,47,7,4,39,3,5,7,12,6,9,5,5,4,6,6,4,5,4,2,4,5,3,3,3,"human1_lib3.final_cell_0651"
"1849",33,43,4,23,51,1,4,2,3,2,3,1,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib3.final_cell_0652"
"1850",342,48,18,13,42,26,14,26,24,2,3,8,5,3,2,21,5,2,3,2,5,6,1,1,2,1,6,"human1_lib3.final_cell_0653"
"1851",380,20,23,1,7,4,1,1,2,1,1,3,3,4,3,1,1,1,2,1,2,1,2,2,1,2,2,"human1_lib3.final_cell_0654"
"1852",106,56,39,34,33,24,29,27,32,24,13,22,16,13,17,11,10,13,13,11,9,11,7,8,7,6,5,"human1_lib3.final_cell_0655"
"1853",199,19,76,4,16,18,2,7,7,26,9,15,18,14,15,17,19,18,18,18,13,14,12,11,10,9,10,"human1_lib3.final_cell_0656"
"1854",35,19,76,4,16,18,2,7,7,26,9,15,18,14,15,17,19,18,18,18,13,14,12,11,10,9,10,"human1_lib3.final_cell_0657"
"1855",24,9,1,3,3,3,1,1,2,1,1,3,3,4,3,1,1,1,2,1,2,1,2,2,1,2,2,"human1_lib3.final_cell_0658"
"1856",185,98,18,13,42,26,14,26,24,2,3,8,5,3,2,21,5,2,3,2,5,6,1,1,2,1,6,"human1_lib3.final_cell_0659"
"1857",282,69,40,36,13,35,26,17,32,25,13,18,19,16,17,11,8,13,13,12,9,11,7,8,7,6,5,"human1_lib3.final_cell_0660"
"1858",299,71,20,39,25,29,18,24,18,20,19,14,22,18,16,13,14,10,16,6,11,12,10,10,9,8,9,"human1_lib3.final_cell_0661"
"1859",30,19,76,4,16,18,2,7,7,26,9,15,18,14,15,17,19,18,18,18,13,14,12,11,10,9,10,"human1_lib3.final_cell_0662"
"1860",34,6,3,2,5,12,19,12,1,4,2,1,5,3,2,1,12,2,8,7,8,9,6,6,5,7,6,"human1_lib3.final_cell_0663"
"1861",346,86,43,14,4,36,31,32,14,17,10,16,4,2,4,2,3,4,5,3,7,10,3,7,4,4,1,"human1_lib3.final_cell_0664"
"1862",200,48,18,13,42,26,14,26,24,2,3,8,5,3,2,21,5,2,3,2,5,6,1,1,2,1,6,"human1_lib3.final_cell_0665"
"1863",395,98,18,13,51,1,4,22,28,22,11,13,5,3,2,21,5,2,3,2,5,6,1,1,2,1,6,"human1_lib3.final_cell_0666"
"1864",250,6,3,2,36,12,19,12,1,4,2,1,1,1,1,1,12,1,2,1,2,1,2,2,1,2,2,"human1_lib3.final_cell_0667"
"1865",197,56,40,36,33,24,29,17,32,25,13,22,16,13,17,11,10,13,13,11,9,11,7,8,7,6,5,"human1_lib3.final_cell_0668"
"1866",200,48,18,13,42,26,14,26,24,2,3,8,5,3,2,21,5,2,3,2,5,6,1,1,2,1,6,"human1_lib3.final_cell_0669"
"1867",63,76,18,13,42,26,14,26,24,2,3,8,5,3,2,21,5,2,3,2,5,6,1,1,2,1,6,"human1_lib3.final_cell_0670"
"1868",411,7,14,14,4,36,31,32,14,17,10,16,4,2,4,2,3,4,5,3,7,10,3,7,4,4,1,"human1_lib3.final_cell_0671"
"1869",409,99,66,46,46,13,37,6,8,5,4,11,8,7,12,5,7,8,7,10,3,4,5,4,6,12,7,"human1_lib3.final_cell_0672"
"1870",411,7,14,14,4,36,31,32,14,17,10,16,4,2,4,2,3,4,5,3,7,10,3,7,4,4,1,"human1_lib3.final_cell_0673"
"1871",403,99,60,49,46,40,47,38,41,32,21,11,8,20,7,16,16,7,9,4,1,5,11,3,11,10,11,"human1_lib3.final_cell_0674"
"1872",30,19,76,4,16,18,2,7,7,26,9,15,18,14,15,17,19,18,18,18,13,14,12,11,10,9,10,"human1_lib3.final_cell_0675"
"1873",411,7,14,14,4,36,31,32,14,17,10,16,4,2,4,2,3,4,5,3,7,10,3,7,4,4,1,"human1_lib3.final_cell_0676"
"1874",313,49,53,66,47,13,48,37,12,21,29,23,24,13,21,11,10,20,19,11,12,13,13,12,12,11,12,"human1_lib3.final_cell_0677"
"1875",140,64,42,12,34,16,26,17,13,25,15,19,19,13,13,7,10,14,15,12,9,11,8,8,7,6,5,"human1_lib3.final_cell_0678"
"1876",374,89,59,52,45,41,36,20,23,6,22,26,25,19,19,18,17,17,17,16,14,15,14,13,13,13,13,"human1_lib3.final_cell_0679"
"1877",199,19,76,4,16,18,2,7,7,26,9,15,18,14,15,17,19,18,18,18,13,14,12,11,10,9,10,"human1_lib3.final_cell_0680"
"1878",346,86,43,19,17,36,31,32,14,17,10,16,4,2,4,2,3,4,5,3,7,10,3,7,4,4,1,"human1_lib3.final_cell_0681"
