"","0.3,30","0.3,50","0.3,100","0.4,30","0.4,50","0.4,100","0.5,30","0.5,50","0.5,100","0.6,30","0.6,50","0.6,100","0.7,30","0.7,50","0.7,100","0.8,30","0.8,50","0.8,100","0.9,30","0.9,50","0.9,100","1,30","1,50","1,100","1.1,30","1.1,50","1.1,100","1.2,30","1.2,50","1.2,100","1.3,30","1.3,50","1.3,100","1.4,30","1.4,50","1.4,100","1.5,30","1.5,50","1.5,100","1.6,30","1.6,50","1.6,100","1.7,30","1.7,50","1.7,100","1.8,30","1.8,50","1.8,100","1.9,30","1.9,50","1.9,100","2,30","2,50","2,100","2.1,30","2.1,50","2.1,100","2.2,30","2.2,50","2.2,100","2.3,30","2.3,50","2.3,100","2.4,30","2.4,50","2.4,100","2.5,30","2.5,50","2.5,100","cells"
"HP1502401_K7",1,1,1,1,1,1,1,2,1,1,2,1,1,8,1,2,9,1,2,8,2,6,7,5,6,7,4,6,7,4,6,8,4,6,7,4,6,8,4,6,7,4,6,7,4,6,7,6,6,8,5,6,6,5,6,6,5,6,6,5,6,6,5,6,7,5,6,5,5,"HP1502401_K7"
"HP1502401_K8",1,1,1,1,1,1,1,2,1,1,2,1,1,8,1,2,9,1,2,8,2,6,7,5,6,7,4,6,7,4,6,8,4,6,7,4,6,8,4,6,7,4,6,7,4,6,7,6,6,8,5,6,6,5,6,6,5,6,6,5,6,6,5,6,7,5,6,5,5,"HP1502401_K8"
"HP1502401_K9",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_K9"
"HP1502401_L1",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_L1"
"HP1502401_L10",7,9,6,8,10,7,16,10,7,16,9,6,18,10,8,18,15,10,18,20,10,20,20,10,20,20,9,19,20,9,19,20,9,19,20,9,19,19,9,19,19,9,19,19,9,19,19,9,19,19,9,19,19,8,19,19,8,19,19,8,19,19,8,19,19,8,19,19,8,"HP1502401_L10"
"HP1502401_L11",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_L11"
"HP1502401_L12",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_L12"
"HP1502401_L13",3,5,3,3,4,2,3,4,2,3,3,2,3,2,2,3,2,2,3,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,"HP1502401_L13"
"HP1502401_L14",5,8,2,6,7,5,10,7,5,10,5,7,10,4,6,10,4,6,10,10,6,10,10,6,10,10,5,10,10,5,9,10,5,12,10,5,12,10,5,12,10,5,12,9,5,12,9,4,11,9,4,11,9,4,11,9,4,11,9,4,11,9,4,11,8,4,11,8,4,"HP1502401_L14"
"HP1502401_L15",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_L15"
"HP1502401_L16",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_L16"
"HP1502401_L17",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,6,2,2,6,2,2,6,2,2,6,2,2,6,2,2,6,2,2,5,2,2,6,2,2,12,2,2,12,2,2,12,2,2,12,2,2,12,2,2,12,"HP1502401_L17"
"HP1502401_L18",1,1,1,5,1,1,5,2,1,5,2,1,5,5,1,5,5,1,5,4,2,4,5,12,4,5,10,4,5,11,4,6,10,4,5,11,4,5,11,4,5,10,4,5,10,4,5,10,4,5,10,4,5,9,4,4,11,4,4,11,4,4,11,4,4,11,4,4,11,"HP1502401_L18"
"HP1502401_L19",1,1,1,1,1,1,1,2,1,1,2,1,1,8,1,2,9,1,2,8,2,6,7,5,6,7,4,6,7,4,6,8,4,6,7,4,6,8,4,6,7,4,6,7,4,6,7,6,6,8,5,6,6,5,6,6,5,6,6,5,6,6,5,6,7,5,6,5,5,"HP1502401_L19"
"HP1502401_L2",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_L2"
"HP1502401_L20",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_L20"
"HP1502401_L21",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_L21"
"HP1502401_L22",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_L22"
"HP1502401_L23",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_L23"
"HP1502401_L24",1,1,1,1,1,1,1,2,1,1,2,1,1,8,1,2,9,1,2,8,2,6,7,5,6,7,4,6,7,4,6,8,4,6,7,4,6,8,4,6,7,4,6,7,4,6,7,6,6,8,5,6,6,5,6,6,5,6,6,5,6,6,5,6,7,5,6,5,5,"HP1502401_L24"
"HP1502401_L3",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_L3"
"HP1502401_L4",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_L4"
"HP1502401_L5",10,3,4,11,9,3,9,9,3,9,7,3,9,7,3,9,7,8,9,6,8,9,4,8,9,4,7,9,4,7,8,5,7,8,4,7,8,4,7,8,4,7,8,4,7,8,4,7,8,4,7,8,8,6,8,8,6,8,8,6,8,8,6,8,6,6,8,7,6,"HP1502401_L5"
"HP1502401_L6",1,1,1,1,1,1,1,2,1,1,2,1,1,8,1,2,9,1,2,8,2,6,7,5,6,7,4,6,7,4,6,8,4,6,7,4,6,8,4,6,7,4,6,7,4,6,7,6,6,8,5,6,6,5,6,6,5,6,6,5,6,6,5,6,7,5,6,5,5,"HP1502401_L6"
"HP1502401_L7",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_L7"
"HP1502401_L8",1,1,1,1,1,1,1,2,1,1,2,1,1,8,1,2,9,1,2,8,2,6,7,5,6,7,4,6,7,4,6,8,4,6,7,4,6,8,4,6,7,4,6,7,4,6,7,6,6,8,5,6,6,5,6,6,5,6,6,5,6,6,5,6,7,5,6,5,5,"HP1502401_L8"
"HP1502401_L9",3,2,3,3,2,2,3,1,2,3,1,2,3,1,2,3,14,2,3,14,1,2,14,1,2,14,1,2,14,1,2,14,1,2,14,1,2,14,1,2,14,16,2,14,16,2,14,16,2,14,16,2,14,16,2,14,16,2,14,16,2,14,16,2,13,16,2,13,16,"HP1502401_L9"
"HP1502401_M1",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_M1"
"HP1502401_M10",3,5,3,3,4,2,3,4,2,3,3,2,3,2,2,3,2,2,3,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,16,2,2,16,2,2,16,2,2,16,2,2,16,2,2,16,2,2,16,2,2,16,2,2,16,2,2,16,"HP1502401_M10"
"HP1502401_M11",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_M11"
"HP1502401_M12",7,9,6,8,10,7,16,10,7,16,9,6,18,10,8,18,15,10,18,20,10,20,20,10,20,20,9,19,20,9,19,20,9,19,20,9,19,19,9,19,19,9,19,19,9,19,19,9,19,19,9,19,19,8,19,19,8,19,19,8,19,19,8,19,19,8,19,19,8,"HP1502401_M12"
"HP1502401_M14",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_M14"
"HP1502401_M15",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_M15"
"HP1502401_M16",4,3,4,4,9,3,4,9,3,4,7,3,4,7,3,4,7,5,4,6,5,18,4,4,18,4,3,25,4,3,26,5,3,27,4,3,27,4,3,27,4,3,27,4,3,28,4,3,28,4,3,29,4,3,30,28,3,29,28,3,30,28,3,30,29,3,28,29,3,"HP1502401_M16"
"HP1502401_M17",1,7,1,5,15,1,5,17,1,5,19,1,5,5,1,5,5,1,22,4,15,23,23,12,23,23,10,23,23,11,23,24,10,25,23,11,24,23,11,24,23,10,24,24,10,25,24,10,25,24,10,26,24,9,27,24,22,26,24,22,27,24,22,27,25,22,26,25,22,"HP1502401_M17"
"HP1502401_M18",13,1,1,14,1,1,13,12,1,14,12,1,16,13,1,12,12,1,12,12,14,12,12,15,12,12,15,12,12,15,12,12,15,11,12,14,11,12,14,11,12,14,11,11,14,11,11,14,17,12,14,16,11,14,16,11,14,15,11,14,16,11,14,15,9,14,15,10,14,"HP1502401_M18"
"HP1502401_M19",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_M19"
"HP1502401_M2",7,9,6,8,10,7,16,10,7,16,9,6,18,10,8,18,15,10,18,20,10,20,20,10,20,20,9,19,20,9,19,20,9,19,20,9,19,19,9,19,19,9,19,19,9,19,19,9,19,19,9,19,19,8,19,19,8,19,19,8,19,19,8,19,19,8,19,19,8,"HP1502401_M2"
"HP1502401_M20",7,9,6,8,10,7,16,10,7,16,9,6,18,10,8,18,15,10,18,20,10,20,20,10,20,20,9,19,20,9,19,20,9,19,20,9,19,19,9,19,19,9,19,19,9,19,19,9,19,19,9,19,19,8,19,19,8,19,19,8,19,19,8,19,19,8,19,19,8,"HP1502401_M20"
"HP1502401_M21",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_M21"
"HP1502401_M22",6,7,7,7,8,8,6,8,8,6,6,8,6,6,7,6,6,9,7,5,9,7,8,9,7,8,8,7,8,8,11,4,8,10,8,8,10,7,8,10,8,8,10,6,8,10,6,8,10,6,8,10,4,7,10,5,7,10,5,7,10,5,7,10,21,7,10,21,7,"HP1502401_M22"
"HP1502401_M23",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_M23"
"HP1502401_M24",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_M24"
"HP1502401_M3",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_M3"
"HP1502401_M4",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_M4"
"HP1502401_M5",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_M5"
"HP1502401_M6",7,4,2,8,3,5,11,3,5,12,13,10,13,14,10,15,13,7,14,13,7,14,13,7,14,13,12,14,13,12,14,13,12,14,13,6,14,13,12,15,13,6,15,22,6,15,22,5,13,22,6,13,22,21,21,22,21,22,22,21,21,22,21,21,23,21,22,23,21,"HP1502401_M6"
"HP1502401_M7",6,5,5,7,4,4,6,4,4,6,3,4,6,2,5,6,2,4,22,2,4,23,2,3,23,2,2,23,2,2,23,2,2,25,2,2,24,2,2,24,2,2,24,2,2,25,2,2,25,2,2,26,2,2,27,2,2,26,2,2,27,2,2,27,2,2,26,2,2,"HP1502401_M7"
"HP1502401_M8",6,7,7,7,8,8,6,8,8,6,6,8,6,6,7,6,6,9,7,5,9,7,8,9,7,8,8,7,8,8,11,4,8,10,8,8,10,7,8,10,8,8,10,6,8,10,6,8,10,6,8,10,4,7,10,5,7,10,5,7,10,5,7,10,21,7,10,21,7,"HP1502401_M8"
"HP1502401_M9",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_M9"
"HP1502401_N1",7,9,6,8,10,7,16,10,7,16,9,6,18,10,8,18,15,10,18,20,10,20,20,10,20,20,9,19,20,9,19,20,9,19,20,9,19,19,9,19,19,9,19,19,9,19,19,9,19,19,9,19,19,8,19,19,8,19,19,8,19,19,8,19,19,8,19,19,8,"HP1502401_N1"
"HP1502401_N10",4,3,4,4,6,3,4,6,3,4,4,3,4,3,3,4,3,5,4,3,5,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,28,3,3,"HP1502401_N10"
"HP1502401_N11",5,8,2,6,7,5,10,7,5,10,5,7,10,4,6,10,4,6,10,10,6,10,10,6,10,10,5,10,10,5,9,10,5,12,10,5,12,10,5,12,10,5,12,9,5,12,9,4,11,9,4,11,9,4,11,9,4,11,9,4,11,9,4,11,8,4,11,8,4,"HP1502401_N11"
"HP1502401_N12",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_N12"
"HP1502401_N13",1,1,1,1,1,1,1,2,1,1,2,1,1,8,1,2,9,1,2,8,2,6,7,5,6,7,4,6,7,4,6,8,4,6,7,4,6,8,4,6,7,4,6,7,4,6,7,6,6,8,5,6,6,5,6,6,5,6,6,5,6,6,5,6,7,5,6,5,5,"HP1502401_N13"
"HP1502401_N14",1,1,1,1,1,1,1,2,1,1,2,1,11,8,1,11,9,1,11,8,2,11,7,5,11,7,4,11,7,4,10,8,4,9,7,4,9,8,4,9,7,4,9,7,4,9,7,6,9,8,5,9,6,5,9,6,5,9,6,5,9,6,5,9,7,5,9,5,5,"HP1502401_N14"
"HP1502401_N15",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_N15"
"HP1502401_N16",4,3,4,4,6,3,4,6,3,4,4,3,4,3,3,4,3,5,4,3,5,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"HP1502401_N16"
"HP1502401_N17",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_N17"
"HP1502401_N18",1,1,1,5,1,1,5,2,1,5,2,1,5,5,1,5,5,1,5,4,2,4,5,12,4,5,10,4,5,11,4,6,10,4,5,11,4,5,11,4,5,10,4,5,10,4,5,10,4,5,10,4,5,9,4,4,11,4,4,11,4,4,11,4,4,11,4,4,11,"HP1502401_N18"
"HP1502401_N19",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_N19"
"HP1502401_N2",6,7,7,7,8,8,6,8,8,6,6,8,6,6,7,6,6,9,7,5,9,7,8,9,7,8,8,7,8,8,11,4,8,10,8,8,10,7,8,10,8,8,10,6,8,10,6,8,10,6,8,10,4,7,10,5,7,10,5,7,10,5,7,10,21,7,10,21,7,"HP1502401_N2"
"HP1502401_N20",6,7,7,7,8,8,6,8,8,6,6,12,6,6,13,6,6,14,22,5,15,23,23,17,23,23,18,23,23,18,23,4,18,25,23,18,24,23,18,24,23,19,24,24,19,25,24,19,25,24,19,26,24,19,27,24,22,26,24,22,27,24,22,27,25,22,26,25,22,"HP1502401_N20"
"HP1502401_N21",7,9,6,8,10,7,16,10,7,16,9,6,18,10,8,18,15,10,18,20,10,20,20,10,20,20,9,19,20,9,19,20,9,19,20,9,19,19,9,19,19,9,19,19,9,19,19,9,19,19,9,19,19,8,19,19,8,19,19,8,19,19,8,19,19,8,19,19,8,"HP1502401_N21"
"HP1502401_N22",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_N22"
"HP1502401_N23",5,8,1,6,7,1,10,7,1,10,5,1,10,4,1,10,4,1,10,10,14,10,10,15,10,10,15,10,10,15,9,10,15,12,10,14,12,10,14,12,10,14,12,9,14,12,9,14,11,9,14,11,9,14,11,9,14,11,9,14,11,9,14,11,8,14,11,8,14,"HP1502401_N23"
"HP1502401_N24",1,1,1,5,1,6,5,2,6,5,2,5,5,5,4,5,5,3,5,4,3,4,5,2,4,5,16,4,5,16,4,6,16,4,5,15,4,5,15,4,5,15,4,5,15,4,5,15,4,5,15,4,5,15,4,4,15,4,4,15,4,4,15,4,4,15,4,4,15,"HP1502401_N24"
"HP1502401_N3",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_N3"
"HP1502401_N4",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_N4"
"HP1502401_N5",1,1,1,1,1,1,1,2,1,1,2,1,1,8,1,2,9,1,2,8,2,6,7,5,6,7,4,6,7,4,6,8,4,6,7,4,6,8,4,6,7,4,6,7,4,6,7,6,6,8,5,6,6,5,6,6,5,6,6,5,6,6,5,6,7,5,6,5,5,"HP1502401_N5"
"HP1502401_N6",1,1,1,1,1,1,1,2,1,1,2,1,1,8,1,2,9,1,2,8,2,6,7,5,6,7,4,6,7,4,6,8,4,6,7,4,6,8,4,6,7,4,6,7,4,6,7,6,6,8,5,6,6,5,6,6,5,6,6,5,6,6,5,6,7,5,6,5,5,"HP1502401_N6"
"HP1502401_N7",7,4,2,8,3,5,11,3,5,12,13,10,13,14,10,15,13,7,14,13,7,14,13,7,14,13,12,14,13,12,14,13,12,14,13,6,14,13,12,15,13,6,15,13,6,15,13,5,13,11,6,13,13,12,17,13,12,17,13,12,17,13,12,17,11,12,17,11,12,"HP1502401_N7"
"HP1502401_N8",7,9,6,8,10,7,16,10,7,16,9,6,18,10,8,18,15,10,18,20,10,20,20,10,20,20,9,19,20,9,19,20,9,19,20,9,19,19,9,19,19,9,19,19,9,19,19,9,19,19,9,19,19,8,19,19,8,19,19,8,19,19,8,19,19,8,19,19,8,"HP1502401_N8"
"HP1502401_N9",5,8,2,6,7,5,10,7,5,10,5,7,10,4,6,10,4,6,10,10,6,10,10,6,10,10,5,10,10,5,9,10,5,12,10,5,12,10,5,12,10,5,12,9,5,12,9,4,11,9,4,11,9,4,11,9,4,11,9,4,11,9,4,11,8,4,11,8,4,"HP1502401_N9"
"HP1502401_O1",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_O1"
"HP1502401_O10",4,3,4,4,6,3,4,6,3,4,4,3,4,3,3,4,3,5,4,3,5,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"HP1502401_O10"
"HP1502401_O11",1,1,1,1,1,1,1,2,1,1,2,1,1,8,1,2,9,1,2,8,2,6,7,5,6,7,4,6,7,4,6,8,4,6,7,4,6,8,4,6,7,4,6,7,4,6,7,6,6,8,5,6,6,5,6,6,5,6,6,5,6,6,5,6,7,5,6,5,5,"HP1502401_O11"
"HP1502401_O12",7,9,6,8,10,7,16,10,7,16,9,6,18,10,8,18,15,10,18,20,10,20,20,10,20,20,9,19,20,9,19,20,9,19,20,9,19,19,9,19,19,9,19,19,9,19,19,9,19,19,9,19,19,8,19,19,8,19,19,8,19,19,8,19,19,8,19,19,8,"HP1502401_O12"
"HP1502401_O14",6,7,7,7,8,8,6,8,8,6,6,8,6,6,7,6,6,9,7,5,9,7,8,9,7,8,8,7,8,8,11,4,8,10,8,8,10,7,8,10,8,8,10,6,8,10,6,8,10,6,8,10,4,7,10,5,7,10,5,7,10,5,7,10,21,7,10,21,7,"HP1502401_O14"
"HP1502401_O15",8,4,2,9,3,5,7,3,5,7,8,10,7,9,10,7,8,7,6,7,7,5,6,7,5,6,12,5,6,12,5,7,12,5,6,6,5,6,12,5,6,6,5,13,6,5,13,5,5,11,6,5,13,12,5,13,12,5,13,12,5,13,12,5,11,12,5,11,12,"HP1502401_O15"
"HP1502401_O16",7,9,6,8,10,7,16,10,7,16,9,6,18,10,8,18,15,10,18,20,10,20,20,10,20,20,9,19,20,9,19,20,9,19,20,9,19,19,9,19,19,9,19,19,9,19,19,9,19,19,9,19,19,8,19,19,8,19,19,8,19,19,8,19,19,8,19,19,8,"HP1502401_O16"
"HP1502401_O17",3,5,3,3,4,2,3,4,2,3,3,2,3,2,2,3,2,2,3,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,16,2,2,16,2,2,16,2,2,16,2,2,16,2,2,16,2,14,16,2,14,16,2,13,16,2,13,16,"HP1502401_O17"
"HP1502401_O18",7,4,2,8,3,5,11,3,5,12,13,10,13,14,10,15,13,7,14,13,7,14,13,7,14,13,12,14,13,12,14,13,12,14,13,6,14,13,12,15,13,6,15,13,6,15,13,5,13,11,6,13,13,12,17,13,12,17,13,12,17,13,12,17,11,12,17,11,12,"HP1502401_O18"
"HP1502401_O19",1,1,1,5,1,1,5,2,1,5,2,1,5,5,1,5,5,1,5,4,2,4,5,5,4,5,4,4,5,4,4,6,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,6,4,5,5,4,5,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,"HP1502401_O19"
"HP1502401_O2",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"HP1502401_O2"
