cells,sc3-00,Monocle-00,Seurat-00,sc3-05,Monocle-05,Seurat-05,sc3-10,Monocle-10,Seurat-10,sc3-15,Monocle-15,Seurat-15,sc3-20,Monocle-20,Seurat-20,sc3-25,Monocle-25,Seurat-25,sc3-30,Monocle-30,Seurat-30,sc3-35,Monocle-35,Seurat-35,sc3-40,Monocle-40,Seurat-40,sc3-45,Monocle-45,Seurat-45,sc3-50,Monocle-50,Seurat-50,sc3-55,Monocle-55,Seurat-55,sc3-60,Monocle-60,Seurat-60,sc3-65,Monocle-65,Seurat-65,sc3-70,Monocle-70,Seurat-70,sc3-75,Monocle-75,Seurat-75,sc3-80,Monocle-80,Seurat-80,sc3-85,Monocle-85,Seurat-85,sc3-90,Monocle-90,Seurat-90,sc3-95,Monocle-95,Seurat-95,sc3-100,Monocle-100,Seurat-100
HP1504101T2D_J18,6,3,9,6,3,9,6,3,9,6,3,9,6,3,9,6,3,9,6,3,9,6,3,9,6,3,9,6,3,9,6,3,9,6,3,9,6,3,9,6,3,9,6,3,9,6,3,9,6,3,9,6,3,9,6,3,9,6,3,9,6,3,9
HP1504101T2D_J2,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1
HP1504101T2D_J20,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1
HP1504101T2D_J22,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6
HP1504101T2D_J24,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1
HP1504101T2D_J3,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6
HP1504101T2D_J5,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6
HP1504101T2D_J7,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1504101T2D_J9,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6
HP1504101T2D_K10,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,11,8,12,11,8,8,11,8,8,11,8,8,11,8,8,11,8,8,3,8,8
HP1504101T2D_K12,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1
HP1504101T2D_K17,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1
HP1504101T2D_K18,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1
HP1504101T2D_K19,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,11,8,12,11,8,8,11,8,8,11,8,8,11,8,8,11,8,8,3,8,8
HP1504101T2D_K2,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6
HP1504101T2D_K20,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1
HP1504101T2D_K22,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1
HP1504101T2D_K23,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1
HP1504101T2D_K24,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1504101T2D_K4,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1504101T2D_K8,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6
HP1504101T2D_L1,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6
HP1504101T2D_L10,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1504101T2D_L11,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7
HP1504101T2D_L13,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6
HP1504101T2D_L14,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,11,8,12,11,8,8,11,8,8,11,8,8,11,8,8,11,8,8,3,8,8
HP1504101T2D_L15,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6
HP1504101T2D_L18,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1504101T2D_L19,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1504101T2D_L2,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1504101T2D_L21,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3
HP1504101T2D_L23,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1504101T2D_L24,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6
HP1504101T2D_L3,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1504101T2D_L4,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1504101T2D_L5,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1504101T2D_L7,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1504101T2D_L8,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1504101T2D_M1,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6
HP1504101T2D_M10,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1
HP1504101T2D_M15,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1
HP1504101T2D_M18,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1
HP1504101T2D_M19,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3
HP1504101T2D_M2,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1504101T2D_M21,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1504101T2D_M23,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1
HP1504101T2D_M24,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1504101T2D_M3,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6
HP1504101T2D_M4,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1
HP1504101T2D_M5,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1
HP1504101T2D_M6,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1504101T2D_M7,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1
HP1504101T2D_M8,5,12,7,5,12,7,5,12,7,5,12,7,5,12,7,5,12,7,5,12,7,5,12,7,5,12,7,5,12,7,5,12,7,5,12,7,5,12,7,5,12,7,5,12,7,5,12,7,5,12,7,5,12,7,5,12,7,5,12,7,5,12,7
HP1504101T2D_M9,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1
HP1504101T2D_N1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1
HP1504101T2D_N10,15,4,11,15,4,11,15,4,11,15,4,11,15,4,11,15,4,11,15,4,11,15,4,11,15,4,11,15,4,11,15,4,11,15,4,11,15,4,11,15,4,11,15,4,11,15,4,11,15,4,11,15,4,11,14,4,11,14,4,11,14,4,11
HP1504101T2D_N12,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1504101T2D_N13,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1
HP1504101T2D_N15,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1
HP1504101T2D_N16,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6
HP1504101T2D_N17,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1504101T2D_N19,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1
HP1504101T2D_N2,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1
HP1504101T2D_N20,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6
HP1504101T2D_N21,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7
HP1504101T2D_N22,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1
HP1504101T2D_N24,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1
HP1504101T2D_N5,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1504101T2D_N6,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1504101T2D_N7,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1
HP1504101T2D_N8,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1
HP1504101T2D_N9,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1504101T2D_O10,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1504101T2D_O11,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6
HP1504101T2D_O12,15,4,13,15,4,13,15,4,13,15,4,13,15,4,13,15,4,13,15,4,13,15,4,13,15,4,13,15,4,13,15,4,13,15,4,13,15,4,13,15,4,13,15,4,13,15,4,13,15,4,13,15,4,13,14,4,11,14,4,11,14,4,11
HP1504101T2D_O13,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1504101T2D_O14,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1
HP1504101T2D_O16,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1504101T2D_O20,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1504101T2D_O22,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1504101T2D_O23,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6
HP1504101T2D_O24,2,7,2,2,7,2,2,7,2,2,6,2,2,6,2,2,6,2,2,6,2,2,6,2,2,6,2,2,6,2,2,6,2,2,6,2,2,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2
HP1504101T2D_O3,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1504101T2D_O4,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6
HP1504101T2D_O6,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1
HP1504101T2D_O9,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1
HP1504101T2D_P1,18,4,14,18,4,14,18,4,14,18,4,14,18,4,14,18,4,14,18,4,14,18,4,14,18,4,14,18,4,14,18,4,14,18,4,14,18,4,14,18,4,14,18,4,14,18,4,14,18,4,14,18,4,14,18,4,14,18,4,14,18,4,6
HP1504101T2D_P11,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1
HP1504101T2D_P12,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6
HP1504101T2D_P14,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1504101T2D_P17,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1504101T2D_P18,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1
HP1504101T2D_P2,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1
HP1504101T2D_P21,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1504101T2D_P22,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1
HP1504101T2D_P24,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6
HP1504101T2D_P3,17,1,15,17,1,15,17,1,15,17,1,15,17,1,15,17,1,15,17,1,15,17,1,15,17,1,15,17,1,15,17,1,15,17,1,15,17,1,15,17,1,15,17,1,15,17,1,15,17,1,15,17,1,15,17,1,15,17,1,15,17,1,15
HP1504101T2D_P5,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7
