cells,sc3-00,Monocle-00,Seurat-00,sc3-05,Monocle-05,Seurat-05,sc3-10,Monocle-10,Seurat-10,sc3-15,Monocle-15,Seurat-15,sc3-20,Monocle-20,Seurat-20,sc3-25,Monocle-25,Seurat-25,sc3-30,Monocle-30,Seurat-30,sc3-35,Monocle-35,Seurat-35,sc3-40,Monocle-40,Seurat-40,sc3-45,Monocle-45,Seurat-45,sc3-50,Monocle-50,Seurat-50,sc3-55,Monocle-55,Seurat-55,sc3-60,Monocle-60,Seurat-60,sc3-65,Monocle-65,Seurat-65,sc3-70,Monocle-70,Seurat-70,sc3-75,Monocle-75,Seurat-75,sc3-80,Monocle-80,Seurat-80,sc3-85,Monocle-85,Seurat-85,sc3-90,Monocle-90,Seurat-90,sc3-95,Monocle-95,Seurat-95,sc3-100,Monocle-100,Seurat-100
human2_lib1.final_cell_0139,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,32,11
human2_lib1.final_cell_0140,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0141,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,32,11
human2_lib1.final_cell_0142,1,28,4,1,28,4,1,28,4,1,28,4,1,28,4,1,28,4,1,28,4,1,28,4,1,28,4,1,28,4,1,28,4,1,28,4,1,28,4,1,28,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0143,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12
human2_lib1.final_cell_0144,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0145,12,27,3,12,27,3,12,27,3,12,27,3,12,27,3,12,27,3,12,27,3,12,27,3,12,27,3,12,27,3,12,27,3,12,27,3,12,27,3,12,27,3,12,27,3,12,27,3,12,27,3,12,27,3,12,27,3,12,27,3,12,27,3
human2_lib1.final_cell_0146,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0147,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0148,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0149,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0150,14,34,11,14,34,11,14,34,11,14,34,11,14,34,11,14,34,11,14,34,11,14,34,11,14,34,11,14,34,11,14,34,11,14,34,11,14,34,11,14,34,11,14,34,11,14,34,11,14,34,11,14,34,11,14,34,11,14,34,11,14,32,11
human2_lib1.final_cell_0151,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8
human2_lib1.final_cell_0152,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12
human2_lib1.final_cell_0153,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0154,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0155,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8
human2_lib1.final_cell_0156,26,29,5,26,29,5,26,29,5,26,29,5,26,29,5,26,29,5,26,29,5,26,29,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,20,3,5
human2_lib1.final_cell_0157,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0158,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0159,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10,16,23,10
human2_lib1.final_cell_0160,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8
human2_lib1.final_cell_0161,1,22,4,1,22,4,1,22,4,1,22,4,1,22,4,1,22,4,1,22,4,1,22,4,1,22,4,1,22,4,1,22,4,1,22,4,1,22,4,1,22,4,1,22,4,1,22,4,1,22,4,1,22,4,1,22,4,1,22,4,1,22,4
human2_lib1.final_cell_0162,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0163,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0164,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0165,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12
human2_lib1.final_cell_0166,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0167,25,7,25,25,7,25,25,7,25,25,7,25,25,7,25,25,7,25,25,7,25,25,7,25,25,7,25,25,7,25,25,7,25,25,7,25,25,7,25,25,7,25,25,7,25,25,7,25,25,7,25,25,7,25,25,7,25,25,7,25,25,7,14
human2_lib1.final_cell_0168,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0169,26,29,5,26,29,5,26,29,5,26,29,5,26,29,5,26,29,5,26,29,5,26,29,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,20,3,5
human2_lib1.final_cell_0170,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0171,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12
human2_lib1.final_cell_0172,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0173,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,20,3,5
human2_lib1.final_cell_0174,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0175,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0176,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0177,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8
human2_lib1.final_cell_0178,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0179,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0180,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0181,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21
human2_lib1.final_cell_0182,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11
human2_lib1.final_cell_0183,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11
human2_lib1.final_cell_0184,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,25,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0185,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15
human2_lib1.final_cell_0186,25,31,21,25,31,21,25,31,21,25,31,21,25,31,21,25,31,21,25,31,21,25,31,21,25,31,21,25,31,21,25,31,21,25,31,21,25,31,21,25,31,21,25,31,21,25,31,21,25,30,21,25,30,21,25,30,21,25,30,21,25,30,21
human2_lib1.final_cell_0187,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11
human2_lib1.final_cell_0188,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,7,14
human2_lib1.final_cell_0189,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15
human2_lib1.final_cell_0190,17,8,8,17,8,8,17,8,8,17,8,8,17,8,8,17,8,8,17,8,8,17,8,8,17,8,8,17,8,8,17,8,8,17,8,8,17,8,8,17,8,8,17,8,8,17,8,8,17,8,8,17,8,8,17,8,8,17,8,8,17,8,8
human2_lib1.final_cell_0191,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0192,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8
human2_lib1.final_cell_0193,26,29,5,26,29,5,26,29,5,26,29,5,26,29,5,26,29,5,26,29,5,26,29,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,20,3,5
human2_lib1.final_cell_0194,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21
human2_lib1.final_cell_0195,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11
human2_lib1.final_cell_0196,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11
human2_lib1.final_cell_0197,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,7,14
human2_lib1.final_cell_0198,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,32,11
human2_lib1.final_cell_0199,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0200,26,29,5,26,29,5,26,29,5,26,29,5,26,29,5,26,29,5,26,29,5,26,29,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,20,3,5
human2_lib1.final_cell_0201,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11
human2_lib1.final_cell_0202,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12
human2_lib1.final_cell_0203,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0204,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,34,11,13,32,11
human2_lib1.final_cell_0205,17,8,20,17,8,20,17,8,20,17,8,20,17,8,20,17,8,20,17,8,20,17,8,20,17,8,20,17,8,20,17,8,20,17,8,20,17,8,20,17,8,20,17,8,20,17,8,20,17,8,20,17,8,20,17,8,20,17,8,20,17,8,20
human2_lib1.final_cell_0206,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11,13,13,11
human2_lib1.final_cell_0207,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15,18,33,15
human2_lib1.final_cell_0208,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0209,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0210,3,22,23,3,22,23,3,22,23,3,22,23,3,22,23,3,22,23,3,22,23,3,22,23,3,22,23,3,22,23,3,22,23,3,22,23,3,22,23,3,22,23,3,22,23,3,22,23,3,22,23,3,22,23,3,22,23,3,22,23,3,22,23
human2_lib1.final_cell_0211,26,29,5,26,29,5,26,29,5,26,29,5,26,29,5,26,29,5,26,29,5,26,29,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,20,3,5
human2_lib1.final_cell_0212,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0213,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21,24,12,21
human2_lib1.final_cell_0214,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0215,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11
human2_lib1.final_cell_0216,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,11,14,25,7,14
human2_lib1.final_cell_0217,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12
human2_lib1.final_cell_0218,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0219,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11
human2_lib1.final_cell_0220,1,28,4,1,28,4,1,28,4,1,28,4,1,28,4,1,28,4,1,28,4,1,28,4,1,28,4,1,28,4,1,28,4,1,28,4,1,28,4,1,28,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0221,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0222,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0223,14,34,6,14,34,6,14,34,6,14,34,6,14,34,6,14,34,6,14,34,6,14,34,6,14,34,6,14,34,6,14,34,6,14,34,6,14,34,6,14,34,6,14,34,6,14,34,6,14,34,6,14,34,6,14,34,6,14,34,6,14,32,6
human2_lib1.final_cell_0224,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11
human2_lib1.final_cell_0225,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,10,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0226,18,5,15,18,5,15,18,5,15,18,5,15,18,5,15,18,5,15,18,5,15,18,5,15,18,5,15,18,5,15,18,5,15,18,5,15,18,5,15,18,5,15,18,5,15,18,5,15,18,5,15,18,5,15,18,5,15,18,5,15,18,5,15
human2_lib1.final_cell_0227,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11
human2_lib1.final_cell_0228,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0229,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4,1,6,4
human2_lib1.final_cell_0230,1,19,4,1,19,4,1,19,4,1,19,4,1,19,4,1,19,4,1,19,4,1,19,4,1,19,4,1,19,4,1,19,4,1,19,4,1,19,4,1,19,4,1,19,4,1,19,4,1,19,4,1,17,4,1,17,4,1,17,4,1,17,4
human2_lib1.final_cell_0231,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11,13,27,11
human2_lib1.final_cell_0232,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,31,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8
human2_lib1.final_cell_0233,22,22,23,22,22,23,22,22,23,22,22,23,22,22,23,22,22,23,22,22,23,22,22,23,22,22,23,22,22,23,22,22,23,22,22,23,22,22,23,22,22,23,22,22,23,22,22,23,22,22,23,22,22,23,22,22,23,22,22,23,22,22,23
human2_lib1.final_cell_0234,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12
